,TXLNB (167838)
ACH-000004,0.126128775571
ACH-000007,0.227109965671
ACH-000009,0.304784978675
ACH-000011,0.169270484168
ACH-000012,0.289217967314
ACH-000013,0.15805201490999998
ACH-000014,0.270265839403
ACH-000015,0.22875610812600003
ACH-000017,0.0585044480181
ACH-000018,0.24996304012899997
ACH-000019,0.0621924606081
ACH-000021,0.019602575102
ACH-000022,0.206621139564
ACH-000025,0.199940110365
ACH-000028,0.23812619116
ACH-000030,0.183813780829
ACH-000035,0.0961263042193
ACH-000036,0.273919670529
ACH-000037,0.30986476151500003
ACH-000039,0.060362095183300005
ACH-000040,-0.0396774016814
ACH-000041,0.09844165311860001
ACH-000042,0.15403380617
ACH-000045,0.125944257354
ACH-000047,0.24909645008099998
ACH-000052,0.27427042892299996
ACH-000053,0.19157175868
ACH-000054,0.112090308602
ACH-000055,0.24959450363299998
ACH-000060,0.0500285534055
ACH-000067,0.208612030108
ACH-000070,0.251813880378
ACH-000075,0.181398690138
ACH-000078,0.25553529188900004
ACH-000082,0.0858149336203
ACH-000085,0.00830175245688
ACH-000086,0.16475948414799998
ACH-000087,0.127274819233
ACH-000092,0.0582858344987
ACH-000095,0.10200654435499999
ACH-000097,0.0960419731487
ACH-000098,0.330147705233
ACH-000099,0.18511926705200002
ACH-000108,0.26919577419199997
ACH-000113,0.12071708276799999
ACH-000115,0.0584934700096
ACH-000116,0.24737308946699998
ACH-000118,0.186260269423
ACH-000120,0.26990891408100004
ACH-000123,0.21310821026700003
ACH-000127,0.12178179313200001
ACH-000128,0.125706602955
ACH-000132,0.07663379399010001
ACH-000133,0.23618645476599998
ACH-000137,0.315279951461
ACH-000138,0.25041088130600003
ACH-000142,0.0674308835776
ACH-000143,0.312263213133
ACH-000146,0.0777002009886
ACH-000148,0.0598926459209
ACH-000150,0.146069680523
ACH-000152,0.23010405663800002
ACH-000153,0.402428558274
ACH-000159,0.28947285837
ACH-000160,0.277602705331
ACH-000163,0.360277999017
ACH-000167,0.08603504686550001
ACH-000168,-0.018191876607099998
ACH-000169,0.271370406811
ACH-000178,0.17590816085799998
ACH-000182,0.13244394921299998
ACH-000183,0.198381106539
ACH-000188,0.18934453298
ACH-000189,0.532122960211
ACH-000190,0.21465641585
ACH-000198,0.14588205027999998
ACH-000204,0.164005075263
ACH-000206,0.127825220829
ACH-000207,0.0672553787148
ACH-000211,0.237318170314
ACH-000215,0.24583561976999999
ACH-000221,0.267142554122
ACH-000222,0.248469321416
ACH-000223,0.11662879317199999
ACH-000226,0.247755645405
ACH-000227,0.142661193845
ACH-000228,0.0553512971071
ACH-000231,0.15953124023
ACH-000232,0.182162161193
ACH-000233,0.211636652741
ACH-000234,0.150908300173
ACH-000235,0.135651953006
ACH-000237,0.142011968281
ACH-000238,0.19440893563900002
ACH-000243,0.195636895525
ACH-000244,0.0741379501636
ACH-000246,0.197920609045
ACH-000248,0.34904779094300004
ACH-000250,0.029157559168599998
ACH-000251,0.19637396822900002
ACH-000253,0.157290910153
ACH-000255,0.21894575769900002
ACH-000256,0.17986446078499999
ACH-000257,0.39727811861900003
ACH-000258,0.43559441588299996
ACH-000259,0.12024006845799999
ACH-000260,0.15949429384400002
ACH-000261,0.207286727378
ACH-000262,0.150200325405
ACH-000263,0.518950402509
ACH-000264,0.174951279031
ACH-000265,0.39215582174999997
ACH-000266,0.160750860819
ACH-000272,0.20470247668400002
ACH-000273,0.0414059383421
ACH-000274,0.185899967216
ACH-000277,-0.047751869503800004
ACH-000278,0.214884668969
ACH-000279,0.0508222974111
ACH-000280,0.33753138709799996
ACH-000281,0.0673842535478
ACH-000288,0.132428601591
ACH-000291,0.17594213778499998
ACH-000293,0.258942527759
ACH-000294,0.306326133847
ACH-000295,0.124339615954
ACH-000296,0.235378675653
ACH-000302,0.223624975383
ACH-000304,0.21589392991
ACH-000307,0.144710372116
ACH-000308,0.227413585162
ACH-000310,0.19539562387200002
ACH-000311,0.17218520441500001
ACH-000312,0.219482045608
ACH-000315,-0.110369009467
ACH-000316,0.128928464531
ACH-000317,0.13541158921399998
ACH-000318,0.163291191082
ACH-000319,0.10604542960300001
ACH-000320,0.103308320898
ACH-000322,0.3557436341
ACH-000323,0.282409268168
ACH-000324,0.09173800497300001
ACH-000329,0.168276931968
ACH-000330,0.00048177189713
ACH-000331,0.206853288504
ACH-000332,0.234288369842
ACH-000334,0.113953995473
ACH-000335,0.41667157113200004
ACH-000336,0.285235961295
ACH-000337,0.264229106806
