,SUPV3L1 (6832)
ACH-000004,-1.08867018099
ACH-000007,-1.13288701168
ACH-000009,-0.817548082264
ACH-000011,-0.85526091704
ACH-000012,-1.18132032831
ACH-000013,-0.991300726185
ACH-000014,-1.1316804099
ACH-000015,-1.04837572129
ACH-000017,-1.03996128975
ACH-000018,-1.21392754722
ACH-000019,-1.1528956943100002
ACH-000021,-1.1227828728
ACH-000022,-1.09152705796
ACH-000025,-1.22057153907
ACH-000028,-1.17678308362
ACH-000030,-1.1372099031
ACH-000035,-1.41563826513
ACH-000036,-0.661774896009
ACH-000037,-1.03545048213
ACH-000039,-1.2541403784899998
ACH-000040,-0.8820110287
ACH-000041,-1.01973324522
ACH-000042,-1.23136187951
ACH-000045,-1.1087139957899999
ACH-000047,-1.2953406409100001
ACH-000052,-1.0511907744600002
ACH-000053,-1.22042420306
ACH-000054,-1.36960291012
ACH-000055,-0.69623246572
ACH-000060,-1.02614048963
ACH-000067,-1.1931919925499999
ACH-000070,-1.16839048305
ACH-000075,-0.921980318056
ACH-000078,-0.991214548015
ACH-000082,-0.6852915252799999
ACH-000085,-1.20769343803
ACH-000086,-1.28890487583
ACH-000087,-1.1784419460200002
ACH-000092,-0.6936602946189999
ACH-000095,-0.82882545156
ACH-000097,-0.990126852145
ACH-000098,-1.10342549261
ACH-000099,-1.03570933376
ACH-000108,-0.754177977115
ACH-000113,-1.21318961954
ACH-000115,-0.796635555476
ACH-000116,-1.48650842103
ACH-000118,-1.3427677245700003
ACH-000120,-0.984262999681
ACH-000123,-1.03188528104
ACH-000127,-1.19164098823
ACH-000128,-1.31761286251
ACH-000132,-0.9496657339740001
ACH-000133,-1.10002014708
ACH-000137,-1.06805306325
ACH-000138,-1.1944407916700002
ACH-000142,-1.05487308372
ACH-000143,-1.0622587963299999
ACH-000146,-1.05747829402
ACH-000148,-1.1263805883700002
ACH-000150,-1.04294283971
ACH-000152,-1.10886804263
ACH-000153,-0.779375507191
ACH-000159,-0.944432664968
ACH-000160,-1.59098851562
ACH-000163,-1.0643281511
ACH-000167,-0.852933251929
ACH-000168,-0.8278802237809999
ACH-000169,-0.9701086370090001
ACH-000178,-1.09827274173
ACH-000182,-1.37314843516
ACH-000183,-1.1397497881
ACH-000188,-1.22902813492
ACH-000189,-1.46076806441
ACH-000190,-1.46611795399
ACH-000198,-1.15149792405
ACH-000204,-1.3434576840799999
ACH-000206,-0.8958638479500001
ACH-000207,-1.7858569122499999
ACH-000211,-1.31913528061
ACH-000215,-1.42105097057
ACH-000221,-1.1538289594700002
ACH-000222,-0.908461794524
ACH-000223,-1.4279883692299997
ACH-000226,-1.1304726877
ACH-000227,-1.11741756009
ACH-000228,-1.2349688890000001
ACH-000231,-1.08913019331
ACH-000232,-1.37888568241
ACH-000233,-1.0647855812
ACH-000234,-0.854796617932
ACH-000235,-0.876282008823
ACH-000237,-0.555165115079
ACH-000238,-1.3077975366399999
ACH-000243,-0.963315692988
ACH-000244,-0.972263614471
ACH-000246,-1.21203866677
ACH-000248,-1.36685416262
ACH-000250,-0.7264279565009999
ACH-000251,-1.26167591097
ACH-000253,-1.2523285796799999
ACH-000255,-1.15395520637
ACH-000256,-1.14141340954
ACH-000257,-1.5246714961599999
ACH-000258,-1.4269180052000001
ACH-000259,-1.2029489855700002
ACH-000260,-0.821660646059
ACH-000261,-0.937434852276
ACH-000262,-1.1886298219
ACH-000263,-1.34395682658
ACH-000264,-0.912350333179
ACH-000265,-1.24969878496
ACH-000266,-1.42977236741
ACH-000272,-0.645677205224
ACH-000273,-1.2692413409299999
ACH-000274,-0.9376263543279999
ACH-000277,-1.11768230653
ACH-000278,-0.627254555494
ACH-000279,-1.1691328112000001
ACH-000280,-1.15902984905
ACH-000281,-1.30220317349
ACH-000288,-1.37194166498
ACH-000291,-1.17033898172
