,QPCT (25797)
ACH-000004,-0.17384647731800001
ACH-000007,0.0445872953647
ACH-000009,-0.147879130189
ACH-000011,-0.030468504062099996
ACH-000012,-0.0034203074939200004
ACH-000013,-0.00205261589411
ACH-000014,-0.107017747824
ACH-000015,0.0580500939977
ACH-000017,-0.235542472865
ACH-000018,-0.16025397167000002
ACH-000019,-0.304153596048
ACH-000021,-0.14353298463199998
ACH-000022,-0.152021597324
ACH-000025,-0.0783487743363
ACH-000028,-0.12277865355499999
ACH-000030,-0.20436733388099998
ACH-000035,-0.169927034182
ACH-000036,-0.209849994839
ACH-000037,-0.468059507744
ACH-000039,-0.0695707810045
ACH-000040,-0.045310590232499996
ACH-000041,-0.199011681351
ACH-000042,-0.0854810703252
ACH-000045,-0.125831630925
ACH-000047,-0.059027801732800006
ACH-000052,-0.237789627725
ACH-000053,-0.191912279461
ACH-000054,-0.17482187867899998
ACH-000055,-0.18887318546700002
ACH-000060,-0.0393379890421
ACH-000067,-0.05983573248599999
ACH-000070,-0.107262619934
ACH-000075,-0.300390373552
ACH-000078,-0.24241527922699999
ACH-000082,-0.111581871883
ACH-000085,-0.408845851259
ACH-000086,-0.16471580426100002
ACH-000087,-0.38485353775700004
ACH-000092,-0.244279274868
ACH-000095,-0.0874947552791
ACH-000097,-0.138319096229
ACH-000098,-0.0998464074757
ACH-000099,-0.11037108377499999
ACH-000108,-0.11590349120999999
ACH-000113,-0.131252899688
ACH-000115,-0.0128810264651
ACH-000116,-0.137694707497
ACH-000118,-0.11802873355
ACH-000120,-0.21363571034899997
ACH-000123,-0.032280067828000004
ACH-000127,-0.187386271582
ACH-000128,-0.0653732327962
ACH-000132,-0.0561732067036
ACH-000133,-0.336324941294
ACH-000137,-0.0413122280075
ACH-000138,0.014050859469399999
ACH-000142,-0.22552872014199998
ACH-000143,-0.27041243590799996
ACH-000146,-0.0644224111563
ACH-000148,-0.119225457722
ACH-000150,-0.00340389525785
ACH-000152,-0.16850117638300002
ACH-000153,0.102061384677
ACH-000159,-0.00592007653309
ACH-000160,-0.0742576702346
ACH-000163,-0.048220831585400005
ACH-000167,-0.18929065142700002
ACH-000168,-0.121595988345
ACH-000169,-0.104829430801
ACH-000178,-0.174516312512
ACH-000182,-0.16651630102499998
ACH-000183,0.0277644289761
ACH-000188,-0.10529179886800001
ACH-000189,0.050798738280600005
ACH-000190,0.0847467842484
ACH-000198,-0.210604715495
ACH-000204,-0.102692701133
ACH-000206,-0.17942042127799998
ACH-000207,0.030089107499
ACH-000211,0.021020239202900002
ACH-000215,-0.40079598443099995
ACH-000221,-0.0395832686348
ACH-000222,0.129069040607
ACH-000223,-0.254797631115
ACH-000226,-0.13336227355900002
ACH-000227,-0.247793498104
ACH-000228,-0.09448220400110001
ACH-000231,-0.23670525433000003
ACH-000232,-0.223028396281
ACH-000233,-0.185386869874
ACH-000234,0.0284082822345
ACH-000235,-0.0485847247639
ACH-000237,-0.0642835692706
ACH-000238,-0.0210257667872
ACH-000243,-0.0853695189925
ACH-000244,-0.271410359379
ACH-000246,-0.09130519109919999
ACH-000248,-0.117853103071
ACH-000250,-0.20606270430100002
ACH-000251,0.0768331268087
ACH-000253,-0.0889440945679
ACH-000255,-0.152616032441
ACH-000256,-0.200934505916
ACH-000257,-0.242614889744
ACH-000258,-0.438749536185
ACH-000259,-0.19837220854600002
ACH-000260,-0.137377745913
ACH-000261,-0.199606906039
ACH-000262,0.156572854482
ACH-000263,-0.21680166944
ACH-000264,-0.225710634286
ACH-000265,-0.028947333249400003
ACH-000266,-0.112817412918
ACH-000272,-0.140787688414
ACH-000273,-0.16404693469599999
ACH-000274,-0.385347591404
ACH-000277,-0.257545976126
ACH-000278,-0.183965703887
ACH-000279,-0.11544956782299999
ACH-000280,0.0557134361804
ACH-000281,-0.00681795951216
ACH-000288,-0.25035343198300003
ACH-000291,-0.0835085544818
ACH-000293,0.020442045511099998
ACH-000294,-0.229914447378
ACH-000295,-0.0653429034075
ACH-000296,-0.310557534591
ACH-000302,-0.0501076264839
ACH-000304,0.024904646492
ACH-000307,-0.119282239934
ACH-000308,-0.116549878312
ACH-000310,-0.202704781321
ACH-000311,0.00907513364326
ACH-000312,-0.180367135788
ACH-000315,-0.0579648073629
ACH-000316,-0.00989238802694
ACH-000317,-0.127427109535
ACH-000318,-0.227212184221
ACH-000319,-0.08952192146839999
ACH-000320,-0.0973354329312
ACH-000322,0.031938826928
ACH-000323,-0.28551503418900004
ACH-000324,-0.0727486418663
ACH-000329,-0.181347773572
ACH-000330,-0.141000409268
ACH-000331,-0.147962531215
ACH-000332,-0.0818237284241
ACH-000334,-0.153979475196
ACH-000335,0.0033982379009699997
ACH-000336,-0.326961610091
ACH-000337,-0.16138381024
ACH-000339,-0.0485387056324
ACH-000341,-0.281369412035
ACH-000348,-0.126008665839
ACH-000350,-0.035790832413599996
ACH-000352,-0.184744230233
ACH-000356,-0.145625714991
ACH-000361,-0.22737071444200002
ACH-000362,-0.26183376203200004
ACH-000363,-0.151938061948
ACH-000364,-0.213598579755
ACH-000365,-0.11934407715199999
ACH-000366,-0.150108737184
ACH-000368,-0.40211491317500003
ACH-000374,0.0593798670001
ACH-000375,-0.0346146900598
ACH-000376,-0.269675382292
ACH-000381,-0.0561282072252
ACH-000383,-0.0883513566792
ACH-000387,-0.223786368246
ACH-000389,0.011724228536100001
ACH-000390,-0.138911853593
ACH-000393,-0.139988317764
ACH-000395,-0.131946325025
ACH-000397,-0.17810371656800003
ACH-000401,0.252558473715
ACH-000402,-0.09402149746789999
ACH-000403,-0.30487832283300004
ACH-000404,-0.242608344926
ACH-000406,-0.15210905125399998
ACH-000407,-0.21273265811
ACH-000408,-0.07781164397939999
ACH-000410,-0.202199953077
ACH-000411,-0.09748459325139999
ACH-000414,-0.123754063949
ACH-000415,-0.0367591688134
ACH-000416,-0.0792481585407
ACH-000420,-0.172671513309
ACH-000421,-0.085930993518
ACH-000424,-0.191198769824
ACH-000425,-0.0203782941673
ACH-000426,-0.182319297227
ACH-000427,-0.134284813634
ACH-000433,-0.269424064179
ACH-000436,-0.140252339887
ACH-000444,-0.021814720841900004
ACH-000445,-0.0696749989202
ACH-000448,-0.232609104624
ACH-000450,-0.280394709158
ACH-000452,-0.036985322015900005
ACH-000454,-0.253699177049
ACH-000458,-0.186842843438
ACH-000459,-0.201571193709
ACH-000460,0.0478674113393
ACH-000461,0.0113255202534
ACH-000463,-0.0360652913649
ACH-000464,-0.236852088101
ACH-000466,-0.0930484210517
ACH-000467,-0.0480928086749
ACH-000468,-0.0899330804567
ACH-000469,-0.224969302498
ACH-000470,-0.07297280750889999
ACH-000471,-0.369902248828
ACH-000472,-0.222661046246
ACH-000473,-0.0247361845065
ACH-000475,-0.0789598125925
ACH-000476,-0.304591375297
ACH-000477,-0.212062941374
ACH-000480,0.16847116271499998
ACH-000481,-0.0677487479478
ACH-000483,-0.105323552013
ACH-000484,-0.275186263975
ACH-000485,-0.0603514723054
ACH-000486,-0.0385166649211
ACH-000487,-0.134384157742
ACH-000488,-0.2294878748
ACH-000490,-0.17709995595400002
ACH-000491,-0.42087642991400004
ACH-000495,-0.37232630080300005
ACH-000496,-0.0355303305475
ACH-000499,-0.270152485658
ACH-000500,-0.348898330671
ACH-000502,-0.202618246916
ACH-000503,-0.293018433441
ACH-000505,-0.100181119011
ACH-000507,-0.26587373607500003
ACH-000510,-0.09142743358510001
ACH-000511,-0.251342353821
ACH-000512,-0.158105221815
ACH-000516,-0.149774245503
ACH-000517,-0.120395469857
ACH-000518,-0.0652045333665
ACH-000520,-0.0822598199702
ACH-000521,-0.0591232057207
ACH-000522,-0.107384891863
ACH-000524,-0.17768707427000002
ACH-000527,-0.13573806960100002
ACH-000528,-0.177788485406
ACH-000537,-0.136203951137
ACH-000541,-0.18041358763700002
ACH-000542,-0.12044594963
ACH-000544,-0.129584857305
ACH-000545,-0.265594945023
ACH-000547,-0.106828803094
ACH-000548,-0.102956073127
ACH-000549,-0.20529786450100002
ACH-000550,-0.18101682847699999
ACH-000552,-0.196436272815
ACH-000556,-0.0901393077985
ACH-000557,-0.0865252092743
ACH-000570,-0.0979905421915
ACH-000571,-0.0938751086964
ACH-000573,-0.117784126105
ACH-000576,-0.0139884733534
ACH-000580,0.15222518742000002
ACH-000584,-0.00816278939114
ACH-000585,-0.242876573761
ACH-000588,-0.171853061868
ACH-000589,-0.15195756268
ACH-000591,-0.326856688424
ACH-000593,-0.368001507305
ACH-000600,-0.154666268814
ACH-000601,-0.11353650019400001
ACH-000604,-0.212315960536
ACH-000605,0.0866162493373
ACH-000606,-0.144254503238
ACH-000608,-0.0940216177665
ACH-000614,-0.148491095114
ACH-000616,-0.168899159683
ACH-000618,-0.130911506357
ACH-000619,-0.266393163445
ACH-000620,-0.0829542329155
ACH-000621,-0.262313822858
ACH-000622,-0.227502251104
ACH-000623,-0.062339922284
ACH-000624,-0.200743703816
ACH-000627,-0.263512062561
ACH-000630,-0.191369706008
ACH-000632,-0.09409442694319999
ACH-000633,-0.178513408713
ACH-000637,-0.29393839724599996
ACH-000638,-0.0221513166817
ACH-000646,-0.007074459332239999
ACH-000647,-0.14617198229800002
ACH-000648,-0.08111762262960001
ACH-000649,-0.17822673678800002
ACH-000651,-0.199857112517
ACH-000652,-0.0690834604145
ACH-000653,-0.12966169503799999
ACH-000657,-0.121621703383
ACH-000658,-0.195768725677
ACH-000661,0.137357479504
ACH-000662,-0.46774604773100004
ACH-000663,-0.176831825077
ACH-000665,-0.214264005375
ACH-000671,-0.0348593248243
ACH-000673,-0.19466352726
ACH-000676,-0.0236855691461
ACH-000677,0.06485387893740001
ACH-000681,-0.165719586891
ACH-000682,-0.184556559854
ACH-000683,-0.234515198332
ACH-000684,0.010411091061299999
ACH-000688,0.0155504820967
ACH-000693,-0.155206502443
ACH-000694,-0.022397173802
ACH-000695,-0.193227617096
ACH-000696,-0.230964152064
ACH-000697,-0.24216967215
ACH-000699,-0.104980679381
ACH-000701,-0.119909379019
ACH-000706,-0.102478651377
ACH-000711,-0.177847154756
ACH-000713,0.0167393787587
ACH-000714,-0.284477866264
ACH-000718,-0.131844047916
ACH-000720,-0.33657767829499996
ACH-000721,-0.161255302012
ACH-000724,-0.0109553844625
ACH-000725,-0.34684562900399996
ACH-000732,-0.266612369951
ACH-000734,-0.121914464868
ACH-000735,-0.14611567435
ACH-000736,-0.11211655385399999
ACH-000738,-0.140823750935
ACH-000746,-0.286149694523
ACH-000747,-0.0973046188201
ACH-000748,-0.12357428336899999
ACH-000753,-0.229596359745
ACH-000756,-0.0882692997249
ACH-000757,-0.0635301795897
ACH-000758,-0.137803589724
ACH-000760,-0.116654284306
ACH-000763,-0.302273459382
ACH-000764,0.0023350336204000003
ACH-000765,0.0198619094083
ACH-000766,-0.192627141659
ACH-000767,-0.19316269908199998
ACH-000768,-0.14431231521
ACH-000769,-0.0479405102272
ACH-000770,-0.147259299074
ACH-000771,-0.142389647817
ACH-000773,-0.223649415408
ACH-000776,0.05783621426519999
ACH-000777,-0.200200665141
ACH-000778,-0.19551012716
ACH-000781,-0.154196449931
ACH-000782,0.00231557462728
ACH-000783,0.0247671591905
ACH-000784,-0.163988876533
ACH-000785,0.0230014489533
ACH-000787,-0.145248033487
ACH-000788,-0.07491003228339999
ACH-000791,-0.146574616514
ACH-000792,-0.298573866674
ACH-000794,-0.21237615806600002
ACH-000796,-0.29532193957499997
ACH-000799,-0.208605186921
ACH-000800,-0.231718054539
ACH-000802,-0.175085713879
ACH-000804,0.0127291930424
ACH-000805,-0.10190086924000001
ACH-000809,-0.10923237099000001
ACH-000810,0.042430343291999996
ACH-000811,-0.278145747376
ACH-000817,-0.35719533337
ACH-000819,-0.136685139334
ACH-000820,-0.046570221387300006
ACH-000821,-0.11561074512
ACH-000822,-0.192919113218
ACH-000823,-0.10454524523499999
ACH-000824,-0.15581577994100002
ACH-000827,-0.148766969221
ACH-000829,-0.289843151552
ACH-000831,-0.206993135317
ACH-000832,-0.0354365990237
ACH-000833,0.0396143945921
ACH-000834,-0.0160887532853
ACH-000835,-0.316184140402
ACH-000836,-0.186541042978
ACH-000837,-0.03849484341730001
ACH-000838,0.03367007150490001
ACH-000839,-0.157495138823
ACH-000840,-0.22972816035799998
ACH-000841,-0.0381862776312
ACH-000843,-0.14221462837
ACH-000846,-0.11195995629899999
ACH-000847,-0.179061989946
ACH-000848,-0.005329749444679999
ACH-000849,-0.242807590713
ACH-000851,0.009913278252469999
ACH-000855,-0.38081642410800004
ACH-000856,-0.141253579695
ACH-000858,-0.186708591373
ACH-000859,-0.103886986523
ACH-000861,-0.014546544093500001
ACH-000862,-0.276029103648
ACH-000865,-0.16648673245999998
ACH-000866,-0.163491170169
ACH-000867,-0.18045292377900002
ACH-000869,-0.235524897029
ACH-000872,-0.115995419109
ACH-000873,0.22562720484
ACH-000876,-0.199451709802
ACH-000878,-0.10777500029300001
ACH-000880,-0.11032444562100001
ACH-000881,-0.13083108250800002
ACH-000882,-0.137915998638
ACH-000884,0.0327256913753
ACH-000885,-0.210121761913
ACH-000887,-0.16769383353599998
ACH-000888,-0.19893727404
ACH-000889,-0.024934774691
ACH-000890,-0.00589202109178
ACH-000896,-0.183809069523
ACH-000898,-0.0911122133624
ACH-000900,0.00250001462847
ACH-000901,-0.184175392627
ACH-000905,-0.197066197903
ACH-000906,-0.17372020662999998
ACH-000907,-0.390105963869
ACH-000910,-0.11844463127
ACH-000911,-0.233040167318
ACH-000912,0.024683128736
ACH-000913,-0.0312807215113
ACH-000915,0.0197176863495
ACH-000916,-0.135844206962
ACH-000917,0.045341556233
ACH-000921,-0.206431848452
ACH-000924,-0.148914428718
ACH-000926,-0.05522061486330001
ACH-000928,0.00741811142966
ACH-000929,-0.012811884034
ACH-000932,-0.09674965510389999
ACH-000935,-0.0435054927379
ACH-000936,-0.00870852695785
ACH-000937,-0.145862192381
ACH-000938,-0.0879131489956
ACH-000939,-0.185149008854
ACH-000941,-0.0330063827315
ACH-000943,-0.209268975334
ACH-000946,-0.108850926092
ACH-000947,-0.0412521370477
ACH-000948,-0.090658323705
ACH-000950,-0.152942334928
ACH-000953,-0.0183314649017
ACH-000957,-0.243924402839
ACH-000958,-0.00445659115174
ACH-000960,-0.202469645385
ACH-000963,-0.337124117306
ACH-000968,-0.227147626029
ACH-000969,-0.192320811087
ACH-000973,-0.220172081363
ACH-000974,-0.242061325842
ACH-000975,-0.196663813381
ACH-000976,-0.0451030462923
ACH-000978,-0.160959515248
ACH-000980,-0.127475966307
ACH-000984,-0.013983092262299998
ACH-000986,-0.147988292439
ACH-000988,0.0102001947216
ACH-000993,-0.266895989421
ACH-000994,0.0332088402146
ACH-000996,-0.299504860979
ACH-001001,-0.17106591303500002
ACH-001020,-0.0894636233697
ACH-001028,-0.09369251949560002
ACH-001031,-0.20709063663600003
ACH-001038,-0.16938046697599998
ACH-001048,-0.165823531808
ACH-001050,-0.0429636147014
ACH-001053,-0.17431441119399999
ACH-001054,-0.09780164908399999
ACH-001061,-0.22938166859
ACH-001067,-0.11308195633099999
ACH-001075,-0.218047659137
ACH-001096,-0.05726495585580001
ACH-001128,-0.12814095590299998
ACH-001134,-0.250686182405
ACH-001151,-0.153018765289
ACH-001163,-0.151751374017
ACH-001164,-0.147264457494
ACH-001173,-0.146707214553
ACH-001183,-0.06957836824019999
ACH-001184,-0.404651018428
ACH-001190,-0.0154583971381
ACH-001192,-0.143690119856
ACH-001193,-0.13922670445000002
ACH-001196,0.08539010201819999
ACH-001197,-0.0444106925659
ACH-001205,-0.10082052905300001
ACH-001211,0.0916885264624
ACH-001212,-0.644755480193
ACH-001228,-0.17034401861600001
ACH-001232,-0.292999533177
ACH-001239,-0.07903107930480001
ACH-001274,-0.18101202917800002
ACH-001275,-0.0778994564452
ACH-001277,-0.24960182898299998
ACH-001278,-0.0318170164492
ACH-001280,-0.322323228652
ACH-001283,0.0755901731854
ACH-001289,-0.23890237975499998
ACH-001295,-0.209402826495
ACH-001300,-0.367253041864
ACH-001301,-0.09699919122000002
ACH-001302,-0.092571080268
ACH-001303,-0.142626767885
ACH-001306,-0.190200693635
