,SFTPC (6440)
ACH-000004,-0.0903956084968
ACH-000007,-0.037028615854000003
ACH-000009,0.18506414622
ACH-000011,0.08039515811760001
ACH-000012,-0.171546958643
ACH-000013,-0.041290989308500003
ACH-000014,-0.0952252612372
ACH-000015,-0.061990449289499996
ACH-000017,-0.10917627987800001
ACH-000018,-0.051739770866099995
ACH-000019,-0.125751887003
ACH-000021,-0.0713227961021
ACH-000022,-0.25297294777
ACH-000025,-0.131129931293
ACH-000028,0.0123348501089
ACH-000030,-0.008813444215620001
ACH-000035,-0.30419338794399997
ACH-000036,-0.227436734459
ACH-000037,-0.348869215804
ACH-000039,-0.08225142550339999
ACH-000040,-0.291036491566
ACH-000041,-0.0606744947298
ACH-000042,-0.07103433556739999
ACH-000045,-0.14059792994
ACH-000047,-0.11195344242699999
ACH-000052,-0.08105351117589998
ACH-000053,-0.07409347604510001
ACH-000054,0.0971904503683
ACH-000055,-0.28438083716999996
ACH-000060,-0.10892380619000001
ACH-000067,0.025421114893799997
ACH-000070,0.117149714394
ACH-000075,-0.0535557627915
ACH-000078,-0.280517329139
ACH-000082,-0.0750647853436
ACH-000085,-0.255969859731
ACH-000086,0.028160311186199997
ACH-000087,-0.102746083489
ACH-000092,-0.154851179585
ACH-000095,-0.0792502712326
ACH-000097,0.00210908843102
ACH-000098,0.159130601885
ACH-000099,-0.0129094528755
ACH-000108,-0.052975430851199996
ACH-000113,0.00299935839574
ACH-000115,0.05440951477659999
ACH-000116,-0.08829972847100001
ACH-000118,-0.111159994475
ACH-000120,0.00115083844614
ACH-000123,-0.013964953626700001
ACH-000127,-0.0481740931058
ACH-000128,-0.136360584106
ACH-000132,0.060723472435900004
ACH-000133,-0.187923457163
ACH-000137,-0.328952801053
ACH-000138,-0.0855913493138
ACH-000142,-0.144724709066
ACH-000143,-0.272293996941
ACH-000146,-0.199658437566
ACH-000148,-0.0638309479592
ACH-000150,-0.068907423431
ACH-000152,-0.189005673338
ACH-000153,-0.04296766655590001
ACH-000159,-0.10721563901799999
ACH-000160,-0.008104175581979999
ACH-000163,-0.168409618383
ACH-000167,-0.146394834725
ACH-000168,-0.19066675101799999
ACH-000169,-0.157398220738
ACH-000178,-0.07179368214769999
ACH-000182,0.023658296083999997
ACH-000183,0.0628992668321
ACH-000188,-0.165557916788
ACH-000189,0.0622515688458
ACH-000190,-0.241917801851
ACH-000198,-0.119887352511
ACH-000204,-0.22919777814
ACH-000206,0.16339253355799999
ACH-000207,-0.10005858968499999
ACH-000211,-0.17191524476
ACH-000215,-0.149207472462
ACH-000221,-0.120966781296
ACH-000222,-0.166175550008
ACH-000223,-0.0501267315
ACH-000226,0.0993503012214
ACH-000227,-0.212297260035
ACH-000228,-0.27219280011
ACH-000231,-0.0302163814041
ACH-000232,-0.13077056109500002
ACH-000233,-0.061154743262599995
ACH-000234,0.058467003618900004
ACH-000235,-0.09624957692089998
ACH-000237,-0.0481637928986
ACH-000238,-0.148742753535
ACH-000243,-0.103669017602
ACH-000244,-0.297025162081
ACH-000246,-0.145605864424
ACH-000248,-0.104443313036
ACH-000250,-0.10645594543800001
ACH-000251,-0.0782087928671
ACH-000253,-0.0342169166861
ACH-000255,-0.11490290992999999
ACH-000256,-0.240330839048
ACH-000257,-0.461999491599
ACH-000258,0.20544121382599997
ACH-000259,-0.0906175962349
ACH-000260,-0.0316605920691
ACH-000261,-0.26126206431800003
ACH-000262,-0.400466178301
ACH-000263,-0.196730671094
ACH-000264,-0.09167345177139999
ACH-000265,-0.031852443421299996
ACH-000266,-0.10057003029600001
ACH-000272,-0.040878361735699996
ACH-000273,0.155979498242
ACH-000274,-0.0607658119368
ACH-000277,0.101972678548
ACH-000278,-0.0470528234169
ACH-000279,-0.14462865785499998
ACH-000280,0.09491306078810001
ACH-000281,-0.201853258621
ACH-000288,-0.0364153634657
ACH-000291,-0.0025277649226599997
ACH-000293,-0.180021378362
ACH-000294,0.050374599320999996
ACH-000295,-0.05129561882209999
ACH-000296,-0.0473169593352
ACH-000302,-0.0163480456307
ACH-000304,-0.263316208095
ACH-000307,0.0794128546617
ACH-000308,-0.141518428304
ACH-000310,0.06851155896069999
ACH-000311,-0.0113016287962
ACH-000312,-0.170635083233
ACH-000315,0.122656841208
ACH-000316,-0.00386240791761
ACH-000317,-0.33855541475400003
ACH-000318,0.0610681904784
ACH-000319,-0.212593486244
ACH-000320,-0.0811374818824
ACH-000322,0.106400612796
ACH-000323,0.043022874761199995
ACH-000324,-0.105965681041
ACH-000329,-0.28605906160100003
ACH-000330,-0.164901571749
ACH-000331,0.00614903097131
ACH-000332,-0.029519225998499998
ACH-000334,-0.143864877759
ACH-000335,0.322472592274
ACH-000336,-0.458333318037
ACH-000337,-0.0897922827666
ACH-000339,-0.0139527118108
ACH-000341,0.00234079514258
ACH-000348,-0.221209845143
ACH-000350,-0.177907807511
ACH-000352,-0.0998675302193
ACH-000356,-0.34894152440399995
ACH-000361,-0.154814824726
ACH-000362,-0.05390545819619999
ACH-000363,0.005866623307740001
ACH-000364,0.0184071087332
ACH-000365,-0.065074019963
ACH-000366,0.09326625986819999
ACH-000368,-0.19711029196199997
ACH-000374,-0.18701394220800002
ACH-000375,-0.0538782441532
ACH-000376,-0.0778539034593
ACH-000381,-0.134100949331
ACH-000383,-0.17805571241700002
ACH-000387,-0.0947872446291
ACH-000389,0.12196520111999999
ACH-000390,-0.164773717951
ACH-000393,-0.171849904757
ACH-000395,-0.164024065803
ACH-000397,-0.178756191278
ACH-000401,-0.0418161955276
ACH-000402,-0.042071852345
ACH-000403,-0.104796447009
ACH-000404,-0.0644793662058
ACH-000406,-0.050602383636300007
ACH-000407,0.0342176754395
ACH-000408,0.06846604289239999
ACH-000410,-0.138504260756
ACH-000411,-0.09477286001710002
ACH-000414,-0.169029516431
ACH-000415,-0.174146976663
ACH-000416,-0.130171668069
ACH-000420,-0.122049116145
ACH-000421,-0.163947837201
ACH-000424,0.050267786350300006
ACH-000425,0.151437000819
ACH-000426,-0.154948236986
ACH-000427,0.12087438480999999
ACH-000433,-0.16963806840100001
ACH-000436,-0.308912640746
ACH-000444,-0.182164968994
ACH-000445,0.036089961570199995
ACH-000448,0.061354965299
ACH-000450,0.139775522416
ACH-000452,-0.199862453803
ACH-000454,-0.111746728685
ACH-000458,0.020849824716199998
ACH-000459,-0.0374532122485
ACH-000460,0.08036959402339999
ACH-000461,-0.027142280332299998
ACH-000463,-0.148641804466
ACH-000464,-0.09651203826969999
ACH-000466,0.221600871763
ACH-000467,-0.004976400180380001
ACH-000468,0.105285575928
ACH-000469,-0.0713653213256
ACH-000470,-0.110088322279
ACH-000471,-0.179752636552
ACH-000472,-0.10914934416300001
ACH-000473,-0.12624588203700002
ACH-000475,-0.061217611607
ACH-000476,-0.36381929135799995
ACH-000477,-0.419257149627
ACH-000480,-0.036971886155900004
ACH-000481,0.056343696525699996
ACH-000483,-0.189879553842
ACH-000484,0.0617808423714
ACH-000485,-0.218475935539
ACH-000486,0.07348031302489999
ACH-000487,-0.025116923346400002
ACH-000488,-0.170809791435
ACH-000490,-0.18442308441
ACH-000491,-0.15173286519
ACH-000495,-0.104074100657
ACH-000496,-0.118056045254
ACH-000499,0.0363147686562
ACH-000500,0.580554729318
ACH-000502,-0.0652919758159
ACH-000503,0.0690603952908
ACH-000505,-0.21754601331099999
ACH-000507,-0.24206621564199998
ACH-000510,-0.0595125874543
ACH-000511,-0.032567990910200004
ACH-000512,0.0249541805711
ACH-000516,-0.155748792666
ACH-000517,-0.125525248197
ACH-000518,-0.07031160031349999
ACH-000520,-0.0981474012882
ACH-000521,0.09248001409060001
ACH-000522,-0.018098040398099997
ACH-000524,-0.26938154041400003
ACH-000527,-0.008120717936579999
ACH-000528,-0.194852750333
ACH-000537,-0.150151968053
ACH-000541,0.0208533619525
ACH-000542,0.118283233083
ACH-000544,-0.258635679317
ACH-000545,-0.0899278263879
ACH-000547,-0.204931387814
ACH-000548,-0.255891559709
ACH-000549,0.0909619362782
ACH-000550,-0.0270053019704
ACH-000552,-0.135895107094
ACH-000556,-0.07300734326399999
ACH-000557,-0.33313412034699996
ACH-000570,-0.117677484449
ACH-000571,-0.119033933878
ACH-000573,0.000554819990145
ACH-000576,-0.134716087827
ACH-000580,-0.248363071972
ACH-000584,-0.20837376896899998
ACH-000585,-0.112677175683
ACH-000588,-0.012363712283299999
ACH-000589,-0.113626655067
ACH-000591,-0.011756279106
ACH-000593,-0.19408534567000002
ACH-000600,0.028009362409900002
ACH-000601,-0.0438528441232
ACH-000604,-0.078042326176
ACH-000605,-0.0953484625351
ACH-000606,-0.23651890230500003
ACH-000608,-0.05097578836680001
ACH-000614,-0.278080032489
ACH-000616,-0.358654052226
ACH-000618,-0.107370786022
ACH-000619,-0.0429914212913
ACH-000620,-0.139736976316
