,KHDRBS1 (10657)
ACH-000004,-0.246472685838
ACH-000007,0.0624361120894
ACH-000009,-0.391099588689
ACH-000011,-0.5493733968519999
ACH-000012,-0.278688617591
ACH-000013,-0.273360870047
ACH-000014,-0.302409363714
ACH-000015,-0.163153238801
ACH-000017,-0.450164391866
ACH-000018,-0.39482218222099996
ACH-000019,-0.215629625553
ACH-000021,-0.29696770985800003
ACH-000022,-0.30402751407699996
ACH-000025,-0.406270027215
ACH-000028,-0.514378656766
ACH-000030,-0.34737693567100003
ACH-000035,-0.265181396202
ACH-000036,-0.5525484270759999
ACH-000037,-0.468351882479
ACH-000039,-0.108974611193
ACH-000040,-0.428056517153
ACH-000041,-0.0253220450295
ACH-000042,-0.30169857059099997
ACH-000045,-0.332115157444
ACH-000047,-0.290132273203
ACH-000052,-0.022680584232200002
ACH-000053,0.0673247549933
ACH-000054,-0.080162299705
ACH-000055,-0.21319995690000001
ACH-000060,-0.641838902445
ACH-000067,-0.166146855037
ACH-000070,-0.23321357859
ACH-000075,-0.30577276847199997
ACH-000078,-0.18204531638399998
ACH-000082,-0.411406788234
ACH-000085,-0.132583411271
ACH-000086,-0.450524141404
ACH-000087,-0.00865189811435
ACH-000092,-0.6748194724869999
ACH-000095,-0.0761436314053
ACH-000097,-0.5372503081319999
ACH-000098,-0.506749015062
ACH-000099,0.0210262623582
ACH-000108,-0.224967260695
ACH-000113,-0.357623224658
ACH-000115,-0.106382102837
ACH-000116,-0.336554938724
ACH-000118,-0.169088954627
ACH-000120,-0.262362982209
ACH-000123,-0.260677663459
ACH-000127,-0.162418474946
ACH-000128,-0.39841301848300004
ACH-000132,-0.281050757024
ACH-000133,-0.347369742813
ACH-000137,-0.35424361521
ACH-000138,-0.450948993227
ACH-000142,-0.282565844463
ACH-000143,-0.41327822002400005
ACH-000146,-0.25926789651
ACH-000148,-0.36673490778000006
ACH-000150,-0.356884124693
ACH-000152,-0.572284905612
ACH-000153,-0.34592915180100003
ACH-000159,-0.181478952359
ACH-000160,-0.07974050117039999
ACH-000163,-0.278869595598
ACH-000167,-0.31670514189
ACH-000168,0.0119073557458
ACH-000169,-0.14585499800899998
ACH-000178,-0.336778533307
ACH-000182,-0.153943839878
ACH-000183,-0.34959521422300005
ACH-000188,-0.426894707821
ACH-000189,-0.281620651396
ACH-000190,-0.510145693628
ACH-000198,-0.33644117725199996
ACH-000204,-0.147853411278
ACH-000206,-0.367992180351
ACH-000207,-0.326707331921
ACH-000211,0.0845221693763
ACH-000215,-0.240203791578
ACH-000221,-0.0657843729143
ACH-000222,-0.272241586651
ACH-000223,-0.348674911462
ACH-000226,-0.010100107806799999
ACH-000227,-0.162898591287
ACH-000228,-0.22856949715
ACH-000231,-0.29338489916099997
ACH-000232,-0.202132489113
ACH-000233,-0.05367623675509999
ACH-000234,-0.541207213792
ACH-000235,-0.331217049913
ACH-000237,-0.0512656347968
ACH-000238,-0.167905161922
ACH-000243,-0.19644038399900002
ACH-000244,-0.727301278263
ACH-000246,-0.693644523682
ACH-000248,-0.196483399846
ACH-000250,-0.17110633002
ACH-000251,-0.48510439669
ACH-000253,-0.273194342031
ACH-000255,-0.292757767953
ACH-000256,-0.187337730002
ACH-000257,0.11315904757999999
ACH-000258,-0.339511117152
ACH-000259,-0.260208001949
ACH-000260,-0.345231752292
ACH-000261,-0.277146328833
ACH-000262,-0.386621883939
ACH-000263,-0.31741262850900004
ACH-000264,-0.037866900487099994
ACH-000265,-0.228071550812
ACH-000266,-0.240194274253
ACH-000272,-0.21061070681
ACH-000273,-0.0799702062208
ACH-000274,-0.26879645786
ACH-000277,-0.411220491533
ACH-000278,-0.12242647321599999
ACH-000279,-0.28086635580200003
ACH-000280,-0.105572093982
ACH-000281,-0.135417661911
ACH-000288,-0.500095248238
ACH-000291,-0.157530556592
ACH-000293,-0.228364889875
ACH-000294,-0.061546253115400004
ACH-000295,-0.20025711700100002
ACH-000296,-0.698106112949
ACH-000302,-0.122216504817
ACH-000304,-0.24062197099100002
ACH-000307,-0.252187696208
ACH-000308,0.0728555915552
ACH-000310,-0.15620376602
ACH-000311,-0.118366189697
ACH-000312,-0.227216110294
ACH-000315,-0.0974495161872
ACH-000316,-0.48307450075400005
ACH-000317,-0.020956171624900002
ACH-000318,-0.41242526784100003
ACH-000319,-0.23080935313099998
ACH-000320,0.108289282822
ACH-000322,-0.218888288187
ACH-000323,-0.223765735726
ACH-000324,-0.11420790719799999
ACH-000329,-0.2758007595
ACH-000330,-0.42535373153300005
ACH-000331,-0.435324778336
ACH-000332,-0.508655026436
ACH-000334,-0.275833691078
ACH-000335,-0.38883171032200003
ACH-000336,-0.10541150173000001
ACH-000337,-0.110954709069
ACH-000339,-0.298866014086
ACH-000341,-0.305247764752
ACH-000348,-0.221411008442
ACH-000350,-0.132095608942
ACH-000352,-0.13427994960200001
ACH-000356,-0.259850143614
ACH-000361,-0.44137394117600004
ACH-000362,-0.235184489311
ACH-000363,-0.20336787609700002
ACH-000364,-0.19365598269
ACH-000365,-0.249296840955
ACH-000366,-0.165888544486
ACH-000368,-0.36066364537600004
ACH-000374,-0.31044070092099996
ACH-000375,-0.407380658181
ACH-000376,-0.412391273411
ACH-000381,-0.229667104822
ACH-000383,-0.29216243231999994
ACH-000387,-0.22837958531599997
ACH-000389,-0.370315200505
ACH-000390,-0.198301714554
ACH-000393,-0.280726444596
ACH-000395,-0.533902552974
ACH-000397,-0.477813064609
ACH-000401,0.004125291925420001
ACH-000402,-0.385617127096
ACH-000403,-0.353122885238
ACH-000404,-0.39380816878700003
ACH-000406,-0.19815934114999997
ACH-000407,-0.575409078649
ACH-000408,-0.07446158384530001
ACH-000410,-0.145318012333
ACH-000411,-0.40741096464000004
ACH-000414,-0.150348141075
ACH-000415,-0.195011414145
ACH-000416,-0.37845225449000003
ACH-000420,-0.480930431416
ACH-000421,-0.140662985455
ACH-000424,-0.155865115858
ACH-000425,-0.184898936873
ACH-000426,-0.535991976564
ACH-000427,-0.481044304513
ACH-000433,-0.297509414032
ACH-000436,-0.231226820043
ACH-000444,-0.338597021765
ACH-000445,-0.0796820242023
ACH-000448,-0.168486860658
ACH-000450,-0.040888026228300005
ACH-000452,-0.200936443071
ACH-000454,-0.182364189983
ACH-000458,-0.32541840260899996
ACH-000459,-0.0790855303049
ACH-000460,-0.6411257267580001
ACH-000461,-0.43446181307
ACH-000463,-0.122609382371
ACH-000464,-0.335472988299
ACH-000466,-0.505909468173
ACH-000467,-0.307505830098
ACH-000468,0.05257853655119999
ACH-000469,-0.127543077157
ACH-000470,-0.18076292333900001
ACH-000471,-0.368900939024
ACH-000472,-0.196129216148
ACH-000473,-0.0299836961051
ACH-000475,-0.274870540542
ACH-000476,-0.483074401715
ACH-000477,-0.139952635342
ACH-000480,-0.146766876878
ACH-000481,-0.00505753563372
ACH-000483,-0.47929706198399996
ACH-000484,0.170032712449
ACH-000485,-0.522041602593
ACH-000486,-0.257085724359
ACH-000487,-0.567846113014
ACH-000488,-0.205304673892
ACH-000490,-0.274544929651
ACH-000491,-0.11065276029400001
ACH-000495,-0.537400434231
ACH-000496,-0.053521402904
ACH-000499,-0.24132998628600003
ACH-000500,-0.217000689243
ACH-000502,-0.0482240681775
ACH-000503,0.028067844508
ACH-000505,-0.12631553756799999
ACH-000507,-0.321080269449
ACH-000510,-0.215546669873
ACH-000511,-0.38244968492299997
ACH-000512,-0.23147338954799998
ACH-000516,-0.397340166373
ACH-000517,-0.378861615848
ACH-000518,-0.347520140888
ACH-000520,-0.65608303716
ACH-000521,-0.40299675182800004
ACH-000522,-0.263945987258
ACH-000524,-0.426344985913
ACH-000527,-0.339073741989
ACH-000528,-0.160575442529
ACH-000537,-0.118950499379
ACH-000541,-0.172345527263
ACH-000542,-0.236720874373
ACH-000544,-0.35760104560999995
ACH-000545,-0.247049204156
ACH-000547,-0.726712823095
ACH-000548,-0.238729438372
ACH-000549,-0.007431704472949999
ACH-000550,-0.543076699889
ACH-000552,-0.608327053097
ACH-000556,-0.220167204682
ACH-000557,0.244627160472
ACH-000570,-0.311587093906
ACH-000571,-0.056348065371400004
