,SRCAP (10847)
ACH-000004,-1.11262932546
ACH-000007,-0.933861885236
ACH-000009,-0.708903551725
ACH-000011,-0.887672014294
ACH-000012,-0.993419498536
ACH-000013,-1.12981142266
ACH-000014,-0.861733902863
ACH-000015,-1.09344994844
ACH-000017,-0.683619889654
ACH-000018,-0.743477814163
ACH-000019,-0.6914684203810001
ACH-000021,-0.7241859912
ACH-000022,-0.7109508155519999
ACH-000025,-0.970462166041
ACH-000028,-0.849428312085
ACH-000030,-0.5624630580759999
ACH-000035,-1.00306913985
ACH-000036,-0.8355238375130001
ACH-000037,-1.45236762475
ACH-000039,-0.7016545974510001
ACH-000040,-0.809207233738
ACH-000041,-0.880958704461
ACH-000042,-0.616282672328
ACH-000045,-0.763857826189
ACH-000047,-0.684492003197
ACH-000052,-0.692171397776
ACH-000053,-0.7214488291419999
ACH-000054,-0.7024274699240001
ACH-000055,-0.97532488544
ACH-000060,-0.478022003363
ACH-000067,-0.794713851519
ACH-000070,-0.9368453393870001
ACH-000075,-1.0133012490200002
ACH-000078,-0.9192698894050001
ACH-000082,-0.9004291622939999
ACH-000085,-0.622972944657
ACH-000086,-0.39198674668000005
ACH-000087,-0.7905952591
ACH-000092,-1.1161676308
ACH-000095,-0.970059320162
ACH-000097,-0.946809758845
ACH-000098,-1.28656678619
ACH-000099,-0.7450213757649999
ACH-000108,-0.9575248399590001
ACH-000113,-0.7682292221100001
ACH-000115,-1.4988716584200001
ACH-000116,-0.905931568994
ACH-000118,-1.0435389826600001
ACH-000120,-0.895979762359
ACH-000123,-0.9474077033470001
ACH-000127,-0.605651363735
ACH-000128,-0.851537996008
ACH-000132,-0.8990777871979999
ACH-000133,-0.827324186379
ACH-000137,-0.8531703952159999
ACH-000138,-0.613393390138
ACH-000142,-0.661693053602
ACH-000143,-1.04792093923
ACH-000146,-0.754198424945
ACH-000148,-0.928831424016
ACH-000150,-0.705795903255
ACH-000152,-0.429297661984
ACH-000153,-0.6914094811470001
ACH-000159,-0.817560522822
ACH-000160,-0.269900944558
ACH-000163,-0.504456208386
