,FOXL1 (2300)
ACH-000004,-0.050396717468499996
ACH-000007,-0.234894409694
ACH-000009,-0.106554043869
ACH-000011,0.130456279233
ACH-000012,-0.0156882787715
ACH-000013,0.006188123762439999
ACH-000014,0.00305271412043
ACH-000015,0.0356279254911
ACH-000017,-0.09521133466489999
ACH-000018,0.0393001421031
ACH-000019,0.0771921606316
ACH-000021,-0.0444840191861
ACH-000022,-0.0577486518014
ACH-000025,-0.056964148564800005
ACH-000028,-0.06346311472869999
ACH-000030,0.0240006759029
ACH-000035,0.08680822104830001
ACH-000036,-0.0159009135779
ACH-000037,-0.055981278965499995
ACH-000039,-0.216820059599
ACH-000040,0.062159188461499995
ACH-000041,0.06633796640169999
ACH-000042,-3.37327402618e-05
ACH-000045,-0.18394288482299997
ACH-000047,0.052814205849099995
ACH-000052,-0.044983696335399996
ACH-000053,0.0130791343279
ACH-000054,-0.0885544203695
ACH-000055,-0.120049160525
ACH-000060,0.19113442103300002
ACH-000067,0.073578672599
ACH-000070,-0.137856898776
ACH-000075,-0.11516484692
ACH-000078,-0.07151269930960001
ACH-000082,-0.10613582389799998
ACH-000085,0.0017019625322400001
ACH-000086,0.0497199780069
ACH-000087,-0.0564982186618
ACH-000092,0.09691679633310002
ACH-000095,-0.0291392346615
ACH-000097,0.00948401954012
ACH-000098,-0.0973767034457
ACH-000099,-0.08717450342329999
ACH-000108,-0.22902261321400003
ACH-000113,0.0207180577832
ACH-000115,-0.147396393465
ACH-000116,0.0151922610494
ACH-000118,0.032340202091
ACH-000120,-0.0739170651931
ACH-000123,0.129982447916
ACH-000127,-0.012382107861899999
ACH-000128,-0.164989247258
ACH-000132,0.015670454323
ACH-000133,-0.12553776471300002
ACH-000137,0.014126892813
ACH-000138,-0.09086627492480001
ACH-000142,-0.0294960397163
ACH-000143,-0.0414436594344
ACH-000146,0.15397174439300002
ACH-000148,-0.09445781387330002
ACH-000150,0.10009277343900001
ACH-000152,-0.11818484552000001
ACH-000153,0.33863881116899996
ACH-000159,0.00485594085683
ACH-000160,0.119905753177
ACH-000163,0.056034144205599996
ACH-000167,0.0289594880258
ACH-000168,0.0015895840198399999
ACH-000169,0.163444922656
ACH-000178,-0.0747075575726
ACH-000182,-0.105872301019
ACH-000183,-0.12661834913699999
ACH-000188,-0.0362491447636
ACH-000189,0.06619838705469999
ACH-000190,0.29542019032600003
ACH-000198,0.0639704387411
ACH-000204,0.136561128383
ACH-000206,0.07513236462169999
ACH-000207,-0.07515951459669999
ACH-000211,-0.0558013764317
ACH-000215,0.0306018897674
ACH-000221,-0.207084722292
ACH-000222,-0.0957570825608
ACH-000223,-0.113544835208
ACH-000226,0.0047405813264
ACH-000227,0.36656870315300005
ACH-000228,-0.0864899923071
ACH-000231,-0.0488418861954
ACH-000232,-0.012980049779700001
ACH-000233,-0.018033610924
ACH-000234,-0.07180060633230001
ACH-000235,-0.014693414454700002
ACH-000237,0.0816409226066
ACH-000238,0.059459991661199994
ACH-000243,0.035671140519099996
ACH-000244,0.25589722289
ACH-000246,-0.050358769311100005
ACH-000248,-0.33352401134
ACH-000250,0.0624451277451
ACH-000251,-0.006468301650609999
ACH-000253,-0.181748008873
ACH-000255,0.019787032293599998
ACH-000256,-0.04354617285759999
ACH-000257,-0.291671367818
ACH-000258,0.202490973196
ACH-000259,0.045744795967499995
ACH-000260,0.0970021076823
ACH-000261,0.032684031188099996
ACH-000262,0.0957693740634
ACH-000263,-0.00419398579503
ACH-000264,-0.0283448279684
ACH-000265,0.122672222359
ACH-000266,-0.028342809224
ACH-000272,0.0946548753357
ACH-000273,0.021229573476499997
ACH-000274,0.0389197483392
ACH-000277,-0.0476671624589
ACH-000278,-0.09633849430060001
ACH-000279,0.0972518047532
ACH-000280,-0.196405674496
ACH-000281,-0.329084245024
ACH-000288,0.025928709791099996
ACH-000291,-0.00186288128871
ACH-000293,-0.0890700311057
ACH-000294,-0.295308440695
ACH-000295,-0.0592907977697
ACH-000296,0.0213512295071
ACH-000302,0.0687983412645
ACH-000304,0.330058225112
ACH-000307,-0.105881399617
ACH-000308,-0.0997100341131
ACH-000310,0.0868356701403
ACH-000311,-0.0198742380927
ACH-000312,-0.04112760949369999
ACH-000315,-0.0506514194603
ACH-000316,-0.131210862075
ACH-000317,-0.0416772221769
ACH-000318,0.160787578174
ACH-000319,-0.149446168882
ACH-000320,0.199872972324
ACH-000322,-0.08082100483589999
ACH-000323,-0.14618537761199998
ACH-000324,0.161683176721
ACH-000329,-0.0671481010042
ACH-000330,0.112619932529
ACH-000331,-0.13560293058599998
ACH-000332,-0.0121386378392
ACH-000334,0.0063373235145
ACH-000335,0.116084995586
ACH-000336,-0.23583368897
ACH-000337,-0.187081799545
ACH-000339,0.09801035562650001
ACH-000341,0.10433314209200001
ACH-000348,0.18878138045
ACH-000350,-0.023818650820599998
ACH-000352,-0.147475324603
ACH-000356,0.11071316605999999
ACH-000361,-0.28038605042
ACH-000362,0.0278076372439
ACH-000363,0.0769467820488
ACH-000364,0.231860748326
ACH-000365,-0.0413071600896
ACH-000366,-0.157118362192
ACH-000368,0.021151211661400004
ACH-000374,-0.079686244841
ACH-000375,-0.040314995972800007
ACH-000376,0.052856656773499995
ACH-000381,-0.00217732459299
ACH-000383,-0.08881188641650001
ACH-000387,-0.2017130982
ACH-000389,-0.00839619332342
ACH-000390,0.043400875473499995
ACH-000393,-0.0881348842861
ACH-000395,-0.0494034084664
ACH-000397,0.00799206228843
ACH-000401,-0.06967830821610001
ACH-000402,0.0069689777764799996
ACH-000403,-0.036782801941599996
ACH-000404,0.0737126351575
ACH-000406,0.0133407762729
ACH-000407,0.141471607974
ACH-000408,-0.0452551330108
ACH-000410,0.0462151258294
ACH-000411,0.230001299072
ACH-000414,0.027825932418
ACH-000415,0.0493332848714
ACH-000416,0.0163938178419
ACH-000420,-0.156124493164
ACH-000421,-0.00760740512619
ACH-000424,-0.206010498988
ACH-000425,-0.09064215613160001
ACH-000426,-0.039085994366099996
ACH-000427,-0.179517438601
ACH-000433,-0.027146404188099996
ACH-000436,0.212031790206
ACH-000444,-0.014122682991700001
ACH-000445,0.015374630617400001
ACH-000448,-0.112827581328
ACH-000450,-0.025480192158400004
ACH-000452,0.010718996451000001
ACH-000454,-0.11448077663100001
ACH-000458,0.07518748748380001
ACH-000459,0.00276953230931
ACH-000460,-0.0391920279765
ACH-000461,-0.22490025729000002
ACH-000463,-0.145202779522
ACH-000464,-0.164056016735
ACH-000466,-0.034027254938
ACH-000467,0.20958077008200002
ACH-000468,0.100763117768
ACH-000469,-0.0230131579248
ACH-000470,-0.210811563084
ACH-000471,0.04168758893769999
ACH-000472,-0.0120646868127
ACH-000473,-0.028733646976099998
ACH-000475,-0.163096829323
ACH-000476,0.012422690989600001
ACH-000477,-0.15675106515
ACH-000480,0.051221939191199994
ACH-000481,0.0408930745879
ACH-000483,-0.09576222109930001
ACH-000484,0.143577676137
ACH-000485,-0.0590653162082
ACH-000486,0.005608549240079999
ACH-000487,0.0740480230305
ACH-000488,-0.13364560249500002
ACH-000490,0.08850330773460001
ACH-000491,-0.186256887337
ACH-000495,0.162309454306
ACH-000496,-0.164969425311
ACH-000499,0.006793671806619999
ACH-000500,-0.55390259814
ACH-000502,0.0308277364732
ACH-000503,-0.156226313818
ACH-000505,-0.12375590130799999
ACH-000507,0.0431479089436
ACH-000510,-0.011337102789700002
ACH-000511,-0.058202962665300007
ACH-000512,0.0442432152786
ACH-000516,0.169404326273
ACH-000517,-0.0758690974857
ACH-000518,0.0946188035936
ACH-000520,-0.248144286216
ACH-000521,-0.022384933205400002
ACH-000522,-0.223415536966
ACH-000524,-0.133076099311
ACH-000527,0.0310788558605
ACH-000528,0.0677297779516
ACH-000537,0.0868554459536
ACH-000541,-0.24237212139199998
ACH-000542,-0.0333550265337
ACH-000544,-0.150924893232
ACH-000545,0.0869226905758
ACH-000547,-0.0270455797432
ACH-000548,-0.17619354490699998
ACH-000549,-0.27968541451699996
ACH-000550,-0.135216153385
ACH-000552,0.0680098827046
ACH-000556,-0.0149250762719
ACH-000557,-0.0021687809107600003
ACH-000570,-0.148035488912
ACH-000571,-0.187825614598
ACH-000573,-0.12416162844499999
ACH-000576,-0.303433530782
ACH-000580,-0.0426311501899
ACH-000584,-0.100142375986
ACH-000585,0.0592485278658
ACH-000588,0.0474458895151
ACH-000589,0.105713370132
ACH-000591,-0.106470043313
ACH-000593,-0.115323082171
ACH-000600,-0.063856108311
ACH-000601,0.00542030093964
ACH-000604,-0.22479256630600003
ACH-000605,0.045940991049
ACH-000606,-0.0565128006339
ACH-000608,0.07127025354710001
ACH-000614,0.12852782157
ACH-000616,-0.16787207189300002
ACH-000618,-0.012202210241100001
ACH-000619,-0.248501885235
ACH-000620,-0.100384059704
ACH-000621,-0.0223202369232
ACH-000622,-0.18501541795200002
ACH-000623,0.00768897298099
ACH-000624,-0.0285549064954
ACH-000627,-0.060413031815
ACH-000630,-0.036138315848500004
ACH-000632,-0.116930473647
ACH-000633,0.04717223798069999
ACH-000637,-0.109900984925
ACH-000638,0.0169161371046
ACH-000646,-0.20943249337699998
ACH-000647,-0.05276389625109999
ACH-000648,-0.0399044315249
ACH-000649,0.0148481524766
ACH-000651,-0.05416779243290001
ACH-000652,-0.0130344993901
ACH-000653,-0.16313971142699998
ACH-000657,-0.0463704948111
ACH-000658,-0.062176631553300006
ACH-000661,0.0747096870111
