,NDRG1 (10397)
ACH-000004,-0.048949514824099996
ACH-000007,0.262628914114
ACH-000009,0.0335622564685
ACH-000011,0.0334145645415
ACH-000012,0.14943608893899998
ACH-000013,0.0481489799584
ACH-000014,0.254975149402
ACH-000015,-0.0354004155213
ACH-000017,0.11165790997300001
ACH-000018,0.143203447165
ACH-000019,0.0622317389121
ACH-000021,0.076537201843
ACH-000022,-0.0470087641101
ACH-000025,0.0177182611339
ACH-000028,0.048271519804400004
ACH-000030,0.0816261960985
ACH-000035,-0.052715104902900004
ACH-000036,0.0125534171991
ACH-000037,-0.0325625635352
ACH-000039,0.128761126047
ACH-000040,0.056378275944300005
ACH-000041,0.0506006280751
ACH-000042,-0.08448146449249999
ACH-000045,-0.14349169614
ACH-000047,0.0795412997791
ACH-000052,0.164989639222
ACH-000053,0.389553259207
ACH-000054,-0.025160443770300002
ACH-000055,-0.127345860348
ACH-000060,0.04507008805769999
ACH-000067,0.18209473943799998
ACH-000070,-0.0440807188148
ACH-000075,0.226340772024
ACH-000078,0.160544102504
ACH-000082,-0.16897364998
ACH-000085,-0.115549459743
ACH-000086,0.06277706324990001
ACH-000087,0.0459614811696
ACH-000092,0.0799198189506
ACH-000095,0.103459149713
ACH-000097,0.11409728835699999
ACH-000098,-0.0460014143441
ACH-000099,0.054530853893999996
ACH-000108,0.015837440063799998
ACH-000113,0.11139471636800001
ACH-000115,-0.384065360199
ACH-000116,0.047659455069599996
ACH-000118,-0.00606576683533
ACH-000120,-0.0711764353787
ACH-000123,0.0870059890649
ACH-000127,-0.0168579898804
ACH-000128,-0.0706610936453
ACH-000132,0.0304143036429
ACH-000133,-0.00482110683654
ACH-000137,-0.022857759229900004
ACH-000138,0.130383947466
ACH-000142,0.20550628668499998
ACH-000143,-0.191946586232
ACH-000146,0.110522733093
ACH-000148,0.0605342738382
ACH-000150,-0.318736967946
ACH-000152,0.0840412466844
ACH-000153,-0.254904270402
ACH-000159,0.0735703410471
ACH-000160,-0.294383349742
ACH-000163,-0.0652717717729
ACH-000167,-0.0575674611059
ACH-000168,0.014123567814100001
ACH-000169,0.0737001001558
ACH-000178,0.10137575755599999
ACH-000182,0.23222112869199998
ACH-000183,-0.038567474860699995
ACH-000188,0.0974559827279
ACH-000189,-0.050392152742
ACH-000190,0.099862925075
ACH-000198,-0.000454887006481
