,UBE2D3 (7323)
ACH-000004,-1.0949356033
ACH-000007,-0.929819052828
ACH-000009,-0.717657294632
ACH-000011,-1.2504152277399998
ACH-000012,-0.8331953641500001
ACH-000013,-0.648772835428
ACH-000014,-1.0820381388
ACH-000015,-0.9141856633040001
ACH-000017,-0.622087707389
ACH-000018,-0.9412584050049999
ACH-000019,-1.16538843597
ACH-000021,-0.647335807249
ACH-000022,-0.7249060133580001
ACH-000025,-0.8679619480230001
ACH-000028,-1.06472517306
ACH-000030,-0.9265327278799999
ACH-000035,-0.684040250393
ACH-000036,-1.10174418206
ACH-000037,-0.48460464171499995
ACH-000039,-0.777199846334
ACH-000040,-0.950402216522
ACH-000041,-0.829692016804
ACH-000042,-0.7336880917290001
ACH-000045,-1.1151384695200002
ACH-000047,-0.826759192406
ACH-000052,-0.9754936390819999
ACH-000053,-1.25244693124
ACH-000054,-0.749984449664
ACH-000055,-0.948594707437
ACH-000060,-0.694684562503
ACH-000067,-1.11381128523
ACH-000070,-1.2754628224
ACH-000075,-0.966843692484
ACH-000078,-1.04405717104
ACH-000082,-0.8222928907860001
ACH-000085,-0.963091243274
ACH-000086,-0.544686913257
ACH-000087,-0.344368361409
ACH-000092,-0.794118084147
ACH-000095,-1.1345872943100002
ACH-000097,-1.10531689131
ACH-000098,-0.54958238941
ACH-000099,-0.946164556213
ACH-000108,-1.3482069543200002
ACH-000113,-1.15947419084
ACH-000115,0.0212725973142
ACH-000116,-0.347229706805
ACH-000118,-1.11202449307
ACH-000120,-1.22212327302
ACH-000123,-1.02175962344
ACH-000127,-1.01193220387
ACH-000128,-0.491567669492
ACH-000132,-0.537421843326
ACH-000133,-0.670551793584
ACH-000137,-0.9086954384110001
ACH-000138,-0.841996411296
ACH-000142,-0.365139242496
ACH-000143,-0.9833425606890001
ACH-000146,-1.1074331157600001
ACH-000148,-0.869650542429
ACH-000150,-0.624343290824
ACH-000152,-0.7327985133600001
ACH-000153,-1.42777227598
ACH-000159,-1.03018765309
ACH-000160,-1.03227707661
ACH-000163,-1.20066149359
ACH-000167,-0.301083566171
ACH-000168,-0.69041913259
ACH-000169,-0.7302483584899999
ACH-000178,-0.8989155227269999
ACH-000182,-1.22788608531
ACH-000183,-1.0510223400299998
ACH-000188,-1.15675027817
ACH-000189,-0.826813608301
ACH-000190,-0.642498504102
ACH-000198,-0.8723040047120001
ACH-000204,-0.310736138986
ACH-000206,-1.05923387777
ACH-000207,-0.9074849248810001
ACH-000211,-1.1087940849299998
ACH-000215,-0.742789703037
ACH-000221,-0.360325727482
ACH-000222,-0.653046969211
ACH-000223,-1.0376117168899999
ACH-000226,-1.10924032103
ACH-000227,-0.848345672658
ACH-000228,-0.794447775818
ACH-000231,-0.9262705078389999
ACH-000232,-0.654986505049
ACH-000233,-1.26983095811
ACH-000234,-0.576125698282
ACH-000235,-0.66767296639
ACH-000237,-1.06808996737
ACH-000238,-1.52931412245
ACH-000243,-0.896334196384
ACH-000244,0.857246716888
ACH-000246,-0.7162830940330001
ACH-000248,-0.8636511527320001
ACH-000250,-0.399032181376
ACH-000251,-0.584049669521
ACH-000253,-0.652182927774
ACH-000255,-0.839256997324
ACH-000256,-0.8126881447290001
ACH-000257,-0.826785655694
ACH-000258,-0.92903456067
ACH-000259,-0.38945308019
ACH-000260,-0.9186069682269999
ACH-000261,-0.752143700024
ACH-000262,-0.33240240819899997
ACH-000263,-1.16793850897
ACH-000264,-0.780796823987
ACH-000265,-1.03870234075
ACH-000266,-0.605234098131
ACH-000272,-1.31450746676
ACH-000273,-0.852522634902
ACH-000274,-0.824093132255
ACH-000277,-0.514849243712
ACH-000278,-0.604554339237
ACH-000279,-0.7628676884110001
ACH-000280,-1.25058873867
ACH-000281,-0.983595075409
ACH-000288,-0.693540526499
ACH-000291,-0.671852563153
ACH-000293,-0.804103140661
ACH-000294,-1.77063666782
ACH-000295,-1.0564990904
ACH-000296,-0.9143422602700001
ACH-000302,-0.33860118105400006
ACH-000304,-0.783813587789
ACH-000307,-0.8810859536750001
ACH-000308,-0.8094637459990001
ACH-000310,-1.06511298729
ACH-000311,-1.3442575281
ACH-000312,-0.473982129805
ACH-000315,-0.685711623461
ACH-000316,-0.8265287339120001
ACH-000317,-0.687141251885
ACH-000318,-0.528970164567
ACH-000319,-0.377152797817
ACH-000320,-0.958787181499
ACH-000322,-1.12837799475
ACH-000323,-0.644867649291
ACH-000324,-1.1030784951200001
ACH-000329,-0.438317847588
ACH-000330,-0.473566444982
ACH-000331,-0.8013566977850001
ACH-000332,-0.406636175275
ACH-000334,-0.17063127146600002
ACH-000335,-0.995698210343
ACH-000336,-0.567482070815
ACH-000337,-0.569990082503
ACH-000339,-1.16481815942
ACH-000341,-0.724201219215
ACH-000348,-1.32308452573
ACH-000350,-0.8483358555030001
ACH-000352,-0.96927895029
ACH-000356,-0.501266452322
ACH-000361,-0.930048943866
ACH-000362,-1.1447638238
ACH-000363,-0.664694822152
ACH-000364,-1.0105672670299999
ACH-000365,-1.24729282037
ACH-000366,-0.194951904777
ACH-000368,-0.871669961857
ACH-000374,-1.20786535015
ACH-000375,-1.1246288746100002
ACH-000376,-0.428777382437
ACH-000381,-0.570602515408
ACH-000383,-0.4440126682
ACH-000387,-1.2343408011499999
ACH-000389,-0.781346594498
ACH-000390,-0.652164049417
ACH-000393,-0.832045709116
ACH-000395,-1.07897557206
ACH-000397,-0.470433489155
ACH-000401,-1.29960066997
ACH-000402,-0.605808305581
ACH-000403,-0.31136172373000004
ACH-000404,-0.693646027501
ACH-000406,-0.751117735076
ACH-000407,-0.813692119145
ACH-000408,-1.05682016545
ACH-000410,-0.32894036664299997
ACH-000411,-0.9880243465449999
ACH-000414,-1.04472549559
ACH-000415,-0.9234699463930001
ACH-000416,-0.72861070994
ACH-000420,-0.8360350637720001
ACH-000421,-0.444140836906
ACH-000424,-0.70712059432
ACH-000425,-1.09084121434
ACH-000426,-0.512082873415
ACH-000427,-0.434972038269
ACH-000433,-0.822405709159
ACH-000436,-0.893560458037
ACH-000444,-1.36896527109
ACH-000445,-0.724121690225
ACH-000448,-1.0719588189799998
ACH-000450,-1.03065755333
ACH-000452,-0.9924334172820001
ACH-000454,-0.754643450088
ACH-000458,-0.801311371338
ACH-000459,-1.04582568924
ACH-000460,-0.747678335921
ACH-000461,-1.1495478209999999
ACH-000463,-1.1975216021
ACH-000464,-0.406734814851
ACH-000466,-0.520461565194
ACH-000467,-0.40200178140500004
ACH-000468,-0.540143187615
ACH-000469,-0.920965458991
ACH-000470,-0.8876178411869999
ACH-000471,-0.680185409565
ACH-000472,-0.816378890351
ACH-000473,-0.844180287843
ACH-000475,-0.47660243280000003
ACH-000476,-0.895392717568
ACH-000477,-1.36390032722
ACH-000480,-0.9239741651440001
ACH-000481,-0.608643850327
ACH-000483,-0.588367421627
ACH-000484,-0.74119335184
ACH-000485,-1.17929818795
ACH-000486,-1.1802126665200001
ACH-000487,-0.550692622868
