,SBK2 (646643)
ACH-000004,-0.08377759351649999
ACH-000007,-0.09541290413110001
ACH-000009,-0.257856279762
ACH-000011,-0.0936349348037
ACH-000012,-0.0837170569722
ACH-000013,-0.345503647189
ACH-000014,-0.297217906014
ACH-000015,-0.382572697187
ACH-000017,-0.0859496651883
ACH-000018,-0.441902998068
ACH-000019,0.04607354264380001
ACH-000021,-0.279951057585
ACH-000022,-0.172533048048
ACH-000025,-0.165445959094
ACH-000028,-0.17908842116700002
ACH-000030,-0.284110809783
ACH-000035,-0.139671007494
ACH-000036,-0.332074382724
ACH-000037,-0.10982216494000001
ACH-000039,-0.040930441604199994
ACH-000040,-0.05254198080019999
ACH-000041,-0.040756246813599996
ACH-000042,0.0209256226213
ACH-000045,-0.176512666876
ACH-000047,-0.0406337992596
ACH-000052,-0.201278235781
ACH-000053,-0.31940854875700003
ACH-000054,-0.163264077166
ACH-000055,-0.349147869326
ACH-000060,-0.178685314425
ACH-000067,0.0557889561132
ACH-000070,0.0594923024576
ACH-000075,-0.244691870557
ACH-000078,-0.149845712315
ACH-000082,-0.15523234423499999
ACH-000085,0.293598042823
ACH-000086,-0.05211994458890001
ACH-000087,-0.17991367615200002
ACH-000092,-0.322270723878
ACH-000095,-0.14511170223
ACH-000097,-0.205292025669
ACH-000098,-0.143039089039
ACH-000099,-0.313219911736
ACH-000108,-0.0849661420493
ACH-000113,-0.104248976582
ACH-000115,-0.38055247209200005
ACH-000116,-0.311510639039
ACH-000118,-0.21319425138700002
ACH-000120,-0.055183183339099995
ACH-000123,-0.18338171493900002
ACH-000127,-0.165273484483
ACH-000128,-0.197393681318
ACH-000132,0.127703279834
ACH-000133,-0.15123886372300002
ACH-000137,-0.26335866663400004
ACH-000138,-0.1624345986
ACH-000142,-0.19730816844300003
ACH-000143,0.0687131269219
ACH-000146,-0.29279414547
ACH-000148,-0.272396438013
ACH-000150,0.0338735421835
ACH-000152,-0.211899028987
ACH-000153,-0.699464088485
ACH-000159,-0.18396028825
ACH-000160,-0.021406346392099998
ACH-000163,-0.142472561365
ACH-000167,0.12464127220999999
ACH-000168,-0.29000202018000004
ACH-000169,-0.24314242164
ACH-000178,-0.203425294536
ACH-000182,-0.114453979513
ACH-000183,-0.023870668601
ACH-000188,0.0839382838467
ACH-000189,-0.07104363981
ACH-000190,0.192867601511
ACH-000198,-0.216190762821
ACH-000204,-0.0979736162552
ACH-000206,0.10393504452999999
ACH-000207,-0.19308936270500002
ACH-000211,-0.0544448155443
ACH-000215,-0.15581009316199998
ACH-000221,-0.11678768775999998
ACH-000222,-0.32255790008900004
ACH-000223,-0.163034103218
ACH-000226,0.0116113850651
ACH-000227,-0.136977278976
ACH-000228,0.0024654502361500003
ACH-000231,-0.198194057295
ACH-000232,-0.23008573416900002
ACH-000233,-0.25210496647799996
ACH-000234,-0.18745702790899998
ACH-000235,-0.13014284179500002
ACH-000237,-0.260438475121
ACH-000238,-0.129554279834
ACH-000243,-0.121154813283
ACH-000244,-0.0547323186257
ACH-000246,-0.275877158753
ACH-000248,-0.164852302073
ACH-000250,-0.165588371456
ACH-000251,0.236773234454
ACH-000253,-0.231075878983
ACH-000255,-0.246772343123
ACH-000256,-0.345830200414
ACH-000257,-0.0601022201963
ACH-000258,-0.31523158852899996
ACH-000259,-0.32231661200100004
ACH-000260,-0.14236991019
ACH-000261,-0.12080493925
ACH-000262,-0.14935992658299999
ACH-000263,-0.134339588946
ACH-000264,0.0928425354858
ACH-000265,-0.152974878735
ACH-000266,-0.260980270513
ACH-000272,-0.23869772485500002
ACH-000273,-0.161777339854
ACH-000274,-0.09090354616520001
ACH-000277,-0.320096202806
ACH-000278,-0.144157081784
ACH-000279,-0.00758067114544
ACH-000280,-0.289861540092
ACH-000281,-0.206084554124
ACH-000288,-0.0370232614982
ACH-000291,-0.044595810759300004
ACH-000293,-0.0729413927267
ACH-000294,-0.302880362492
ACH-000295,-0.141367822837
ACH-000296,-0.060719255150499994
ACH-000302,-0.46171263505500004
ACH-000304,-0.0427442153307
ACH-000307,-0.284923855775
ACH-000308,-0.19980453509799997
ACH-000310,-0.12517401455
ACH-000311,-0.231454890492
ACH-000312,-0.187058589119
ACH-000315,-0.357370607175
ACH-000316,-0.138976921951
ACH-000317,-0.141505476214
ACH-000318,-0.254075134469
ACH-000319,-0.176628506515
ACH-000320,-0.365206448918
ACH-000322,-0.161016343211
ACH-000323,-0.247074249148
ACH-000324,-0.277298058667
ACH-000329,-0.284032243659
ACH-000330,0.208284063204
ACH-000331,-0.108552966514
ACH-000332,-0.152404610942
ACH-000334,0.000346727987834
ACH-000335,0.018797584710200002
ACH-000336,0.0333449029495
ACH-000337,-0.0556899642913
ACH-000339,-0.260597097169
ACH-000341,-0.219171190397
ACH-000348,-0.269223717643
ACH-000350,-0.318642462153
ACH-000352,-0.0461550808084
ACH-000356,-0.0291697671775
ACH-000361,-0.379400967372
ACH-000362,-0.38058866030199995
ACH-000363,-0.022895390390400002
ACH-000364,-0.36758594389399996
ACH-000365,-0.0824136296988
ACH-000366,-0.21083881574299998
ACH-000368,-0.035910760144
ACH-000374,0.0958357333257
ACH-000375,-0.156008228991
ACH-000376,-0.15532507658
ACH-000381,-0.214346810979
ACH-000383,-0.181123708429
ACH-000387,-0.144785553006
ACH-000389,-0.484814215534
ACH-000390,-0.13153587289000002
ACH-000393,-0.485413097654
ACH-000395,-0.513076779412
ACH-000397,-0.240998579456
ACH-000401,-0.175184593094
ACH-000402,0.0813156630599
ACH-000403,-0.244850915811
ACH-000404,0.18026166562100002
ACH-000406,-0.279780807951
ACH-000407,-0.0099757341006
ACH-000408,-0.336166452035
ACH-000410,-0.26579537472
ACH-000411,-0.10437427988
ACH-000414,-0.266603729943
ACH-000415,-0.112243267545
ACH-000416,-0.17211867486
ACH-000420,-0.0558134356133
ACH-000421,-0.16650989331
ACH-000424,0.0598169089371
ACH-000425,-0.262978367866
ACH-000426,-0.22051168796
ACH-000427,-0.120957926075
ACH-000433,-0.182266296895
ACH-000436,0.016904758537999998
ACH-000444,-0.102558779354
ACH-000445,0.07576022276739999
ACH-000448,0.0013669751931
ACH-000450,-0.14168228210699998
ACH-000452,-0.205010264919
ACH-000454,-0.0892976154447
ACH-000458,-0.326833542146
ACH-000459,-0.0448326050523
ACH-000460,-0.0899369018389
ACH-000461,-0.114255732224
ACH-000463,-0.18347181185699998
ACH-000464,-0.200173889309
ACH-000466,-0.264522290418
ACH-000467,-0.060343752269900006
ACH-000468,-0.187838531575
ACH-000469,0.027140351350099998
ACH-000470,0.09440839204780001
ACH-000471,0.00696871946231
ACH-000472,-0.18499543072799998
