,TDG (6996)
ACH-000004,-0.29544902361
ACH-000007,0.07941719862430001
ACH-000009,-0.124796980525
ACH-000011,-0.0624264385083
ACH-000012,0.010138845149600001
ACH-000013,-0.09883230306780001
ACH-000014,-0.254033298856
ACH-000015,-0.132194447423
ACH-000017,-0.00191677205855
ACH-000018,-0.0694055399431
ACH-000019,-0.44667959048
ACH-000021,-0.330964818924
ACH-000022,-0.05346633203
ACH-000025,-0.21850100243700002
ACH-000028,-0.0582181998179
ACH-000030,0.057014055387399995
ACH-000035,-0.0899909373669
ACH-000036,-0.125221682935
ACH-000037,-0.0904956291223
ACH-000039,-0.11007064550000001
ACH-000040,-0.00474694018263
ACH-000041,-0.230495048374
ACH-000042,-0.216396856831
ACH-000045,-0.164318593119
ACH-000047,-0.0881028713407
ACH-000052,-0.0711906198849
ACH-000053,-0.0731399550643
ACH-000054,-0.0617650355232
ACH-000055,-0.312286244845
ACH-000060,-0.104781301052
ACH-000067,-0.21243239873300002
ACH-000070,-0.35950861328
ACH-000075,0.0611231735731
ACH-000078,-0.285913428604
ACH-000082,-0.0467027055167
ACH-000085,-0.159798662703
ACH-000086,-0.111176675845
ACH-000087,-0.414424315246
ACH-000092,0.0710648855227
ACH-000095,-0.18239242878400003
ACH-000097,-0.063565759559
ACH-000098,-0.0641121831156
ACH-000099,-0.150929207541
ACH-000108,-0.067220738191
ACH-000113,-0.170118448796
ACH-000115,0.0266483548099
ACH-000116,-0.151018265439
ACH-000118,-0.158877077921
ACH-000120,-0.228247572969
ACH-000123,-0.0362828116304
ACH-000127,-0.220009596707
ACH-000128,0.000646464378372
ACH-000132,-0.14236720694399999
ACH-000133,-0.431259645244
ACH-000137,-0.0747017699814
ACH-000138,-0.44262849456500003
ACH-000142,-0.0265364764185
ACH-000143,-0.05500895913380001
ACH-000146,-0.109245353031
ACH-000148,-0.11607663053600001
ACH-000150,-0.141153298606
ACH-000152,-0.330549724503
ACH-000153,-0.09959100914510001
ACH-000159,-0.0259873951333
ACH-000160,0.196559738368
ACH-000163,-0.0328217748887
ACH-000167,0.0865999963683
ACH-000168,-0.181368323501
ACH-000169,-0.140880878018
ACH-000178,-0.186460522607
ACH-000182,-0.119501801389
ACH-000183,-0.345134417262
ACH-000188,-0.08535775546910002
ACH-000189,-0.149988324583
ACH-000190,0.10330035845100001
ACH-000198,0.033610156594599996
ACH-000204,-0.059158139809099994
ACH-000206,-0.20117648161499999
ACH-000207,0.100445929091
ACH-000211,-0.018306139678400002
ACH-000215,-0.15146583965
ACH-000221,-0.0951223094629
ACH-000222,-0.411734743265
ACH-000223,-0.116780858467
ACH-000226,-0.10427067685000001
ACH-000227,-0.41721769788
ACH-000228,-0.09110151651830001
ACH-000231,-0.125869956694
ACH-000232,-0.448639786198
ACH-000233,-0.120231351213
ACH-000234,-0.0112587055587
ACH-000235,-0.0918566838391
ACH-000237,-0.029618514352700003
ACH-000238,-0.0830651836313
ACH-000243,-0.130157819095
ACH-000244,-0.0578879740092
ACH-000246,-0.0473056403866
ACH-000248,-0.0619247449213
ACH-000250,-0.154920940559
ACH-000251,-0.435344019952
ACH-000253,-0.0521434304798
ACH-000255,-0.074038898839
ACH-000256,-0.08877734156169999
ACH-000257,-0.485670551383
ACH-000258,-0.283617832084
ACH-000259,-0.055980262486899995
ACH-000260,-0.0830503724409
ACH-000261,0.0571159485669
ACH-000262,-0.202344641787
ACH-000263,-0.166659189259
ACH-000264,-0.13975390386
ACH-000265,-0.36700449225599996
ACH-000266,-0.20844218991799998
ACH-000272,-0.040088805868599996
ACH-000273,-0.213096481833
ACH-000274,-0.0232083563956
ACH-000277,-0.20003882416299998
ACH-000278,0.022410658683599996
ACH-000279,-0.165599803793
ACH-000280,-0.144304995879
ACH-000281,-0.361178636968
ACH-000288,-0.25925662673
ACH-000291,0.020870190557
ACH-000293,0.0061659313437
ACH-000294,-0.408420818995
ACH-000295,-0.0197548506468
ACH-000296,-0.19187024750999998
ACH-000302,-0.0966772594456
ACH-000304,-0.07523319761660001
ACH-000307,-0.034812894427
ACH-000308,-0.111387437561
ACH-000310,-0.384874335384
ACH-000311,-0.24706584903
ACH-000312,-0.286595721769
ACH-000315,0.133241698496
ACH-000316,-0.17720460221099998
ACH-000317,-0.059450754226000005
ACH-000318,-0.255649091687
ACH-000319,-0.0595233823974
ACH-000320,-0.603747270063
ACH-000322,-0.24822804395999998
ACH-000323,-0.026778013477
ACH-000324,-0.0538371408205
ACH-000329,-0.319174894118
ACH-000330,-0.303004609767
ACH-000331,-0.0846865583512
ACH-000332,-0.356681636076
ACH-000334,-0.17439080915
ACH-000335,-0.0013242948907400002
ACH-000336,0.0593835506352
ACH-000337,-0.0593097306339
ACH-000339,-0.22995532731999996
ACH-000341,0.05607587001849999
ACH-000348,-0.075537198719
ACH-000350,-0.0228195927586
ACH-000352,-0.0114256139395
ACH-000356,-0.34484013130999996
ACH-000361,-0.0277870546353
ACH-000362,-0.163427346412
ACH-000363,-0.024337732873200003
ACH-000364,-0.13094697468699998
ACH-000365,-0.122430885843
ACH-000366,0.0349779338706
ACH-000368,-0.42534998575000005
ACH-000374,-0.199309666712
ACH-000375,0.08456385130960001
ACH-000376,-0.0374594447516
ACH-000381,-0.188283654867
ACH-000383,-0.114415075581
ACH-000387,-0.0710789457967
ACH-000389,-0.116305905547
ACH-000390,-0.0719474690825
ACH-000393,-0.0724372686574
ACH-000395,-0.608334962455
ACH-000397,-0.0727417810752
