,LIMS1 (3987)
ACH-000004,-0.276336885421
ACH-000007,-0.700927373863
ACH-000009,-0.485317244647
ACH-000011,-0.8901325765270001
ACH-000012,-0.55060328773
ACH-000013,-0.34319011079000006
ACH-000014,-0.651012165911
ACH-000015,-0.48565505445
ACH-000017,-0.696334467556
ACH-000018,-0.944924403484
ACH-000019,-0.373086838724
ACH-000021,-0.7819871189219999
ACH-000022,-0.43482316583
ACH-000025,-0.59591667927
ACH-000028,-0.266521793394
ACH-000030,-0.8524272115449999
ACH-000035,-0.47197934918799994
ACH-000036,-0.487966132757
ACH-000037,-0.36297078292400003
ACH-000039,-0.363453588309
ACH-000040,-0.70981712145
ACH-000041,-0.175975499543
ACH-000042,-0.356207793578
ACH-000045,-0.532780396816
ACH-000047,-0.702398008418
ACH-000052,-0.387050065263
ACH-000053,-0.328632095946
ACH-000054,-1.0155752554100002
ACH-000055,-0.336116265843
ACH-000060,-0.702834226233
ACH-000067,-0.5981121746010001
ACH-000070,-0.293623716076
ACH-000075,-0.426388339814
ACH-000078,-0.629084705591
ACH-000082,-0.545867846073
ACH-000085,-0.804541731728
ACH-000086,-0.353014617024
ACH-000087,-0.541415970977
ACH-000092,-0.56326149889
ACH-000095,-0.325187026799
ACH-000097,-0.612020095339
ACH-000098,-0.7570800502539999
ACH-000099,-0.254411374704
ACH-000108,-0.715010135767
ACH-000113,-0.48333683681100004
ACH-000115,-0.277656280794
ACH-000116,-0.332249452971
ACH-000118,-0.66108494446
ACH-000120,-0.564725603725
ACH-000123,-0.401002748527
ACH-000127,-0.9259675860079999
ACH-000128,-0.573246345322
ACH-000132,-0.614867832976
ACH-000133,-0.534450954289
ACH-000137,-0.48074902024300004
ACH-000138,-0.813856534325
ACH-000142,-0.5836269451089999
ACH-000143,-0.378516050815
ACH-000146,-0.36108398907399997
ACH-000148,-0.262257330284
ACH-000150,-0.780492342948
ACH-000152,-0.35387170932499995
ACH-000153,-0.19838488462499998
ACH-000159,-0.445254354658
ACH-000160,-0.5730585652579999
ACH-000163,-0.5843607227009999
ACH-000167,-0.921963641147
ACH-000168,-0.400625416182
ACH-000169,-0.261522849537
ACH-000178,-0.7654669529350001
ACH-000182,-0.26413831353100004
ACH-000183,-0.381750762297
ACH-000188,-0.45451684332599995
ACH-000189,-0.8467001869499999
ACH-000190,-0.6617424597129999
ACH-000198,-0.29153164067299997
ACH-000204,-0.253120399422
ACH-000206,-0.233845568428
ACH-000207,-0.546634833392
ACH-000211,-0.40967098028399995
ACH-000215,-0.703322642845
ACH-000221,-0.439764482856
ACH-000222,-0.7800797370360001
ACH-000223,-0.6238000762529999
ACH-000226,-0.259846948267
ACH-000227,-0.278048510833
ACH-000228,-0.650131223591
ACH-000231,-0.398214827197
ACH-000232,-0.792568253753
ACH-000233,-0.327604775627
ACH-000234,-0.527354912918
ACH-000235,-0.872932787519
ACH-000237,-0.68161211972
ACH-000238,-0.409686452363
ACH-000243,-0.6680978568770001
ACH-000244,-0.704612880611
ACH-000246,-0.6804231746349999
ACH-000248,-0.566768644467
ACH-000250,-0.22378724261900002
ACH-000251,-0.389251489288
ACH-000253,-0.45113554721
ACH-000255,-0.48646052551299995
ACH-000256,-0.567393881436
ACH-000257,-0.29480673481499997
ACH-000258,-0.130257374801
ACH-000259,-0.456975158685
ACH-000260,-0.540582191805
ACH-000261,-0.279551812744
ACH-000262,-0.626925129528
ACH-000263,-0.765508784797
ACH-000264,-0.31598587404899997
ACH-000265,-0.700262389558
ACH-000266,-0.8256544632089999
ACH-000272,-0.569623331518
ACH-000273,-0.534568690109
ACH-000274,-0.554055104127
ACH-000277,-0.08009310209639998
ACH-000278,-0.39095805517399995
ACH-000279,-0.40959102742
ACH-000280,-0.507362976218
ACH-000281,-0.903997752195
ACH-000288,-0.781376077166
ACH-000291,-0.5896714933280001
ACH-000293,-0.162037844824
ACH-000294,-0.0938323876145
ACH-000295,-0.5837376257
ACH-000296,-0.5445965530100001
ACH-000302,-0.391988720654
ACH-000304,-0.9638229076389999
ACH-000307,-0.625954029567
ACH-000308,-0.37667095827299996
ACH-000310,-0.40031496912299996
ACH-000311,-0.6874096208939999
ACH-000312,-0.355334925034
ACH-000315,-0.186398621938
ACH-000316,-0.7599837983319999
ACH-000317,-0.495031858315
ACH-000318,-0.545758738992
ACH-000319,-0.293951820508
ACH-000320,-0.7877519164419999
ACH-000322,-0.378291706821
ACH-000323,-0.568326895635
ACH-000324,-0.7328875028659999
ACH-000329,-0.526473356222
ACH-000330,-0.844287944259
ACH-000331,-0.403008497684
ACH-000332,-0.725029672819
ACH-000334,-0.606654055676
ACH-000335,-0.6051296272760001
ACH-000336,-0.696456350638
ACH-000337,-0.575776424198
ACH-000339,-0.660428033605
ACH-000341,-0.636052139543
ACH-000348,-0.156934614758
ACH-000350,-0.304195621583
ACH-000352,-0.273285333998
ACH-000356,-0.421190749297
ACH-000361,-0.638415969079
ACH-000362,-0.443142411561
ACH-000363,-0.271159194739
ACH-000364,-0.484654828292
ACH-000365,-0.222076779742
ACH-000366,-0.282305480407
ACH-000368,-0.599558547616
ACH-000374,-0.739836912087
ACH-000375,-0.629504032393
ACH-000376,-0.61699979012
ACH-000381,-0.601713954589
ACH-000383,-0.531834194854
ACH-000387,-0.259569467741
ACH-000389,-0.880356604284
ACH-000390,-0.495876327684
ACH-000393,-0.845726242984
ACH-000395,-1.04344997615
ACH-000397,-0.766051182389
ACH-000401,-0.487264966858
ACH-000402,-0.633009007934
ACH-000403,-0.8451092335670001
ACH-000404,-0.866096596318
ACH-000406,-0.219001204789
ACH-000407,-0.538457239942
ACH-000408,-0.550055793983
ACH-000410,-0.122934253356
ACH-000411,-0.415956994454
ACH-000414,-0.5053130276009999
ACH-000415,-0.34137652196400003
ACH-000416,-0.166495266118
ACH-000420,-0.574781083855
ACH-000421,-0.491683295208
ACH-000424,-0.570107506584
ACH-000425,-0.836954454356
ACH-000426,-0.037438052667
ACH-000427,-0.585192544419
ACH-000433,-0.5892792851690001
ACH-000436,-0.488403297842
