,SBK1 (388228)
ACH-000004,0.042124088428
ACH-000007,-0.363007314261
ACH-000009,-0.134576798133
ACH-000011,-0.17554262425900002
ACH-000012,-0.31642320516399997
ACH-000013,-0.456835465366
ACH-000014,-0.122267864059
ACH-000015,-0.29629032619
ACH-000017,-0.34823514158
ACH-000018,-0.238670445863
ACH-000019,-0.14764241937699998
ACH-000021,-0.23104138632100002
ACH-000022,-0.182057960202
ACH-000025,-0.398497301065
ACH-000028,-0.255692825939
ACH-000030,-0.159788319605
ACH-000035,-0.41044354474699996
ACH-000036,-0.0482105267728
ACH-000037,-0.258882170847
ACH-000039,-0.346623981533
ACH-000040,-0.24581624137400002
ACH-000041,-0.175245483123
ACH-000042,0.0177800878469
ACH-000045,-0.39501117076
ACH-000047,-0.423564710886
ACH-000052,-0.629755214738
ACH-000053,-0.23908758431
ACH-000054,-0.23234270208299998
ACH-000055,-0.537584022561
ACH-000060,-0.0438414466808
ACH-000067,-0.0716475327704
ACH-000070,-0.05866077267000001
ACH-000075,-0.260341529293
ACH-000078,-0.215261094667
ACH-000082,-0.306548421459
ACH-000085,-0.349696038622
ACH-000086,-0.222317726992
ACH-000087,-0.394626310333
ACH-000092,-0.309354315924
ACH-000095,-0.281292899432
ACH-000097,-0.182829995733
ACH-000098,-0.35652823709700004
ACH-000099,-0.288375223857
ACH-000108,-0.234204703503
ACH-000113,-0.104799764296
ACH-000115,-0.054699600079999994
ACH-000116,-0.36313044646399995
ACH-000118,-0.378821654213
ACH-000120,-0.147797603709
ACH-000123,-0.384322829068
ACH-000127,-0.457550403842
ACH-000128,-0.012808494673399999
ACH-000132,-0.359252530124
ACH-000133,-0.155912757555
ACH-000137,-0.327572043419
ACH-000138,-0.052467149666300006
ACH-000142,-0.527366068733
ACH-000143,-0.14423108565
ACH-000146,-0.203212857795
ACH-000148,-0.331736220394
ACH-000150,-0.23205632402100002
ACH-000152,-0.210606431226
ACH-000153,0.0591016591459
ACH-000159,-0.21210711470899998
ACH-000160,-0.0869689073162
ACH-000163,-0.22744713354
ACH-000167,0.0165033566077
ACH-000168,-0.26029026363
ACH-000169,-0.32320867556099997
ACH-000178,-0.43084559855800003
ACH-000182,-0.272421988079
ACH-000183,-0.23329481611400002
ACH-000188,-0.243312948764
ACH-000189,-0.33240358355300004
ACH-000190,-0.155950881596
ACH-000198,-0.253046191642
ACH-000204,-0.338132321099
ACH-000206,0.049219098868899996
ACH-000207,-0.00994582429534
ACH-000211,-0.16949859568
ACH-000215,-0.164723972407
ACH-000221,-0.508207582188
ACH-000222,-0.28851532976
ACH-000223,-0.170300937492
ACH-000226,-0.128923593826
ACH-000227,-0.041997798406499996
ACH-000228,-0.488766064921
ACH-000231,-0.439591986821
ACH-000232,-0.17435262997099998
ACH-000233,-0.208452929582
ACH-000234,-0.333330319589
ACH-000235,-0.12763103934800002
ACH-000237,-0.284289464368
ACH-000238,0.010244934911799999
ACH-000243,-0.324059081842
ACH-000244,-0.173761029353
ACH-000246,-0.315318176554
ACH-000248,-0.404070657549
ACH-000250,-0.176838704604
ACH-000251,-0.338044425132
ACH-000253,-0.122559955535
ACH-000255,-0.371938832148
ACH-000256,-0.192200475004
ACH-000257,0.017712267191700003
ACH-000258,0.0405541277523
ACH-000259,-0.140666997762
ACH-000260,-0.284608614624
ACH-000261,-0.194704677855
ACH-000262,-0.304103686681
ACH-000263,-0.306378439838
ACH-000264,-0.181873561505
ACH-000265,-0.35511529406
ACH-000266,-0.15736487005799998
ACH-000272,-0.0510043191318
ACH-000273,-0.354832026686
ACH-000274,-0.23123920254500002
ACH-000277,-0.190495036417
ACH-000278,-0.225236992931
ACH-000279,-0.29884190223900003
ACH-000280,-0.22411532822900002
ACH-000281,-0.12481830149499999
ACH-000288,-0.411961013834
ACH-000291,-0.207133780817
ACH-000293,-0.194571829718
ACH-000294,-0.34941849414000004
ACH-000295,-0.27543455798300004
ACH-000296,-0.622226685701
ACH-000302,-0.30622339493
ACH-000304,-0.222330953547
ACH-000307,-0.09542312798569999
ACH-000308,-0.47357854482600004
ACH-000310,-0.240624688075
ACH-000311,-0.27959742898
ACH-000312,-0.11296967586899999
ACH-000315,-0.456886835655
ACH-000316,-0.227871053364
ACH-000317,-0.054342000435300006
ACH-000318,-0.391672337851
ACH-000319,-0.38907751534199997
ACH-000320,-0.0233367582128
ACH-000322,-0.559070657422
ACH-000323,-0.47043279011699995
ACH-000324,-0.192341638692
ACH-000329,-0.0171560243062
ACH-000330,-0.266753467017
ACH-000331,-0.19487945669
ACH-000332,-0.22297279122400002
ACH-000334,-0.267435072999
ACH-000335,0.0402456498152
ACH-000336,0.0286226358005
ACH-000337,-0.316245287068
ACH-000339,-0.312783332218
ACH-000341,0.0189177030172
ACH-000348,-0.29385361007599997
ACH-000350,-0.165037365117
ACH-000352,-0.172424590815
ACH-000356,-0.349897236638
ACH-000361,-0.382878682286
ACH-000362,-0.134441793
ACH-000363,-0.46262387432700003
ACH-000364,-0.155376696201
ACH-000365,-0.405792091131
ACH-000366,-0.204127194476
ACH-000368,-0.16865439240200003
ACH-000374,-0.190574628448
ACH-000375,-0.40929871770599996
ACH-000376,-0.24819504443799997
ACH-000381,-0.37017685427
ACH-000383,-0.169423907635
ACH-000387,-0.171560465277
ACH-000389,-0.46107388598800003
ACH-000390,-0.329944572531
ACH-000393,-0.10942265204700001
ACH-000395,-0.082462656878
ACH-000397,-0.266357437137
ACH-000401,-0.27838253822799996
ACH-000402,-0.29767933366099997
ACH-000403,-0.0448494048094
ACH-000404,-0.43746316266900004
ACH-000406,-0.358439611326
ACH-000407,-0.198480156351
ACH-000408,-0.456979195668
ACH-000410,-0.0949182202245
ACH-000411,-0.37673974728299997
ACH-000414,-0.311442939022
ACH-000415,-0.426038981584
ACH-000416,-0.40818972592200004
ACH-000420,-0.511044090741
ACH-000421,-0.436772586726
ACH-000424,-0.302092689752
ACH-000425,-0.411781767245
ACH-000426,-0.187295470226
ACH-000427,-0.281306989362
ACH-000433,-0.35932295541000003
ACH-000436,-0.265502804065
ACH-000444,-0.227528671748
ACH-000445,-0.48660416761999997
ACH-000448,-0.30073140065299997
ACH-000450,-0.23015285540600003
ACH-000452,-0.340018491466
ACH-000454,-0.460330349134
ACH-000458,-0.220176373951
ACH-000459,-0.550128841532
ACH-000460,-0.306115524564
ACH-000461,-0.0995756051393
ACH-000463,-0.318936818236
ACH-000464,-0.0346485952889
ACH-000466,-0.0924415473908
ACH-000467,-0.00241535798999
ACH-000468,-0.184005333904
ACH-000469,-0.221411215933
ACH-000470,-0.0447915844774
ACH-000471,-0.448603255455
ACH-000472,-0.361966356215
ACH-000473,-0.217471637832
ACH-000475,-0.256058257726
ACH-000476,-0.11659913020500001
ACH-000477,-0.164440658913
ACH-000480,-0.20400815587
ACH-000481,-0.188822248878
ACH-000483,-0.61044791467
ACH-000484,-0.317774324218
ACH-000485,-0.142288314675
ACH-000486,-0.31018817183200004
ACH-000487,0.0361703588443
ACH-000488,-0.423877308099
ACH-000490,-0.13458874552300001
ACH-000491,-0.30155946229499997
ACH-000495,-0.480201944349
ACH-000496,-0.307588873512
ACH-000499,-0.28375684626200004
ACH-000500,-0.45985339801700004
ACH-000502,-0.321469026051
ACH-000503,-0.12018019494400001
ACH-000505,-0.34105223039300003
ACH-000507,-0.240364441976
ACH-000510,-0.442359482545
ACH-000511,-0.127230380921
ACH-000512,-0.109279341767
ACH-000516,-0.20059315624000001
ACH-000517,-0.148080433236
ACH-000518,-0.35579317698
ACH-000520,-0.17000033783799998
ACH-000521,-0.144301257422
ACH-000522,-0.270868260765
ACH-000524,-0.0701399718165
ACH-000527,-0.444767749369
ACH-000528,-0.219197112972
ACH-000537,-0.507430795492
ACH-000541,-0.45279349315
ACH-000542,-0.146231319282
ACH-000544,-0.289776103147
ACH-000545,-0.35727559631300004
ACH-000547,-0.120689627014
ACH-000548,-0.319455220153
ACH-000549,-0.312566088108
ACH-000550,-0.217419824795
ACH-000552,-0.082930075244
ACH-000556,-0.34380778056500005
ACH-000557,-0.127352909545
ACH-000570,-0.13862625953299998
ACH-000571,-0.078796209396
ACH-000573,-0.277986567424
ACH-000576,-0.193161671611
ACH-000580,-0.381791906867
ACH-000584,-0.134242274404
ACH-000585,-0.362645747901
ACH-000588,-0.34491642156900004
ACH-000589,-0.38070326805699994
ACH-000591,-0.044158071431800006
ACH-000593,-0.30165170213500003
ACH-000600,-0.171568061651
ACH-000601,-0.424075146849
ACH-000604,-0.659618692498
ACH-000605,-0.46256530328999995
ACH-000606,-0.37690305552599995
ACH-000608,-0.0573574006749
ACH-000614,-0.256386364568
ACH-000616,-0.282819552596
ACH-000618,-0.137601722898
ACH-000619,-0.0767447646557
ACH-000620,-0.492301602198
ACH-000621,-0.379127935592
ACH-000622,-0.42896341592200005
ACH-000623,-0.19502221088399999
ACH-000624,-0.487551779786
ACH-000627,-0.031824029526999996
ACH-000630,-0.28218852326099997
ACH-000632,-0.17175876309799998
ACH-000633,-0.268450569189
ACH-000637,-0.802982782759
ACH-000638,-0.198004596446
ACH-000646,-0.242607234739
ACH-000647,-0.195291996173
ACH-000648,-0.0845157415794
ACH-000649,-0.130948267664
ACH-000651,-0.300903633762
ACH-000652,-0.13686621828099998
ACH-000653,-0.23933414650899998
ACH-000657,-0.332204360619
ACH-000658,-0.40861350498899995
ACH-000661,-0.288551717837
ACH-000662,0.105907411474
ACH-000663,-0.364034106734
ACH-000665,-0.2205506158
ACH-000671,-0.436123763283
ACH-000673,-0.22409314503199998
ACH-000676,-0.315247245141
ACH-000677,-0.18537363117800001
ACH-000681,-0.20392869506499997
ACH-000682,-0.218265243948
ACH-000683,-0.591796886061
ACH-000684,-0.29995229017299996
ACH-000688,-0.125717725485
ACH-000693,-0.230998290114
ACH-000694,-0.117650125876
ACH-000695,-0.043251201534099996
ACH-000696,-0.229320968068
ACH-000697,-0.35691141307199997
ACH-000699,-0.38090790755000004
ACH-000701,-0.0893160778308
ACH-000706,-0.17396882872699998
ACH-000711,-0.246202343898
ACH-000713,-0.6990976777860001
ACH-000714,-0.40489196770499997
ACH-000718,-0.187012356485
ACH-000720,-0.054606675925699996
ACH-000721,-0.282251392357
ACH-000724,-0.402809140676
ACH-000725,-0.457051074008
ACH-000732,-0.453854253587
