,SAE1 (10055)
ACH-000426,-1.55349995454
ACH-000427,-1.4003257953900001
ACH-000433,-1.42905727084
ACH-000436,-1.54460482975
ACH-000444,-1.44556958039
ACH-000445,-1.46850343136
ACH-000448,-1.3479232538600001
ACH-000450,-1.49541596671
ACH-000452,-1.45386137961
ACH-000454,-1.5044906199
ACH-000458,-1.46871276822
ACH-000459,-1.3704506629299997
ACH-000460,-1.36723185246
ACH-000461,-1.17670404126
ACH-000463,-1.5550913178299999
ACH-000464,-1.6442376238299998
ACH-000466,-1.6152219887
ACH-000467,-1.40881235239
ACH-000468,-1.46053444541
ACH-000469,-1.44718953072
ACH-000470,-1.5265648822
ACH-000471,-1.54483471351
ACH-000472,-2.0233251990400003
ACH-000473,-1.6256467653100002
ACH-000475,-1.47783737133
ACH-000476,-1.24296454586
ACH-000477,-1.7559455820299998
ACH-000480,-1.5550922327599999
ACH-000481,-1.54417082009
ACH-000483,-0.802484916649
ACH-000484,-1.45084661697
ACH-000485,-1.52057704816
ACH-000486,-1.6521244181799999
ACH-000487,-1.2982103461299999
ACH-000488,-1.4170661981600001
ACH-000490,-1.42772981525
ACH-000491,-1.46104686661
ACH-000495,-1.16935320027
ACH-000496,-1.54843728472
ACH-000499,-1.60667001065
ACH-000500,-1.9202231089400001
ACH-000502,-1.4505354927599998
ACH-000503,-1.7739080104400002
ACH-000505,-1.53341445056
ACH-000507,-1.4149097835299997
ACH-000510,-1.54783698565
ACH-000511,-1.60387884643
ACH-000512,-1.6044978899899998
ACH-000516,-1.44114164603
ACH-000517,-1.1684643453499999
ACH-000518,-1.62372574604
ACH-000520,-1.2937140304799999
ACH-000521,-1.29949401552
ACH-000522,-1.54740719253
ACH-000524,-1.08491217366
ACH-000527,-1.5132599158500002
ACH-000528,-1.55060297721
ACH-000537,-1.51708141007
ACH-000541,-1.76401966342
ACH-000542,-1.62773050977
ACH-000544,-1.5184005646899998
ACH-000545,-1.2476793234
ACH-000547,-1.34941895418
ACH-000548,-1.5186567607400001
ACH-000549,-1.31319074771
ACH-000550,-1.40204477604
ACH-000552,-1.39367492799
ACH-000556,-1.33562863975
ACH-000557,-1.60179900725
ACH-000570,-1.5745942657499998
ACH-000571,-1.43772529917
ACH-000573,-1.55455785887
ACH-000576,-1.49825896713
ACH-000580,-1.69392272046
ACH-000584,-1.6225279179899998
ACH-000585,-1.8867310990000001
ACH-000588,-1.5631872014500001
ACH-000589,-1.46673359426
ACH-000591,-1.7252555026099998
ACH-000593,-1.70913597935
ACH-000600,-1.13045691079
ACH-000601,-1.35075294135
ACH-000604,-1.53581308081
ACH-000605,-1.3140281495000001
ACH-000606,-1.3085040617
ACH-000608,-0.9966348932719999
ACH-000614,-0.9551595205969999
ACH-000616,-1.6649696192200003
ACH-000618,-1.2733869577799999
ACH-000619,-1.22221829661
ACH-000620,-1.47121577743
ACH-000621,-1.7431976687200001
ACH-000622,-1.31585464594
ACH-000623,-1.4682778387399997
ACH-000624,-1.4354634994
ACH-000627,-1.6781658883300001
ACH-000630,-1.69299302151
ACH-000632,-1.48816400674
ACH-000633,-1.4534415977200001
ACH-000637,-1.38094028636
ACH-000638,-1.5603481819999998
ACH-000646,-1.1231710434200002
ACH-000647,-1.56469755773
ACH-000648,-1.36448835046
ACH-000649,-1.73132718746
ACH-000651,-1.5239710072400001
ACH-000652,-1.8056291364700001
ACH-000653,-1.6121668128100002
ACH-000657,-1.45998109287
ACH-000658,-1.8847409196200002
ACH-000661,-1.49625871539
ACH-000662,-1.0600105962100002
ACH-000663,-1.8153350102799999
ACH-000665,-1.5375066866
ACH-000671,-1.4920630669100001
ACH-000673,-1.25959963689
ACH-000676,-1.56069720222
ACH-000677,-1.11665743975
ACH-000681,-1.4716785601700002
ACH-000682,-1.6766423422799999
ACH-000683,-1.5157821070500002
ACH-000684,-1.77171434379
ACH-000688,-1.33066565852
ACH-000693,-1.55655365167
ACH-000694,-1.57838093347
ACH-000695,-1.5840024900999998
ACH-000696,-1.50745658014
ACH-000697,-1.30726051933
ACH-000699,-1.48717414929
ACH-000701,-1.23283163856
ACH-000706,-1.5030398883000002
ACH-000711,-1.4425845363499998
ACH-000713,-1.5982325136200002
ACH-000714,-1.4941691265200001
ACH-000718,-1.25717586527
ACH-000720,-1.5198154467299998
ACH-000721,-1.41403830578
ACH-000724,-1.67359546814
ACH-000725,-1.25706521434
ACH-000732,-1.41815671109
ACH-000734,-1.50425406759
ACH-000735,-1.54189498979
ACH-000736,-1.47267658667
ACH-000738,-1.5927050353999999
ACH-000746,-1.4855337692500001
ACH-000747,-1.30280690754
ACH-000748,-1.5620415098299998
ACH-000753,-1.51839301333
ACH-000756,-1.63919137968
ACH-000757,-1.55478878379
ACH-000758,-1.36678659526
ACH-000760,-1.35129275248
ACH-000763,-1.39226257361
ACH-000764,-1.5219337269600002
ACH-000765,-1.8327897976599998
ACH-000766,-1.6479798742700003
ACH-000767,-1.43615008049
ACH-000768,-1.56851482693
ACH-000769,-1.52702885595
ACH-000770,-1.30294241678
ACH-000771,-1.28719992545
ACH-000773,-1.44696670583
ACH-000776,-1.80489859963
ACH-000777,-1.61839742165
ACH-000778,-0.877813601494
ACH-000781,-1.48333639562
ACH-000782,-1.33703100097
ACH-000783,-1.7683167586200002
ACH-000784,-1.7235294827400003
ACH-000785,-1.72264159854
ACH-000787,-1.52942331393
ACH-000788,-1.62091810662
ACH-000791,-1.3117549274200002
ACH-000792,-1.7213063253599998
ACH-000794,-1.46599461899
ACH-000796,-1.6200203338899999
ACH-000799,-1.15162433154
ACH-000800,-1.22177640576
ACH-000802,-1.7474515644400002
ACH-000804,-1.7769641535099998
ACH-000805,-1.62671547644
ACH-000809,-1.3673885812
ACH-000810,-1.89642697628
ACH-000811,-1.5940018387000001
ACH-000817,-1.7573144617299998
ACH-000819,-1.4939512340399999
ACH-000820,-1.6219096101100001
ACH-000821,-1.50883979545
ACH-000822,-1.30385256705
ACH-000823,-1.3800897202000002
ACH-000824,-2.1641332170900003
ACH-000827,-1.38422123874
ACH-000829,-1.52457192359
ACH-000831,-1.4302123839200003
ACH-000832,-1.24114978506
ACH-000833,-1.8150426365299999
ACH-000834,-1.3281009277200002
ACH-000835,-1.7491785899099999
ACH-000836,-1.5213846611300001
ACH-000837,-1.62527773158
ACH-000838,-1.66593094757
ACH-000839,-1.42785719283
ACH-000840,-1.51627853591
ACH-000841,-1.55314160553
ACH-000843,-1.5598583557899999
ACH-000846,-1.49076426223
ACH-000847,-1.78286447064
ACH-000848,-1.4762149347600002
ACH-000849,-1.52878569261
ACH-000851,-1.50681125038
ACH-000855,-1.60574389312
ACH-000856,-1.40327255459
ACH-000858,-1.4865874995100001
ACH-000859,-1.8041009229900002
ACH-000861,-1.25963837775
ACH-000862,-1.6074356735
ACH-000865,-1.4677646070800001
ACH-000866,-1.64870827396
ACH-000867,-1.6353427003100003
ACH-000869,-1.12658507239
ACH-000872,-1.51028445338
ACH-000873,-1.4620756150100003
ACH-000876,-1.31872514504
ACH-000878,-1.5438389191100002
ACH-000880,-1.3207242914
ACH-000881,-1.4022834128900001
ACH-000882,-1.35785304708
ACH-000884,-1.7780508595099997
ACH-000885,-1.41731173579
ACH-000887,-1.5467886320299997
ACH-000888,-1.22689198499
ACH-000889,-1.4942530205700002
ACH-000890,-1.5217968696899997
ACH-000896,-1.38513059785
ACH-000898,-1.33289306225
ACH-000900,-1.5101811173700002
ACH-000901,-1.70195873208
ACH-000905,-1.6889294378100002
ACH-000906,-1.6412262871099998
ACH-000907,-1.20812300894
ACH-000910,-1.70535059651
ACH-000911,-1.3709072250799998
ACH-000912,-1.26142689073
ACH-000913,-1.5332187508200001
ACH-000915,-1.73549688648
ACH-000916,-1.35733155209
ACH-000917,-1.58653748127
ACH-000921,-1.1911190758499999
ACH-000924,-1.2764151515
ACH-000926,-1.5113940432799997
ACH-000928,-1.3492089802399998
ACH-000929,-1.8016752810799999
ACH-000932,-1.52075693507
ACH-000935,-1.49787740222
ACH-000936,-1.3384229403399999
ACH-000937,-1.6527642019
ACH-000938,-1.34959996227
ACH-000939,-1.7610495187900002
ACH-000941,-1.4897775794600001
ACH-000943,-1.5206679145500002
ACH-000946,-1.42480831324
ACH-000947,-1.68895959194
ACH-000948,-1.3651430044400001
ACH-000950,-1.3952008125100002
ACH-000953,-1.6124518266799999
ACH-000957,-1.5662464922900001
ACH-000958,-1.4434231990600002
ACH-000960,-1.2300347518799999
ACH-000963,-1.2578593933
ACH-000968,-1.63462095733
ACH-000969,-1.31677809126
ACH-000973,-1.4211169483200001
ACH-000974,-1.4257422075200001
ACH-000975,-1.53647287509
ACH-000976,-1.56068972046
ACH-000978,-1.29632813014
ACH-000980,-1.5463452835299998
ACH-000984,-1.49413235051
ACH-000986,-1.54793649666
ACH-000988,-1.50292113808
ACH-000993,-1.2686482634899998
ACH-000994,-1.1938418612100001
ACH-000996,-1.1283597238299998
ACH-001001,-1.6011983485899999
ACH-001020,-1.5537112688999999
ACH-001028,-1.3853252840299999
ACH-001031,-1.68427021927
ACH-001038,-1.75357046632
ACH-001048,-1.58358669482
ACH-001050,-1.56593751233
ACH-001053,-1.8895543516599997
ACH-001054,-1.42997552409
ACH-001061,-1.38697341126
ACH-001067,-1.52873791277
ACH-001075,-1.84353534245
ACH-001096,-1.65851866324
ACH-001128,-1.54392399836
ACH-001134,-1.2557507134
ACH-001151,-1.6552804697999999
ACH-001163,-1.2877214150799998
ACH-001164,-1.7459539131400001
ACH-001173,-1.5380761358000001
ACH-001183,-1.4782030566
ACH-001184,-1.63869671364
ACH-001190,-1.1917372277299998
ACH-001192,-1.66749574572
ACH-001193,-1.1730106791500001
ACH-001196,-1.5914186550799998
ACH-001197,-1.51425218442
ACH-001205,-1.4744992415
ACH-001211,-1.47240479242
ACH-001212,-1.5047525331
ACH-001228,-1.7234876148500002
ACH-001232,-1.7338487092500001
ACH-001239,-1.6880592954700002
ACH-001274,-1.41888412259
ACH-001275,-1.8207008821500001
ACH-001277,-1.90549188227
ACH-001278,-1.4698796016
ACH-001280,-1.84287142588
ACH-001283,-1.41616958752
ACH-001289,-1.6401713991100002
ACH-001295,-1.69542000363
ACH-001300,-1.3557253919999999
ACH-001301,-1.6593493775200001
ACH-001302,-1.5749128651100002
ACH-001303,-1.7020174208899999
ACH-001306,-1.4541285661899999
ACH-001318,-1.62778898933
ACH-001322,-1.24948227036
ACH-001328,-1.59583535524
ACH-001332,-1.46734467062
ACH-001333,-1.5851018422
ACH-001336,-1.4231270392700002
ACH-001340,-1.5472170157799998
ACH-001346,-1.4055077035199999
ACH-001353,-1.7439161826099998
ACH-001354,-1.4984487377000002
ACH-001367,-1.3478987504799997
ACH-001368,-1.32881796686
ACH-001374,-1.7787132750499999
ACH-001375,-1.45012387991
ACH-001377,-1.44113897721
ACH-001380,-1.4600758371
ACH-001391,-1.3967648626499998
ACH-001407,-1.42608003368
ACH-001408,-1.48799043955
ACH-001413,-1.30082746315
ACH-001430,-1.43881367305
ACH-001431,-1.62668636877
ACH-001450,-1.3576326307100002
ACH-001496,-1.7051916936200002
ACH-001500,-1.76389334881
ACH-001521,-2.10820794691
ACH-001523,-1.5065243002200002
ACH-001532,-1.38872867267
ACH-001536,-1.4613827484399997
ACH-001550,-1.99762370278
ACH-001552,-1.3746402206900001
ACH-001554,-1.4254987270100001
ACH-001645,-1.59078295306
ACH-001654,-1.7941970613099998
ACH-001715,-1.45932319701
ACH-001735,-1.6919930054499999
ACH-001736,-1.42506408454
ACH-001737,-1.67547826
ACH-001740,-1.68675496361
ACH-001745,-1.7592563391999998
ACH-001750,-1.4203830227399998
ACH-001765,-1.6666341264200002
ACH-001956,-1.33403376385
ACH-001957,-1.41310562817
