,TXNL4B (54957)
ACH-000167,-1.06320282329
ACH-000168,-0.846436262772
ACH-000169,-0.8480349980699999
ACH-000178,-0.605026175893
ACH-000182,-1.0157445222600001
ACH-000183,-0.8193848486220001
ACH-000188,-0.9506129606929999
ACH-000189,-1.21271997823
ACH-000190,-1.00846307457
ACH-000198,-0.762427449706
ACH-000204,-0.6965159204000001
ACH-000206,-0.933633631361
ACH-000207,-0.9588445816500001
ACH-000211,-0.923522417887
ACH-000215,-0.970244528372
ACH-000221,-0.8291348297069999
ACH-000222,-0.697550205709
ACH-000223,-0.307730688444
ACH-000226,-0.9015782745209999
ACH-000227,-0.635443903798
ACH-000228,-0.809150304823
ACH-000231,-0.991465570548
ACH-000232,-0.826787038119
ACH-000233,-0.609951133452
ACH-000234,-0.7146037868790001
ACH-000235,-0.778183402167
ACH-000237,-0.7041532345110001
ACH-000238,-0.7913265199799999
ACH-000243,-0.7647465339630001
ACH-000244,-0.576217192341
ACH-000246,-0.771010848144
ACH-000248,-0.8158953885169999
ACH-000250,-0.9124436217659999
ACH-000251,-0.797183979764
ACH-000253,-0.8962697675460001
ACH-000255,-0.834786622898
ACH-000256,-0.575480842415
ACH-000257,-0.6616855382819999
ACH-000258,-0.700493629188
ACH-000259,-0.723261537925
ACH-000260,-0.7838578786929999
ACH-000261,-0.9762139309029999
ACH-000262,-0.818407852077
ACH-000263,-0.809099008273
ACH-000264,-1.0297380796100002
ACH-000265,-0.572751802933
ACH-000266,-0.8297493025239999
ACH-000272,-0.591325695926
ACH-000273,-1.01933741219
ACH-000274,-0.948060462855
ACH-000277,-1.00941912666
ACH-000278,-0.98064628472
ACH-000279,-0.8779059754530001
ACH-000280,-0.850662686064
ACH-000281,-0.744543258037
ACH-000288,-0.82586801242
ACH-000291,-0.833139512139
ACH-000293,-0.854365964948
ACH-000294,-0.8814882126639999
ACH-000295,-1.13650306495
ACH-000296,-0.809886626664
ACH-000302,-0.822696400064
ACH-000304,-0.9036141347200001
ACH-000307,-0.689669958872
ACH-000308,-0.982855485274
ACH-000310,-0.8392071663770001
ACH-000311,-0.808317028756
ACH-000312,-0.689197765367
ACH-000315,-0.657890574797
ACH-000316,-0.8231291805419999
ACH-000317,-0.685870210564
ACH-000318,-0.926283623441
ACH-000319,-0.868587863671
ACH-000320,-0.53223608244
ACH-000322,-0.537405535848
ACH-000323,-0.9832619554459999
ACH-000324,-0.695592198952
ACH-000329,-0.677517379033
ACH-000330,-0.926100065355
ACH-000331,-0.860216257874
ACH-000332,-0.830161903317
ACH-000334,-1.37895722058
ACH-000335,-0.644291988953
ACH-000336,-0.7822319556640001
ACH-000337,-1.2430864252200002
ACH-000339,-0.79009804006
ACH-000341,-0.848568306001
ACH-000348,-0.751935178736
ACH-000350,-0.354908902663
ACH-000352,-0.785078080144
ACH-000356,-0.8400238719550001
ACH-000361,-0.715860316963
ACH-000362,-0.92478540466
ACH-000363,-0.937464734548
ACH-000364,-0.967244087896
ACH-000365,-0.6929964531649999
ACH-000366,-0.755672735979
ACH-000368,-0.743591495553
ACH-000374,-0.984845706432
ACH-000375,-0.686247442507
ACH-000376,-0.744731544056
ACH-000381,-0.8175079861489999
ACH-000383,-0.8090591024439999
ACH-000387,-0.523756465881
ACH-000389,-0.91904686011
ACH-000390,-1.2716961837
ACH-000393,-0.948120431118
ACH-000395,-0.9246919504440001
ACH-000397,-0.791770961304
ACH-000401,-0.508988636267
ACH-000402,-0.301541895531
ACH-000403,-0.6076469236050001
ACH-000404,-0.298095625448
ACH-000406,-0.768618821222
ACH-000407,-0.668258897772
ACH-000408,-0.724452969661
ACH-000410,-0.927481521155
ACH-000411,-0.699702618117
ACH-000414,-0.817025068619
ACH-000415,-0.7663914616699999
ACH-000416,-0.873672549783
ACH-000420,-0.609741575607
ACH-000421,-0.694133397356
ACH-000424,-0.9095689194419999
ACH-000425,-0.797665613282
ACH-000426,-1.18061970512
ACH-000427,-0.733055656876
ACH-000433,-0.861796795712
ACH-000436,-0.8671785777429999
ACH-000444,-0.832401649757
ACH-000445,-0.7570012260660001
ACH-000448,-0.916654380008
ACH-000450,-0.818905731467
ACH-000452,-0.861132805546
ACH-000454,-0.896897543472
ACH-000458,-0.7033202230140001
ACH-000459,-0.6657255771589999
ACH-000460,-0.7107958870890001
ACH-000461,-0.6109500764620001
ACH-000463,-0.8367670749770001
ACH-000464,-0.684045048074
ACH-000466,-0.759765064865
ACH-000467,-0.680729904734
ACH-000468,-0.8370412853200001
ACH-000469,-0.7120290789110001
ACH-000470,-0.633406396655
ACH-000471,-0.9007061296960001
ACH-000472,-1.0301687913
ACH-000473,-1.0469916085700002
ACH-000475,-0.837938341147
ACH-000476,-0.785209899742
ACH-000477,-0.7704736539839999
ACH-000480,-0.652997116721
ACH-000481,-0.912506474364
ACH-000483,-0.587729960274
ACH-000484,-1.02180425077
ACH-000485,-1.08396418793
ACH-000486,-0.819003868833
ACH-000487,-1.0226603913299999
ACH-000488,-0.7793878150810001
ACH-000490,-0.748911846871
ACH-000491,-1.02855864558
ACH-000495,-0.762931350486
ACH-000496,-0.757058030668
ACH-000499,-0.973316130776
ACH-000500,-0.195002327702
ACH-000502,-0.8474136529649999
ACH-000503,-0.822030873375
ACH-000505,-0.700302246796
ACH-000507,-0.9168189794130001
ACH-000510,-0.795346441067
ACH-000511,-0.808000611876
ACH-000512,-0.6976722485340001
ACH-000516,-0.8428134121799999
ACH-000517,-0.7487039602619999
ACH-000518,-0.905438272077
ACH-000520,-0.734728239931
ACH-000521,-0.885417459513
ACH-000522,-0.8511071217039999
ACH-000524,-0.960760519377
ACH-000527,-0.538440013457
ACH-000528,-0.873727378857
ACH-000537,-0.810277500123
ACH-000541,-0.675104506159
ACH-000542,-0.810697904264
ACH-000544,-0.640674868009
ACH-000545,-0.98883910356
ACH-000547,-0.695786923438
ACH-000548,-1.01374956578
ACH-000549,-1.0352239754299999
ACH-000550,-0.871452409883
ACH-000552,-0.813445901939
ACH-000556,-0.8614191655069999
ACH-000557,-0.969741044183
ACH-000570,-0.8236228098180001
ACH-000571,-0.89849647612
ACH-000573,-0.704272165145
ACH-000576,-0.7625436696100001
ACH-000580,-0.785021370197
ACH-000584,-1.03986709839
ACH-000585,-0.612717670305
ACH-000588,-0.662952923805
ACH-000589,-0.5105154526210001
ACH-000591,-0.7632440753190001
ACH-000593,-1.01072046726
ACH-000600,-0.501013307457
ACH-000601,-0.7343539021269999
ACH-000604,-0.873453759993
ACH-000605,-1.06068652042
ACH-000606,-0.73601491838
ACH-000608,-0.310603176921
ACH-000614,-0.64911363181
ACH-000616,-0.670012762048
ACH-000618,-0.6603173990300001
ACH-000619,-0.6389988590460001
ACH-000620,-0.560538407669
ACH-000621,-0.399175649623
ACH-000622,-0.77984386974
ACH-000623,-0.833144821487
ACH-000624,-0.933952795536
ACH-000627,-0.636466973791
ACH-000630,-0.7049065685420001
ACH-000632,-0.992204924509
ACH-000633,-0.689710027152
ACH-000637,-0.7108493486249999
ACH-000638,-0.525814866703
ACH-000646,-0.660452198009
ACH-000647,-1.30175220885
ACH-000648,-0.781971859826
ACH-000649,-0.7323057985879999
ACH-000651,-0.270699768899
ACH-000652,-0.5767757480219999
ACH-000653,-0.8264475973469999
ACH-000657,-0.8274483073209999
ACH-000658,-1.0328317284
ACH-000661,-0.49464865486500004
ACH-000662,-0.6775543031260001
ACH-000663,-0.5977400039399999
ACH-000665,-0.9226934316959999
ACH-000671,-0.382739158626
ACH-000673,-0.9380096445399999
ACH-000676,-0.7080580672560001
ACH-000677,-0.058731579873400004
ACH-000681,-0.631354412159
ACH-000682,-0.886022903841
ACH-000683,-0.9008767509100001
ACH-000684,-0.595064528924
ACH-000688,-0.7928073131829999
ACH-000693,-0.692810925633
ACH-000694,-0.69093255759
ACH-000695,-0.7606282750059999
ACH-000696,-0.7920543693250001
ACH-000697,-0.51667689454
ACH-000699,-1.25954715367
ACH-000701,-0.582562684491
ACH-000706,-0.6841025129889999
ACH-000711,-0.8599254083700001
ACH-000713,-1.04672293515
ACH-000714,-0.8761652130069999
ACH-000718,-0.917769167265
ACH-000720,-0.8233634095800001
ACH-000721,-0.913259288962
ACH-000724,-0.754772996706
ACH-000725,-0.912067073765
ACH-000732,-0.8475097608329999
ACH-000734,-0.761190029183
ACH-000735,-0.837047068686
ACH-000736,-0.7072115887880001
ACH-000738,-0.9940457892550001
ACH-000746,-1.19777848382
ACH-000747,-0.683674659689
ACH-000748,-0.813807212555
ACH-000753,-0.872747746799
ACH-000756,-0.8193734206659999
ACH-000757,-0.7824797240260001
ACH-000758,-0.607353295619
ACH-000760,-0.9924617035079999
ACH-000763,-0.547559566464
ACH-000764,-0.661128069236
ACH-000765,-0.5450982752929999
ACH-000766,-0.741256071066
ACH-000767,-0.913031721169
ACH-000768,-0.926651892925
ACH-000769,-0.783712499132
ACH-000770,-0.7871857294140001
ACH-000771,-0.7669327921269999
ACH-000773,-0.591189432739
ACH-000776,-0.689756287374
ACH-000777,-0.872785520121
ACH-000778,-0.863838176938
ACH-000781,-0.805799298361
ACH-000782,-0.810057514639
ACH-000783,-1.15665010674
ACH-000784,-0.793560961464
ACH-000785,-0.8655474428319999
ACH-000787,-0.8921270568880001
ACH-000788,-0.9497297932240001
ACH-000791,-1.1153163097799998
ACH-000792,-0.829966193175
ACH-000794,-0.818819304286
ACH-000796,-0.7076530357780001
ACH-000799,-0.7304659099099999
ACH-000800,-0.863085561296
ACH-000802,-0.5985863211429999
ACH-000804,-0.6560512881480001
ACH-000805,-0.6959426300139999
ACH-000809,-0.746936431444
ACH-000810,-0.403001667838
ACH-000811,-0.793089996789
ACH-000817,-1.0005835594499999
ACH-000819,-0.879697082806
ACH-000820,-1.3414573061700001
ACH-000821,-1.21788779839
ACH-000822,-0.6448827659749999
ACH-000823,-0.8277027129269999
ACH-000824,-0.668604252047
ACH-000827,-0.8740442773810001
ACH-000829,-0.734591887115
ACH-000831,-0.796147869159
ACH-000832,-0.946853044728
ACH-000833,-0.476401182125
ACH-000834,-0.9037192731929999
ACH-000835,-0.694518331012
ACH-000836,-1.00350269582
ACH-000837,-0.604229314083
ACH-000838,-0.916853796084
ACH-000839,-0.852945683207
ACH-000840,-0.623450347092
ACH-000841,-0.989512842862
ACH-000843,-0.622015787671
ACH-000846,-0.6695343319520001
ACH-000847,-1.02740882056
ACH-000848,-0.785533101786
ACH-000849,-1.08040463588
ACH-000851,-0.717987063379
ACH-000855,-0.58360182037
ACH-000856,-0.474051950119
ACH-000858,-0.707518688398
ACH-000859,-1.13708159444
ACH-000861,-0.427462935626
ACH-000862,-0.6789038941159999
ACH-000865,-0.44761464653899996
ACH-000866,-0.9168263626459999
ACH-000867,-1.03715319327
ACH-000869,-0.677815086803
ACH-000872,-0.830410355819
ACH-000873,-0.810110030876
ACH-000876,-0.979668443221
ACH-000878,-0.9399025036480001
ACH-000880,-0.7615341403939999
ACH-000881,-0.648584980158
ACH-000882,-0.74043551589
ACH-000884,-1.0022266805600002
ACH-000885,-0.556456825608
ACH-000887,-0.900950523461
ACH-000888,-0.751669739661
ACH-000889,-0.5176643803719999
ACH-000890,-0.98418430395
ACH-000896,-0.9312473949019999
ACH-000898,-0.909297794593
ACH-000900,-0.728801367457
ACH-000901,-0.710416878916
ACH-000905,-0.879698595476
ACH-000906,-0.8430646025540001
ACH-000907,-0.618455801937
ACH-000910,-1.0368210641700002
ACH-000911,-0.756640689387
ACH-000912,-0.798056999506
ACH-000913,-0.927394173801
ACH-000915,-0.7654442767820001
ACH-000916,-0.7041081651100001
ACH-000917,-0.654613416386
ACH-000921,-1.07580348468
ACH-000924,-0.9107620946170001
ACH-000926,-0.809000535742
ACH-000928,-0.766348001785
ACH-000929,-0.8763905693799999
ACH-000932,-0.703066332212
ACH-000935,-0.565463771749
ACH-000936,-0.6618252434749999
ACH-000937,-0.720556575265
ACH-000938,-0.7376402717899999
ACH-000939,-0.988323195252
ACH-000941,-0.6132238541439999
ACH-000943,-0.553818876474
ACH-000946,-0.8198115964079999
ACH-000947,-0.719560959099
ACH-000948,-0.541566755719
ACH-000950,-0.7454964975
ACH-000953,-1.24301723845
ACH-000957,-0.467592421621
ACH-000958,-0.44775762125699997
ACH-000960,-1.0465636501200002
ACH-000963,-0.880326281957
ACH-000968,-0.7920370839699999
ACH-000969,-0.57715295872
ACH-000973,-0.9490001014470001
ACH-000974,-0.769932927342
ACH-000975,-0.858553338249
ACH-000976,-0.946268336259
ACH-000978,-1.1223050135100001
ACH-000980,-0.58540440452
ACH-000984,-0.386677835212
ACH-000986,-0.792394487749
ACH-000988,-0.7521516473019999
ACH-000993,-0.685755776386
ACH-000994,-0.739201741436
ACH-000996,-0.863315852515
ACH-001001,-0.748269115991
ACH-001020,-0.9864630041329999
ACH-001028,-0.856247251132
ACH-001031,-0.7683259164
ACH-001038,-0.6976629527760001
ACH-001048,-0.46594341493999997
ACH-001050,-0.671581724671
ACH-001053,-0.49514245658699996
ACH-001054,-0.7515765081300001
ACH-001061,-0.746619181226
ACH-001067,-0.7255820436499999
ACH-001075,-0.808392004642
ACH-001096,-0.7056875567470001
ACH-001128,-1.25239198235
ACH-001134,-0.7059402396150001
ACH-001151,-0.6801932495919999
ACH-001163,-0.7345434339210001
ACH-001164,-0.572717062679
ACH-001173,-0.713723886135
ACH-001183,-0.7385190591609999
ACH-001184,-0.8765052722409999
ACH-001190,-0.84179290129
ACH-001192,-0.896488648217
ACH-001193,-1.11238673284
ACH-001196,-0.7549404923049999
ACH-001197,-0.7361238719600001
ACH-001205,-0.7878809808220001
ACH-001211,-1.23047505265
ACH-001212,-0.9538370016169999
ACH-001228,-1.11237730038
ACH-001232,-0.862626345107
ACH-001239,-0.752314534223
ACH-001274,-0.5195259789760001
ACH-001275,-0.7076129410690001
ACH-001277,-0.703258038932
ACH-001278,-0.685386764695
ACH-001280,-1.2124296810200001
ACH-001283,-0.505065073675
ACH-001289,-0.529124805391
ACH-001295,-1.00026201942
ACH-001300,-0.690519666086
ACH-001301,-1.00862435026
ACH-001302,-0.7884635482960001
ACH-001303,-0.62317308757
ACH-001306,-0.845905926787
ACH-001318,-0.935140406682
ACH-001322,-0.777231084819
ACH-001328,-0.79926069994
ACH-001332,-0.863029768335
ACH-001333,-0.733366763622
ACH-001336,-0.741039576459
ACH-001340,-1.0486708010899999
ACH-001346,-0.670456687328
ACH-001353,-0.9363606204960001
ACH-001354,-0.880626388408
ACH-001367,-0.6222551921149999
ACH-001368,-0.638699470137
ACH-001374,-1.10860032199
ACH-001375,-0.545039348939
ACH-001377,-0.703233209634
ACH-001380,-0.7982933355060001
ACH-001391,-0.634412500145
ACH-001407,-0.642133554128
ACH-001408,-0.8096886016339999
ACH-001413,-0.802395527819
ACH-001430,-0.8178650268909999
ACH-001431,-0.978001287695
ACH-001450,-0.7579425093979999
ACH-001496,-1.0088345478
ACH-001500,-0.955630140097
ACH-001521,-0.652264016966
ACH-001523,-0.75506500958
ACH-001532,-0.741061445797
ACH-001536,-0.76056783315
ACH-001550,-0.784567482263
ACH-001552,-1.09718795355
ACH-001554,-0.770746062819
ACH-001645,-0.977498649612
ACH-001654,-0.839325276796
ACH-001715,-0.766887037411
ACH-001735,-0.605522735086
ACH-001736,-0.993416433554
ACH-001737,-0.8678280905879999
ACH-001740,-0.775889250456
ACH-001745,-0.6392739452530001
ACH-001750,-0.6916159086429999
ACH-001765,-0.8503405400280001
ACH-001956,-0.932730402675
ACH-001957,-0.926565027289
