,RPS6KL1 (83694)
ACH-000004,-0.006682988262719999
ACH-000007,0.0943836605563
ACH-000009,0.113798809851
ACH-000011,-0.0527133206307
ACH-000012,0.0174832589929
ACH-000013,-0.061440974334500006
ACH-000014,-0.133762972254
ACH-000015,-0.09642101674339998
ACH-000017,-0.258929236041
ACH-000018,-0.248341613736
ACH-000019,-0.0190776907356
ACH-000021,0.0122674167277
ACH-000022,-0.205076590399
ACH-000025,-0.0706123506064
ACH-000028,0.0396006014202
ACH-000030,0.00962496879036
ACH-000035,0.037909142159800006
ACH-000036,-0.154428225718
ACH-000037,-0.0023518916266799996
ACH-000039,0.0317251006185
ACH-000040,-0.24938683135
ACH-000041,-0.193481576008
ACH-000042,-0.049196045246800005
ACH-000045,-0.17482307216899998
ACH-000047,-0.059841677088699995
ACH-000052,-0.209110751697
ACH-000053,-0.0482950648426
ACH-000054,-0.216418817993
ACH-000055,-0.18834725947500003
ACH-000060,-0.347032510344
ACH-000067,-0.134066188841
ACH-000070,-0.153698553528
ACH-000075,-0.471172961576
ACH-000078,0.0805270088513
ACH-000082,-0.252538793677
ACH-000085,-0.10468668611300001
ACH-000086,-0.021117743104500004
ACH-000087,-0.038723148216
ACH-000092,-0.127274457857
ACH-000095,-0.143250105035
ACH-000097,-0.0591447810055
ACH-000098,-0.19286859074999999
ACH-000099,-0.00409530806675
ACH-000108,0.116719671143
ACH-000113,-0.09844778626509999
ACH-000115,0.0671430629501
ACH-000116,-0.127551418396
ACH-000118,-0.10988857445
ACH-000120,-0.20459748019699997
ACH-000123,-0.18993587716
ACH-000127,0.014984246050700001
ACH-000128,-0.324173962446
ACH-000132,-0.013871517204499998
ACH-000133,0.0046275081944399995
ACH-000137,-0.23433075071999998
ACH-000138,-0.0836813601578
ACH-000142,-0.19445181623500002
ACH-000143,-0.00590613937004
ACH-000146,-0.0924651881257
ACH-000148,-0.127091089005
ACH-000150,-0.11780181302100001
ACH-000152,0.0023275672286100003
ACH-000153,-0.111939282984
ACH-000159,-0.15116451446499998
ACH-000160,-0.135999051546
ACH-000163,-0.26024662041200003
ACH-000167,-0.21924583694000002
ACH-000168,0.023770524400900002
ACH-000169,-0.103096107818
ACH-000178,-0.010617177752700001
ACH-000182,0.009649676817040001
ACH-000183,0.027427901703300003
ACH-000188,0.0116044590435
ACH-000189,-0.021520721612200002
ACH-000190,-0.129803579628
ACH-000198,-0.136177580748
ACH-000204,-0.167525201028
ACH-000206,0.13814199616800002
ACH-000207,-0.0942713626135
ACH-000211,-0.115856557191
ACH-000215,-0.0811493547817
ACH-000221,-0.19296957721000002
ACH-000222,0.0419391774514
ACH-000223,-0.0710174731393
ACH-000226,-0.22591598908500002
ACH-000227,-0.122524678762
ACH-000228,0.020513390661099997
ACH-000231,-0.24358326340199998
ACH-000232,-0.261617563165
ACH-000233,0.0492730581721
ACH-000234,-0.182508672937
ACH-000235,-0.0315497816352
ACH-000237,0.00656248397179
ACH-000238,-0.14304436222
ACH-000243,-0.107949108803
ACH-000244,-0.118019981998
ACH-000246,-0.197864390912
ACH-000248,-0.199635212594
ACH-000250,-0.08923124494580001
ACH-000251,-0.00884290974394
ACH-000253,-0.102621784395
ACH-000255,-0.121362873256
ACH-000256,1.68619550422e-05
ACH-000257,-0.5720383532419999
ACH-000258,-0.41625784129199994
ACH-000259,-0.0259719938075
ACH-000260,-0.0057059580104200005
ACH-000261,-0.015973446180700002
ACH-000262,-0.16752659431
ACH-000263,-0.191418561025
ACH-000264,-0.0805857934331
ACH-000265,-0.0290918720502
ACH-000266,-0.0327558568467
ACH-000272,-0.0157574592861
ACH-000273,0.0701532087269
ACH-000274,-0.126201997341
ACH-000277,0.0101209431324
ACH-000278,-0.075535830955
ACH-000279,-0.142438368497
ACH-000280,-0.15609664331700002
ACH-000281,-0.148697383298
ACH-000288,-0.154350954481
ACH-000291,-0.055546461173
ACH-000293,-0.0781754157194
ACH-000294,-0.147269793272
ACH-000295,-0.134691275595
ACH-000296,0.153646489229
ACH-000302,0.030657839099699997
ACH-000304,-0.09931595626949999
ACH-000307,-0.07569204030450001
ACH-000308,-0.101100987125
ACH-000310,0.121004441381
ACH-000311,0.0734405541885
ACH-000312,-0.110048528378
ACH-000315,-0.0742123262076
ACH-000316,-0.165784168789
ACH-000317,-0.0603093800777
ACH-000318,0.190596886573
ACH-000319,0.0238526383973
ACH-000320,-0.21071144906599998
ACH-000322,-0.11098213057
ACH-000323,-0.105767296531
ACH-000324,-0.0830967715056
ACH-000329,0.00791678262367
ACH-000330,-0.03813105582
ACH-000331,0.010033300620899998
ACH-000332,0.00284934631484
ACH-000334,-0.162493304316
ACH-000335,-0.06966698190769999
ACH-000336,-0.255567150078
ACH-000337,-0.137655426094
ACH-000339,-0.08292497187210002
ACH-000341,-0.0713303062187
ACH-000348,-0.153463117549
ACH-000350,0.005340237226430001
ACH-000352,-0.0205910995582
ACH-000356,-0.032386174034899996
ACH-000361,-0.261824702493
ACH-000362,-0.104872904078
ACH-000363,-0.142571885768
ACH-000364,-0.0744774604453
ACH-000365,-0.139827109792
ACH-000366,-0.18042379646200002
ACH-000368,-0.331899381159
ACH-000374,0.07035212964439999
ACH-000375,-0.204227285725
ACH-000376,-0.0591072505177
ACH-000381,0.044637521775199994
ACH-000383,-0.0987451433958
ACH-000387,-0.04466400946219999
ACH-000389,-0.179242470568
ACH-000390,-0.034830724968099996
ACH-000393,-0.158969537996
ACH-000395,-0.264418732068
ACH-000397,-0.16413021841800002
ACH-000401,0.0124813493319
ACH-000402,-0.467391820588
ACH-000403,-0.220962297729
ACH-000404,0.0550565978826
ACH-000406,-0.12081617455299999
ACH-000407,-0.0188780056607
ACH-000408,-0.0620968802058
ACH-000410,0.0009231345874600001
ACH-000411,-0.09035645455460001
ACH-000414,0.102941756499
ACH-000415,-0.19942484820999998
ACH-000416,-0.115822071677
ACH-000420,-0.265735499899
ACH-000421,-0.06513181768569999
ACH-000424,0.271398879721
ACH-000425,-0.010033613188
ACH-000426,-0.243894687177
ACH-000427,-0.033929086570900005
ACH-000433,-0.243264401937
ACH-000436,-0.21823186367699998
ACH-000444,-0.022896924360099997
ACH-000445,-0.136454305252
ACH-000448,0.027153726913400004
ACH-000450,0.07817538558069999
ACH-000452,-0.104169802264
ACH-000454,-0.37865460318599997
ACH-000458,-0.0943417959895
ACH-000459,0.0621297341751
ACH-000460,-0.0324466232431
