,OVOL2 (58495)
ACH-000004,-0.200687181953
ACH-000007,-0.255417343767
ACH-000009,-0.21355910287000002
ACH-000011,-0.553526362491
ACH-000012,-0.441510063473
ACH-000013,-0.311941452131
ACH-000014,-0.260413263214
ACH-000015,-0.18911701375
ACH-000017,-0.5504824053440001
ACH-000018,-0.38626082455399996
ACH-000019,-0.187467798182
ACH-000021,-0.270221933847
ACH-000022,-0.180019926952
ACH-000025,-0.265328058207
ACH-000028,-0.515803113298
ACH-000030,-0.288170179822
ACH-000035,-0.47912935640500004
ACH-000036,-0.526877325578
ACH-000037,-0.475425770516
ACH-000039,-0.238345567463
ACH-000040,-0.42746667001999994
ACH-000041,-0.573937717221
ACH-000042,-0.317689695117
ACH-000045,-0.07357805040030001
ACH-000047,-0.367393960263
ACH-000052,-0.309809976032
ACH-000053,-0.21837888416999998
ACH-000054,-0.538498019775
ACH-000055,-0.337184318055
ACH-000060,-0.587475507077
ACH-000067,-0.40501389462399995
ACH-000070,-0.357132220347
ACH-000075,-0.0942100605939
ACH-000078,-0.434550173895
ACH-000082,-0.635611435869
ACH-000085,-0.278325811111
ACH-000086,-0.28118465566100004
ACH-000087,-0.0655691927024
ACH-000092,-0.602465811105
ACH-000095,-0.459848428393
ACH-000097,-0.37841353906099995
ACH-000098,-0.416008352244
ACH-000099,-0.244080986491
ACH-000108,-0.41247983386200004
ACH-000113,-0.271552100169
ACH-000115,-0.46195892002300004
ACH-000116,-0.483685568891
ACH-000118,-0.396849944582
ACH-000120,-0.131177769426
ACH-000123,-0.33532325261
ACH-000127,-0.52212736058
ACH-000128,-0.246266204461
ACH-000132,-0.353471981712
ACH-000133,-0.44517411279700003
ACH-000137,-0.305063585355
ACH-000138,-0.33324660926399996
ACH-000142,-0.474310029586
ACH-000143,-0.45775477373400003
ACH-000146,-0.234568748261
ACH-000148,-0.472226776406
ACH-000150,-0.353898069436
ACH-000152,-0.479750452908
ACH-000153,-0.487606634361
ACH-000159,-0.42212201362400004
ACH-000160,-0.593064471735
ACH-000163,-0.124103839506
ACH-000167,-0.011243069026500001
ACH-000168,-0.140520176379
ACH-000169,-0.530206185791
ACH-000178,-0.540841573806
ACH-000182,-0.34172966486
ACH-000183,-0.195301094129
ACH-000188,-0.19086239945099998
ACH-000189,-0.48833421052299997
ACH-000190,0.0615033165818
ACH-000198,-0.28762150960099997
ACH-000204,0.11166118669500001
ACH-000206,-0.09001011841610002
ACH-000207,-0.406254348641
ACH-000211,-0.43768572483900003
ACH-000215,-0.281654262623
ACH-000221,-0.161882506981
ACH-000222,-0.493623471016
ACH-000223,-0.415806750601
ACH-000226,-0.231210619406
ACH-000227,-0.561272727275
ACH-000228,-0.284462086056
ACH-000231,-0.4980942058899999
ACH-000232,-0.45467396575900004
ACH-000233,-0.0458837516221
ACH-000234,-0.508067577208
ACH-000235,-0.470227251967
ACH-000237,-0.34527965033200003
ACH-000238,0.00535708553228
ACH-000243,-0.404631301617
ACH-000244,-0.74443363756
ACH-000246,-0.283992922237
ACH-000248,-0.234419681512
ACH-000250,-0.35959594026299996
ACH-000251,-0.30533825379900004
ACH-000253,-0.249945418686
ACH-000255,-0.353309994314
ACH-000256,-0.616491685209
ACH-000257,-0.48321017760799995
ACH-000258,-0.320394075043
ACH-000259,-0.230477294633
ACH-000260,-0.39772040358599997
ACH-000261,-0.636418631166
ACH-000262,-0.518885319832
ACH-000263,-0.372372276467
ACH-000264,-0.489466309717
ACH-000265,-0.553171835122
ACH-000266,-0.311595934872
ACH-000272,-0.572370881562
ACH-000273,-0.11386933034000002
ACH-000274,-0.488043159221
ACH-000277,-0.0624894631914
ACH-000278,-0.344672887924
