,PEX6 (5190)
ACH-000004,-1.06410818905
ACH-000007,-0.27342979210900004
ACH-000009,-0.353452174115
ACH-000011,-0.263009003555
ACH-000012,-0.8000143071879999
ACH-000013,-0.306855694733
ACH-000014,-0.494113977061
ACH-000015,-0.22443652028900002
ACH-000017,-0.24827886044599998
ACH-000018,-0.5147074270840001
ACH-000019,-0.31524608912200003
ACH-000021,-0.8335774277500001
ACH-000022,-0.232719406387
ACH-000025,-0.38087396122699996
ACH-000028,-0.54624763954
ACH-000030,-0.80583093954
ACH-000035,-0.371609787121
ACH-000036,-0.127004698626
ACH-000037,-0.430087774535
ACH-000039,-0.391089171908
ACH-000040,-0.225792335729
ACH-000041,-0.274370023671
ACH-000042,-0.140974640556
ACH-000045,0.39835001113000007
ACH-000047,-0.437163881559
ACH-000052,-0.253436845037
ACH-000053,-0.228424203774
ACH-000054,-0.249562281056
ACH-000055,-0.29382813515
ACH-000060,-0.563041577961
ACH-000067,-0.35938617545900003
ACH-000070,-0.44466095061800004
ACH-000075,-0.24045702624899998
ACH-000078,-0.285134259119
ACH-000082,-0.334275048478
ACH-000085,-0.38717281924099994
ACH-000086,-0.403830909891
ACH-000087,-0.287163695358
ACH-000092,-0.18394528466200002
ACH-000095,-0.20074013709600003
ACH-000097,-0.277854645784
ACH-000098,-0.3132624693
ACH-000099,-0.0810777470981
ACH-000108,-0.159031534996
ACH-000113,-0.300014203066
ACH-000115,-0.424239616965
ACH-000116,-0.251879488872
ACH-000118,-1.0319950678799998
ACH-000120,-0.319757362361
ACH-000123,-0.276611292111
ACH-000127,-0.653035097724
ACH-000128,-0.262915312844
ACH-000132,-0.17906792237799998
ACH-000133,-0.305040715035
ACH-000137,-0.030569103030799998
ACH-000138,-0.590275692062
ACH-000142,-0.31647235081
ACH-000143,-0.38136564935999995
ACH-000146,-0.9870332972229999
ACH-000148,-0.09267653532019998
ACH-000150,-0.194968394659
ACH-000152,-0.138916252927
ACH-000153,-0.536456730721
ACH-000159,-0.845604817544
ACH-000160,-0.484621879992
ACH-000163,-0.143681163141
ACH-000167,-0.379521441457
ACH-000168,-0.415586133362
ACH-000169,-0.339641502939
ACH-000178,-0.321041626461
ACH-000182,-0.516316816931
ACH-000183,-0.163410387282
ACH-000188,-0.334937565402
ACH-000189,-0.476008684209
ACH-000190,-0.580668444155
ACH-000198,-0.21133694334000003
ACH-000204,-0.318765690321
ACH-000206,-0.62219415823
ACH-000207,-0.7089243788770001
ACH-000211,-0.13229660763
ACH-000215,-0.162250195495
ACH-000221,-0.308336757385
ACH-000222,-0.138258591105
ACH-000223,-0.71148504459
ACH-000226,-0.211766802078
ACH-000227,-0.30756671301800004
ACH-000228,-0.5338597013949999
ACH-000231,-0.35122077288900005
ACH-000232,-0.071985989507
ACH-000233,-0.473208654103
ACH-000234,-0.444626198904
ACH-000235,-0.544737105843
ACH-000237,-0.12698716835999999
ACH-000238,-0.326219633565
ACH-000243,-0.664956876137
ACH-000244,-0.24219115568900002
ACH-000246,-0.228645287432
ACH-000248,-0.247991545473
ACH-000250,-0.973133238115
ACH-000251,-0.658205072996
ACH-000253,-0.442879137221
ACH-000255,-0.270331148872
ACH-000256,-0.6199301914299999
ACH-000257,-0.031163177573000002
ACH-000258,-0.0393206568201
ACH-000259,-0.187813788298
ACH-000260,-0.164771610235
ACH-000261,-0.181259197837
ACH-000262,-0.398030515373
ACH-000263,-0.424116727283
ACH-000264,-0.36802459196599996
ACH-000265,-0.656423723229
ACH-000266,-0.423971028907
ACH-000272,-0.40642804089900003
ACH-000273,-0.431796483071
ACH-000274,-0.17927467269900002
ACH-000277,-0.08854835712000002
ACH-000278,-0.14686315834799998
ACH-000279,-0.242794751126
ACH-000280,-0.382926273986
ACH-000281,-0.26781767672400003
ACH-000288,-0.11666181431700001
ACH-000291,-0.16802255420200002
ACH-000293,-0.360071509135
ACH-000294,-0.39278191608199997
ACH-000295,-0.376879075106
ACH-000296,-0.253011487699
ACH-000302,-0.213103096156
ACH-000304,-0.217616888867
ACH-000307,-0.548978080933
ACH-000308,-0.347869377248
ACH-000310,-0.270191602948
ACH-000311,-0.368078557048
ACH-000312,-0.26926602229400004
ACH-000315,-0.0641287375929
ACH-000316,-0.330218115833
ACH-000317,-1.30997345326
ACH-000318,-0.248614254465
ACH-000319,-0.190933702098
ACH-000320,-0.314117900496
ACH-000322,0.124152776894
ACH-000323,0.132345831078
ACH-000324,-1.15734199171
ACH-000329,-0.08403741302069999
ACH-000330,-0.592977317813
ACH-000331,-0.309442752663
ACH-000332,-0.295187384989
ACH-000334,-0.5084993525379999
ACH-000335,-0.35005903085100004
ACH-000336,-0.29144635731999996
ACH-000337,-0.34907007318899996
ACH-000339,-0.255914185719
ACH-000341,-0.457671024499
ACH-000348,-0.206714264245
ACH-000350,-0.155832198407
ACH-000352,-0.617577232607
ACH-000356,-0.328090390416
ACH-000361,-0.460819276308
ACH-000362,-0.355383685432
ACH-000363,-0.211168649104
ACH-000364,-0.442811449476
ACH-000365,-0.29949828561
ACH-000366,-0.275814712666
ACH-000368,-0.0501785070921
ACH-000374,-0.338719952064
ACH-000375,-0.26376970548900003
ACH-000376,-0.352500936528
ACH-000381,-0.156877785439
ACH-000383,-0.338637299632
ACH-000387,-0.606449958306
ACH-000389,-0.293727190271
ACH-000390,-0.193210801479
ACH-000393,-0.439913820356
ACH-000395,-0.598487114136
ACH-000397,-0.111613033971
ACH-000401,-0.00699988763947
ACH-000402,-0.5553323435
ACH-000403,-0.301192112844
ACH-000404,-0.44697200572499995
ACH-000406,-0.29038212667
ACH-000407,-0.307522315589
ACH-000408,-0.31569021219099996
ACH-000410,-0.060437462206800005
ACH-000411,-0.17703811578099998
ACH-000414,-0.28666864413000004
ACH-000415,-0.472152633385
ACH-000416,-0.25177282239300003
ACH-000420,-0.064684133985
ACH-000421,-0.293766803447
ACH-000424,0.171056013692
ACH-000425,-0.0485573172523
ACH-000426,-0.0796234196754
ACH-000427,-0.529974567908
ACH-000433,-0.386996502495
ACH-000436,-0.200856282313
ACH-000444,-0.15390800819599998
ACH-000445,0.00179083196719
ACH-000448,-0.22363810504599999
ACH-000450,-0.332575757726
ACH-000452,-0.263680582083
ACH-000454,-0.466022811119
ACH-000458,-0.652713725372
ACH-000459,0.0366493629762
ACH-000460,-0.551339738057
ACH-000461,-0.583047073966
ACH-000463,-0.213610881692
ACH-000464,-0.149191181229
ACH-000466,-0.284797698015
ACH-000467,-0.323683324915
ACH-000468,-0.23086350596799998
ACH-000469,-0.192153509148
ACH-000470,-0.808781669373
ACH-000471,-0.35460167545000004
ACH-000472,-0.196711440833
ACH-000473,-0.28667692087900004
ACH-000475,-0.221305241622
ACH-000476,-0.488766195704
ACH-000477,-0.438710630732
ACH-000480,-0.0932830732852
ACH-000481,-0.285616515377
ACH-000483,-0.342238532258
ACH-000484,-0.26444120681999994
ACH-000485,-0.21791095830899998
ACH-000486,-0.351890118477
ACH-000487,-0.343140210713
ACH-000488,-0.29543226091999997
ACH-000490,-0.30204090037
ACH-000491,-0.24681939144200002
ACH-000495,-0.24226624889899998
ACH-000496,-0.586201509367
ACH-000499,-0.373675506878
ACH-000500,-0.836847182577
ACH-000502,-0.376146291181
ACH-000503,-0.266929303515
ACH-000505,-0.183156557715
ACH-000507,-0.12989760022299998
ACH-000510,-0.47389297380400003
ACH-000511,-0.285728857285
ACH-000512,-0.6738087401780001
ACH-000516,-0.145950339954
ACH-000517,-0.197099483649
ACH-000518,-0.411132313484
ACH-000520,-0.17920382799100001
ACH-000521,-0.407987115593
ACH-000522,-0.181525860653
ACH-000524,-0.265854932407
ACH-000527,-0.884115526833
ACH-000528,-0.261333088282
ACH-000537,-0.41553202851
ACH-000541,-0.316406070427
ACH-000542,-0.357542417926
ACH-000544,-0.22270885246199998
ACH-000545,-0.35112110253600004
ACH-000547,-0.178749906947
ACH-000548,-0.20710188505600002
ACH-000549,-0.220081843112
ACH-000550,-0.04372571767109999
ACH-000552,-0.324466279583
ACH-000556,-0.259297275422
ACH-000557,-0.325573383495
ACH-000570,-0.298882858699
ACH-000571,-0.24483513546900001
ACH-000573,-0.39578365895499995
ACH-000576,-0.17866416487599998
ACH-000580,-0.123927651348
ACH-000584,-0.22741777643199998
ACH-000585,-0.129362333325
ACH-000588,-0.404602446093
ACH-000589,-0.22459098149999998
ACH-000591,-0.0500823353338
ACH-000593,-0.342960146235
ACH-000600,-0.382206722039
ACH-000601,-0.346737920613
ACH-000604,-1.04715621471
ACH-000605,-0.34599308392899997
ACH-000606,-0.37137596872900003
ACH-000608,-0.328725522805
ACH-000614,-0.291916796022
ACH-000616,-0.194005862193
ACH-000618,-0.31516713685
ACH-000619,-0.398883726721
ACH-000620,-0.0736176618305
ACH-000621,-0.11517684134600001
ACH-000622,-0.167125527256
ACH-000623,-0.154094238984
ACH-000624,-0.248720016023
ACH-000627,-0.376500801249
ACH-000630,-0.644800118759
ACH-000632,-0.18298978928100001
ACH-000633,-0.280717850889
ACH-000637,-0.309856632418
ACH-000638,-0.425952552068
ACH-000646,-1.0767355620999999
ACH-000647,-0.9815768733560001
ACH-000648,-1.0025615144700002
ACH-000649,-0.252091614066
ACH-000651,-0.5929215969120001
ACH-000652,-0.06457009056
ACH-000653,-0.342566729972
ACH-000657,-0.19511123111499998
ACH-000658,-0.6752236714569999
ACH-000661,-0.19462501640500002
ACH-000662,-0.367479782138
ACH-000663,-0.588795538817
ACH-000665,-0.38607608260700005
ACH-000671,-0.0519375840107
ACH-000673,-0.230866275718
ACH-000676,-0.043956922962199996
ACH-000677,-0.00403066139185
ACH-000681,-0.21664894682100003
ACH-000682,-0.46313669312600003
ACH-000683,-0.42131695732100005
ACH-000684,-0.256373171851
ACH-000688,-0.34745873557499996
ACH-000693,-0.212000363044
ACH-000694,-0.26222505691799997
ACH-000695,-0.08995455598850001
ACH-000696,-0.173649965054
ACH-000697,-0.48301297856700004
ACH-000699,-0.19857807444000003
ACH-000701,-0.218082582593
ACH-000706,-0.32033642874
ACH-000711,-0.779587874096
ACH-000713,-0.398405751425
ACH-000714,-0.17574918115
ACH-000718,-1.1412898948899999
ACH-000720,-0.178795792663
ACH-000721,-0.339761408809
ACH-000724,-0.0204099103739
ACH-000725,-0.34039247541900003
ACH-000732,-0.78453108286
ACH-000734,-0.17149433100699998
ACH-000735,-0.39006611555299997
ACH-000736,-0.167424918476
ACH-000738,-0.09909906676899999
ACH-000746,-0.329797203838
ACH-000747,-0.213348978242
ACH-000748,-0.303666802823
ACH-000753,-0.19231156233
ACH-000756,-0.0896321235368
ACH-000757,-0.259948663259
ACH-000758,-0.268092874278
ACH-000760,0.021240825925599997
ACH-000763,-0.204691627623
ACH-000764,-0.7485737566130001
ACH-000765,-0.287825576617
ACH-000766,-0.194870731753
ACH-000767,-0.0716764720087
ACH-000768,-0.41736736030500005
ACH-000769,-0.422881857515
ACH-000770,-0.337060704479
