,DUS2 (54920)
ACH-000264,-0.174930076522
ACH-000265,-0.0159766256141
ACH-000266,-0.15647759452999999
ACH-000272,-0.07915459125860001
ACH-000273,-0.0520305297333
ACH-000274,-0.154684399181
ACH-000277,-0.21986078373799997
ACH-000278,-0.186567558154
ACH-000279,-0.31859926255800003
ACH-000280,-0.21654053718199998
ACH-000281,-0.42476819604800004
ACH-000288,-0.159645471404
ACH-000291,-0.07038145675480001
ACH-000293,0.0347265662412
ACH-000294,-0.36457173306699997
ACH-000295,-0.0703591634657
ACH-000296,-0.0524718335286
ACH-000302,-0.039755289609199995
ACH-000304,-0.039330777407499996
ACH-000307,-0.152076667854
ACH-000308,-0.06437514774759999
ACH-000310,-0.19059364419100003
ACH-000311,-0.056112258798000005
ACH-000312,-0.190391759685
ACH-000315,0.0721854550262
ACH-000316,-0.240963499876
ACH-000317,-0.0236506552299
ACH-000318,-0.083453394967
ACH-000319,-0.23886188175700002
ACH-000320,-0.21460745315000002
ACH-000322,-0.138038592791
ACH-000323,-0.0412595411649
ACH-000324,-0.194347427169
ACH-000329,-0.153191336428
ACH-000330,-0.140366484904
ACH-000331,-0.0217154381213
ACH-000332,-0.136946548858
ACH-000334,-0.109044877363
ACH-000335,-0.41155401139700004
ACH-000336,-0.147518753644
ACH-000337,-0.298081566942
ACH-000339,-0.10524947750600001
ACH-000341,-0.259044052608
ACH-000348,-0.156249658622
ACH-000350,-0.291540472689
ACH-000352,-0.15226682564000002
ACH-000356,-0.191729822707
ACH-000361,-0.439684034363
ACH-000362,-0.19461250944000003
ACH-000363,-0.176285657793
ACH-000364,-0.135328711728
ACH-000365,-0.0254076823857
ACH-000366,-0.244007182723
ACH-000368,-0.223093377069
ACH-000374,-0.0504181147461
ACH-000375,-0.20892521090900001
ACH-000376,-0.106886267078
ACH-000381,-0.174913245293
ACH-000383,-0.0614446456282
ACH-000387,-0.227214711992
ACH-000389,-0.294391294644
ACH-000390,-0.10883786076999999
ACH-000393,-0.118417995066
ACH-000395,-0.28439690653599997
ACH-000397,-0.16322002408
ACH-000401,-0.12966122154
ACH-000402,-0.30717384417800003
ACH-000403,-0.126826843763
ACH-000404,0.024286368146700002
ACH-000406,-0.157788257903
ACH-000407,-0.0986834312189
ACH-000408,-0.296125638536
ACH-000410,-0.114003989407
ACH-000411,0.055188071023199996
ACH-000414,-0.052510106919900004
ACH-000415,-0.0652276328515
ACH-000416,-0.34164773067000004
ACH-000420,-0.155940377235
ACH-000421,-0.18016943949900002
ACH-000424,0.0211646214282
ACH-000425,-0.215212040002
ACH-000426,-0.0529781519443
ACH-000427,0.0281397337224
ACH-000433,-0.162530538866
ACH-000436,-0.044114796791699995
ACH-000444,-0.1314185916
ACH-000445,-0.0321859112816
ACH-000448,-0.09648167234039999
ACH-000450,-0.212448570351
ACH-000452,-0.15261941214400002
ACH-000454,-0.28621614106
ACH-000458,-0.124250903681
ACH-000459,-0.08458313074439999
ACH-000460,-0.276492168473
ACH-000461,-0.15957441023
ACH-000463,-0.133563974864
ACH-000464,-0.0373898308817
ACH-000466,-0.153650743888
ACH-000467,-0.0819757053492
ACH-000468,-0.151847402828
ACH-000469,-0.0676656459149
ACH-000470,-0.029676558576000003
ACH-000471,-0.191415223616
ACH-000472,-0.161240231235
ACH-000473,-0.170193741659
ACH-000475,-0.218346820178
ACH-000476,-0.258868329199
ACH-000477,-0.057365070972800004
ACH-000480,-0.08152309205130001
ACH-000481,-0.049762162624599995
ACH-000483,-0.0750341211024
ACH-000484,-0.107580473557
ACH-000485,-0.164032140946
ACH-000486,-0.13065406678
ACH-000487,-0.209393956912
ACH-000488,-0.083857889198
ACH-000490,-0.079301449844
ACH-000491,0.031563470672
ACH-000495,-0.10208033486300001
ACH-000496,-0.271948174687
ACH-000499,-0.45762898783100003
ACH-000500,-0.0739933360475
ACH-000502,-0.13721499181500002
ACH-000503,0.0141560285803
ACH-000505,-0.383858272068
ACH-000507,-0.0289925135892
ACH-000510,-0.0540456547321
ACH-000511,-0.0627984180887
ACH-000512,-0.106302624348
ACH-000516,-0.07197342735760001
ACH-000517,-0.0977042426468
ACH-000518,-0.128935685514
ACH-000520,-0.048336834097
ACH-000521,-0.193774481261
ACH-000522,-0.285564857115
ACH-000524,-0.164750222083
ACH-000527,-0.163544806559
ACH-000528,-0.172812282308
ACH-000537,-0.144227938261
ACH-000541,-0.393549771791
ACH-000542,-0.0663823117968
ACH-000544,-0.27097461751699997
ACH-000545,-0.367221772981
ACH-000547,-0.15117119962
ACH-000548,-0.316177503443
ACH-000549,-0.0492341907691
ACH-000550,-0.437953070101
ACH-000552,-0.13903609714
ACH-000556,-0.216900320813
ACH-000557,-0.296966861817
ACH-000570,-0.14763700611199998
ACH-000571,-0.137717660267
ACH-000573,-0.18358189687100002
ACH-000576,0.0330612885698
ACH-000580,-0.0557942072352
ACH-000584,-0.08357290370130001
ACH-000585,-0.20722208873
ACH-000588,-0.15872175253100002
ACH-000589,-0.0291024674556
ACH-000591,-0.23822117428599998
ACH-000593,-0.254056123617
ACH-000600,-0.0856681386053
ACH-000601,-0.129954569164
ACH-000604,-0.164807993817
ACH-000605,-0.27502837024099996
ACH-000606,-0.057725325420500004
ACH-000608,-0.173061292993
ACH-000614,-0.0968691640459
ACH-000616,-0.189187470179
ACH-000618,-0.184140202229
ACH-000619,-0.13230929864
ACH-000620,-0.26840323658000004
ACH-000621,-0.22477565661899998
ACH-000622,-0.09661646132000001
ACH-000623,-0.110605948192
ACH-000624,-0.0423995913602
ACH-000627,-0.141658544463
ACH-000630,-0.10491571538799999
ACH-000632,-0.00370510872148
ACH-000633,0.0128613355278
ACH-000637,-0.139777596932
ACH-000638,-0.0778852743448
ACH-000646,-0.179377258223
ACH-000647,-0.33755322539899996
ACH-000648,-0.00836878642042
ACH-000649,0.014214621214999999
ACH-000651,-0.44702927231299994
ACH-000652,-0.293434790391
ACH-000653,-0.316881665313
ACH-000657,-0.142254774802
ACH-000658,-0.15416831258
ACH-000661,0.0181706627679
ACH-000662,-0.0051817326541499995
ACH-000663,-0.0534935645585
ACH-000665,0.060766276492
ACH-000671,-0.300917578391
ACH-000673,-0.038168999177800006
ACH-000676,-0.05453819762019999
ACH-000677,0.0032878425826
ACH-000681,-0.187899110469
ACH-000682,-0.206587396342
ACH-000683,-0.292872547827
ACH-000684,-0.134585945236
ACH-000688,-0.21701715572500002
ACH-000693,-0.110042327223
ACH-000694,-0.125318018863
ACH-000695,-0.305084833481
ACH-000696,-0.11573651558499999
ACH-000697,-0.26794567275
ACH-000699,-0.173720297719
ACH-000701,-0.294221052214
ACH-000706,-0.0649766465288
ACH-000711,-0.08559725584899999
ACH-000713,-0.147849328846
ACH-000714,-0.211587676956
ACH-000718,-0.0746536310996
ACH-000720,-0.283823239
ACH-000721,-0.05188675155209999
ACH-000724,-0.127997016435
ACH-000725,-0.19511764991099997
ACH-000732,-0.065666376804
ACH-000734,-0.10779236538899999
ACH-000735,-0.137460195239
ACH-000736,0.115395677238
ACH-000738,-0.10573072255100001
ACH-000746,0.017318644801
ACH-000747,-0.31121881555799996
ACH-000748,-0.093723835229
ACH-000753,-0.174732901468
ACH-000756,-0.046739857143199996
ACH-000757,-0.35399247059699995
ACH-000758,-0.008752206998290001
ACH-000760,-0.08168334415180001
ACH-000763,-0.155461970718
ACH-000764,-0.47454813882299995
ACH-000765,-0.102266029635
ACH-000766,-0.0624476957833
ACH-000767,-0.082865773749
ACH-000768,0.060375270964099996
ACH-000769,0.00177611233673
ACH-000770,-0.110830227248
ACH-000771,-0.243446845849
ACH-000773,-0.11740713601500001
ACH-000776,-0.159845994961
ACH-000777,-0.17806543509199999
ACH-000778,-0.118625918788
ACH-000781,-0.05727847622480001
ACH-000782,-0.169266046756
ACH-000783,-0.013411708219999999
ACH-000784,-0.181004592187
ACH-000785,-0.154256333127
ACH-000787,-0.111719825814
ACH-000788,-0.151135603003
ACH-000791,-0.0889095949516
ACH-000792,-0.0559007519144
ACH-000794,-0.250464497535
ACH-000796,-0.0241416331179
ACH-000799,-0.0699651728734
ACH-000800,-0.0843999589665
ACH-000802,-0.19979215196800001
ACH-000804,-0.23109046838199998
ACH-000805,-0.0114306206414
ACH-000809,0.005942268263729999
ACH-000810,0.118614510691
ACH-000811,-0.119877460527
ACH-000817,-0.293048474269
ACH-000819,-0.216856832441
ACH-000820,0.0747098244602
ACH-000821,-0.0040129382099699995
ACH-000822,-0.0798570473524
ACH-000823,-0.0390155893564
ACH-000824,-0.15157634283500002
ACH-000827,-0.10319838765
ACH-000829,-0.112293112981
ACH-000831,-0.301841416506
ACH-000832,-0.07795229450539999
ACH-000833,-0.33303876891999995
ACH-000834,-0.172930467848
ACH-000835,-0.174181794533
ACH-000836,-0.14884897462899999
ACH-000837,-0.153654051376
ACH-000838,-0.0552071935644
ACH-000839,-0.178388019222
ACH-000840,0.059013680569699994
ACH-000841,-0.519185346551
ACH-000843,0.0188763148885
ACH-000846,-0.00677841035835
ACH-000847,-0.16367383956700002
ACH-000848,-0.13606135173599998
ACH-000849,-0.0166485601806
ACH-000851,-0.134288859857
ACH-000855,-0.0831680214791
ACH-000856,-0.11123052335999999
ACH-000858,-0.036844997519
ACH-000859,0.0264755873391
ACH-000861,-0.21487024916900002
ACH-000862,-0.158736001362
ACH-000865,-0.0957965711567
ACH-000866,-0.151532833886
ACH-000867,-0.0536601614042
ACH-000869,-0.303850060503
ACH-000872,-0.134799276087
ACH-000873,-0.324789150486
ACH-000876,-0.26478693156
ACH-000878,0.0587574289826
ACH-000880,-0.119933227072
ACH-000881,-0.141345578814
ACH-000882,-0.159080966618
ACH-000884,-0.20455986010899999
ACH-000885,-0.280451461392
ACH-000887,0.000755481562665
ACH-000888,-0.259511834828
ACH-000889,-0.236765379397
ACH-000890,-0.273864564085
ACH-000896,-0.221528139918
ACH-000898,-0.135807632749
ACH-000900,0.0222036602434
ACH-000901,-0.09723241970869999
ACH-000905,-0.23592938912099998
ACH-000906,-0.19057863383600002
ACH-000907,-0.0246152801328
ACH-000910,-0.17839945379799999
ACH-000911,-0.0167884089836
ACH-000912,-0.163517550143
ACH-000913,-0.163965490974
ACH-000915,-0.229669946303
ACH-000916,-0.0913816164161
ACH-000917,-0.030308695428400003
ACH-000921,-0.055574235777699994
ACH-000924,-0.00149608486222
ACH-000926,-0.10108603118899999
ACH-000928,-0.0808117730637
ACH-000929,-0.19346132846099998
ACH-000932,-0.20959126866900002
ACH-000935,0.0295085455091
ACH-000936,-0.167204089271
ACH-000937,0.0615281052944
ACH-000938,-0.0769475118393
ACH-000939,-0.20448107781199998
ACH-000941,-0.18246043538800003
ACH-000943,-0.149263773991
ACH-000946,-0.10569963869799999
ACH-000947,-0.0613922817374
ACH-000948,-0.182957403188
ACH-000950,-0.27680166464
ACH-000953,-0.012182005814700001
ACH-000957,-0.14156481560599998
ACH-000958,-0.0311334799106
ACH-000960,-0.017972625578
ACH-000963,0.146319435612
ACH-000968,-0.564115675726
ACH-000969,-0.186624366968
ACH-000973,-0.198433517439
ACH-000974,-0.0224209103259
ACH-000975,-0.0137619140102
ACH-000976,-0.235710203009
ACH-000978,0.027794342014799998
ACH-000980,-0.184120211716
ACH-000984,-0.177867219333
ACH-000986,-0.18971726155000002
ACH-000988,-0.164721483006
ACH-000993,-0.19141628307999997
ACH-000994,-0.188499192922
ACH-000996,-0.0850927328804
ACH-001001,-0.07075705154069999
ACH-001020,-0.157296102241
ACH-001028,-0.0805837233774
ACH-001031,-0.00593456394847
ACH-001038,-0.09906852246780001
ACH-001048,-0.0500920967604
ACH-001050,-0.0901333215734
ACH-001053,-0.146446182017
ACH-001054,-0.18496925502
ACH-001061,-0.825713791305
ACH-001067,-0.258187749536
ACH-001075,-0.146937902927
ACH-001096,-0.400024021263
ACH-001128,0.0574601109337
ACH-001134,-0.172914147282
ACH-001151,-0.211443289038
ACH-001163,-0.149340154605
ACH-001164,-0.0260578192313
ACH-001173,-0.312266763118
ACH-001183,-0.150505115543
ACH-001184,0.0413277493506
ACH-001190,-0.132235800594
ACH-001192,-0.0867722939145
ACH-001193,-0.37605294136999995
ACH-001196,-0.0675626952595
ACH-001197,-0.340694045871
ACH-001205,-0.161960303088
ACH-001211,-0.258974982664
ACH-001212,0.0643891057489
ACH-001228,-0.0461410815589
ACH-001232,-0.0897104627969
ACH-001239,-0.130651401099
ACH-001274,0.06517327833650001
ACH-001275,-0.258990588413
ACH-001277,-0.084149196161
ACH-001278,-0.0523004028149
ACH-001280,-0.171863525715
ACH-001283,-0.0113822282795
ACH-001289,-0.234231367582
ACH-001295,-0.0158500848413
ACH-001300,-0.21185887786600002
ACH-001301,-0.200824209844
ACH-001302,-0.137863273767
ACH-001303,0.0657374222621
ACH-001306,-0.117555419918
ACH-001318,-0.0737088439596
ACH-001322,-0.11909013896500001
ACH-001328,-0.156390845434
ACH-001332,-0.0638802627513
ACH-001333,-0.08443260111819999
ACH-001336,-0.2488153023
ACH-001340,-0.024237812145799998
ACH-001346,0.0888062327379
ACH-001353,-0.08768317458830001
ACH-001354,0.05424449467999999
ACH-001367,-0.08834131175860001
ACH-001368,-0.213720032489
ACH-001374,-0.0382374097826
ACH-001375,-0.09100902172710001
ACH-001377,-0.176844186184
ACH-001380,0.0296526183679
ACH-001391,-0.15179391721899999
ACH-001407,-0.24864520558400002
ACH-001408,-0.0525639288539
ACH-001413,-0.308896417235
ACH-001430,-0.113522094154
ACH-001431,-0.028158118283599997
ACH-001450,0.109892816314
ACH-001496,0.00926980242101
ACH-001500,-0.17668388422400003
ACH-001521,-0.135063893693
ACH-001523,-0.0503562162679
ACH-001532,-0.0460332667632
ACH-001536,-0.0533212138683
ACH-001550,-0.182187841263
ACH-001552,-0.134291950803
ACH-001554,0.00137903941397
ACH-001645,0.0490069326736
ACH-001654,-0.0525025423518
ACH-001715,-0.17573326511300003
ACH-001735,-0.124519822391
ACH-001736,-0.183308733979
ACH-001737,-0.17889226559000002
ACH-001740,-0.321678905838
ACH-001745,-0.21764660529899998
ACH-001750,0.04871830729209999
ACH-001765,-0.333263756736
ACH-001956,-0.181211916369
ACH-001957,-0.13524791614700002
