,SERINC3 (10955)
ACH-000004,0.0715870375743
ACH-000007,-0.17978944051100001
ACH-000009,-0.433639804146
ACH-000011,-0.19155931704100002
ACH-000012,-0.198671144863
ACH-000013,-0.07508803096580001
ACH-000014,-0.46374334909299997
ACH-000015,-0.155693429795
ACH-000017,-0.271274938636
ACH-000018,-0.0282620804019
ACH-000019,-0.190238917208
ACH-000021,-0.247668432453
ACH-000022,-0.261471441068
ACH-000025,-0.131882454976
ACH-000028,-0.111138596809
ACH-000030,-0.26658199239
ACH-000035,-0.143133680756
ACH-000036,-0.163234287047
ACH-000037,-0.0540181420306
ACH-000039,-0.100678477458
ACH-000040,-0.223239932296
ACH-000041,-0.212562021083
ACH-000042,-0.411550929365
ACH-000045,-0.226497745405
ACH-000047,-0.200651778359
ACH-000052,-0.403044212396
ACH-000053,-0.0725250368778
ACH-000054,-0.16282197472999999
ACH-000055,-0.04908168437509999
ACH-000060,-0.214287762146
ACH-000067,-0.238745864604
ACH-000070,-0.115322057379
ACH-000075,-0.500286764191
ACH-000078,-0.0647493437751
ACH-000082,-0.201675194263
ACH-000085,-0.149934883942
ACH-000086,-0.0925913184909
ACH-000087,0.0319828276019
ACH-000092,-0.10676615928
ACH-000095,-0.15105372068
ACH-000097,-0.45479679941000006
ACH-000098,-0.148012149279
ACH-000099,-0.19747034083599999
ACH-000108,-0.251145983688
ACH-000113,-0.19636513288
ACH-000115,-0.354995779296
ACH-000116,-0.150867909097
ACH-000118,-0.21211298872499998
ACH-000120,-0.12946761805
ACH-000123,-0.149434833856
ACH-000127,-0.20447000040899999
ACH-000128,-0.11568134639000001
ACH-000132,-0.12827906720100002
ACH-000133,-0.327165367832
ACH-000137,-0.028681386528099997
ACH-000138,-0.172593052739
ACH-000142,0.016777739421899997
ACH-000143,-0.26908429158
ACH-000146,-0.169726054927
ACH-000148,-0.24760533780900001
ACH-000150,-0.0869876160018
ACH-000152,0.055412176977500005
ACH-000153,-0.0957637196709
ACH-000159,-0.19818764448800003
ACH-000160,-0.30367993733000004
ACH-000163,-0.278372582187
ACH-000167,-0.201743018631
ACH-000168,-0.24524792502099999
ACH-000169,-0.219262346046
ACH-000178,-0.176878941428
ACH-000182,-0.283390236465
ACH-000183,-0.23780713531800002
ACH-000188,-0.0884452404451
ACH-000189,-0.151869772491
ACH-000190,-0.176055020245
ACH-000198,-0.156732961777
ACH-000204,-0.247101320724
ACH-000206,-0.08950004520230001
ACH-000207,-0.211102113716
ACH-000211,-0.208802870171
ACH-000215,-0.230207503741
ACH-000221,-0.29591571459399996
ACH-000222,-0.48284458492700005
ACH-000223,-0.113904825831
ACH-000226,-0.10950134760600001
ACH-000227,-0.0326251006233
ACH-000228,-0.259204491372
ACH-000231,-0.26775167710700004
ACH-000232,-0.14689490377999997
ACH-000233,-0.130035912654
ACH-000234,-0.252432918061
ACH-000235,-0.278351243684
ACH-000237,-0.0859994508881
ACH-000238,-0.156230499616
ACH-000243,-0.246063790885
ACH-000244,0.0823071192296
ACH-000246,-0.138313653345
ACH-000248,-0.20315677096299997
ACH-000250,-0.162969202185
ACH-000251,0.102202645975
ACH-000253,-0.0966076721348
ACH-000255,-0.198190390702
ACH-000256,0.0112671963865
ACH-000257,-0.19511134962699997
ACH-000258,-0.246817522916
ACH-000259,-0.153212477379
ACH-000260,-0.250758752805
ACH-000261,-0.329680054393
ACH-000262,-0.15805525081900001
ACH-000263,-0.11621825420700001
ACH-000264,-0.38359496580799995
ACH-000265,-0.258746141544
ACH-000266,-0.309209376213
ACH-000272,-0.298158601035
ACH-000273,-0.260494736554
ACH-000274,-0.334649447773
ACH-000277,-0.31022053352
ACH-000278,-0.0768191554598
ACH-000279,-0.105262644256
ACH-000280,-0.372104986387
ACH-000281,-0.27038701703699997
ACH-000288,-0.22434944563099998
ACH-000291,-0.314515168473
ACH-000293,-0.24262113450300002
ACH-000294,-0.0675190832911
ACH-000295,-0.342148707891
ACH-000296,-0.357975715789
ACH-000302,-0.157192326424
ACH-000304,-0.0564551908675
ACH-000307,-0.20189734835499998
ACH-000308,-0.13677811187
ACH-000310,-0.11812731173499999
ACH-000311,-0.275429957872
ACH-000312,-0.30984758075999996
ACH-000315,-0.156768110273
ACH-000316,-0.126150991765
ACH-000317,-0.0625926326177
ACH-000318,-0.15189173577600001
ACH-000319,-0.210671136194
ACH-000320,-0.446350109069
ACH-000322,-0.586554674651
ACH-000323,-0.0405607036036
ACH-000324,-0.199983007738
ACH-000329,-0.163714460466
ACH-000330,-0.340942706821
ACH-000331,-0.171340106965
ACH-000332,-0.217991066829
ACH-000334,-0.332110382536
ACH-000335,-0.17661745327199999
ACH-000336,-0.152337900493
ACH-000337,-0.121797610118
ACH-000339,-0.23247207040399998
ACH-000341,-0.426483126976
ACH-000348,-0.150414925203
ACH-000350,-0.282145707808
ACH-000352,-0.123129579096
ACH-000356,-0.215400841021
ACH-000361,-0.09673397129939999
ACH-000362,-0.08942465219410001
ACH-000363,-0.224756265896
ACH-000364,-0.14531195922100001
ACH-000365,-0.21822904598200002
ACH-000366,-0.048475775251799996
ACH-000368,-0.39761877577200005
ACH-000374,-0.157196816432
ACH-000375,-0.152563218349
ACH-000376,-0.384258702884
ACH-000381,-0.231607486969
ACH-000383,-0.26255561139600003
ACH-000387,-0.0992386010938
ACH-000389,-0.0784591321451
ACH-000390,-0.238949567824
ACH-000393,-0.156056223124
ACH-000395,-0.665951403622
ACH-000397,-0.19788049110999997
ACH-000401,0.137232001463
ACH-000402,-0.222504562329
ACH-000403,-0.300283771253
ACH-000404,-0.110776401962
ACH-000406,-0.19840796911699998
ACH-000407,-0.17004923714200001
ACH-000408,-0.0282984673466
ACH-000410,-0.07509897948119999
ACH-000411,-0.191907265301
ACH-000414,-0.21161767941399998
ACH-000415,0.040166517180699995
ACH-000416,-0.176473018972
ACH-000420,-0.07818985448089999
ACH-000421,-0.275085485556
ACH-000424,-0.170153939359
ACH-000425,-0.16436365896299998
ACH-000426,0.0167016456411
ACH-000427,-0.279263106124
ACH-000433,-0.428548995501
ACH-000436,-0.343055544639
ACH-000444,-0.0734766707135
ACH-000445,-0.0403496784264
ACH-000448,-0.118957949067
ACH-000450,-0.23598605555
ACH-000452,-0.26481605367100003
ACH-000454,0.0653541118157
ACH-000458,-0.191476376433
ACH-000459,0.19930989965999998
ACH-000460,-0.128693413027
ACH-000461,-0.287873886523
ACH-000463,-0.19800888475200001
ACH-000464,-0.159511172434
ACH-000466,-0.24509002661499998
ACH-000467,-0.182813875933
ACH-000468,-0.203950036567
ACH-000469,-0.25821740233
ACH-000470,-0.153260940356
ACH-000471,-0.201830942469
ACH-000472,-0.233679498064
ACH-000473,-0.12047674743100001
ACH-000475,-0.178111237343
ACH-000476,-0.436335189701
ACH-000477,0.104709282148
ACH-000480,-0.17875601805
ACH-000481,-0.21955307272799998
ACH-000483,-0.0190772461278
ACH-000484,-0.450302292062
ACH-000485,-0.276318145055
ACH-000486,-0.190500355741
ACH-000487,-0.18183214394799999
ACH-000488,-0.186591889289
ACH-000490,-0.21042013460499998
ACH-000491,-0.158126840632
ACH-000495,-0.22665084727499998
ACH-000496,-0.406804385187
ACH-000499,-0.18849683132
ACH-000500,-0.518404117749
ACH-000502,-0.22741861511300002
ACH-000503,-0.510891343717
ACH-000505,-0.112936832134
ACH-000507,-0.10145161910099999
ACH-000510,-0.22857906823899998
ACH-000511,-0.304084485532
ACH-000512,-0.39104791057800004
ACH-000516,-0.13338773442500002
ACH-000517,-0.143078807439
ACH-000518,-0.37743528633
ACH-000520,-0.41174754102
ACH-000521,-0.309313106379
ACH-000522,-0.31638003621800004
ACH-000524,-0.19276155267900003
ACH-000527,-0.18562819665
ACH-000528,-0.21940744600499998
ACH-000537,-0.217449578411
ACH-000541,-0.161786488842
ACH-000542,-0.10209335665
ACH-000544,-0.326965071445
ACH-000545,-0.113922266537
ACH-000547,-0.12741419837999998
ACH-000548,-0.174248157958
ACH-000549,-0.28351530230099997
ACH-000550,-0.300153126334
ACH-000552,-0.0898973107433
ACH-000556,-0.225712091255
ACH-000557,-0.515779443426
ACH-000570,-0.12880616269
ACH-000571,-0.157993036587
ACH-000573,-0.22781576856
ACH-000576,-0.048206655607099996
ACH-000580,-0.371243337861
ACH-000584,-0.09794516156290001
ACH-000585,-0.0650166807137
ACH-000588,-0.153633425956
ACH-000589,-0.354168300129
ACH-000591,-0.294348912001
ACH-000593,-0.243817453098
ACH-000600,-0.17721310641399998
ACH-000601,-0.182218503346
ACH-000604,-0.226478766225
ACH-000605,-0.28346677768399997
ACH-000606,0.016156038870700003
ACH-000608,-0.210159463673
ACH-000614,-0.7519780528200001
ACH-000616,-0.108355456535
ACH-000618,-0.12034489413300001
ACH-000619,-0.252848662651
ACH-000620,-0.150914029088
ACH-000621,-0.11774423351399999
ACH-000622,-0.154146571092
ACH-000623,-0.115384262052
ACH-000624,-0.137849217341
ACH-000627,-0.146912349271
ACH-000630,-0.0688546227558
ACH-000632,-0.18479126532
ACH-000633,-0.24510216972399998
ACH-000637,-0.158134045931
ACH-000638,-0.038061228463199995
ACH-000646,-0.09421205911399999
ACH-000647,-0.179866375421
