,TXNL1 (9352)
ACH-000168,-0.45476920978
ACH-000169,-0.235299853334
ACH-000178,-0.0392174837755
ACH-000182,-0.18360956551600002
ACH-000183,-0.378779333929
ACH-000188,-0.07443654645139999
ACH-000189,-0.227076361406
ACH-000190,-0.5412488769330001
ACH-000198,-0.228546859851
ACH-000204,-0.20106425489100002
ACH-000206,-0.636630129942
ACH-000207,0.0324458249969
ACH-000211,-0.332330284595
ACH-000215,-0.23305647664999998
ACH-000221,-0.0825363582381
ACH-000222,-0.445478455425
ACH-000223,-0.30900692247699996
ACH-000226,-0.09765565172460001
ACH-000227,-0.167260019693
ACH-000228,-0.378783042596
ACH-000231,-0.165598241742
ACH-000232,-0.35331396996299996
ACH-000233,-0.25479422318000006
ACH-000234,-0.041592948188199995
ACH-000235,-0.07725867144910001
ACH-000237,-0.13570961544399998
ACH-000238,-0.41140876274899996
ACH-000243,-0.177927445201
ACH-000244,-0.335401259911
ACH-000246,-0.37290306200400003
ACH-000248,-0.20196287472899999
ACH-000250,-0.320600642672
ACH-000251,-0.20667853062199998
ACH-000253,-0.302961982707
ACH-000255,-0.21026285848600001
ACH-000256,-0.11675432420700001
ACH-000257,0.0419708565314
ACH-000258,-0.04596288357680001
ACH-000259,-0.1472191369
ACH-000260,-0.063857781849
ACH-000261,-0.338244662291
ACH-000262,-0.309774335299
ACH-000263,0.10883991945900001
ACH-000264,-0.280934677977
ACH-000265,-0.0644546930121
ACH-000266,-0.15292966355
ACH-000272,-0.0857549256692
ACH-000273,-0.2687811888
ACH-000274,-0.3297373765
ACH-000277,-0.162895015473
ACH-000278,-0.447448128798
ACH-000279,-0.0754219577151
ACH-000280,-0.10916129128100001
ACH-000281,-0.129357880384
ACH-000288,-0.23289121178199998
ACH-000291,-0.223218538352
ACH-000293,-0.131386429056
ACH-000294,-0.0689653577683
ACH-000295,0.0487158459356
ACH-000296,-0.094346432589
ACH-000302,-0.016369674642799998
ACH-000304,-0.750194257564
ACH-000307,-0.10588189651100001
ACH-000308,-0.311168190159
ACH-000310,-0.191957519843
ACH-000311,-0.348297088245
ACH-000312,0.0014008337034000003
ACH-000315,0.0290634621856
ACH-000316,0.004789590354649999
ACH-000317,0.0841790494599
ACH-000318,-0.0243125758665
ACH-000319,-0.20705668314800002
ACH-000320,0.278244356446
ACH-000322,-0.306115977335
ACH-000323,-0.247816476775
ACH-000324,-0.0650532723758
ACH-000329,-0.0599538998855
ACH-000330,-0.189291649042
ACH-000331,-0.325745651219
ACH-000332,-0.24001358636999998
ACH-000334,-0.29139688686099996
ACH-000335,-0.35333966318099996
ACH-000336,-0.888651193749
ACH-000337,-0.134236826
ACH-000339,-0.130243522443
ACH-000341,-0.127984937426
ACH-000348,-0.23754515314599997
ACH-000350,-0.193270131506
ACH-000352,-0.206178103624
ACH-000356,-0.0721170016027
ACH-000361,-0.045735677017199994
ACH-000362,-0.109523126886
ACH-000363,-0.06422792035199999
ACH-000364,-0.179205734652
ACH-000365,-0.0308758824444
ACH-000366,-0.0116713628079
ACH-000368,-0.0561969181915
ACH-000374,-0.21070581056200002
ACH-000375,-0.524548907757
ACH-000376,-0.234248678354
ACH-000381,-0.0519058574876
ACH-000383,-0.327983511455
ACH-000387,0.009756142924370001
ACH-000389,-0.023510088697200004
ACH-000390,-0.305781270633
ACH-000393,-0.0414040187189
ACH-000395,-0.13030756956700001
ACH-000397,-0.319148078521
ACH-000401,-0.793015345388
ACH-000402,0.6054056700630001
ACH-000403,-0.051802972986099996
ACH-000404,-0.556310049894
ACH-000406,-0.0937995556865
ACH-000407,-0.275222870653
ACH-000408,0.18631097907000002
ACH-000410,-0.16316661478
ACH-000411,-0.17085681983800002
ACH-000414,-0.46195505115900004
ACH-000415,-0.0235609550205
ACH-000416,-0.239773420522
ACH-000420,-0.186353743521
ACH-000421,-0.21742929961
ACH-000424,-0.465922275097
ACH-000425,-0.222671444952
ACH-000426,-0.165643016461
ACH-000427,0.173319820729
ACH-000433,-0.221713956465
ACH-000436,-0.485877042113
ACH-000444,-0.0903182778129
ACH-000445,-0.0203639807497
ACH-000448,-0.357676790114
ACH-000450,-0.41645356069300005
ACH-000452,0.0188335754375
ACH-000454,-0.230502385262
ACH-000458,-0.15937076574200001
ACH-000459,-0.20964191183699998
ACH-000460,-0.13507996533299998
ACH-000461,-0.117484602733
ACH-000463,-0.152087760268
ACH-000464,0.0333375405937
ACH-000466,-0.125767938774
ACH-000467,-0.0956300965375
ACH-000468,-0.156683256189
ACH-000469,-0.219573427835
ACH-000470,-0.00711685939949
ACH-000471,-0.19870298600000003
ACH-000472,-0.213756982356
ACH-000473,-0.0191924990362
ACH-000475,-0.21226944258400002
ACH-000476,-0.243613838627
ACH-000477,-0.531041040707
ACH-000480,-0.14826555782700002
ACH-000481,-0.00399363329149
ACH-000483,-0.271466410181
ACH-000484,-0.530611217302
ACH-000485,-0.250755439247
ACH-000486,-0.273347335335
ACH-000487,-0.0309694031481
ACH-000488,-0.24044737085499998
ACH-000490,-0.17009090266600002
ACH-000491,-0.235343572958
ACH-000495,-0.466390929758
ACH-000496,-0.32215807952
ACH-000499,0.049419868697600004
ACH-000500,-0.239794425708
ACH-000502,-0.18896084662
ACH-000503,-0.415787391596
ACH-000505,-0.323623155872
ACH-000507,-0.218894072633
ACH-000510,-0.08429517491699999
ACH-000511,-0.125470853274
ACH-000512,-0.121404821026
ACH-000516,-0.233462130839
ACH-000517,-0.233008933154
ACH-000518,-0.10209932321000001
ACH-000520,-0.0738649059235
ACH-000521,-0.179100234444
ACH-000522,-0.358476403421
ACH-000524,-0.499762438577
ACH-000527,-0.0768545051163
ACH-000528,-0.191726188933
ACH-000537,-0.00043282037309199994
ACH-000541,-0.682623729965
ACH-000542,-0.346969505248
ACH-000544,0.0020460333573599997
ACH-000545,-0.281285683499
ACH-000547,-0.343618478459
ACH-000548,-0.166087600246
ACH-000549,-0.0399822557377
ACH-000550,-0.162324209681
ACH-000552,-0.0256833572939
ACH-000556,-0.18871809854899999
ACH-000557,-0.135347537162
ACH-000570,-0.20149993362
ACH-000571,-0.299440695471
ACH-000573,-0.10083074164200001
ACH-000576,-0.34449169491099996
ACH-000580,-0.832590322459
ACH-000584,-0.0729048330609
ACH-000585,-0.17917900073399998
ACH-000588,0.061926634108499995
ACH-000589,0.0666337131471
ACH-000591,-0.0410281840556
ACH-000593,-0.411545987915
ACH-000600,-0.36164561783699994
ACH-000601,-0.09649665165619999
ACH-000604,-0.174819885165
ACH-000605,-0.25782244265500004
ACH-000606,-0.0451704192646
ACH-000608,-0.171869857943
ACH-000614,-0.681602130947
ACH-000616,-0.22646339393800002
ACH-000618,-0.0903706453182
ACH-000619,-0.0371850121851
ACH-000620,-0.171882014126
ACH-000621,-0.17033226636
ACH-000622,-0.299307340277
ACH-000623,-0.273763936441
ACH-000624,-0.228498592405
ACH-000627,0.014641197897999999
ACH-000630,-0.132096360348
ACH-000632,-0.19790423057599998
ACH-000633,-0.04484826741769999
ACH-000637,-0.165771732827
ACH-000638,-0.271083452364
ACH-000646,-0.0940686611616
ACH-000647,-0.23402627378199997
ACH-000648,-0.238916656887
ACH-000649,-0.184488495139
ACH-000651,-0.20353673653700002
ACH-000652,-0.06103893865209999
ACH-000653,-0.296051698106
ACH-000657,-0.159728130143
ACH-000658,-0.105528626376
ACH-000661,-0.0555102643798
ACH-000662,-0.0642255122435
ACH-000663,-0.488980580881
ACH-000665,-0.26630272524099996
ACH-000671,-0.0739758864642
ACH-000673,-0.29695483478
ACH-000676,-0.144605777182
ACH-000677,-0.326123888385
ACH-000681,0.015996442287600002
ACH-000682,-0.107459603496
ACH-000683,-0.15864001081499998
ACH-000684,-0.566403397461
ACH-000688,-0.008376777428040001
ACH-000693,-0.253236457253
ACH-000694,-0.252187687566
ACH-000695,-0.597360124006
ACH-000696,-0.248869748605
ACH-000697,-0.20224238087699997
ACH-000699,-1.3778764998700002
ACH-000701,-0.141188266194
ACH-000706,-0.14627739322799999
ACH-000711,-0.175097738546
ACH-000713,-0.10798620853499999
ACH-000714,-0.475072717627
ACH-000718,-0.289986806453
ACH-000720,-0.324287685733
ACH-000721,-0.21869758218600002
ACH-000724,-0.24315772614999998
ACH-000725,-0.0395917008863
ACH-000732,0.020469383717499998
ACH-000734,-0.25891482545600003
ACH-000735,-0.274505332654
ACH-000736,-0.31725796217700003
ACH-000738,-0.195930339865
ACH-000746,-0.17113004506700003
ACH-000747,-0.0663468351351
ACH-000748,-0.19600591239
ACH-000753,-0.11028395026900001
ACH-000756,-0.43780754587
ACH-000757,0.123462267174
ACH-000758,-0.18536891129900002
ACH-000760,-0.190096919527
ACH-000763,-0.4566610535600001
ACH-000764,0.00772532594747
ACH-000765,-0.09289604638480001
ACH-000766,-0.40868422598000004
ACH-000767,-0.35717418519199995
ACH-000768,-0.177933631112
ACH-000769,-0.097931891805
ACH-000770,-0.23378103830299998
ACH-000771,-0.423159077562
ACH-000773,-0.218168608168
ACH-000776,-0.17756065671500001
ACH-000777,-0.144570345747
ACH-000778,-0.194671572234
ACH-000781,-0.115145630177
ACH-000782,-0.13372869700999998
ACH-000783,-0.172581972748
ACH-000784,-0.06400672903969999
ACH-000785,-0.0815286330483
ACH-000787,-0.195487323345
ACH-000788,-0.222571802043
ACH-000791,-0.38384896503399996
ACH-000792,-0.0637694521614
ACH-000794,-0.303813875203
ACH-000796,-0.223316417931
ACH-000799,-0.123675154842
ACH-000800,-0.041022665441699996
ACH-000802,-0.0796992212347
ACH-000804,-0.0885151595813
ACH-000805,-0.634459376836
ACH-000809,-0.0147873901138
ACH-000810,-0.256553385748
ACH-000811,-0.202970701278
ACH-000817,-0.22419194263099998
ACH-000819,-0.144157562057
ACH-000820,-0.257485322756
ACH-000821,-0.240912782351
ACH-000822,-0.400432127665
ACH-000823,-0.256318962217
ACH-000824,-0.230288061213
ACH-000827,-0.279118054306
ACH-000829,-0.165526731342
ACH-000831,-0.212063163532
ACH-000832,-0.24012507359700003
ACH-000833,-0.354594236828
ACH-000834,-0.22112400558400003
ACH-000835,-0.133049249801
ACH-000836,-0.14739370554
ACH-000837,-0.0396954851545
ACH-000838,-0.127447343703
ACH-000839,-0.0842963457652
ACH-000840,-0.155656855644
ACH-000841,-0.143702490437
ACH-000843,-0.103669469944
ACH-000846,-0.505357862134
ACH-000847,-0.0842861195348
ACH-000848,-0.129681990496
ACH-000849,-0.10087305352399999
ACH-000851,0.0863690120612
ACH-000855,-0.0534090329158
ACH-000856,0.14113567791099998
ACH-000858,-0.277039984362
ACH-000859,-0.19166461688499997
ACH-000861,-0.0186499439397
ACH-000862,-0.23913559964
ACH-000865,-0.110316877084
ACH-000866,-0.237464955868
ACH-000867,-0.24305810893899998
ACH-000869,-0.140985483692
ACH-000872,-0.135253336187
ACH-000873,-0.12907348871899998
ACH-000876,-0.216339343609
ACH-000878,-0.26904539812
ACH-000880,-0.276437074179
ACH-000881,-0.24003584594
ACH-000882,-0.180246890285
ACH-000884,-0.23096576733899998
ACH-000885,0.190358232966
ACH-000887,-0.167185476821
ACH-000888,-0.269497412022
ACH-000889,-0.148987893377
ACH-000890,-0.181551953765
ACH-000896,-0.195052523151
ACH-000898,-0.0480847295215
ACH-000900,-0.190447169023
ACH-000901,-0.027096071334700003
ACH-000905,-0.31941298573800003
ACH-000906,-0.22176307550000002
ACH-000907,-0.18749781665100002
ACH-000910,-0.326272861994
ACH-000911,-0.11280256499800001
ACH-000912,-0.27762445772
ACH-000913,-0.242857601635
ACH-000915,0.0436906049514
ACH-000916,-0.542992820829
ACH-000917,-0.24148579872900003
ACH-000921,-0.230363724613
ACH-000924,-0.06125873565309999
ACH-000926,-0.0835434639291
ACH-000928,-0.131920947061
ACH-000929,-0.17870106592999999
ACH-000932,-0.176957204002
ACH-000935,-0.107231502632
ACH-000936,-0.058264964111199996
ACH-000937,-0.154641907267
ACH-000938,-0.273188870059
ACH-000939,-0.469198337334
ACH-000941,-0.029426717077799997
ACH-000943,-0.130248838623
ACH-000946,-0.222253972577
ACH-000947,-0.23204061941799997
ACH-000948,-0.229216469984
ACH-000950,-0.37029129548199996
ACH-000953,-0.200964044174
ACH-000957,-0.0460872287756
ACH-000958,-0.442224141945
ACH-000960,-0.25223182800099997
ACH-000963,-0.288156295523
ACH-000968,-0.19706030672000002
ACH-000969,-0.234977269254
ACH-000973,-0.223364874628
ACH-000974,-0.274891865718
ACH-000975,-0.23051144394200002
ACH-000976,-0.377700227105
ACH-000978,-0.396229492395
ACH-000980,-0.18459116285799998
ACH-000984,-0.31989865697500003
ACH-000986,-0.053601546443400004
ACH-000988,-0.000856333670108
ACH-000993,-0.447999265947
ACH-000994,-0.08283536010169999
ACH-000996,-0.22856764819000003
ACH-001001,-0.266714166235
ACH-001020,-0.05331191858130001
ACH-001028,-0.173045447576
ACH-001031,-0.147826694539
ACH-001038,-0.267532975307
ACH-001048,-0.246278797915
ACH-001050,-0.30418733027899997
ACH-001053,-0.113836747851
ACH-001054,-0.0874825464736
ACH-001061,-0.147789636631
ACH-001067,-0.020261282930400002
ACH-001075,0.007665523623010001
ACH-001096,0.000679506704264
ACH-001128,-0.326693868417
ACH-001134,-0.293705565943
ACH-001151,-0.24746570209399998
ACH-001163,-0.105960215843
ACH-001164,-0.223513255453
ACH-001173,-0.223506979522
ACH-001183,-0.07288375027869999
ACH-001184,-0.179361028986
ACH-001190,-0.337865428305
ACH-001192,-0.24221626219200001
ACH-001193,-0.547651023529
ACH-001196,-0.139252092988
ACH-001197,-0.389880736308
ACH-001205,-0.436717526072
ACH-001211,-0.636707175079
ACH-001212,0.219952630705
ACH-001228,-0.157160191394
ACH-001232,-0.136374059258
ACH-001239,-0.621435580356
ACH-001274,-0.21197924989
ACH-001275,-0.297131815152
ACH-001277,0.0402657538707
ACH-001278,-0.460638962966
ACH-001280,-0.638759406142
ACH-001283,-0.380481180041
ACH-001289,-0.30147082868
ACH-001295,-0.160627546766
ACH-001300,-0.12029720458799999
ACH-001301,0.096712783557
ACH-001302,-0.148005677636
ACH-001303,-0.229607332853
ACH-001306,-0.238845647518
ACH-001318,-0.204436470299
ACH-001322,-0.399077918991
ACH-001328,-0.22241154883699998
ACH-001332,-0.302240628843
ACH-001333,-0.00640671710418
ACH-001336,-0.18025457232099998
ACH-001340,-0.26469140194400004
ACH-001346,-0.11185605651200001
ACH-001353,-0.44727695919699995
ACH-001354,-0.277883198923
ACH-001367,-0.335481951078
ACH-001368,-0.25864701984099997
ACH-001374,-0.5406352631069999
ACH-001375,-0.381743917226
ACH-001377,-0.332620405891
ACH-001380,-0.047422297909199995
ACH-001391,-0.343528496596
ACH-001407,-0.192882658129
ACH-001408,-0.17452856087000002
ACH-001413,-0.354726987208
ACH-001430,0.11193065957999998
ACH-001431,-0.402963929278
ACH-001450,-0.12332554392100001
ACH-001496,-0.147576878694
ACH-001500,-0.060345532814800006
ACH-001521,0.103939347657
ACH-001523,-0.467545301064
ACH-001532,-0.366012117659
ACH-001536,0.145062642116
ACH-001550,-0.21842312041499998
ACH-001552,0.119343870228
ACH-001554,-0.242869543614
ACH-001645,-0.41044368151
ACH-001654,-0.34514088934299997
ACH-001715,-0.5748909460930001
ACH-001735,-0.035720212668
ACH-001736,-0.302820994444
ACH-001737,-0.126947237226
ACH-001740,-0.0810151552778
ACH-001745,-0.21586382168
ACH-001750,-0.123279861863
ACH-001765,-0.258564437035
ACH-001956,-0.207020931767
ACH-001957,-0.18344660390599998
