,DOT1L (84444)
ACH-000004,-0.1107124432
ACH-000007,-0.342129167694
ACH-000009,0.197548205779
ACH-000011,0.8913492117540001
ACH-000012,0.695192805393
ACH-000013,-0.310576671727
ACH-000014,0.0596278474278
ACH-000015,-0.211117437372
ACH-000017,-0.52411278177
ACH-000018,-0.36415903307400005
ACH-000019,-0.808815360584
ACH-000021,0.048557760554200004
ACH-000022,0.21843475087499997
ACH-000025,-0.130308721
ACH-000028,-0.385588122897
ACH-000030,0.10655766807
ACH-000035,0.0411996083549
ACH-000036,-0.16509196192
ACH-000037,-0.210597508518
ACH-000039,-0.25270915224
ACH-000040,0.0665011457234
ACH-000041,0.15778411336
ACH-000042,-0.373356476063
ACH-000045,-0.323191675523
ACH-000047,-0.04587071832259999
ACH-000052,-0.607814734845
ACH-000053,0.11727980731899999
ACH-000054,0.260674783486
ACH-000055,-0.35051781860500003
ACH-000060,0.38896008977200003
ACH-000067,0.471183119198
ACH-000070,-0.194269034756
ACH-000075,-0.019065849202
ACH-000078,0.415120299944
ACH-000082,-0.5807198149130001
ACH-000085,0.0788637548838
ACH-000086,-0.22390107268399997
ACH-000087,-0.0817504782032
ACH-000092,-0.0797065779618
ACH-000095,-0.24842479002300002
ACH-000097,-0.565230350087
ACH-000098,-0.5785317272339999
ACH-000099,-0.175199379842
ACH-000108,0.314067092061
ACH-000113,-0.4817276011399999
ACH-000115,-0.9323584833409999
ACH-000116,-0.500628598277
ACH-000118,-0.151567864853
ACH-000120,-0.49437068613799995
ACH-000123,-0.240835893514
ACH-000127,0.230889290482
ACH-000128,-0.417176364835
ACH-000132,-0.230993314738
ACH-000133,0.14864357922000002
ACH-000137,-0.017449005625900002
ACH-000138,0.213121964
ACH-000142,0.17490502814599998
ACH-000143,-0.458427855257
ACH-000146,0.09868832396539999
ACH-000148,0.0909039645553
ACH-000150,0.499079617601
ACH-000152,0.06657897352730001
ACH-000153,-0.024206253303799996
ACH-000159,-0.28229027800900003
ACH-000160,0.26159619481400004
ACH-000163,-0.269238741829
ACH-000167,0.769042853325
ACH-000168,-0.430501051994
ACH-000169,-0.07261853638889999
ACH-000178,0.335583391725
ACH-000182,0.1440650175
ACH-000183,-0.380563033135
ACH-000188,-0.058794627496
ACH-000189,0.296668461823
ACH-000190,0.480959935941
ACH-000198,-0.551669250176
ACH-000204,-0.593377665042
ACH-000206,0.19780809368299998
ACH-000207,-0.36221932516500005
ACH-000211,-0.28960324441999996
ACH-000215,0.11446949927000001
ACH-000221,0.0248435629658
ACH-000222,0.195595197549
ACH-000223,-0.0340375429715
ACH-000226,0.255878055022
ACH-000227,0.0343484682551
ACH-000228,-0.023627970446500002
ACH-000231,0.139985036182
ACH-000232,-0.11864700845699999
ACH-000233,0.0851273471442
ACH-000234,-0.10914923614399999
ACH-000235,-0.16305575926899998
ACH-000237,-0.0891044962569
ACH-000238,-0.0422191055114
ACH-000243,0.20021750271699998
ACH-000244,0.515183464871
ACH-000246,-0.37713406785400005
ACH-000248,0.327000364768
ACH-000250,-0.0018923263184
ACH-000251,-0.0953316774481
ACH-000253,-0.190171133619
ACH-000255,0.224450422668
ACH-000256,-0.0285206428283
ACH-000257,-0.238341942306
ACH-000258,-0.274266412259
ACH-000259,-0.0453256103412
ACH-000260,-0.18992092202999997
ACH-000261,0.03500120389380001
ACH-000262,0.06563267221789999
ACH-000263,0.152851643488
ACH-000264,0.00012392542602399998
ACH-000265,0.562234385978
ACH-000266,-0.0777099460448
ACH-000272,0.067708337743
ACH-000273,0.151197827686
ACH-000274,0.18129794339400002
ACH-000277,0.596824317888
ACH-000278,0.27259664574000003
ACH-000279,0.582900430471
ACH-000280,0.731345253926
ACH-000281,0.345314281679
ACH-000288,0.453621264867
ACH-000291,0.0101341242111
ACH-000293,-0.37968510251599996
ACH-000294,0.223352687991
ACH-000295,0.385847582769
ACH-000296,0.342463575146
ACH-000302,0.0766703053297
ACH-000304,-0.157402639567
ACH-000307,0.35365055402500006
ACH-000308,-0.160283983035
ACH-000310,0.246205671111
ACH-000311,0.514237265258
ACH-000312,-0.15756837854
ACH-000315,-0.744238617158
ACH-000316,-0.28476144584
ACH-000317,-0.00366662945757
ACH-000318,0.320630541525
ACH-000319,-0.059716582388000004
ACH-000320,-0.134216707698
ACH-000322,-0.0494141450419
ACH-000323,-0.378091512689
ACH-000324,-0.340167116396
ACH-000329,0.292941525597
ACH-000330,-0.513751474269
ACH-000331,0.0450713834011
ACH-000332,0.24081548187600002
ACH-000334,-0.592997772756
ACH-000335,-0.142799874207
ACH-000336,-0.336123104095
ACH-000337,-0.22746687347800001
ACH-000339,-0.0215159557885
ACH-000341,-0.0503216081664
ACH-000348,-0.0775760488529
ACH-000350,-0.0162769753538
ACH-000352,-0.15878315130100001
ACH-000356,0.051648032853699996
ACH-000361,-0.569143507479
ACH-000362,-0.278896896968
ACH-000363,-0.645006725607
ACH-000364,0.30873808573100003
ACH-000365,-0.10337166502499999
ACH-000366,-0.08988789424049999
ACH-000368,0.291259655418
ACH-000374,0.138933468628
ACH-000375,0.037745994215300005
ACH-000376,0.126050335405
ACH-000381,-0.41362028632500003
ACH-000383,-0.341262817817
ACH-000387,0.0548649742585
ACH-000389,0.09060782700619999
ACH-000390,0.0333175365253
ACH-000393,-0.252643042717
ACH-000395,0.139143657627
ACH-000397,-0.257756216832
ACH-000401,-0.299949742314
ACH-000402,-0.009350556399219999
ACH-000403,-0.045005439166699995
ACH-000404,0.280540317493
ACH-000406,-0.263676572058
ACH-000407,0.0188864223142
ACH-000408,-0.154297845681
ACH-000410,0.100363503442
ACH-000411,0.102301788141
ACH-000414,0.299149387286
