,CETP (1071)
ACH-000004,-0.09880638290339999
ACH-000007,-0.24212916856
ACH-000009,0.143268300985
ACH-000011,-0.0142089492097
ACH-000012,-0.158073418664
ACH-000013,-0.07318522358910001
ACH-000014,-0.06614176859540001
ACH-000015,-0.00920008431305
ACH-000017,-0.14940312177200002
ACH-000018,-0.0853730718338
ACH-000019,-0.054258667648999996
ACH-000021,-0.222071429822
ACH-000022,-0.0404638039734
ACH-000025,-0.00411538066904
ACH-000028,0.08020404499039999
ACH-000030,-0.0958902951808
ACH-000035,-0.438822996609
ACH-000036,0.00026933001603400005
ACH-000037,-0.162238678912
ACH-000039,0.011701990021100001
ACH-000040,0.152232895623
ACH-000041,-0.113309210858
ACH-000042,-0.11816884774700001
ACH-000045,-0.049534502795799996
ACH-000047,-0.0371761747926
ACH-000052,-0.08452497195860001
ACH-000053,-0.18806841792800003
ACH-000054,0.0139867445702
ACH-000055,-0.118286734227
ACH-000060,0.08293356942630001
ACH-000067,0.141366788483
ACH-000070,-0.0822788066879
ACH-000075,0.030582251066400005
ACH-000078,-0.0477483189384
ACH-000082,-0.289361308431
ACH-000085,0.0520421962308
ACH-000086,-0.0017895573463
ACH-000087,-0.138619400935
ACH-000092,-0.11996105282
ACH-000095,-0.0077497072901300005
ACH-000097,-0.08118268130169999
ACH-000098,-0.161303232753
ACH-000099,-0.054569195747400004
ACH-000108,-0.12363349568700001
ACH-000113,-0.172472726906
ACH-000115,0.0141846503762
ACH-000116,0.00881021843519
ACH-000118,-0.153932616295
ACH-000120,-0.18090891572999998
ACH-000123,-0.28149775469
ACH-000127,-0.118847806041
ACH-000128,-0.054874636008199994
ACH-000132,-0.377774620313
ACH-000133,-0.0785706753494
ACH-000137,-0.00331099206075
ACH-000138,-0.0715226912486
ACH-000142,-0.340239135089
ACH-000143,-0.0533983985021
ACH-000146,-0.17053985673
ACH-000148,-0.08902892702849999
ACH-000150,0.014270332841299999
ACH-000152,-0.124734135178
ACH-000153,-0.0566200012192
ACH-000159,0.0265554602947
ACH-000160,-0.184617112371
ACH-000163,0.103863813429
ACH-000167,-0.09492147027249999
ACH-000168,-0.127129871739
ACH-000169,-0.0228122257436
ACH-000178,-0.0535960735879
