,OR2T5 (401993)
ACH-000004,-0.513905322721
ACH-000007,-0.853690706255
ACH-000009,-0.6796106939899998
ACH-000011,-0.58973426072
ACH-000012,-0.6844013968709999
ACH-000013,-0.508319281753
ACH-000014,-0.8069489015189999
ACH-000015,-0.590823831004
ACH-000017,-0.663214614881
ACH-000018,-0.646332879672
ACH-000019,-0.510926963748
ACH-000021,-0.6668504732980001
ACH-000022,-0.7260081756550001
ACH-000025,-0.6049408714819999
ACH-000028,-0.37929655240000004
ACH-000030,-0.647955975027
ACH-000035,-0.612757738891
ACH-000036,-0.6338601003909999
ACH-000037,-0.844850405795
ACH-000039,-0.662273734203
ACH-000040,-0.678436561435
ACH-000041,-0.608121151087
ACH-000042,-0.635023968688
ACH-000045,-0.49819257620499996
ACH-000047,-0.5080350178999999
ACH-000052,-0.663534006653
ACH-000053,-0.598488401117
ACH-000054,-0.5298841265450001
ACH-000055,-0.41319139369400004
ACH-000060,-0.596155724882
ACH-000067,-0.521240039661
ACH-000070,-0.61277477393
ACH-000075,-0.658735842111
ACH-000078,-0.618789751021
ACH-000082,-0.6746989355840001
ACH-000085,-0.555232903122
ACH-000086,-0.66392279993
ACH-000087,-0.504904244568
ACH-000092,-0.62275626359
ACH-000095,-0.7666945162109999
ACH-000097,-0.533440307432
ACH-000098,-0.716274864296
ACH-000099,-0.603557674455
ACH-000108,-0.635122769918
ACH-000113,-0.693434569034
ACH-000115,-0.656743912713
ACH-000116,-0.580584780668
ACH-000118,-0.508858740671
ACH-000120,-0.523594558
ACH-000123,-0.6324331172909999
ACH-000127,-0.616084720997
ACH-000128,-0.6492129604060001
ACH-000132,-0.798520061215
ACH-000133,-0.518314109595
ACH-000137,-0.685319492687
ACH-000138,-0.6614465214459999
ACH-000142,-0.710266657921
ACH-000143,-0.728597843345
ACH-000146,-0.831602086162
ACH-000148,-0.523646655574
ACH-000150,-0.7339072127099999
ACH-000152,-0.47349368386000007
ACH-000153,-0.660565847433
ACH-000159,-0.705454045045
ACH-000160,-0.615705384868
ACH-000163,-0.6879179533069999
ACH-000167,-0.608461269923
ACH-000168,-0.790364733115
ACH-000169,-0.749324505977
ACH-000178,-0.613858140713
ACH-000182,-0.560690802275
ACH-000183,-0.683486345104
ACH-000188,-0.629926491364
ACH-000189,-0.6503992087839999
ACH-000190,-0.43479079859700004
ACH-000198,-0.744923319637
ACH-000204,-0.603772196371
ACH-000206,-0.605775871369
ACH-000207,-0.77256025791
ACH-000211,-0.7398167851399999
ACH-000215,-0.606103456438
ACH-000221,-0.656498016599
ACH-000222,-0.727559756059
ACH-000223,-0.70650229713
ACH-000226,-0.6270965746639999
ACH-000227,-0.712743306402
ACH-000228,-0.484494183727
ACH-000231,-0.5168325636860001
ACH-000232,-0.735267296894
ACH-000233,-0.727289703898
ACH-000234,-0.819457582832
ACH-000235,-0.710528215625
ACH-000237,-0.662546148091
ACH-000238,-0.7076447214020001
ACH-000243,-0.574234380419
ACH-000244,-0.683260089267
ACH-000246,-0.593259223478
ACH-000248,-0.7167984266159999
ACH-000250,-0.6112355434560001
ACH-000251,-0.424505062888
ACH-000253,-0.741474141746
ACH-000255,-0.5744115397999999
ACH-000256,-0.735966086442
ACH-000257,-0.739116885258
ACH-000258,-0.842400577519
ACH-000259,-0.5632516648979999
ACH-000260,-0.489029997055
