,SCT (6343)
ACH-000004,0.392708497921
ACH-000007,-0.180578627388
ACH-000009,0.0910376364512
ACH-000011,0.0478731485991
ACH-000012,-0.048695328039699996
ACH-000013,0.15163953022399998
ACH-000014,-0.056349476143399996
ACH-000015,0.23474115423099998
ACH-000017,0.159392601852
ACH-000018,-0.0582636174409
ACH-000019,0.307272299935
ACH-000021,0.16991338788600002
ACH-000022,0.13469505951400002
ACH-000025,0.104642624472
ACH-000028,0.139401761686
ACH-000030,0.136482207047
ACH-000035,0.0810191732986
ACH-000036,-0.141159823163
ACH-000037,0.20192965850000003
ACH-000039,0.329684476275
ACH-000040,-0.051049310622100004
ACH-000041,0.152612590648
ACH-000042,0.205601434487
ACH-000045,-0.044385964692400005
ACH-000047,0.152469223808
ACH-000052,0.23117403893000002
ACH-000053,0.0600312490771
ACH-000054,0.0923766368788
ACH-000055,0.280915341795
ACH-000060,0.203335484548
ACH-000067,0.140325795297
ACH-000070,-0.064957089309
ACH-000075,-0.312197922782
ACH-000078,0.193497163625
ACH-000082,0.241558768915
ACH-000085,0.271871162856
ACH-000086,0.11927293051400001
ACH-000087,-0.13067718103599998
ACH-000092,0.0427079204149
ACH-000095,0.0666739183126
ACH-000097,0.0777512437401
ACH-000098,0.135701052382
ACH-000099,-0.193581752187
ACH-000108,0.165723636503
ACH-000113,0.0374763173508
ACH-000115,0.13303534727299998
ACH-000116,0.113598001439
ACH-000118,0.20807997335099998
ACH-000120,0.266686678404
ACH-000123,-0.0121702921834
ACH-000127,0.0618112366847
ACH-000128,0.341800151949
ACH-000132,0.07294000528210001
ACH-000133,0.06324246584200001
ACH-000137,-0.006031602010709999
ACH-000138,0.0466213574472
ACH-000142,-0.08035737048410001
ACH-000143,0.019542236327
ACH-000146,0.07249214475049999
ACH-000148,0.12717684854
ACH-000150,-0.0894371731278
ACH-000152,0.045064034347
ACH-000153,0.436963724819
ACH-000159,0.18935167190000002
ACH-000160,0.142920555968
ACH-000163,0.0358845584006
ACH-000167,-0.06687529003430001
ACH-000168,0.37078561973000007
ACH-000169,0.0357765886876
ACH-000178,0.0165333910815
ACH-000182,0.0700771581324
ACH-000183,0.333015071721
ACH-000188,0.191904025752
ACH-000189,-0.283328989917
ACH-000190,0.38699874323
ACH-000198,0.00623987224179
ACH-000204,0.689960112747
ACH-000206,0.267544264156
ACH-000207,-0.0879355534114
ACH-000211,0.139966627401
ACH-000215,0.091022951489
ACH-000221,-0.115629032117
ACH-000222,0.213574921296
ACH-000223,0.19956765367899998
ACH-000226,0.131829311335
ACH-000227,0.0689229448961
ACH-000228,0.177568525057
ACH-000231,-0.00339564569877
ACH-000232,0.0533723283176
ACH-000233,0.0379855652268
ACH-000234,0.11667289944
ACH-000235,0.138244400445
ACH-000237,0.00560509187961
ACH-000238,0.08265545660630001
ACH-000243,0.19441160303
ACH-000244,-0.131372356819
ACH-000246,-0.0827938475282
ACH-000248,0.166357831056
ACH-000250,-0.0319631011871
ACH-000251,0.452843742648
ACH-000253,-0.128942354394
ACH-000255,0.158145774244
ACH-000256,-0.00039686024277
ACH-000257,0.28541442017700003
ACH-000258,0.043060736596900004
ACH-000259,0.0982283963343
ACH-000260,0.176961952645
ACH-000261,-0.0837783187969
ACH-000262,0.0509068140139
ACH-000263,0.0828507532593
ACH-000264,0.126050290316
ACH-000265,0.379727222149
ACH-000266,0.0481429632572
ACH-000272,0.0731720600858
