,FN1 (2335)
ACH-000004,0.16561291253799998
ACH-000007,-0.14663515545199998
ACH-000009,0.14845305733300002
ACH-000011,0.10595129029200001
ACH-000012,0.0289825377928
ACH-000013,0.117393655505
ACH-000014,0.060692029027
ACH-000015,0.08183542359389999
ACH-000017,-0.022571161389900004
ACH-000018,0.041724217007699994
ACH-000019,0.125059832817
ACH-000021,0.12166068856899999
ACH-000022,-0.0711520595461
ACH-000025,0.00589928411795
ACH-000028,0.032921286611599994
ACH-000030,-0.068063794001
ACH-000035,0.20203666383299998
ACH-000036,-0.060026495269
ACH-000037,-0.27787683576
ACH-000039,0.351744060216
ACH-000040,-0.00700616373972
ACH-000041,0.038552567218999995
ACH-000042,0.0230322952428
ACH-000045,0.156950763425
ACH-000047,0.06746977118269999
ACH-000052,-0.08311408134829999
ACH-000053,0.053873863862899996
ACH-000054,-0.174107175033
ACH-000055,0.0778869339591
ACH-000060,0.09159409111109999
ACH-000067,-0.074363318698
ACH-000070,0.182381429219
ACH-000075,-0.20619294961399998
ACH-000078,-0.0161361332554
ACH-000082,0.012850249268399998
ACH-000085,0.031585345811400004
ACH-000086,0.115576002343
ACH-000087,-0.08664326491139998
ACH-000092,-0.02985763494
ACH-000095,0.0448618345289
ACH-000097,-0.07568311653089999
ACH-000098,0.007212599433170001
ACH-000099,-0.055158711346800005
ACH-000108,0.0107053426373
ACH-000113,-0.131810695523
ACH-000115,0.08427798063889999
ACH-000116,0.139568794541
ACH-000118,0.09930043938889999
ACH-000120,0.18170683395599999
ACH-000123,0.09591455117070001
ACH-000127,-0.051836247982000004
ACH-000128,0.137075115316
ACH-000132,0.21207909452100002
ACH-000133,0.0596489162139
ACH-000137,0.08934904851560001
ACH-000138,0.0938079537331
ACH-000142,0.191104063042
ACH-000143,-0.0616349134622
ACH-000146,-0.04880650864490001
ACH-000148,0.0342305312715
ACH-000150,-0.00207395136469
ACH-000152,0.00787421212518
ACH-000153,-0.17062605180999998
ACH-000159,-0.058479256609500006
ACH-000160,0.0556846880877
ACH-000163,-0.21128016028000002
ACH-000167,-0.0927968289611
ACH-000168,-0.216745251878
ACH-000169,0.0272073772879
ACH-000178,0.0661560718317
ACH-000182,0.10113167126900001
ACH-000183,0.10532321988
ACH-000188,0.226492151749
ACH-000189,0.053780015628699995
ACH-000190,-0.008688856124440002
ACH-000198,0.125545277303
ACH-000204,-0.257996610338
ACH-000206,-0.21716551069
ACH-000207,0.168410596926
ACH-000211,0.0236832627141
ACH-000215,0.0618086891825
ACH-000221,-0.06743802269100001
ACH-000222,0.19660513806
ACH-000223,0.018913627261599997
ACH-000226,-0.10979484933700001
ACH-000227,-0.0723915688721
ACH-000228,0.07109446928299999
ACH-000231,-0.048345472183
ACH-000232,-0.00367295474126
ACH-000233,0.144059107591
ACH-000234,0.09611995745179999
ACH-000235,0.050379462989499996
ACH-000237,-0.0026394118600099998
ACH-000238,0.0110855895808
ACH-000243,-0.0042550462678300005
ACH-000244,-0.06341699975580001
ACH-000246,-0.0037895275557800006
ACH-000248,0.0242921913864
ACH-000250,0.00831052770361
ACH-000251,-0.135349333295
ACH-000253,-0.0239181071282
