,GIN1 (54826)
ACH-000004,-0.019843216311900003
ACH-000007,0.11625184421599999
ACH-000009,0.058104808041199996
ACH-000011,0.189554311786
ACH-000012,0.0745313805206
ACH-000013,0.22564824048700002
ACH-000014,0.260335561786
ACH-000015,0.0421976616245
ACH-000017,0.22336930390299997
ACH-000018,0.11877556992900001
ACH-000019,0.189818101872
ACH-000021,0.103488353134
ACH-000022,0.198904628942
ACH-000025,0.20760009802499998
ACH-000028,-0.0553745513483
ACH-000030,0.059454051236699994
ACH-000035,0.0139395112137
ACH-000036,0.29455029871599997
ACH-000037,0.039836905567900004
ACH-000039,0.309900296982
ACH-000040,0.25727039686299996
ACH-000041,0.31217540324
ACH-000042,0.008122388942600001
ACH-000045,0.137764241281
ACH-000047,0.101442377226
ACH-000052,0.23704147362300002
ACH-000053,0.164702817623
ACH-000054,0.12815322697999998
ACH-000055,0.013605901428
ACH-000060,0.151700823295
ACH-000067,0.17757690879500002
ACH-000070,0.331213388742
ACH-000075,0.15496095981
ACH-000078,0.122011820811
ACH-000082,0.11846940431500001
ACH-000085,0.147921406042
ACH-000086,0.200766256908
ACH-000087,0.148085023029
ACH-000092,0.116105390796
ACH-000095,0.12696526978199998
ACH-000097,0.16666467424599998
ACH-000098,0.218338869367
ACH-000099,0.133613183687
ACH-000108,0.243481366571
ACH-000113,0.262650566238
ACH-000115,0.355530156701
ACH-000116,0.07574435721719999
ACH-000118,0.076095827403
ACH-000120,0.241638719082
ACH-000123,0.0536394191828
ACH-000127,0.16907964853799998
ACH-000128,0.206625429463
ACH-000132,0.06352822517710001
ACH-000133,0.108942598421
ACH-000137,0.295615516872
ACH-000138,0.0953916810208
ACH-000142,0.13580201994000002
ACH-000143,0.027214737669199997
ACH-000146,0.21207287626200003
ACH-000148,0.223243953103
ACH-000150,0.0619070263911
ACH-000152,0.020518641801700002
ACH-000153,0.0626523163317
ACH-000159,0.037149681089699994
ACH-000160,0.249952474811
ACH-000163,0.08919462419299999
ACH-000167,0.011755339990900001
ACH-000168,0.334557743615
ACH-000169,0.134195165468
ACH-000178,0.131711138188
ACH-000182,0.0980177142128
ACH-000183,0.09368148423039999
ACH-000188,0.19645192112100002
ACH-000189,0.363745962828
ACH-000190,0.0676747412979
ACH-000198,0.008166142630499999
ACH-000204,-0.132246207865
ACH-000206,0.164008702161
ACH-000207,0.111664922397
ACH-000211,0.034562031773999996
ACH-000215,0.138244968884
ACH-000221,0.151103122644
ACH-000222,0.385993280733
ACH-000223,0.20228665699200002
ACH-000226,-0.018391536342900004
ACH-000227,0.033783765809400006
ACH-000228,0.21014761106199997
ACH-000231,0.120961254493
ACH-000232,0.221239818411
ACH-000233,0.123168500336
ACH-000234,0.283658290488
ACH-000235,0.122385228249
ACH-000237,0.121788437335
ACH-000238,0.140769942723
ACH-000243,0.158951718824
ACH-000244,0.278414491434
ACH-000246,0.0483845709219
ACH-000248,0.17533007074499998
ACH-000250,0.20248879354200003
ACH-000251,0.361524655314
ACH-000253,0.0959520778401
ACH-000255,0.136249494702
ACH-000256,-0.00245275755398
ACH-000257,0.0370365755834
ACH-000258,0.20102488269699997
ACH-000259,0.242413818787
ACH-000260,-0.0128480879639
ACH-000261,0.174563724506
ACH-000262,-0.022804419926999997
ACH-000263,-0.0035125305441400002
ACH-000264,0.160449540352
ACH-000265,0.163862491411
ACH-000266,0.167211777556
ACH-000272,0.21008766199099999
ACH-000273,0.18725159755600002
ACH-000274,0.0471605792318
ACH-000277,0.15722468988500002
ACH-000278,0.189767478904
ACH-000279,0.108419270426
ACH-000280,0.19791621139499999
ACH-000281,0.21544226744699999
ACH-000288,0.129832652942
ACH-000291,0.164413529395
ACH-000293,-0.0394225158267
ACH-000294,-0.045050563504599996
ACH-000295,0.08123667779350001
ACH-000296,-0.12469828478700001
ACH-000302,-0.000483798830357
ACH-000304,0.34864492815700004
ACH-000307,0.05468932293869999
ACH-000308,0.0519705723009
ACH-000310,0.193706308303
ACH-000311,0.137686514619
