,OIT3 (170392)
ACH-000004,0.0165823691531
ACH-000007,0.0336354276009
ACH-000009,0.0381864346721
ACH-000011,0.0323520871114
ACH-000012,-0.128692448145
ACH-000013,0.146959881899
ACH-000014,-0.0281222591078
ACH-000015,0.021374661927099997
ACH-000017,0.0644946531757
ACH-000018,-0.22349323619800002
ACH-000019,-0.028731712809299998
ACH-000021,-0.159705384703
ACH-000022,0.029279286359900004
ACH-000025,-0.177809995091
ACH-000028,-0.0483240337184
ACH-000030,-0.15044743562000001
ACH-000035,-0.22749457876899998
ACH-000036,0.08685432954859999
ACH-000037,-0.036985692419300005
ACH-000039,0.104783937405
ACH-000040,0.05079422165019999
ACH-000041,0.0268409047389
ACH-000042,-0.20820728254999998
ACH-000045,0.108386149054
ACH-000047,0.07196076629630001
ACH-000052,0.00345274187026
ACH-000053,0.014751763531500001
ACH-000054,0.0494939316024
ACH-000055,0.18325876246
ACH-000060,0.0725542600876
ACH-000067,-0.148098865424
ACH-000070,0.247336423653
ACH-000075,0.0786603146997
ACH-000078,0.011135886469399999
ACH-000082,0.0784866844852
ACH-000085,0.0171774102694
ACH-000086,-0.14409627700400002
ACH-000087,0.172007725944
ACH-000092,0.07360665998810001
ACH-000095,0.133095659788
ACH-000097,0.0816481707577
ACH-000098,-0.075766460723
ACH-000099,-0.0641001602755
ACH-000108,-0.100041073028
ACH-000113,-0.0068836752863199995
ACH-000115,0.262035539866
ACH-000116,-0.047898018149899996
ACH-000118,-0.129752917616
ACH-000120,0.162508104802
ACH-000123,-0.0195754532716
ACH-000127,-0.0272572951938
ACH-000128,-0.024526965523900005
ACH-000132,0.156328082698
ACH-000133,-0.0845268827122
ACH-000137,-0.102063128926
ACH-000138,0.026490491098599998
ACH-000142,-0.154875070678
ACH-000143,-0.0700737415471
ACH-000146,0.0670077649652
ACH-000148,-0.0367535146243
ACH-000150,0.130354004807
ACH-000152,-0.009294593718
ACH-000153,0.0242578653809
ACH-000159,0.141260621099
ACH-000160,0.09051945244319999
ACH-000163,0.166733384839
ACH-000167,-0.0827131514012
ACH-000168,-0.14203104735400002
ACH-000169,-0.112855151621
ACH-000178,0.103214470357
ACH-000182,-0.06448197990809999
ACH-000183,-0.038793179469999994
ACH-000188,-0.11776721303
ACH-000189,-0.0131619644095
ACH-000190,-0.20134203420400001
ACH-000198,-0.033046232348
ACH-000204,0.0857385618582
ACH-000206,0.0457263840807
ACH-000207,-0.191464432355
ACH-000211,-0.0337663849247
ACH-000215,-0.00126170714411
ACH-000221,0.126371288517
ACH-000222,-0.0197086085746
ACH-000223,-0.14235476575099998
ACH-000226,-0.0495701859729
ACH-000227,-0.144830690965
ACH-000228,0.005461474536970001
ACH-000231,-0.0502528393457
ACH-000232,-0.00769019068405
ACH-000233,0.0858966424536
ACH-000234,-0.0815990594896
ACH-000235,0.0015561644545
ACH-000237,-0.007951863810460001
ACH-000238,0.11589600293199999
ACH-000243,0.00668581955875
ACH-000244,-0.12038117239499999
