,NBL1 (4681)
ACH-000840,-0.07600905154849999
ACH-000841,-0.23455236477699998
ACH-000843,-0.201435411004
ACH-000846,-0.32818678212499997
ACH-000847,-0.18354308832000002
ACH-000848,-0.332183723835
ACH-000849,-0.125094691083
ACH-000851,-0.235381797041
ACH-000855,-0.133315888567
ACH-000856,-0.165273493443
ACH-000858,-0.239416905649
ACH-000859,-0.122352413872
ACH-000861,-0.08126407106360001
ACH-000862,-0.114843681329
ACH-000865,-0.134613532066
ACH-000866,-0.128086170695
ACH-000867,-0.20974177790600002
ACH-000869,0.032465887778
ACH-000872,-0.21004622611200002
ACH-000873,-0.206418385851
ACH-000876,-0.175579810076
ACH-000878,-0.0566986123659
ACH-000880,-0.138489421831
ACH-000881,-0.16187174403
ACH-000882,-0.388835074035
ACH-000884,-0.187829554096
ACH-000885,-0.203113081651
ACH-000887,-0.22075596089299998
ACH-000888,-0.11368021472
ACH-000889,-0.154408085681
ACH-000890,0.0808894808908
ACH-000896,-0.0446233129687
ACH-000898,-0.09763471894430001
ACH-000900,-0.314484555273
ACH-000901,-0.07265168932310001
ACH-000905,-0.104395577859
ACH-000906,-0.025257757718799997
ACH-000907,-0.572007561542
ACH-000910,-0.281213354249
ACH-000911,-0.13915288849500002
ACH-000912,-0.20396320232700002
ACH-000913,-0.141013492565
ACH-000915,-0.109801104276
ACH-000916,0.0473287306593
ACH-000917,-0.07734057638510002
ACH-000921,-0.0206455092505
ACH-000924,-0.152243178466
ACH-000926,-0.006636114721390001
ACH-000928,-0.0235491193158
ACH-000929,-0.132795145746
ACH-000932,-0.246022012628
ACH-000935,-0.043541628953099994
ACH-000936,-0.270720139078
ACH-000937,-0.30329345043
ACH-000938,-0.021023096359099998
ACH-000939,-0.180949528845
ACH-000941,-0.141003642121
ACH-000943,-0.102685308367
ACH-000946,-0.10419115717599998
ACH-000947,-0.184072761318
ACH-000948,-0.10373647441
ACH-000950,-0.185667130745
ACH-000953,-0.153040748582
ACH-000957,0.0628075882701
ACH-000958,-0.08716783562330001
ACH-000960,-0.26255105563700004
ACH-000963,-0.455327624083
ACH-000968,-0.0730114242259
ACH-000969,-0.0532917294382
ACH-000973,-0.27930022301
ACH-000974,-0.15052139379499999
ACH-000975,-0.411541653733
ACH-000976,-0.110020517044
ACH-000978,0.0550613662017
ACH-000980,-0.12841258664000002
ACH-000984,-0.0405971139716
ACH-000986,-0.112592583605
ACH-000988,-0.0324186183069
ACH-000993,-0.20947240332800002
ACH-000994,-0.153109839501
ACH-000996,-0.21554334698000002
ACH-001001,-0.054295336419199994
ACH-001020,-0.43435548947700003
ACH-001028,-0.221545977292
ACH-001031,-0.186730852463
ACH-001038,-0.181139604635
ACH-001048,-0.159365956437
ACH-001050,-0.26522906306899996
ACH-001053,-0.359019916302
ACH-001054,-0.331540569502
ACH-001061,-0.119082537292
ACH-001067,-0.09610717416000002
ACH-001075,-0.136702369572
ACH-001096,-0.165511421611
ACH-001128,-0.07248067803899999
ACH-001134,-0.335145591835
ACH-001151,-0.16032723108799998
ACH-001163,-0.191147126081
ACH-001164,0.0285493520794
ACH-001173,-0.106819843329
ACH-001183,-0.00739249365748
ACH-001184,-0.339527725246
ACH-001190,-0.19611203455200002
ACH-001192,-0.220250322077
ACH-001193,-0.590935751524
ACH-001196,-0.205325502003
ACH-001197,-0.152853379141
ACH-001205,-0.34784887745
ACH-001211,-0.143853930377
ACH-001212,-0.14393643115000002
ACH-001228,-0.0804586609348
ACH-001232,-0.146724263785
ACH-001239,-0.290090834875
ACH-001274,-0.320424693626
ACH-001275,-0.057081501972
ACH-001277,-0.029148845158599997
ACH-001278,-0.236685591729
ACH-001280,-0.21783171438499999
ACH-001283,-0.009483999975010001
ACH-001289,-0.17140853159299999
ACH-001295,-0.21417376301899999
ACH-001300,-0.042692578387199996
ACH-001301,0.013682357753899999
ACH-001302,-0.112411540311
ACH-001303,-0.0021743508512100003
ACH-001306,-0.152134946824
ACH-001318,-0.297882588873
ACH-001322,-0.13496351488
ACH-001328,-0.193512664805
ACH-001332,-0.598571524809
ACH-001333,-0.28204615671
ACH-001336,-0.154028924194
ACH-001340,-0.10634766663300001
ACH-001346,-0.0514187973766
ACH-001353,-0.135045870381
ACH-001354,-0.06885219984230001
ACH-001367,0.0732740895864
ACH-001368,-0.25804143297
ACH-001374,-0.00852630351442
ACH-001375,-0.13479009735300002
ACH-001377,-0.0437569858012
ACH-001380,-0.16174502758
ACH-001391,-0.029482228280199998
ACH-001407,-0.0826169716061
ACH-001408,-0.35836610551799997
ACH-001413,-0.041039566046
ACH-001430,-0.126473299994
ACH-001431,-0.056890540791
ACH-001450,-0.315392139228
ACH-001496,-0.0783937869454
ACH-001500,-0.166989422521
ACH-001521,-0.146879000101
ACH-001523,-0.37820931346000003
ACH-001532,-0.197329235284
ACH-001536,-0.19341645317899997
ACH-001550,-0.0781852700372
ACH-001552,-0.20862424986900002
ACH-001554,-0.0494365469515
ACH-001645,-0.0108993002963
ACH-001654,-0.0783023583516
ACH-001715,-0.12868809982899998
ACH-001735,-0.243316686591
ACH-001736,-0.164267301744
ACH-001737,0.11431332640900001
ACH-001740,-0.33383593068399997
ACH-001745,-0.167213024686
ACH-001750,-0.228076736184
ACH-001765,-0.228957225917
ACH-001956,-0.194763688031
ACH-001957,-0.144230688325
