,TTBK1 (84630)
ACH-000004,-0.318400181768
ACH-000007,-0.177789220482
ACH-000009,-0.158527968954
ACH-000011,-0.36015827551299995
ACH-000012,-0.299375712449
ACH-000013,-0.268816268209
ACH-000014,-0.219591513603
ACH-000015,-0.235491095359
ACH-000017,-0.0864329162522
ACH-000018,-0.09512099006699999
ACH-000019,-0.0862196327348
ACH-000021,-0.231618374556
ACH-000022,-0.0866016952376
ACH-000025,-0.35641366314999995
ACH-000028,-0.272763980227
ACH-000030,-0.24514096538400001
ACH-000035,-0.303145248055
ACH-000036,-0.19076903953
ACH-000037,-0.00808105237229
ACH-000039,-0.43293685673999993
ACH-000040,-0.0987408129431
ACH-000041,-0.29551406022300003
ACH-000042,-0.257837024792
ACH-000045,-0.224772281139
ACH-000047,-0.133805054423
ACH-000052,-0.21973160627399999
ACH-000053,-0.139958793208
ACH-000054,-0.252245931371
ACH-000055,-0.144315086486
ACH-000060,-0.148789334592
ACH-000067,-0.293962489294
ACH-000070,-0.232669541103
ACH-000075,-0.17549586236200002
ACH-000078,-0.17183566391
ACH-000082,-0.204950853578
ACH-000085,0.05226777971819999
ACH-000086,-0.323859592619
ACH-000087,-0.480512929689
ACH-000092,-0.22597633462400002
ACH-000095,-0.21922557496199999
ACH-000097,-0.104161376643
ACH-000098,-0.421065318671
ACH-000099,-0.0880220694508
ACH-000108,-0.300789592737
ACH-000113,-0.185343535017
ACH-000115,-0.22886849848700003
ACH-000116,-0.135152157619
ACH-000118,-0.25196331785799997
ACH-000120,-0.19235792451900002
ACH-000123,-0.354827869305
ACH-000127,-0.0779771864903
ACH-000128,-0.18573909189800003
ACH-000132,-0.155548811943
ACH-000133,-0.239963299276
ACH-000137,0.0499733486189
ACH-000138,-0.32808247885499997
ACH-000142,-0.189193701681
ACH-000143,-0.252486189309
ACH-000146,-0.240861644046
ACH-000148,-0.0549848241726
ACH-000150,-0.278356882157
ACH-000152,-0.133888837423
ACH-000153,-0.192905274878
ACH-000159,-0.14023249941299998
ACH-000160,-0.252401172886
ACH-000163,-0.13687115478599998
ACH-000167,-0.190605778224
ACH-000168,-0.387316435748
ACH-000169,0.0498151718225
ACH-000178,-0.114172727625
ACH-000182,-0.306703260198
ACH-000183,-0.21544021940400002
ACH-000188,-0.0755909444226
ACH-000189,-0.256670720417
ACH-000190,-0.213197209734
ACH-000198,-0.149521153888
ACH-000204,-0.565243991688
ACH-000206,-0.453318480053
ACH-000207,-0.504115463821
ACH-000211,-0.142406508489
ACH-000215,-0.155138855205
ACH-000221,-0.177343200908
ACH-000222,-0.346319224441
ACH-000223,-0.248588861527
ACH-000226,-0.339070501479
ACH-000227,-0.20590754839699998
ACH-000228,-0.39947055125500003
ACH-000231,-0.20444039660399999
ACH-000232,-0.0806081890553
ACH-000233,-0.162431419989
ACH-000234,-0.196557757579
ACH-000235,-0.214845779915
ACH-000237,-0.056392165376900005
ACH-000238,-0.324445290891
ACH-000243,-0.371453024027
ACH-000244,0.0973977024199
ACH-000246,-0.11607567643200001
ACH-000248,-0.308261389113
ACH-000250,-0.29764542084199996
ACH-000251,-0.267507617903
