,ENDOG (2021)
ACH-000004,-0.107585345734
ACH-000007,0.0427870009804
ACH-000009,-0.148061821424
ACH-000011,-0.0643914692028
ACH-000012,-0.381227692712
ACH-000013,-0.21310719138300002
ACH-000014,-0.13852596574
ACH-000015,-0.143481187934
ACH-000017,-0.0105755669032
ACH-000018,-0.0532851969632
ACH-000019,-0.0689559715906
ACH-000021,-0.182588207163
ACH-000022,-0.07416139642139999
ACH-000025,-0.200487556016
ACH-000028,-0.119613341274
ACH-000030,-0.0503561232294
ACH-000035,-0.136292071136
ACH-000036,-0.45021554389799995
ACH-000037,-0.200991461609
ACH-000039,-0.0442427241158
ACH-000040,-0.303547068443
ACH-000041,0.0482673918253
ACH-000042,-0.223430607558
ACH-000045,-0.128400141076
ACH-000047,-0.00961295993084
ACH-000052,0.0018762342320699998
ACH-000053,-0.105515928428
ACH-000054,-0.206795138444
ACH-000055,-0.136085419762
ACH-000060,-0.280832065942
ACH-000067,-0.152293433082
ACH-000070,-0.0282425810753
ACH-000075,-0.343257994824
ACH-000078,-0.12970573016200002
ACH-000082,-0.0686100487029
ACH-000085,-0.174691113012
ACH-000086,-0.019241991946900003
ACH-000087,-0.43855437192599994
ACH-000092,-0.153130047762
ACH-000095,-0.075710034434
ACH-000097,-0.08960443489310001
ACH-000098,-0.240281410305
ACH-000099,-0.078996837816
ACH-000108,-0.08401815281089998
ACH-000113,-0.0136724852822
ACH-000115,-0.17555169545200003
ACH-000116,-0.140861886195
ACH-000118,-0.100144294626
ACH-000120,0.153141976287
ACH-000123,-0.0114258895071
ACH-000127,-0.290363083946
ACH-000128,-0.322101298012
ACH-000132,-0.106082216917
ACH-000133,-0.158539601227
ACH-000137,-0.151413250156
ACH-000138,0.0236215982897
ACH-000142,-0.299171740202
ACH-000143,-0.37608605575000004
ACH-000146,-0.149345668231
ACH-000148,-0.27541788130399997
ACH-000150,-0.21523124099
ACH-000152,-0.072752392646
ACH-000153,-0.147232660685
ACH-000159,-0.08860025012160001
ACH-000160,-0.0201719493741
ACH-000163,-0.37349029310500004
ACH-000167,-0.473608055488
ACH-000168,0.076885393745
ACH-000169,-0.503704512437
ACH-000178,0.0463930412923
ACH-000182,-0.124538223201
ACH-000183,-0.09250690055019999
ACH-000188,-0.390552863403
ACH-000189,0.12553327007600001
ACH-000190,-0.0175656985484
ACH-000198,-0.138985899617
ACH-000204,-0.296109564165
ACH-000206,0.102742222303
ACH-000207,-0.171415109142
ACH-000211,-0.07553184469810001
ACH-000215,0.0029256135636899997
ACH-000221,-0.0513183572892
ACH-000222,0.0870455128664
ACH-000223,-0.287639270598
ACH-000226,-0.15498612413899998
ACH-000227,-0.142867239964
ACH-000228,-0.184696174405
ACH-000231,-0.0936880765799
ACH-000232,-0.0654819372988
ACH-000233,0.00492212437612
ACH-000234,-0.376580255567
ACH-000235,-0.0619006432616
ACH-000237,-0.0956017967205
ACH-000238,-0.187748039774
ACH-000243,0.0204484751293
ACH-000244,0.0008930310997569999
ACH-000246,-0.185412649492
ACH-000248,-0.370066884899
ACH-000250,-0.12747549833900002
ACH-000251,0.21023507534400002
ACH-000253,-0.395158287069
ACH-000255,-0.295820798029
ACH-000256,-0.339336798424
ACH-000257,0.0349793256605
ACH-000258,0.11029818063300001
ACH-000259,-0.296590780993
ACH-000260,-0.11454352725400001
ACH-000261,-0.0155566050966
ACH-000262,-0.412649603908
ACH-000263,-0.46295630414399996
ACH-000264,-0.125968469375
