,MAT2A (4144)
ACH-000004,-1.42912085224
ACH-000007,-0.9553416041249999
ACH-000009,-1.0015512712299999
ACH-000011,-0.9081888367209999
ACH-000012,-0.942795744788
ACH-000013,-0.46862457875
ACH-000014,-1.5169166947100001
ACH-000015,-0.9639007363299998
ACH-000017,-1.20354907903
ACH-000018,-0.775986108691
ACH-000019,-1.5898418600100002
ACH-000021,-1.17704564794
ACH-000022,-1.3036582829
ACH-000025,-0.9855326992769999
ACH-000028,-1.080421509
ACH-000030,-1.1090662626
ACH-000035,-1.09518890446
ACH-000036,-1.12493124861
ACH-000037,-0.6809970846019999
ACH-000039,-0.970535417096
ACH-000040,-0.599910574834
ACH-000041,-0.8831634056559999
ACH-000042,-0.974203427963
ACH-000045,-1.20269583801
ACH-000047,-1.17607969236
ACH-000052,-0.853424491276
ACH-000053,-1.25338463072
ACH-000054,-1.4237941363799997
ACH-000055,-1.28280318313
ACH-000060,-1.10255584753
ACH-000067,-0.9793929540440001
ACH-000070,-1.15039683729
ACH-000075,-0.586105971561
ACH-000078,-0.974909420802
ACH-000082,-0.45688129246299997
ACH-000085,-1.31408124662
ACH-000086,-0.611327092683
ACH-000087,-1.44228322682
ACH-000092,-1.2810951894700002
ACH-000095,-0.96135150662
ACH-000097,-1.25252260331
ACH-000098,-0.337175887056
ACH-000099,-0.971260545315
ACH-000108,-1.21631898164
ACH-000113,-1.3694808649599999
ACH-000115,-1.23606905703
ACH-000116,-0.677459741412
ACH-000118,-1.27984487163
ACH-000120,-0.684717743659
ACH-000123,-1.03501442931
ACH-000127,-1.08452187069
ACH-000128,-0.9584405854070001
ACH-000132,-1.4753112695700001
ACH-000133,-0.617306026255
ACH-000137,-0.515286737967
ACH-000138,-1.04180155285
ACH-000142,-1.25292427797
ACH-000143,-1.1826620751
ACH-000146,-1.7330396840400002
ACH-000148,-0.574793509981
ACH-000150,-0.842384805754
ACH-000152,-1.3474479637399999
ACH-000153,-0.8383064151999999
ACH-000159,-1.51774908652
ACH-000160,-1.03944390999
ACH-000163,-0.449200851217
ACH-000167,-0.9556711923010001
ACH-000168,-1.34628507273
ACH-000169,-1.0032624609899998
ACH-000178,-1.22512402857
ACH-000182,-1.17896827506
ACH-000183,-1.4394720807899999
ACH-000188,-1.12782667844
ACH-000189,-1.5779688082799999
ACH-000190,-1.02081879793
ACH-000198,-1.30894407991
ACH-000204,-1.03890391518
ACH-000206,-1.65878503244
ACH-000207,-1.57450273421
ACH-000211,-1.09498725556
ACH-000215,-0.747117356532
ACH-000221,-0.8702353876569999
ACH-000222,-1.24825654232
ACH-000223,-1.19392022275
ACH-000226,-1.2038345007
ACH-000227,-1.3308481493200002
ACH-000228,-1.1303494024299998
ACH-000231,-0.801344284136
ACH-000232,-0.924583304769
ACH-000233,-1.33941702091
ACH-000234,-1.4226405447100001
ACH-000235,-1.0100099876100002
ACH-000237,-0.749049340211
ACH-000238,-0.681015177613
ACH-000243,-1.1350658784299998
ACH-000244,-0.792629662588
ACH-000246,-0.946545373016
ACH-000248,-1.17188982177
ACH-000250,-1.03404828053
ACH-000251,-1.11808259672
ACH-000253,-1.31571764372
ACH-000255,-1.13239252061
ACH-000256,-0.8108580718709999
ACH-000257,-1.2061319995
ACH-000258,-1.34227651479
ACH-000259,-1.43929338329
ACH-000260,-0.606424766996
ACH-000261,-1.03248432783
ACH-000262,-1.0798245445
ACH-000263,-1.19344934222
ACH-000264,-1.03108377509
ACH-000265,-1.41339195102
ACH-000266,-1.39379121225
ACH-000272,-1.1731076618
ACH-000273,-1.39242507624
ACH-000274,-1.0145394460100001
ACH-000277,-1.72422640217
ACH-000278,-1.38065239241
ACH-000279,-0.957350009631
ACH-000280,-1.1072873302600001
ACH-000281,-0.962566293952
ACH-000288,-1.16679653699
ACH-000291,-0.7896502711319999
ACH-000293,-1.2005181889899998
ACH-000294,-0.713472643732
ACH-000295,-0.9099009865209999
ACH-000296,-0.7976136807080001
ACH-000302,-1.08463271589
ACH-000304,-1.6099938504799998
ACH-000307,-1.20877583843
ACH-000308,-1.31934330928
ACH-000310,-0.867680102866
ACH-000311,-1.1987924663
ACH-000312,-1.1121287014299999
ACH-000315,-1.09728425209
ACH-000316,-0.745439579984
ACH-000317,-1.20750778793
ACH-000318,-1.28540204848
ACH-000319,-0.804787561461
ACH-000320,-1.1103570033499999
ACH-000322,-1.2465970314200001
ACH-000323,-0.578914893141
ACH-000324,-0.918968918326
ACH-000329,-0.388076384405
ACH-000330,-1.08937779432
ACH-000331,-1.1763893449299998
ACH-000332,-1.12125325971
ACH-000334,-1.75057715849
ACH-000335,-0.502509958916
ACH-000336,-0.8327917050049999
ACH-000337,-1.14666909616
ACH-000339,-1.05639692405
ACH-000341,-1.4053322480700001
ACH-000348,-1.30978580012
ACH-000350,-1.31282489346
ACH-000352,-0.979818613794
ACH-000356,-1.24692802039
ACH-000361,-1.31693695154
ACH-000362,-1.06447584908
ACH-000363,-1.61030762131
ACH-000364,-1.0550509942200001
ACH-000365,-1.24429661433
ACH-000366,-0.915934261416
ACH-000368,-0.802025785542
ACH-000374,-0.980823374998
ACH-000375,-1.0017267795
ACH-000376,-1.16261633747
ACH-000381,-1.2642866425200001
ACH-000383,-1.0948987695799999
ACH-000387,-1.38010555981
ACH-000389,-0.899427170606
ACH-000390,-0.9985280636849999
ACH-000393,-0.215830794395
ACH-000395,-1.13890522894
ACH-000397,-1.0222335070200002
ACH-000401,-1.10873565941
ACH-000402,-0.989176053803
ACH-000403,-1.1617429554799998
ACH-000404,-1.34996368107
ACH-000406,-1.2968338531
ACH-000407,-0.709980894753
ACH-000408,-1.08790669639
ACH-000410,-1.11498106142
ACH-000411,-1.0178900347700002
ACH-000414,-1.0186435641
ACH-000415,-0.9820065218200001
ACH-000416,-1.31128609999
ACH-000420,-1.0843006127500001
ACH-000421,-1.0548602434
ACH-000424,-0.897478438942
ACH-000425,-1.1625570750299998
ACH-000426,-2.20015943125
ACH-000427,-0.358388037641
ACH-000433,-0.799646852621
ACH-000436,-0.8384998880110001
ACH-000444,-1.24348448665
ACH-000445,-1.2228929185700002
ACH-000448,-1.26848041261
ACH-000450,-0.7780757158239999
ACH-000452,-1.1568142302
ACH-000454,-1.1149198617799998
ACH-000458,-1.1573796003
ACH-000459,-2.12264848525
ACH-000460,-1.18514660871
ACH-000461,-1.0179667670499999
ACH-000463,-0.698028413748
ACH-000464,-1.37406331543
ACH-000466,-1.48467986804
ACH-000467,-1.14490227764
ACH-000468,-1.6566820721000002
