,ICA1 (3382)
ACH-000004,0.141730918098
ACH-000007,0.0279197693888
ACH-000009,-0.0346398237908
ACH-000011,-0.20249712130199998
ACH-000012,0.009252247571950001
ACH-000013,0.0444988299488
ACH-000014,-0.020576528177900004
ACH-000015,0.08221520413569999
ACH-000017,0.19764666406
ACH-000018,-0.0726405083295
ACH-000019,0.0268344690661
ACH-000021,0.126582723995
ACH-000022,-0.0493468412444
ACH-000025,-0.132380468669
ACH-000028,-0.0277121297165
ACH-000030,-0.00339091453265
ACH-000035,0.0426876076274
ACH-000036,-0.129038566262
ACH-000037,-0.192433628988
ACH-000039,0.17467619815699997
ACH-000040,-0.135159731704
ACH-000041,0.0236707792231
ACH-000042,-0.0783163632236
ACH-000045,0.047489919875
ACH-000047,-0.110737505857
ACH-000052,0.179853156308
ACH-000053,-0.0027107334433
ACH-000054,-0.18267758886
ACH-000055,0.100840732729
ACH-000060,0.160151993006
ACH-000067,0.05019596303999999
ACH-000070,-0.093566309071
ACH-000075,-0.09817144022119999
ACH-000078,-0.114108447731
ACH-000082,-0.19488708032000002
ACH-000085,0.32071455703
ACH-000086,0.102701038414
ACH-000087,0.1292400461
ACH-000092,-0.16854892167
ACH-000095,-0.08506210361439999
ACH-000097,-0.100013393957
ACH-000098,0.0777053276276
ACH-000099,-0.027486125649200003
ACH-000108,-0.00957050756759
ACH-000113,0.0400255835924
ACH-000115,0.115977802381
ACH-000116,0.0228013017907
ACH-000118,0.0336289384985
ACH-000120,0.11685820217599999
ACH-000123,0.026579902368
ACH-000127,-0.048533041928900005
ACH-000128,0.125663076534
ACH-000132,0.101969460917
ACH-000133,0.0619628490075
ACH-000137,0.188990388315
ACH-000138,0.0161251036956
ACH-000142,-0.09649362507419999
ACH-000143,-0.0104376810526
ACH-000146,0.0262743775882
ACH-000148,-0.0304830993295
ACH-000150,-0.0046879571959599995
ACH-000152,0.131344917537
ACH-000153,-0.15113583420600002
ACH-000159,-0.025169555980099997
ACH-000160,-0.009866330296100002
ACH-000163,0.162534360323
ACH-000167,-0.246737740257
ACH-000168,-0.206269050476
ACH-000169,0.04946600735019999
ACH-000178,0.00047658969624
ACH-000182,-0.061972528455300005
ACH-000183,0.0016733851298699998
ACH-000188,-0.020730315712099996
ACH-000189,0.19207024428599997
ACH-000190,0.28370566461
ACH-000198,-0.0671320910395
ACH-000204,-0.0331417563523
ACH-000206,-0.0264818473257
ACH-000207,-0.09228932894739998
ACH-000211,0.0355872904881
ACH-000215,-0.00266603745767
ACH-000221,0.146014089588
ACH-000222,-0.011004401350200001
ACH-000223,-0.08494355377419999
ACH-000226,0.138886600192
ACH-000227,-0.0958539267588
ACH-000228,0.093291089155
ACH-000231,-0.012375687643600001
ACH-000232,-0.0288180232689
ACH-000233,0.044353718706900004
ACH-000234,0.0462485197167
ACH-000235,-0.0507580200183
ACH-000237,-0.0418374095064
ACH-000238,-0.151324998622
ACH-000243,-0.00101549103908
ACH-000244,-0.194796552632
ACH-000246,-0.147019506611
ACH-000248,0.0685237164662
ACH-000250,-0.0228611040649
ACH-000251,0.08437806970480001
ACH-000253,0.0866853216997
ACH-000255,0.18886297502500002
ACH-000256,0.0741243357407
ACH-000257,-0.215610247454
ACH-000258,0.13497451099899999
ACH-000259,-0.0453701107586
ACH-000260,0.0264209714274
ACH-000261,0.0649778533475
ACH-000262,0.0862480837686
ACH-000263,0.185321269423
ACH-000264,-0.023831686110900002
ACH-000265,0.10913494683599999
ACH-000266,-0.10840046450600001
ACH-000272,0.0816341126753
ACH-000273,-0.105902403146
ACH-000274,-0.150496442914
ACH-000277,0.005387510008069999
ACH-000278,0.0850074035193
ACH-000279,-0.038228459311300006
ACH-000280,-0.044597166717900004
ACH-000281,-0.0229970510504
ACH-000288,-0.040527828037300005
