,NAB1 (4664)
ACH-000004,0.043717477001999995
ACH-000007,0.20270877038899998
ACH-000009,-0.0284944164217
ACH-000011,-0.0346807369685
ACH-000012,0.0281269259278
ACH-000013,0.126724873385
ACH-000014,-0.0192257924655
ACH-000015,-0.20232227727000002
ACH-000017,0.021203347489299997
ACH-000018,0.0759081019882
ACH-000019,0.149347914477
ACH-000021,-0.0267715401178
ACH-000022,0.08718600471989998
ACH-000025,0.0120460959853
ACH-000028,-0.00235131115681
ACH-000030,0.05157951637369999
ACH-000035,-0.04953742899540001
ACH-000036,0.040480753159500005
ACH-000037,-0.21085366214899998
ACH-000039,-0.00131599506802
ACH-000040,0.09217943435329999
ACH-000041,0.0682748481011
ACH-000042,-0.197040321462
ACH-000045,0.022990311421099998
ACH-000047,-0.0794990913392
ACH-000052,0.172846253763
ACH-000053,-0.0442980130303
ACH-000054,0.0180390526281
ACH-000055,-0.0899025199975
ACH-000060,0.05107064332069999
ACH-000067,-0.0433610916907
ACH-000070,0.07701799907410001
ACH-000075,0.348069297376
ACH-000078,0.26658154234700004
ACH-000082,0.151728375569
ACH-000085,0.0678460465754
ACH-000086,0.155641191799
ACH-000087,0.129641638186
ACH-000092,-0.0907109015904
ACH-000095,-0.047883080577600004
ACH-000097,0.0717548604105
ACH-000098,0.181815158669
ACH-000099,0.0807149635807
ACH-000108,-0.0035811211603500002
ACH-000113,-0.0249201669407
ACH-000115,0.188518421149
ACH-000116,0.0166106348222
ACH-000118,0.00991904314533
ACH-000120,-0.00799220070419
ACH-000123,-0.11019892089000001
ACH-000127,0.097321481965
ACH-000128,0.147910228457
ACH-000132,-0.0162404591145
ACH-000133,-0.117608617348
ACH-000137,-0.16351239549000002
ACH-000138,0.037585800647800004
ACH-000142,0.05244408318799999
ACH-000143,-0.0342363472493
ACH-000146,-0.010845335346600002
ACH-000148,0.00470233764205
ACH-000150,-0.0590794177147
ACH-000152,-0.124520309342
ACH-000153,0.044726540943099996
ACH-000159,0.173152453491
ACH-000160,-0.0365859052215
ACH-000163,0.09177610875719999
ACH-000167,-0.061655507125900004
ACH-000168,0.007210516091879999
ACH-000169,0.0298938962867
ACH-000178,-0.123348395791
ACH-000182,0.143100908765
ACH-000183,0.0398404347448
ACH-000188,0.0931713382296
ACH-000189,-0.0741162364365
ACH-000190,0.0476803817715
ACH-000198,0.0776560605121
ACH-000204,0.176244114079
ACH-000206,-0.141738997899
ACH-000207,0.37817961095299996
ACH-000211,0.0416302174694
ACH-000215,-0.008183901280199999
ACH-000221,0.0802351636773
ACH-000222,-0.017567379035
ACH-000223,-0.0644291978407
ACH-000226,0.0009882645375039998
ACH-000227,-0.115880715701
ACH-000228,-0.25207142132300003
ACH-000231,-0.0017181302530799999
ACH-000232,-0.0182927700484
ACH-000233,0.00680443411173
ACH-000234,-0.14603440794199998
ACH-000235,0.00869571044568
ACH-000237,0.0246567638228
ACH-000238,0.0290560749563
ACH-000243,-0.0318887235135
ACH-000244,-0.11506543520500001
ACH-000246,0.01798906185
ACH-000248,-0.04233659958219999
ACH-000250,-0.0203793730757
ACH-000251,-0.142554388609
ACH-000253,-0.0602527997504
ACH-000255,-0.0027901250315500005
ACH-000256,0.157654369398
ACH-000257,-0.10999692824999999
ACH-000258,0.10346333684699999
ACH-000259,0.105811368895
ACH-000260,0.0363967812327
ACH-000261,0.05672869955630001
ACH-000262,0.00563540924506
ACH-000263,0.011990030856700001
ACH-000264,-0.06352970000040001
ACH-000265,0.10228616416200001
ACH-000266,-0.06201318383769999
ACH-000272,0.033951047239099995
ACH-000273,0.14012388014000002
ACH-000274,-0.0462311681092
ACH-000277,0.0533683850698
ACH-000278,-0.117649294459
