,RPS15A (6210)
ACH-000308,-1.05259923439
ACH-000310,-1.8230875788299998
ACH-000311,-1.92276140868
ACH-000312,-1.5209343500799999
ACH-000315,-1.04553825712
ACH-000316,-1.6534593685799999
ACH-000317,-1.46302069845
ACH-000318,-1.4890105118399999
ACH-000319,-1.64271376248
ACH-000320,-1.6373872749200002
ACH-000322,-1.9154323292099997
ACH-000323,-1.17413691022
ACH-000324,-1.36295112912
ACH-000329,-1.8724486746200002
ACH-000330,-1.57925074812
ACH-000331,-1.3401986459200002
ACH-000332,-1.52162424342
ACH-000334,-0.82648592973
ACH-000335,-1.8623671550299998
ACH-000336,-1.40055258093
ACH-000337,-0.966186962345
ACH-000339,-1.53655397482
ACH-000341,-1.64342151753
ACH-000348,-1.6738003602200002
ACH-000350,-1.7071610941100002
ACH-000352,-1.56174456113
ACH-000356,-1.43817610354
ACH-000361,-1.5266369523299999
ACH-000362,-1.83809877662
ACH-000363,-1.8424655011200002
ACH-000364,-1.7043130038999998
ACH-000365,-1.50118369544
ACH-000366,-1.5438063559600002
ACH-000368,-1.82981103963
ACH-000374,-1.15391114835
ACH-000375,-1.64722957848
ACH-000376,-1.4823712197799999
ACH-000381,-1.4707481832
ACH-000383,-1.66498764398
ACH-000387,-1.26530897752
ACH-000389,-1.67401447045
ACH-000390,-1.74337120531
ACH-000393,-1.53115475375
ACH-000395,-1.72441689901
ACH-000397,-1.3297333259100002
ACH-000401,-1.564571748
ACH-000402,-1.8938400358400003
ACH-000403,-1.6033417682299997
ACH-000404,-1.6831017369499999
ACH-000406,-1.1782948358399998
ACH-000407,-1.62583178604
ACH-000408,-1.29374640631
ACH-000410,-1.3901293189200001
ACH-000411,-1.54881294512
ACH-000414,-1.83487909319
ACH-000415,-1.04558904585
ACH-000416,-1.3675361440600002
ACH-000420,-1.28309964853
ACH-000421,-1.33026348389
ACH-000424,-1.47653232227
ACH-000425,-1.7000814638400001
ACH-000426,-2.0746438786900003
ACH-000427,-1.42042455318
ACH-000433,-1.7823722933500001
ACH-000436,-1.84530117232
ACH-000444,-1.64268895928
ACH-000445,-1.54041517035
ACH-000448,-1.7260857673599996
ACH-000450,-1.8076658056000001
ACH-000452,-1.6422632691999999
ACH-000454,-1.1184736555099999
ACH-000458,-1.5448416992200003
ACH-000459,-1.5298865739899998
ACH-000460,-1.6338806217100001
ACH-000461,-1.4100022089300002
ACH-000463,-1.4137763220299997
ACH-000464,-1.73399319523
ACH-000466,-1.1906499645
ACH-000467,-1.30898206351
ACH-000468,-1.69971976715
ACH-000469,-1.67223203734
ACH-000470,-1.4035902986700002
ACH-000471,-1.4668237796599999
ACH-000472,-1.54182379662
ACH-000473,-1.4194577210100001
ACH-000475,-1.57558333909
ACH-000476,-1.61539097914
ACH-000477,-2.36893958987
ACH-000480,-1.73007073247
ACH-000481,-1.6785467228
ACH-000483,-1.6396308763499998
ACH-000484,-1.30482043878
ACH-000485,-1.7819630099900001
ACH-000486,-1.43405074066
ACH-000487,-1.59394748962
ACH-000488,-1.4698117153499999
ACH-000490,-1.62583079102
ACH-000491,-1.5023777286200002
ACH-000495,-1.3315867673200001
ACH-000496,-1.49089034411
ACH-000499,-1.44447024549
ACH-000500,-1.4579846660799998
ACH-000502,-1.4948866202700002
ACH-000503,-1.37219360181
ACH-000505,-1.64222663907
ACH-000507,-1.4446913158
ACH-000510,-1.5269348067700002
ACH-000511,-1.36048233338
ACH-000512,-1.6050013316499998
ACH-000516,-1.59842993287
ACH-000517,-1.7428329894699999
ACH-000518,-0.9741861606319999
ACH-000520,-1.71085713081
ACH-000521,-1.49071045972
ACH-000522,-1.5539365372999998
ACH-000524,-1.6138044197499999
ACH-000527,-1.5960465826199999
ACH-000528,-1.42020507372
ACH-000537,-1.60663026366
ACH-000541,-1.5117896240900002
ACH-000542,-1.47482778362
ACH-000544,-1.5023135383300001
ACH-000545,-1.7245406488400001
ACH-000547,-1.0481830246500001
ACH-000548,-1.1428360947
ACH-000549,-1.3838601129700001
ACH-000550,-1.56911926914
ACH-000552,-1.3146503277
ACH-000556,-1.7209906495299998
ACH-000557,-1.9172170598900002
ACH-000570,-1.83127823095
ACH-000571,-1.97684083283
ACH-000573,-1.67244804685
ACH-000576,-1.4511029760699998
ACH-000580,-1.5474402523299997
ACH-000584,-1.69767885861
ACH-000585,-1.5994534222999999
ACH-000588,-1.6567491970200001
ACH-000589,-1.4648304342200003
ACH-000591,-1.6665186859999999
ACH-000593,-1.4181126481200002
ACH-000600,-1.811037772
ACH-000601,-1.56017348104
ACH-000604,-1.2386694540799998
ACH-000605,-1.2996846889700002
ACH-000606,-1.31669562388
ACH-000608,-2.22197254819
ACH-000614,-1.7958433861400003
ACH-000616,-1.3931248931
ACH-000618,-1.54800253551
ACH-000619,-1.2848388989700001
ACH-000620,-1.24560481866
ACH-000621,-1.54333784398
ACH-000622,-2.04655659575
ACH-000623,-1.92907976509
ACH-000624,-1.35598423964
ACH-000627,-1.55219217224
ACH-000630,-1.28169564416
ACH-000632,-1.5471843804299998
ACH-000633,-1.53166474752
ACH-000637,-1.3798825785100002
ACH-000638,-1.4621352938799999
ACH-000646,-1.90894008333
ACH-000647,-1.53672002127
ACH-000648,-2.2115574917700003
ACH-000649,-1.47696625016
ACH-000651,-1.22057996485
ACH-000652,-1.38260965097
ACH-000653,-1.76126935926
ACH-000657,-1.64797375563
ACH-000658,-1.59527370146
ACH-000661,-1.85632530685
ACH-000662,-1.9871388848500002
ACH-000663,-1.16920861339
ACH-000665,-1.5638717524399999
ACH-000671,-1.7323427998700003
ACH-000673,-1.59879789414
ACH-000676,-1.6512862608
ACH-000677,-1.47126379443
ACH-000681,-1.6882801480899998
ACH-000682,-1.4605845321899997
ACH-000683,-1.55471156928
ACH-000684,-1.6856564850799998
ACH-000688,-1.6958825345200002
ACH-000693,-1.43645971808
ACH-000694,-1.23080670991
ACH-000695,-1.45334610803
ACH-000696,-1.44498151352
ACH-000697,-1.6893161517200002
ACH-000699,-1.5617485547
ACH-000701,-1.2555632561299999
ACH-000706,-1.5936139368200002
ACH-000711,-1.57768797836
ACH-000713,-1.67599579106
ACH-000714,-1.59203771784
ACH-000718,-1.83193227443
ACH-000720,-1.4732426238299998
ACH-000721,-1.47158820882
ACH-000724,-2.17109013649
ACH-000725,-1.2897473030600002
ACH-000732,-1.3502581581
ACH-000734,-1.6047024600600002
ACH-000735,-1.45839652518
ACH-000736,-1.63193845186
ACH-000738,-1.38622484975
ACH-000746,-1.53172234253
ACH-000747,-1.5194559118200002
ACH-000748,-1.3333435904100002
ACH-000753,-1.63935717646
ACH-000756,-1.6599647217200002
ACH-000757,-1.57189233324
ACH-000758,-1.23400311056
ACH-000760,-1.5250774387000001
ACH-000763,-1.9050925285
ACH-000764,-1.5943003389800001
ACH-000765,-1.4677768677899998
ACH-000766,-1.7663388767299997
ACH-000767,-1.2382075383600002
ACH-000768,-1.6294296754700002
ACH-000769,-1.59234708129
ACH-000770,-1.32196524758
ACH-000771,-1.25826283384
ACH-000773,-1.73823729806
ACH-000776,-1.96887778962
ACH-000777,-1.43281956271
ACH-000778,-1.1602824219399999
ACH-000781,-1.55002650581
ACH-000782,-1.6820997758899998
ACH-000783,-1.39903414944
ACH-000784,-1.52169062036
ACH-000785,-1.5157880144999998
ACH-000787,-1.4208894835499999
ACH-000788,-1.62405069562
ACH-000791,-1.34107449724
ACH-000792,-1.6417766346899998
ACH-000794,-1.27529183798
ACH-000796,-1.40392033413
ACH-000799,-1.4513253303600002
ACH-000800,-1.2450945073100002
ACH-000802,-1.39942494266
ACH-000804,-1.7057960520200002
ACH-000805,-1.37679102757
ACH-000809,-1.61012673864
ACH-000810,-1.8305721374500001
ACH-000811,-1.73253941135
ACH-000817,-1.76454482276
ACH-000819,-1.5913818977
ACH-000820,-1.35420788926
ACH-000821,-1.88731550129
ACH-000822,-1.6596935879299999
ACH-000823,-1.3967157619600001
ACH-000824,-1.69587953891
ACH-000827,-1.5666693307700001
ACH-000829,-1.7589294478400002
ACH-000831,-1.42103776985
ACH-000832,-1.25535490304
ACH-000833,-1.62831427593
ACH-000834,-1.35524804796
ACH-000835,-1.42962846206
ACH-000836,-1.4279563101100001
ACH-000837,-1.29624499835
ACH-000838,-2.11564848664
ACH-000839,-1.3705406376299998
ACH-000840,-1.45113038749
ACH-000841,-1.51836996553
ACH-000843,-1.32794113881
ACH-000846,-1.4197698535499998
ACH-000847,-1.38643647635
ACH-000848,-1.55726149329
ACH-000849,-1.4616541824399998
ACH-000851,-1.41636166602
ACH-000855,-1.29808921684
ACH-000856,-1.6895271284399997
ACH-000858,-1.46628071856
ACH-000859,-1.5073783937600003
ACH-000861,-1.4216618037900002
ACH-000862,-1.12200862005
ACH-000865,-1.73481504977
ACH-000866,-1.6845350189500001
ACH-000867,-1.66562509918
ACH-000869,-1.5913428363100002
ACH-000872,-1.37427480389
ACH-000873,-1.11628707445
ACH-000876,-1.20382234491
ACH-000878,-1.4356783301
ACH-000880,-1.62411582433
ACH-000881,-1.55385163413
ACH-000882,-1.47978111762
ACH-000884,-1.43405819275
ACH-000885,-1.5417573938100002
ACH-000887,-1.39766655167
ACH-000888,-1.7171075085
ACH-000889,-1.88811033623
ACH-000890,-1.59973497419
ACH-000896,-1.57426627403
ACH-000898,-1.4656570156600002
ACH-000900,-1.52973742137
ACH-000901,-1.67422772003
ACH-000905,-1.5250020280899999
ACH-000906,-1.4438938354
ACH-000907,-1.8630198656499999
ACH-000910,-1.5816052680000001
ACH-000911,-1.36457271777
ACH-000912,-1.52724353036
ACH-000913,-1.33262293059
ACH-000915,-1.56849125997
ACH-000916,-1.09042520406
ACH-000917,-1.5812077652
ACH-000921,-1.46407934812
ACH-000924,-1.52264399584
ACH-000926,-1.46862861664
ACH-000928,-1.01978226282
ACH-000929,-1.4801750042700001
ACH-000932,-1.55271663919
ACH-000935,-1.4884319785100002
ACH-000936,-1.6976931552599999
ACH-000937,-1.8257256924599998
ACH-000938,-1.74277887117
ACH-000939,-1.29610347261
ACH-000941,-1.5621847616799998
ACH-000943,-1.55510546648
ACH-000946,-1.51167216639
ACH-000947,-1.6626754454700001
ACH-000948,-1.58771634709
ACH-000950,-1.28007958699
ACH-000953,-1.88859853208
ACH-000957,-1.7888733019099998
ACH-000958,-1.4692237422499999
ACH-000960,-1.67145411346
ACH-000963,-1.08699340611
ACH-000968,-1.61610902915
ACH-000969,-1.4082091280200002
ACH-000973,-1.4744431404499998
ACH-000974,-1.61238898783
ACH-000975,-1.3783038226700002
ACH-000976,-1.5965345370700001
ACH-000978,-1.5196760471000001
ACH-000980,-1.5670111098500001
ACH-000984,-1.33528390068
ACH-000986,-1.4944917824200001
ACH-000988,-1.3936109277200002
ACH-000993,-2.0204538967400003
ACH-000994,-1.5043119253900001
ACH-000996,-1.3477591809600002
ACH-001001,-1.52704544508
ACH-001020,-1.74501435526
ACH-001028,-1.58223805753
ACH-001031,-1.7614415662799998
ACH-001038,-1.63510326889
ACH-001048,-1.58521874064
ACH-001050,-1.85765337998
ACH-001053,-1.49791458112
ACH-001054,-1.59644108758
ACH-001061,-1.5075152993099998
ACH-001067,-1.62699824
ACH-001075,-1.42203105861
ACH-001096,-1.33732017166
ACH-001128,-2.18257846952
ACH-001134,-1.61027365089
ACH-001151,-1.19166158714
ACH-001163,-1.28415029316
ACH-001164,-2.00138368118
ACH-001173,-1.48937621844
ACH-001183,-1.79118788585
ACH-001184,-1.27399632989
ACH-001190,-1.41823427354
ACH-001192,-1.45207945753
ACH-001193,-1.61267641997
ACH-001196,-1.39847460162
ACH-001197,-1.8489235604299998
ACH-001205,-1.6411401293399999
ACH-001211,-1.43609235287
ACH-001212,-1.52768433333
ACH-001228,-1.8350335604499999
ACH-001232,-1.43971403463
ACH-001239,-1.52137451413
ACH-001274,-1.8414654548599998
ACH-001275,-1.60688163116
ACH-001277,-1.26164838804
ACH-001278,-1.45517342669
ACH-001280,-1.23803258638
ACH-001283,-1.31690506502
ACH-001289,-1.5480279306600002
ACH-001295,-1.60432687257
ACH-001300,-1.7958665085099998
ACH-001301,-1.46888485133
ACH-001302,-1.9511913401599996
ACH-001303,-1.56958141146
ACH-001306,-1.7349545305200003
ACH-001318,-1.59142492206
ACH-001322,-1.40615636291
ACH-001328,-1.46947615652
ACH-001332,-1.1210111411299999
ACH-001333,-1.22671466736
ACH-001336,-1.48737587988
ACH-001340,-1.45425320197
ACH-001346,-1.1808106635299997
ACH-001353,-1.44863911336
ACH-001354,-2.2392528269599996
ACH-001367,-1.30612636317
ACH-001368,-1.47079102316
ACH-001374,-1.5114261033
ACH-001375,-1.3313394616299998
ACH-001377,-1.56559578537
ACH-001380,-1.3554812913
ACH-001391,-1.7256411330599999
ACH-001407,-1.49534245373
ACH-001408,-1.16331576395
ACH-001413,-1.48621215447
ACH-001430,-1.65948822
ACH-001431,-1.5169721613799998
ACH-001450,-1.55120027669
ACH-001496,-1.5013514829899999
ACH-001500,-1.56995031838
ACH-001521,-1.68384762001
ACH-001523,-1.22608915305
ACH-001532,-1.49398639724
ACH-001536,-1.27731400494
ACH-001550,-1.30233935999
ACH-001552,-1.80304130602
ACH-001554,-1.5585855689399999
ACH-001645,-1.68527543878
ACH-001654,-1.52215543759
ACH-001715,-1.15608306597
ACH-001735,-1.36555197678
ACH-001736,-1.70806029924
ACH-001737,-1.95529402062
ACH-001740,-1.52053170775
ACH-001745,-1.4602256200900001
ACH-001750,-1.63187529225
ACH-001765,-1.41115378484
ACH-001956,-1.6175373460100002
ACH-001957,-1.7645912117299998
