,CYS1 (192668)
ACH-000623,-0.510784003114
ACH-000624,-0.547088571873
ACH-000627,-0.47702169430299995
ACH-000630,-0.543612067557
ACH-000632,-0.5363961866529999
ACH-000633,-0.38701785848000003
ACH-000637,-0.495134226312
ACH-000638,-0.594708547005
ACH-000646,-0.310281630745
ACH-000647,-0.503736901603
ACH-000648,-0.408416053853
ACH-000649,-0.511121575317
ACH-000651,-0.376804480779
ACH-000652,-0.47253176908399996
ACH-000653,-0.473690433399
ACH-000657,-0.509901412342
ACH-000658,-0.31678978125999996
ACH-000661,-0.45945483053900005
ACH-000662,-1.24870600778
ACH-000663,-0.39315628933200003
ACH-000665,-0.5854396700069999
ACH-000671,-0.317402622146
ACH-000673,-0.590676141778
ACH-000676,-0.422053037586
ACH-000677,-0.582412763465
ACH-000681,-0.554271725903
ACH-000682,-0.517586087886
ACH-000683,-0.452393380184
ACH-000684,-0.576651761922
ACH-000688,-0.5820846355229999
ACH-000693,-0.405554990361
ACH-000694,-0.4295393064
ACH-000695,-0.49412789385899997
ACH-000696,-0.697834864294
ACH-000697,-0.0485751747097
ACH-000699,-0.468450430947
ACH-000701,-0.732493981333
ACH-000706,-0.27395675176999995
ACH-000711,-0.48051229916500005
ACH-000713,-0.35195599338600003
ACH-000714,-0.644865413536
ACH-000718,-0.45829678306999994
ACH-000720,-0.512397252228
ACH-000721,-0.381539634087
ACH-000724,-0.703097647164
ACH-000725,-0.110554148475
ACH-000732,-0.309072503277
ACH-000734,-0.355768943477
ACH-000735,-0.58612315065
ACH-000736,-0.701149998879
ACH-000738,-0.49518431335
ACH-000746,-0.291636035817
ACH-000747,-0.524793633779
ACH-000748,-0.483175369352
ACH-000753,-0.455301983886
ACH-000756,-0.685342208495
ACH-000757,-0.173563040912
ACH-000758,-0.34511669590800004
ACH-000760,-0.48831524830399997
ACH-000763,-0.568506945104
ACH-000764,-0.367908183331
ACH-000765,-0.284718481603
ACH-000766,-0.479894354962
ACH-000767,-0.290869585913
ACH-000768,-0.6867733559870001
ACH-000769,-0.5440790618779999
ACH-000770,-0.5736186430870001
ACH-000771,-0.54568005077
ACH-000773,-0.477475773727
ACH-000776,-0.6530557474350001
ACH-000777,-0.5680444321329999
ACH-000778,-0.273888472695
ACH-000781,-0.465101491285
ACH-000782,-0.466580778829
ACH-000783,-0.690006366135
ACH-000784,-0.319530425923
ACH-000785,-0.519955091169
ACH-000787,-0.302914636232
ACH-000788,-0.492493987575
ACH-000791,-0.39697556330399997
ACH-000792,-0.5392255159489999
ACH-000794,-0.6217481867069999
ACH-000796,-0.505886563322
ACH-000799,-0.517530178653
ACH-000800,-0.6187875410379999
ACH-000802,-0.5003942777920001
ACH-000804,-0.632778257576
ACH-000805,-0.175008401316
ACH-000809,-0.371920780575
ACH-000810,-0.505930413944
ACH-000811,-0.558356855484
ACH-000817,-0.438723773612
ACH-000819,-0.70186140193
ACH-000820,-0.873155055387
ACH-000821,-0.448061451612
ACH-000822,-0.5384077633150001
ACH-000823,-0.658381893275
ACH-000824,-0.571205987829
ACH-000827,-0.36275300121200005
ACH-000829,-0.601497677336
ACH-000831,-0.570675927323
ACH-000832,-0.423283598812
ACH-000833,-0.205329412988
ACH-000834,-0.7194884269990001
ACH-000835,-0.429650342788
ACH-000836,-0.494746771255
ACH-000837,-0.52431132614
ACH-000838,-0.633428115229
ACH-000839,-0.572997456084
ACH-000840,-0.543583279756
ACH-000841,-0.602293648846
ACH-000843,-0.479436796281
ACH-000846,-0.382201934067
ACH-000847,-0.6435785747739999
ACH-000848,-0.0891953374625
ACH-000849,-0.591397095007
ACH-000851,-0.6421888050460001
ACH-000855,-0.389002923357
ACH-000856,-0.349307527715
ACH-000858,-0.342643080594
ACH-000859,-0.654792280627
ACH-000861,-0.610884962736
ACH-000862,-0.394157718202
ACH-000865,-0.51875989285
ACH-000866,-0.493052630195
ACH-000867,-0.469380297143
ACH-000869,-0.49688998624799996
ACH-000872,-0.279164460899
ACH-000873,-0.46291565467100004
ACH-000876,-0.509186020828
ACH-000878,-0.579980295117
ACH-000880,-0.704011899779
ACH-000881,-0.46519768579899995
ACH-000882,-0.582165092237
ACH-000884,-0.526779867283
ACH-000885,-0.414480733358
ACH-000887,-0.42139532089000004
ACH-000888,-0.611690366235
ACH-000889,-0.231553426024
ACH-000890,-0.426397464613
ACH-000896,-0.43560920736500003
ACH-000898,-0.363524148617
ACH-000900,-0.576135144957
ACH-000901,-0.754810971939
ACH-000905,-0.561061619536
ACH-000906,-0.512897817245
ACH-000907,-0.925417959178
ACH-000910,-0.526742519102
ACH-000911,-0.517540600616
ACH-000912,-0.512263970688
ACH-000913,-0.359954751786
ACH-000915,-0.468036347536
ACH-000916,-0.8360710612000001
ACH-000917,-0.34739132581
ACH-000921,-0.396882772156
ACH-000924,-0.47269773742399995
ACH-000926,-0.597461566065
ACH-000928,-0.6535033081270001
ACH-000929,-0.7158275401080001
ACH-000932,-0.632905175018
ACH-000935,-0.461430973129
ACH-000936,-0.436763924344
ACH-000937,-0.584297455259
ACH-000938,-0.563334680475
ACH-000939,-0.368347991328
ACH-000941,-0.35447015344300004
ACH-000943,-0.477448309868
ACH-000946,-0.599418153718
ACH-000947,-0.517421216155
ACH-000948,-0.42498195318899995
ACH-000950,-0.310609841632
ACH-000953,-0.685945800161
ACH-000957,-0.592054391769
ACH-000958,-0.378173610447
ACH-000960,-0.702613455614
ACH-000963,-0.7137876728370001
ACH-000968,-0.38383931013899997
ACH-000969,-0.624933940665
ACH-000973,-0.435406456171
ACH-000974,-0.616734762596
ACH-000975,-0.412765569811
ACH-000976,-0.695551701383
ACH-000978,-0.551649019735
ACH-000980,-0.6019923961079999
ACH-000984,-0.409795063768
ACH-000986,-0.548241991956
ACH-000988,-0.600600351353
ACH-000993,-0.6864477661789999
ACH-000994,-0.49666538901900004
ACH-000996,-0.8585485480159999
ACH-001001,-0.51903747702
ACH-001020,-0.7037586573260001
ACH-001028,-0.40843665502099996
ACH-001031,-0.491585085642
ACH-001038,-0.48616038968099995
ACH-001048,-0.41299955969
ACH-001050,-0.518375065379
ACH-001053,-0.41445337117700004
ACH-001054,-0.628331952745
ACH-001061,-0.291346206956
ACH-001067,-0.16394606183
ACH-001075,-0.540837254435
ACH-001096,-0.34464958213799995
ACH-001128,-0.81798205521
ACH-001134,-0.420015427725
ACH-001151,-0.569739393702
ACH-001163,-0.312161211112
ACH-001164,-0.520941956412
ACH-001173,-0.493666057528
ACH-001183,-0.560681697457
ACH-001184,-0.341376723122
ACH-001190,-0.6179541785279999
ACH-001192,-0.515953040804
ACH-001193,-0.661784670982
ACH-001196,-0.6074194130439999
ACH-001197,-0.280603845023
ACH-001205,-0.519477406648
ACH-001211,-0.361422495308
ACH-001212,-0.8111612491169999
ACH-001228,-0.669077481857
ACH-001232,-0.617292113811
ACH-001239,-0.581331142817
ACH-001274,-0.7702086698989999
ACH-001275,-0.486664020443
ACH-001277,-0.232072053607
ACH-001278,-0.806277905784
ACH-001280,-0.29733370877099996
ACH-001283,-0.537669884279
ACH-001289,-0.55002790089
ACH-001295,-0.561351919375
ACH-001300,-0.32428812652399996
ACH-001301,-0.368321333558
ACH-001302,-0.863067388734
ACH-001303,-0.522386723633
ACH-001306,-0.554039959297
ACH-001318,-0.305857943094
ACH-001322,-0.087692434179
ACH-001328,-0.7398288703129999
ACH-001332,-0.587445061135
ACH-001333,-0.525515616714
ACH-001336,-0.20994043733399997
ACH-001340,-0.706683541861
ACH-001346,-0.37013621205799996
ACH-001353,-0.453879813079
ACH-001354,-0.7104348749930001
ACH-001367,-0.423993292721
ACH-001368,-0.39718996247500005
ACH-001374,-0.420092331634
ACH-001375,-0.5367095105690001
ACH-001377,-0.441312273751
ACH-001380,-0.39873217766999997
ACH-001391,-0.644853904927
ACH-001407,-0.366160047913
ACH-001408,-0.600549583482
ACH-001413,-0.738733401409
ACH-001430,-0.805558017905
ACH-001431,-0.367986656508
ACH-001450,-0.263155443172
ACH-001496,-0.454326064396
ACH-001500,-0.316134647183
ACH-001521,-0.821293664993
ACH-001523,-0.509519143929
ACH-001532,-0.537269485655
ACH-001536,-0.533564725316
ACH-001550,-0.46434327139799997
ACH-001552,-0.7135846633930001
ACH-001554,-0.518792962528
ACH-001645,-0.5587520830839999
ACH-001654,-0.712431515362
ACH-001715,-0.70196953735
ACH-001735,-0.42088365774400005
ACH-001736,-0.38695896585600004
ACH-001737,-0.0449429738706
ACH-001740,-0.39405164537299997
ACH-001745,-0.356655037385
ACH-001750,-0.603488241331
ACH-001765,-0.371095507322
ACH-001956,-0.548414977955
ACH-001957,-0.40642564241400003
