,NKD1 (85407)
ACH-000004,-0.0729056516408
ACH-000007,0.466361916166
ACH-000009,0.237479126748
ACH-000011,0.05182941402369999
ACH-000012,0.09231818285869998
ACH-000013,0.09014100797749999
ACH-000014,0.028459800959
ACH-000015,0.038722183385400004
ACH-000017,0.14162631237099998
ACH-000018,0.0388812888875
ACH-000019,-0.147080976903
ACH-000021,0.107487667086
ACH-000022,0.11409667742999999
ACH-000025,0.0070831234364
ACH-000028,0.19798295558499998
ACH-000030,0.12987385786699998
ACH-000035,0.0117852857735
ACH-000036,-0.0224423204012
ACH-000037,-0.270112260763
ACH-000039,0.142448225775
ACH-000040,0.0753860954084
ACH-000041,0.26222738164000003
ACH-000042,0.11472507387700001
ACH-000045,0.08866884377260001
ACH-000047,0.0505979533567
ACH-000052,-0.305804256199
ACH-000053,0.12260651002900001
ACH-000054,0.158078583585
ACH-000055,-0.09061607241229999
ACH-000060,-0.0325320581309
ACH-000067,-0.018700208609799998
ACH-000070,-0.0753881728052
ACH-000075,0.07970087517260001
ACH-000078,0.11128041051200001
ACH-000082,0.112716259569
ACH-000085,0.17063710840100002
ACH-000086,0.0410037775312
ACH-000087,0.0424293194548
ACH-000092,-0.0101860427243
ACH-000095,0.204740440269
ACH-000097,0.0555123081465
ACH-000098,-0.04139321140609999
ACH-000099,0.22981362679900003
ACH-000108,0.133696933243
ACH-000113,0.147759340303
ACH-000115,0.0552933747801
ACH-000116,0.08463521844380001
ACH-000118,0.11084928522700001
ACH-000120,0.0317919817632
ACH-000123,0.168422722898
ACH-000127,0.0251430577352
ACH-000128,0.11339115128499999
ACH-000132,0.171972166116
ACH-000133,0.15650946071799998
ACH-000137,-0.0188542510484
ACH-000138,0.22187908501400003
ACH-000142,0.115252834767
ACH-000143,0.147944774893
ACH-000146,0.00701923693707
ACH-000148,0.0651954740056
ACH-000150,0.10645791899399999
ACH-000152,0.052128638094699996
ACH-000153,0.290070244374
ACH-000159,0.0980290708027
ACH-000160,0.233833116921
ACH-000163,0.112948196265
ACH-000167,0.0888152147781
ACH-000168,-0.022399211458400004
ACH-000169,0.290539237134
ACH-000178,0.20761848401500002
ACH-000182,0.16902654932
ACH-000183,0.18530731094500003
ACH-000188,0.105870472203
ACH-000189,0.389651395032
ACH-000190,0.16656875602
ACH-000198,0.055841098114300006
ACH-000204,0.152887058636
ACH-000206,0.048909298013
ACH-000207,-0.14352337660199999
ACH-000211,0.16989589989999998
ACH-000215,0.159548602552
ACH-000221,0.20461502722600003
ACH-000222,0.322019041927
ACH-000223,0.38332958858099997
ACH-000226,0.06290142050440001
ACH-000227,0.220775867566
ACH-000228,0.17534302827599998
ACH-000231,0.10380293159
ACH-000232,0.32750547278700004
ACH-000233,0.13651023075899998
ACH-000234,0.19988306854200003
ACH-000235,0.0938343024121
ACH-000237,-0.000106072151234
ACH-000238,0.22711029859700002
ACH-000243,0.22711896054699998
ACH-000244,0.0698058696314
ACH-000246,0.319843386426
ACH-000248,-0.008222736393470001
ACH-000250,0.137221449793
ACH-000251,0.527099056523
ACH-000253,0.120730000297
ACH-000255,0.0681410786125
ACH-000256,0.203430842815
ACH-000257,-0.119031250922
ACH-000258,0.179652449624
ACH-000259,0.17440247421799998
ACH-000260,0.0254009022457
ACH-000261,0.123415032325
ACH-000262,-0.17927697508
ACH-000263,0.14021560443
ACH-000264,0.115083751074
ACH-000265,0.230450817408
ACH-000266,0.0561049152716
ACH-000272,0.130836551921
ACH-000273,0.10944032986999999
ACH-000274,0.261047682906
ACH-000277,0.195708783257
ACH-000278,0.172394547951
ACH-000279,0.164956186157
ACH-000280,0.11583719111
ACH-000281,0.00546390897195
ACH-000288,0.0276319554036
ACH-000291,0.123159675824
ACH-000293,0.06180454766580001
ACH-000294,0.141974566622
ACH-000295,-0.226457282254
ACH-000296,0.0589046386211
ACH-000302,0.162950486267
ACH-000304,0.0786719972192
ACH-000307,0.09567778307870001
ACH-000308,0.150697996437
ACH-000310,0.0355385636309
ACH-000311,0.345815606452
ACH-000312,0.08742652113369999
ACH-000315,0.00751713382417
ACH-000316,-0.0956753131363
ACH-000317,0.06655780020759999
ACH-000318,0.12032173192399999
ACH-000319,0.104257078425
ACH-000320,0.27776097318500004
ACH-000322,0.31738774341299997
ACH-000323,0.13055968574500001
ACH-000324,0.18329616385400002
ACH-000329,-0.0404130098057
ACH-000330,-0.139264166898
ACH-000331,0.12475801092700001
ACH-000332,0.133923955585
ACH-000334,0.222561912823
ACH-000335,0.038663241557900005
ACH-000336,0.231572535708
ACH-000337,0.0755876150927
ACH-000339,0.09080820968689998
ACH-000341,0.355597667559
ACH-000348,0.139858639904
ACH-000350,0.2688556613
ACH-000352,0.179390317832
ACH-000356,0.13729819059599999
ACH-000361,0.279658932432
ACH-000362,-0.043318852783
ACH-000363,0.0908356794521
ACH-000364,0.237970880854
ACH-000365,0.170827542041
ACH-000366,0.125590777961
ACH-000368,0.13201598891
ACH-000374,0.126854166898
ACH-000375,0.260710280449
ACH-000376,0.0908366042165
ACH-000381,-0.21844377750100002
ACH-000383,0.166092240061
ACH-000387,0.183808988677
ACH-000389,0.17211813782699997
ACH-000390,0.09366855382000001
ACH-000393,0.0364391727196
ACH-000395,-0.0385735033946
ACH-000397,0.12795866678200002
ACH-000401,0.249780823695
ACH-000402,-0.21985827986499998
ACH-000403,0.141602425015
ACH-000404,0.19863590628199998
ACH-000406,0.03939265951069999
ACH-000407,0.12310333079600001
ACH-000408,0.22863574910599999
ACH-000410,0.197602110652
ACH-000411,0.19240181204300003
ACH-000414,0.121835662379
ACH-000415,0.132418633664
ACH-000416,0.0475733244224
ACH-000420,0.229846112859
ACH-000421,0.14904985879000002
ACH-000424,0.329658398154
ACH-000425,0.12603871008099998
ACH-000426,-0.23401893439500002
ACH-000427,0.026313186559599997
ACH-000433,-0.09691542112610001
ACH-000436,0.22116885988
ACH-000444,0.157549254961
ACH-000445,0.013582876408799998
ACH-000448,0.16034454754
ACH-000450,0.338973509287
ACH-000452,0.125271487272
ACH-000454,-0.0527316257054
ACH-000458,-0.0855203157003
ACH-000459,-0.0179383774915
ACH-000460,0.131115661526
ACH-000461,0.040464472932800005
ACH-000463,-0.139822728667
ACH-000464,0.0181973681301
ACH-000466,0.122690095437
ACH-000467,0.270413174839
ACH-000468,-0.0518842976715
ACH-000469,0.250074455273
ACH-000470,0.23860120839200002
ACH-000471,0.09750793248379999
ACH-000472,0.0483373843702
ACH-000473,-0.020975715906000003
ACH-000475,0.011011898582200001
ACH-000476,0.14125871855699998
ACH-000477,0.381258940826
ACH-000480,0.106527917537
ACH-000481,-0.0107554619106
ACH-000483,0.244001470504
ACH-000484,0.44526127187
ACH-000485,0.165078902185
ACH-000486,0.182138630842
ACH-000487,0.102478934582
ACH-000488,0.206143087074
ACH-000490,0.109310579283
ACH-000491,-0.192239985624
ACH-000495,0.111031514069
ACH-000496,0.141517777793
ACH-000499,0.19992570067899998
ACH-000500,-0.101790218721
ACH-000502,0.148609787206
ACH-000503,0.123629211608
ACH-000505,0.05307378238509999
ACH-000507,0.122092365542
ACH-000510,0.178268653165
ACH-000511,0.28070226320700004
ACH-000512,0.0392052096389
ACH-000516,0.17918396231699998
ACH-000517,0.156381074613
ACH-000518,0.05201370376680001
ACH-000520,-0.0175287999622
ACH-000521,0.0331310473195
ACH-000522,0.031250642848299995
ACH-000524,0.0780585959045
ACH-000527,0.206580088186
ACH-000528,0.17069682975699998
ACH-000537,0.27390374898200004
ACH-000541,0.030255684950599996
ACH-000542,0.154953819933
ACH-000544,-0.0342975128422
ACH-000545,0.22319709359200002
ACH-000547,-0.111988105226
ACH-000548,0.10598080519
ACH-000549,0.0809260442431
ACH-000550,-0.100859036804
ACH-000552,0.209346400826
ACH-000556,0.143966767843
ACH-000557,0.114443658564
ACH-000570,0.100301358828
ACH-000571,0.0010455675365
ACH-000573,0.11697621736300001
ACH-000576,0.013474986976399999
ACH-000580,0.187669627491
ACH-000584,0.0482620188473
