,IHH (3549)
ACH-000004,-0.101788108652
ACH-000007,0.0195667794735
ACH-000009,-0.0714088889889
ACH-000011,-0.15451803560799998
ACH-000012,-0.00806218156205
ACH-000013,0.012812939241899999
ACH-000014,-0.12333040375
ACH-000015,-0.053518949597199994
ACH-000017,-0.0685649110427
ACH-000018,-0.146361066687
ACH-000019,0.00824638867873
ACH-000021,-0.049949818910800005
ACH-000022,-0.043177996948899997
ACH-000025,-0.0950416270631
ACH-000028,-0.128743475417
ACH-000030,-0.10567911975500001
ACH-000035,-0.0475185467238
ACH-000036,-0.17969025711199998
ACH-000037,-0.0599126932653
ACH-000039,-0.061007328833300005
ACH-000040,-0.00721179481639
ACH-000041,-0.08142856789
ACH-000042,-0.19007134957000002
ACH-000045,-0.028116706526799998
ACH-000047,0.0222791551867
ACH-000052,0.07895256947000001
ACH-000053,-0.0473321279245
ACH-000054,-0.199167349087
ACH-000055,0.00617230222955
ACH-000060,0.0335578963549
ACH-000067,-0.326901279833
ACH-000070,-0.115272343648
ACH-000075,-0.023073080383000003
ACH-000078,-0.228578087785
ACH-000082,-0.17071880832000003
ACH-000085,-0.164902734027
ACH-000086,-0.0177076997832
ACH-000087,0.0326082116869
ACH-000092,0.027358105266400003
ACH-000095,-0.032869357929700006
ACH-000097,-0.0811338186544
ACH-000098,-0.132798036204
ACH-000099,-0.0522047824422
ACH-000108,-0.022952908168900003
ACH-000113,-0.0386638813675
ACH-000115,-0.15626398377
ACH-000116,-0.043755822451300004
ACH-000118,-0.08554056268169999
ACH-000120,-0.048935878270399996
ACH-000123,0.0661304177302
ACH-000127,0.0420156432656
ACH-000128,-0.00452239001583
ACH-000132,0.0174024834005
ACH-000133,-0.222345544507
ACH-000137,-0.133678157973
ACH-000138,-0.020305922892
ACH-000142,-0.0227933156883
ACH-000143,0.033127524745999996
ACH-000146,-0.08256157430239999
ACH-000148,-0.192719636192
ACH-000150,0.010907289553700001
ACH-000152,-0.0237888494712
ACH-000153,0.0740975239127
ACH-000159,-0.05013940153990001
ACH-000160,-0.0812520711904
ACH-000163,-0.006200981802560001
ACH-000167,0.23938630925700002
ACH-000168,0.062206543593800005
ACH-000169,-0.115239992982
ACH-000178,-0.12950526772
ACH-000182,0.0208178115661
ACH-000183,-0.0857228484451
ACH-000188,0.0478760831158
ACH-000189,-0.19021895595600002
ACH-000190,-0.0604131278248
