,LTB (4050)
ACH-000004,0.17112909771499998
ACH-000007,0.409392072571
ACH-000009,0.126778875668
ACH-000011,0.08796838332910001
ACH-000012,0.17151990485
ACH-000013,0.125558536707
ACH-000014,0.0162119436458
ACH-000015,0.17259719986699998
ACH-000017,0.045557790438400005
ACH-000018,0.05523054926109999
ACH-000019,0.21980071753400002
ACH-000021,0.144375828801
ACH-000022,0.0285443635653
ACH-000025,0.11425888162699999
ACH-000028,0.293205459953
ACH-000030,0.162879328616
ACH-000035,0.10379535586100001
ACH-000036,0.106108791029
ACH-000037,-0.07677620904060001
ACH-000039,0.0539727828318
ACH-000040,0.0449186587615
ACH-000041,0.025961654827099997
ACH-000042,0.247262408662
ACH-000045,0.13202445906
ACH-000047,0.0904011426258
ACH-000052,0.214114089607
ACH-000053,0.10236263966
ACH-000054,0.18964021543900003
ACH-000055,0.052169970205699995
ACH-000060,-0.07476118237910001
ACH-000067,0.0641364289843
ACH-000070,-0.190319759296
ACH-000075,-0.000146707812549
ACH-000078,0.16383578416300001
ACH-000082,0.0326989565771
ACH-000085,0.127681243076
ACH-000086,0.112964094749
ACH-000087,0.22673876493099998
ACH-000092,0.0971478335545
ACH-000095,-0.0397849121606
ACH-000097,0.11889769916300001
ACH-000098,0.07679709315689999
ACH-000099,0.153197082818
ACH-000108,0.136745057217
ACH-000113,0.0117315479635
ACH-000115,-0.0919942648038
ACH-000116,0.043257094659599996
ACH-000118,0.268827019863
ACH-000120,0.24748190008200002
ACH-000123,0.164396275261
ACH-000127,0.141284800815
ACH-000128,-0.05042939556480001
ACH-000132,0.006543811137840001
ACH-000133,-0.10552250929300001
ACH-000137,-0.019653937029400003
ACH-000138,0.20664969723999999
ACH-000142,0.0027151556415200002
ACH-000143,0.33881099784900004
ACH-000146,0.1493167421
ACH-000148,0.17922485696499998
ACH-000150,0.0620792609167
ACH-000152,0.14854974509299998
ACH-000153,-0.08913660581769998
ACH-000159,0.10530399094699999
ACH-000160,0.254472049116
ACH-000163,0.241257025894
ACH-000167,-0.222098731101
ACH-000168,0.0956024228432
ACH-000169,0.0108196330449
ACH-000178,0.166090219963
ACH-000182,0.293051140564
ACH-000183,0.15496456570999997
ACH-000188,-0.0481095776478
ACH-000189,0.197305910748
ACH-000190,0.101453869923
ACH-000198,0.07536042309310001
ACH-000204,0.311563565617
ACH-000206,0.39433169200199997
ACH-000207,0.113022284258
ACH-000211,0.14120824388800002
ACH-000215,0.00279347391992
ACH-000221,0.15172374381200002
ACH-000222,0.38744677670500005
ACH-000223,0.011155068578099999
ACH-000226,0.21911546055
ACH-000227,0.265316506607
ACH-000228,0.17823702340300002
ACH-000231,-0.083563488305
ACH-000232,0.16869930011700002
ACH-000233,0.201065178004
ACH-000234,0.184184305492
ACH-000235,0.110903565382
ACH-000237,0.20693383159899997
ACH-000238,0.18637451162500002
ACH-000243,0.18295216522799998
ACH-000244,0.238085563706
ACH-000246,0.289027627508
ACH-000248,-0.07997428700249999
ACH-000250,0.0585514365656
ACH-000251,0.26617281622600003
ACH-000253,0.0467209523029
ACH-000255,0.127639039187
ACH-000256,0.113742516024
ACH-000257,0.0548112623759
ACH-000258,0.0854684071968
ACH-000259,0.245910815617
ACH-000260,0.149805331302
ACH-000261,0.166779098294
ACH-000262,0.0274639907726
ACH-000263,0.601838393869
ACH-000264,0.14535880417400002
ACH-000265,0.143742083313
ACH-000266,0.17471504621
ACH-000272,0.13235733813300002
ACH-000273,0.0296960255872
ACH-000274,0.08435885160710001
ACH-000277,0.0692169861215
ACH-000278,0.243746809029
ACH-000279,0.174834987255
ACH-000280,0.129495203689
ACH-000281,0.226091883412
ACH-000288,0.07505951298289999
ACH-000291,0.18775492816199998
ACH-000293,0.0750585028901
ACH-000294,0.21845189539299997
ACH-000295,0.214292906957
ACH-000296,0.0871352788335
ACH-000302,0.11860379459100001
ACH-000304,-0.0616419945029
ACH-000307,0.063990837579
ACH-000308,0.0483044798745
ACH-000310,0.285195975652
ACH-000311,0.315849615324
ACH-000312,0.18724189387200002
ACH-000315,-0.032541295008
ACH-000316,0.0325586389682
ACH-000317,0.0462249772458
ACH-000318,0.17771276779599998
ACH-000319,0.16533497898
ACH-000320,0.174615184622
ACH-000322,0.27592153173
ACH-000323,0.11464956582999998
ACH-000324,0.08392136953649999
ACH-000329,-0.048469049827399996
ACH-000330,-0.036266247176699996
ACH-000331,-0.0362707595771
ACH-000332,0.101296087048
ACH-000334,-0.17961876846799998
ACH-000335,0.175837859991
ACH-000336,0.11004276513
ACH-000337,0.159923160874
ACH-000339,0.186590159384
ACH-000341,0.0717610489983
