,RASL11A (387496)
ACH-000004,0.09489814601129999
ACH-000007,-0.250092974131
ACH-000009,0.19247878353599998
ACH-000011,-0.19590286480799998
ACH-000012,0.0560659034266
ACH-000013,0.031181847883099998
ACH-000014,-0.0641586558869
ACH-000015,-0.27848671237
ACH-000017,0.00144562254609
ACH-000018,-0.0127452887207
ACH-000019,-0.19311502825100002
ACH-000021,0.031655227125
ACH-000022,0.0411747886205
ACH-000025,0.000311836571583
ACH-000028,0.0303705235799
ACH-000030,-0.134209763889
ACH-000035,-0.338204368604
ACH-000036,0.051213519792
ACH-000037,-0.284344245243
ACH-000039,-0.00872746307022
ACH-000040,0.0236895482364
ACH-000041,-0.113606056395
ACH-000042,-0.10947701761
ACH-000045,-0.186623926467
ACH-000047,0.06517717958580001
ACH-000052,0.0211672399149
ACH-000053,-0.0170671688705
ACH-000054,0.0426566268941
ACH-000055,-0.0137420431234
ACH-000060,-0.255871260067
ACH-000067,-0.0194290962275
ACH-000070,-0.17871830688499998
ACH-000075,-0.16052298416400002
ACH-000078,0.0672691259535
ACH-000082,-0.105003304118
ACH-000085,-0.302525331645
ACH-000086,-0.053622140748699997
ACH-000087,0.038801572552
ACH-000092,-0.09288044482419999
ACH-000095,-0.18309386297699998
ACH-000097,-0.057355732568300004
ACH-000098,-0.0438565957366
ACH-000099,0.0634798737576
ACH-000108,-0.054643300451800006
ACH-000113,-0.016288695457999998
ACH-000115,-0.282135012154
ACH-000116,0.0701775554958
ACH-000118,0.0164818297516
ACH-000120,0.0853829564736
ACH-000123,-0.0339243930455
ACH-000127,-0.007167791518390001
ACH-000128,-0.493233260091
ACH-000132,-0.144452777796
ACH-000133,-0.049674744590099996
ACH-000137,-0.028552166644599995
ACH-000138,0.0766658290328
ACH-000142,-0.14030984892999998
ACH-000143,0.051047784230000004
ACH-000146,-0.0573007912097
ACH-000148,-0.019140562060900004
ACH-000150,-0.0646327879706
ACH-000152,-0.411793401189
ACH-000153,0.138850046855
ACH-000159,-0.0967624153365
ACH-000160,-0.117794700154
ACH-000163,-0.14809912811599998
ACH-000167,-0.385873727655
ACH-000168,-0.0611533499017
ACH-000169,-0.14420659557499999
ACH-000178,-0.0346274127761
ACH-000182,-0.0383159478586
ACH-000183,-0.123378760844
ACH-000188,0.023970081633099997
ACH-000189,0.15338277318399998
ACH-000190,-0.044373197085199996
ACH-000198,-0.024101052204
ACH-000204,-0.00687462142993
ACH-000206,-0.0816016075166
ACH-000207,-0.130794953843
ACH-000211,-0.0315386803785
ACH-000215,-0.0793330816817
ACH-000221,-0.20344379879000002
ACH-000222,-0.0425553377202
ACH-000223,0.079884643913
ACH-000226,0.18438875233
ACH-000227,-0.16163270001399999
ACH-000228,-0.143076915898
ACH-000231,-0.07502122067969999
ACH-000232,0.015199150259100002
ACH-000233,-0.0879046585529
ACH-000234,-0.302045352873
ACH-000235,0.00697276853396
ACH-000237,0.00016732617784300001
ACH-000238,0.128252300299
ACH-000243,0.14863855847100002
ACH-000244,0.156147058358
ACH-000246,0.0215687876535
ACH-000248,-0.10094936211100002
ACH-000250,-0.111588273148
ACH-000251,-0.436063955567
ACH-000253,-0.039710428278999996
ACH-000255,-0.0569086129651
ACH-000256,-0.0565618317265
ACH-000257,0.0174394424492
ACH-000258,0.21392956675299998
ACH-000259,0.0123646192425
ACH-000260,0.0936596467503
ACH-000261,-0.138668644813
ACH-000262,-0.08724559911520001
ACH-000263,-0.0675602398032
ACH-000264,-0.09812060661779999
ACH-000265,-0.258135220042
ACH-000266,-0.123206608959
ACH-000272,-0.24250682204799998
ACH-000273,0.08708974424839999
ACH-000274,0.20917836138300003
ACH-000277,0.14903498740499999
ACH-000278,-0.286445321987
ACH-000279,-0.020949428633599998
ACH-000280,-0.029418955351299996
ACH-000281,0.0991123176496
ACH-000288,-0.069921780177
ACH-000291,0.00901049759528
ACH-000293,-0.154685652482
ACH-000294,-0.00393851118472
ACH-000295,-0.193408354166
ACH-000296,-0.135315178598
ACH-000302,-0.127692600841
ACH-000304,-0.237034237733
ACH-000307,-0.0019303999176600002
ACH-000308,-0.0431517726397
ACH-000310,-0.012390215151899999
ACH-000311,-0.00587961005887
ACH-000312,0.181290510755
ACH-000315,-0.20168666260200002
ACH-000316,-0.035222344298
ACH-000317,-0.0181376850187
ACH-000318,0.0456170357649
ACH-000319,0.111884019967
ACH-000320,0.305311306269
ACH-000322,-0.0195791866773
ACH-000323,-0.31623092868299996
ACH-000324,0.0275345990955
ACH-000329,0.018338853537000002
ACH-000330,0.143636034965
ACH-000331,0.0318479627048
ACH-000332,-0.0319166735056
ACH-000334,-0.212880285264
ACH-000335,0.061057340932099996
ACH-000336,0.08879438709519999
ACH-000337,-0.0438088038406
ACH-000339,-0.0729337346837
ACH-000341,-0.18953606542399998
ACH-000348,-0.00843105313047
ACH-000350,0.36693973811999997
ACH-000352,-0.0353418883396
ACH-000356,-0.257303022203
ACH-000361,0.030329644710000003
ACH-000362,-0.0433146402793
ACH-000363,-0.0628132312915
ACH-000364,-0.216122277924
ACH-000365,-0.0339917380428
ACH-000366,-0.011070997825400001
ACH-000368,0.174529893636
ACH-000374,-0.0800470473468
ACH-000375,0.043183098009400005
ACH-000376,0.048472863051300004
ACH-000381,-0.0440240092866
ACH-000383,-0.0701831658623
ACH-000387,0.108601416417
ACH-000389,-0.00252529133948
ACH-000390,-0.0731950440233
ACH-000393,-0.157574854237
ACH-000395,0.15437270919
ACH-000397,-0.0110820341954
ACH-000401,-0.017787755141599998
ACH-000402,0.34856227968500003
ACH-000403,-0.364481002408
ACH-000404,-0.353798068601
ACH-000406,-0.00018647193450499998
ACH-000407,0.018483073550200003
ACH-000408,-0.07548512784400001
ACH-000410,-0.027657057472700003
ACH-000411,-0.0606162796821
ACH-000414,-0.022605424092599996
ACH-000415,-0.194148793625
ACH-000416,-0.09552238450860001
ACH-000420,-0.197246345996
ACH-000421,0.011974903040200002
ACH-000424,-0.153089525827
ACH-000425,-0.114262808136
ACH-000426,0.06922666192810001
ACH-000427,-0.125353465971
ACH-000433,-0.056707020492699996
ACH-000436,-0.12475853160599999
ACH-000444,0.0788783086731
ACH-000445,0.16688365140699998
ACH-000448,-0.113579096687
ACH-000450,0.170870106936
ACH-000452,-0.117822386507
ACH-000454,0.192629273109
ACH-000458,-0.203303033164
ACH-000459,0.0929981042189
ACH-000460,0.042310925724099994
ACH-000461,-0.0349013903291
ACH-000463,-0.15547677007000002
ACH-000464,0.19158633869199998
ACH-000466,0.11715627898299999
ACH-000467,-0.104610649111
ACH-000468,-0.016410369908200002
ACH-000469,-0.10458951293299999
ACH-000470,-0.0643384106568
ACH-000471,-0.157892776017
ACH-000472,-0.0335381150049
ACH-000473,-0.136522809647
ACH-000475,-0.11344348927999999
ACH-000476,-0.0752748817535
ACH-000477,-0.111965026524
ACH-000480,0.133131309083
ACH-000481,-0.165677203575
ACH-000483,0.00515796294207
ACH-000484,-0.04945851196380001
ACH-000485,-0.0629743161039
ACH-000486,0.0288574030454
ACH-000487,0.0033589272113299998
ACH-000488,-0.0653753424425
ACH-000490,-0.0358850391766
ACH-000491,-0.0389447993358
ACH-000495,0.00643285551418
ACH-000496,-0.164772304343
ACH-000499,-0.0627509589597
ACH-000500,-0.582887156049
ACH-000502,0.163487131967
ACH-000503,-0.114478989037
ACH-000505,-0.140993688737
ACH-000507,-0.078129140914
ACH-000510,-0.14399588384
ACH-000511,-0.138236553554
ACH-000512,-0.0715889759491
ACH-000516,-0.058972576369199996
ACH-000517,-0.035192512241
ACH-000518,-0.034648516653699994
ACH-000520,-0.21706118603100003
ACH-000521,-0.0989024277424
ACH-000522,-0.0009880915943519999
ACH-000524,-0.043722822744500005
ACH-000527,-0.052696655159900005
ACH-000528,0.0073820459752700004
ACH-000537,-0.17677561984499998
ACH-000541,0.029562084663400004
ACH-000542,-0.04243769519119999
ACH-000544,-0.151044352824
ACH-000545,-0.0882251447508
ACH-000547,-0.0924996326097
ACH-000548,-0.150922810185
ACH-000549,-0.42230017025300004
ACH-000550,-0.22362537167399998
ACH-000552,-0.263854684489
ACH-000556,-0.127765545468
ACH-000557,-0.0616283540416
ACH-000570,-0.302840097918
ACH-000571,-0.167172377822
ACH-000573,-0.10572848114700001
ACH-000576,-0.00224328864268
ACH-000580,-0.0825980979759
ACH-000584,-0.005832233309930001
ACH-000585,-0.034276751353000005
ACH-000588,0.0500511900856
ACH-000589,0.0532953251965
ACH-000591,-0.174127675239
ACH-000593,-0.045267386175800006
ACH-000600,-0.184018147819
ACH-000601,0.022832099058
ACH-000604,0.0257817201845
ACH-000605,-0.34596707092699996
ACH-000606,-0.0364158624355
ACH-000608,-0.09671525792300001
ACH-000614,-0.111348595989
ACH-000616,-0.018893807033
ACH-000618,-0.0628693930286
ACH-000619,-0.277778265992
