,SMARCB1 (6598)
ACH-000486,-1.0772630599
ACH-000487,-1.02123424894
ACH-000488,-1.18159069123
ACH-000490,-1.08818540903
ACH-000491,-1.10421501155
ACH-000495,-0.276682946949
ACH-000496,-0.993417667622
ACH-000499,-1.2400586950599999
ACH-000500,-0.9295536858050001
ACH-000502,-0.919615003049
ACH-000503,-1.6369644134099999
ACH-000505,-1.61985159303
ACH-000507,-0.704275425527
ACH-000510,-0.7743073294889999
ACH-000511,-1.27840095535
ACH-000512,-1.4259374043000002
ACH-000516,-0.357018227855
ACH-000517,-1.42583025246
ACH-000518,-1.2603178888
ACH-000520,-1.0194937897799998
ACH-000521,-0.8128533320290001
ACH-000522,-1.13389038535
ACH-000524,-1.19688843344
ACH-000527,-0.989450452167
ACH-000528,-0.998153304869
ACH-000537,-0.859033156875
ACH-000541,-1.86832759039
ACH-000542,-1.1044053422600002
ACH-000544,-1.28260572
ACH-000545,-1.02239347616
ACH-000547,-1.15192866235
ACH-000548,-0.664366792989
ACH-000549,-1.10342048356
ACH-000550,-0.88481436026
ACH-000552,-0.9176955189720001
ACH-000556,-1.01978137436
ACH-000557,-0.9742691698229999
ACH-000570,-1.44565687486
ACH-000571,-1.05662737848
ACH-000573,-0.73970798121
ACH-000576,-1.25933937303
ACH-000580,-1.42079125085
ACH-000584,-1.12554299396
ACH-000585,-0.49380173019699997
ACH-000588,-0.9886310304260001
ACH-000589,-0.9228618114820001
ACH-000591,-1.06632827314
ACH-000593,-0.958875900071
ACH-000600,-1.17606635023
ACH-000601,-0.794214510787
ACH-000604,-0.9895248684819999
ACH-000605,-1.12689507606
ACH-000606,-0.950750671927
ACH-000608,-1.4590546488999998
ACH-000614,-0.552398714459
ACH-000616,-1.18002838523
ACH-000618,-1.13153371214
ACH-000619,-1.3426910028799999
ACH-000620,-0.596892133337
ACH-000621,-1.1038031338
ACH-000622,-1.28276207376
ACH-000623,-1.0607037311
ACH-000624,-1.1110358842899999
ACH-000627,-1.2859563381899999
ACH-000630,-0.8143278430249999
ACH-000632,-0.838286427821
ACH-000633,-0.9960937062270001
ACH-000637,-0.927227563135
ACH-000638,-1.0053041492700001
ACH-000646,-1.21637534144
ACH-000647,-0.9055287610510001
ACH-000648,-1.19547647749
ACH-000649,-0.758545064001
ACH-000651,-1.20036178481
ACH-000652,-0.607488943197
ACH-000653,-1.27405530364
ACH-000657,-0.758087215596
ACH-000658,-1.5020705230700002
ACH-000661,-1.46478091466
ACH-000662,-1.40767300901
ACH-000663,-0.5691126476330001
ACH-000665,-0.941695441611
ACH-000671,-1.40244276016
ACH-000673,-0.648818855546
ACH-000676,-1.37769165662
ACH-000677,-0.36760358378799995
ACH-000681,-0.022907841596499997
ACH-000682,-1.25255462971
ACH-000683,-0.734542784868
ACH-000684,-1.35636779556
ACH-000688,-1.43851027148
ACH-000693,-1.0022278612200002
ACH-000694,-1.12431167135
ACH-000695,-1.35992836901
ACH-000696,-0.864858580631
ACH-000697,-1.20369937611
ACH-000699,-1.0595022214899998
ACH-000701,-0.7416534079100001
ACH-000706,-1.21768845463
ACH-000711,-1.19002015239
ACH-000713,-0.782006387411
ACH-000714,-1.4668810028200001
ACH-000718,-1.31386607087
ACH-000720,-1.2185430894
ACH-000721,-0.239804688279
ACH-000724,-1.0915733246200001
ACH-000725,-1.58074543717
ACH-000732,-0.643654983878
ACH-000734,-0.8262539471520001
ACH-000735,-0.7895564822310001
ACH-000736,-1.19732914481
ACH-000738,-1.23424654817
ACH-000746,-0.7927269798280001
ACH-000747,-1.2473947007200001
ACH-000748,-0.240801217762
ACH-000753,-1.07026249371
ACH-000756,-1.23986440216
ACH-000757,-0.983603152588
ACH-000758,-1.2001018093
ACH-000760,-1.10555167313
ACH-000763,-1.2692616858499999
ACH-000764,-1.0465205338099999
ACH-000765,-0.997667100547
ACH-000766,-0.736199734883
ACH-000767,-1.68465611696
ACH-000768,-1.14092644982
ACH-000769,-1.44686769021
ACH-000770,-1.1559699496200002
ACH-000771,-1.24432865731
ACH-000773,-1.2349814741
ACH-000776,-1.33529518308
ACH-000777,-1.16757267012
ACH-000778,-0.8196556091249999
ACH-000781,-1.22258227278
ACH-000782,-0.964724992721
ACH-000783,-1.62642474055
ACH-000784,-1.0855486366299998
ACH-000785,-1.7229389623900002
ACH-000787,-1.0561140942
ACH-000788,-1.43242997889
ACH-000791,-1.26866287045
ACH-000792,-1.3686474922
ACH-000794,-1.08075040763
ACH-000796,-0.8331086850380001
ACH-000799,-0.985469807715
ACH-000800,-1.18958839545
ACH-000802,-1.14826199856
ACH-000804,-1.2072044760299998
ACH-000805,-1.19673738531
ACH-000809,-1.4269968537900002
ACH-000810,-1.0402676930799999
ACH-000811,-0.6897378660250001
ACH-000817,-1.1116982845999999
ACH-000819,-1.00453958219
ACH-000820,-0.799124228907
ACH-000821,-1.7168145890000002
ACH-000822,-1.33052026539
ACH-000823,-1.09787167255
ACH-000824,-0.43434777915899997
ACH-000827,-0.9767677042499999
ACH-000829,-1.11847757241
ACH-000831,-0.995521933493
ACH-000832,-1.1988677603
ACH-000833,-0.8834529206110001
ACH-000834,-1.16587111849
ACH-000835,-1.19099963425
ACH-000836,-0.44740225120899996
ACH-000837,-1.1508118539399999
ACH-000838,-1.32602048372
ACH-000839,-1.27522961013
ACH-000840,-1.26098172549
ACH-000841,-0.907199546242
ACH-000843,-1.15730997237
ACH-000846,-1.12633842058
ACH-000847,-1.11063911116
ACH-000848,-0.509771161766
ACH-000849,-1.0979506925
ACH-000851,-1.14418315037
ACH-000855,-0.845497004783
ACH-000856,-1.30598817222
ACH-000858,-1.16873489419
ACH-000859,-0.951482832339
ACH-000861,-1.31560062035
ACH-000862,-1.3406834645299999
ACH-000865,-0.996841168992
ACH-000866,-1.4251949674700002
ACH-000867,-0.699794662644
ACH-000869,-1.0979890021799998
ACH-000872,-1.2977424011299998
ACH-000873,-1.13872295749
ACH-000876,-1.17532954623
ACH-000878,-1.0952462689799998
ACH-000880,-1.4630286697900001
ACH-000881,-0.782073489633
ACH-000882,-0.8890495488200001
ACH-000884,-0.838195724417
ACH-000885,-0.769292299771
ACH-000887,-1.31711338854
ACH-000888,-1.12890297979
ACH-000889,-1.3297287633200001
ACH-000890,-1.21533844762
ACH-000896,-0.828400347343
ACH-000898,-0.636243024189
ACH-000900,-0.848474948452
ACH-000901,-1.04674937465
ACH-000905,-1.05718071236
ACH-000906,-0.995752082017
ACH-000907,-1.1453822763200001
ACH-000910,-1.0995240777700002
ACH-000911,-1.1133726860200002
ACH-000912,-1.08334391081
ACH-000913,-0.549656259262
ACH-000915,-0.7270166733460001
ACH-000916,-1.4026712397499999
ACH-000917,-1.00423423396
ACH-000921,-1.2457756558700002
ACH-000924,-1.10226449676
ACH-000926,-1.14594775421
ACH-000928,-1.19411698514
ACH-000929,-0.9587121874950001
ACH-000932,-0.7097525340109999
ACH-000935,-1.3898631818399998
ACH-000936,-1.17160458559
ACH-000937,-1.81473888632
ACH-000938,-1.20103706766
ACH-000939,-0.439791648586
ACH-000941,-1.30980760853
ACH-000943,-1.01725485404
ACH-000946,-0.7752154422759999
ACH-000947,-0.470987947804
ACH-000948,-1.02188094783
ACH-000950,-0.821819915504
ACH-000953,-1.66831257646
ACH-000957,-0.954633683339
ACH-000958,-1.05718041029
ACH-000960,-1.4598495124899997
ACH-000963,-1.31228058549
ACH-000968,-0.780105544159
ACH-000969,-1.0308116680700001
ACH-000973,-0.609330230719
ACH-000974,-0.9065063024660001
ACH-000975,-1.10401512324
ACH-000976,-1.2392350339
ACH-000978,-0.712339200157
ACH-000980,-0.598444394524
ACH-000984,-0.602609099868
ACH-000986,-0.9260642903949999
ACH-000988,-0.775506125839
ACH-000993,-0.9296735656399999
ACH-000994,-0.611674201747
ACH-000996,-0.9371936107109999
ACH-001001,-0.948032135106
ACH-001020,-0.820417689315
ACH-001028,-0.284010170156
ACH-001031,-0.372037627438
ACH-001038,-0.921421917156
ACH-001048,-0.725241353919
ACH-001050,-0.984942817043
ACH-001053,-1.2774889650599999
ACH-001054,-0.9909524167880001
ACH-001061,-1.0077321673200001
ACH-001067,-0.597133445138
ACH-001075,-1.2977347692899999
ACH-001096,-1.1735023024200002
ACH-001128,0.052083051760800005
ACH-001134,-1.15918900458
ACH-001151,-1.2386402331
ACH-001163,-0.375630538711
ACH-001164,-0.764556090876
ACH-001173,-1.0191004500799998
ACH-001183,-1.1851133084999999
ACH-001184,-1.15311796671
ACH-001190,-1.0483562600399998
ACH-001192,-0.9694769961319999
ACH-001193,-0.7169329037759999
ACH-001196,-1.21249164411
ACH-001197,-1.16338176951
ACH-001205,-1.0385929932100002
ACH-001211,-0.0965697937194
ACH-001212,-0.463398315885
ACH-001228,-1.19385947972
ACH-001232,-0.48577874697400003
ACH-001239,-1.4160632583500001
ACH-001274,-1.10346862982
ACH-001275,-0.12068017042099999
ACH-001277,-0.116743678437
ACH-001278,-0.518106298401
ACH-001280,-0.534214103337
ACH-001283,-0.795726040102
ACH-001289,-0.41863128808399996
ACH-001295,-1.27397484537
ACH-001300,-1.59628146485
ACH-001301,-1.0947061315200002
ACH-001302,-1.41835583377
ACH-001303,-0.879946004434
ACH-001306,-1.48928836083
ACH-001318,-1.3363966772
ACH-001322,-0.760587346743
ACH-001328,-0.827531828168
ACH-001332,-1.33547678528
ACH-001333,-0.528367476248
ACH-001336,-0.9175263574299999
ACH-001340,-1.3647070905
ACH-001346,-1.02237200234
ACH-001353,-1.41982067808
ACH-001354,-1.31827034175
ACH-001367,-1.38020041193
ACH-001368,-0.34958601045599996
ACH-001374,-0.7675530160089999
ACH-001375,-1.5278229980899998
ACH-001377,-1.18250064214
ACH-001380,-0.914007949006
ACH-001391,-1.443140395
ACH-001407,-1.29830889282
ACH-001408,-1.25989357751
ACH-001413,-1.29958058454
ACH-001430,-1.1041591689599999
ACH-001431,-0.931770896899
ACH-001450,-1.38293819937
ACH-001496,-0.9985738070899999
ACH-001500,-1.11952170951
ACH-001521,-1.33454001571
ACH-001523,-0.923633963422
ACH-001532,-0.185974160449
ACH-001536,-1.033601875
ACH-001550,-0.810378025397
ACH-001552,-0.8923500517649999
ACH-001554,-0.968711935547
ACH-001645,-1.25531496326
ACH-001654,-0.890502281974
ACH-001715,-0.729663102043
ACH-001735,-1.2618801852200001
ACH-001736,-1.43342993824
ACH-001737,-1.32834763353
ACH-001740,-1.3256151458299998
ACH-001745,-1.1682635754200001
ACH-001750,-1.02936580232
ACH-001765,-1.1339182427299999
ACH-001956,-0.994070694165
ACH-001957,-1.14326191566
