,SH2D6 (284948)
ACH-000004,-0.03800188008080001
ACH-000007,0.024418113936400004
ACH-000009,0.0522404713573
ACH-000011,0.09168211899939999
ACH-000012,0.147526499419
ACH-000013,0.11529362507400001
ACH-000014,-0.11251690470100001
ACH-000015,0.0356753688996
ACH-000017,-0.0313219510912
ACH-000018,0.0512194103313
ACH-000019,-0.000593496799427
ACH-000021,-0.260542357676
ACH-000022,0.00923559064548
ACH-000025,0.0461945380076
ACH-000028,0.056355339201499995
ACH-000030,-0.028326308493
ACH-000035,-0.201142460173
ACH-000036,0.0288277535761
ACH-000037,0.0907097962402
ACH-000039,0.165990659684
ACH-000040,0.0034998755814499996
ACH-000041,-0.00700199255858
ACH-000042,-0.161241070993
ACH-000045,0.0192831142504
ACH-000047,0.147726070397
ACH-000052,0.008934986804770001
ACH-000053,-0.06997834298530001
ACH-000054,-0.0642411997301
ACH-000055,0.12727850988199998
ACH-000060,0.285507074739
ACH-000067,-0.21808600022
ACH-000070,0.189914547593
ACH-000075,-0.0253988466179
ACH-000078,0.0893616813473
ACH-000082,0.224227229016
ACH-000085,-0.12217795912
ACH-000086,-0.12814199929300002
ACH-000087,-0.21875821072700002
ACH-000092,-0.0965220661269
ACH-000095,0.213199077568
ACH-000097,0.020788352675700002
ACH-000098,-0.06057472889980001
ACH-000099,0.080294867515
ACH-000108,0.0143106371483
ACH-000113,-0.0702473506178
ACH-000115,0.052865759452099995
ACH-000116,0.019504985252400003
ACH-000118,-0.051040972355899994
ACH-000120,-0.0790113142366
ACH-000123,-0.0626681110713
ACH-000127,-0.074501712669
ACH-000128,0.045175987142900005
ACH-000132,-0.0030867061770999994
ACH-000133,-0.15275058885
ACH-000137,-0.10730283284499999
ACH-000138,0.07331288634449999
ACH-000142,-0.06671885483519999
ACH-000143,-0.042392731599699994
ACH-000146,0.11597895138
ACH-000148,0.04509130234
ACH-000150,-0.07347715721919999
ACH-000152,0.0749323516252
ACH-000153,0.209184225823
ACH-000159,-0.0160119143254
ACH-000160,-0.16600064397
ACH-000163,-0.0528061735724
ACH-000167,-0.024353138711099998
ACH-000168,-0.0439584321261
ACH-000169,0.15840243146400002
ACH-000178,0.0481523369208
ACH-000182,-0.09916926307089999
ACH-000183,0.0729609199705
ACH-000188,-0.0774582213085
ACH-000189,0.119984021881
ACH-000190,0.0261384011629
ACH-000198,-0.153630382169
ACH-000204,0.00215243088142
ACH-000206,-0.205755931919
ACH-000207,0.0206315523439
ACH-000211,0.11509153092800001
ACH-000215,-0.0619443054672
ACH-000221,-0.26027027396499997
ACH-000222,-0.192552773257
ACH-000223,0.014738850166599999
ACH-000226,-0.10611747312599999
ACH-000227,-0.125855634569
ACH-000228,-0.0294963689204
ACH-000231,-0.050087868078199996
ACH-000232,-0.045615549115500004
ACH-000233,-0.116524599592
ACH-000234,-0.00999494414838
ACH-000235,0.026071557678099995
ACH-000237,0.050392616235699995
ACH-000238,-0.168791602047
ACH-000243,-0.127393395899
ACH-000244,-0.0666864823917
ACH-000246,0.125157867704
ACH-000248,0.06918109258010001
ACH-000250,0.139254264353
ACH-000251,0.010948898209899999
ACH-000253,0.0542320742418
ACH-000255,-0.0738156126898
ACH-000256,0.127335369882
ACH-000257,0.22847843998000003
ACH-000258,-0.081809094114
ACH-000259,-0.0359152535799
ACH-000260,0.0183732338072
ACH-000261,-0.006686198085970001
ACH-000262,-0.184435037418
ACH-000263,-0.0310231361943
ACH-000264,0.0437533666054
ACH-000265,-0.116969618992
ACH-000266,-0.12544512298000002
ACH-000272,-0.0293372280202
ACH-000273,-0.0073155716957799995
ACH-000274,-0.032342748100099995
ACH-000277,0.17408797851799998
ACH-000278,-0.16855225686099998
ACH-000279,-0.08441574417549999
ACH-000280,-0.020881526460099997
ACH-000281,-0.115094263453
ACH-000288,-0.056446770086699995
ACH-000291,-0.07407961278939999
ACH-000293,-0.038538981468
ACH-000294,-0.118354463846
ACH-000295,-0.0774029381158
ACH-000296,0.111045658356
ACH-000302,0.062076669548300004
ACH-000304,0.103834097732
ACH-000307,-0.017949357006
ACH-000308,0.0815396299694
ACH-000310,0.179591855441
ACH-000311,-0.154066612701
ACH-000312,-0.019653055107799997
ACH-000315,-0.36397294633599997
ACH-000316,0.115862859853
ACH-000317,-0.008964544075870001
ACH-000318,0.0316686532228
ACH-000319,-0.0317775310395
ACH-000320,-0.0791838153801
ACH-000322,-0.221844970039
ACH-000323,0.08892009491010001
