,POLA2 (23649)
ACH-000004,-1.05650408495
ACH-000007,-0.97176206076
ACH-000009,-1.54888091748
ACH-000011,-0.752390023037
ACH-000012,-1.27237724815
ACH-000013,-0.724637451725
ACH-000014,-1.04961063895
ACH-000015,-0.977455265754
ACH-000017,-1.1301157538
ACH-000018,-0.829861689954
ACH-000019,-1.16731192607
ACH-000021,-0.932723383324
ACH-000022,-1.05717046519
ACH-000025,-0.950671190447
ACH-000028,-1.0434086359899999
ACH-000030,-0.993793028909
ACH-000035,-0.8749554796
ACH-000036,-1.0922255291399998
ACH-000037,-1.31528136561
ACH-000039,-1.1091772907600002
ACH-000040,-0.927729105026
ACH-000041,-0.8655936726350001
ACH-000042,-0.9161700949580001
ACH-000045,-0.9659266971089999
ACH-000047,-0.904698141126
ACH-000052,-1.19544811133
ACH-000053,-1.04826008637
ACH-000054,-1.05130357422
ACH-000055,-0.803375937835
ACH-000060,-1.03078228023
ACH-000067,-1.00619174474
ACH-000070,-1.17036346436
ACH-000075,-1.0382592561200001
ACH-000078,-1.16770127495
ACH-000082,-1.1783178785
ACH-000085,-1.02418988255
ACH-000086,-1.25271553309
ACH-000087,-1.02612749729
ACH-000092,-1.20804532678
ACH-000095,-1.20208820213
ACH-000097,-1.1438574481100001
ACH-000098,-0.995607928415
ACH-000099,-1.23529902573
ACH-000108,-1.00974868418
ACH-000113,-0.9104524865289999
ACH-000115,-1.08787273538
ACH-000116,-0.83320112545
ACH-000118,-0.864033923308
ACH-000120,-0.9716950601450001
ACH-000123,-1.26965604275
ACH-000127,-0.934018209367
ACH-000128,-1.2258959225200001
ACH-000132,-0.9612499602779999
ACH-000133,-1.0313815269600002
ACH-000137,-0.978418848221
ACH-000138,-1.17775181036
ACH-000142,-1.1142005799799999
ACH-000143,-1.19427697791
ACH-000146,-0.834400900273
ACH-000148,-0.9456303163359999
ACH-000150,-0.984240438814
ACH-000152,-0.995213704585
ACH-000153,-0.980910407949
ACH-000159,-1.24630490131
ACH-000160,-0.8967756701549999
ACH-000163,-1.13861598728
ACH-000167,-1.1464846435200002
ACH-000168,-1.3114450397700002
ACH-000169,-1.10879874284
ACH-000178,-0.7823848440100001
ACH-000182,-0.9583279603129999
ACH-000183,-0.862636039614
ACH-000188,-0.9685416527420001
ACH-000189,-1.41231021169
ACH-000190,-1.21290943485
ACH-000198,-1.0003363821100002
ACH-000204,-1.19054690919
ACH-000206,-0.9998428881360001
ACH-000207,-0.822502089332
ACH-000211,-1.0110468856100001
ACH-000215,-0.970052834179
ACH-000221,-1.00619108204
ACH-000222,-1.06705503108
ACH-000223,-1.01463443629
ACH-000226,-0.9811187693950001
ACH-000227,-1.04495184592
ACH-000228,-1.0095571772399998
ACH-000231,-1.11077879714
ACH-000232,-0.973119130673
ACH-000233,-0.9088171238830001
ACH-000234,-1.38203011614
ACH-000235,-0.968984818952
ACH-000237,-0.864185888062
ACH-000238,-0.848707533183
ACH-000243,-0.848223300972
ACH-000244,-0.838301187326
ACH-000246,-1.08491928547
ACH-000248,-0.655667007714
ACH-000250,-0.849033144128
ACH-000251,-1.0784383772700001
ACH-000253,-1.3114415587200001
ACH-000255,-0.914120955582
ACH-000256,-1.00024886369
ACH-000257,-1.0995187164
ACH-000258,-0.987526724474
ACH-000259,-0.850049995824
ACH-000260,-1.13884009049
ACH-000261,-1.20193063065
ACH-000262,-0.691308857063
ACH-000263,-0.9805356285629999
ACH-000264,-1.16117194854
ACH-000265,-0.969395602842
ACH-000266,-1.0661167222499999
ACH-000272,-1.09593213504
ACH-000273,-1.0937403652200002
ACH-000274,-1.0213071362000001
ACH-000277,-0.8361981324600001
ACH-000278,-0.674979987808
ACH-000279,-1.0941454618700002
ACH-000280,-1.0252432867399999
ACH-000281,-0.671354470638
ACH-000288,-1.05550211619
ACH-000291,-1.19723784155
ACH-000293,-1.23025765199
ACH-000294,-0.547250473998
ACH-000295,-0.9580948759289999
ACH-000296,-1.2476413439899998
ACH-000302,-1.1046320401799998
ACH-000304,-0.785931412353
ACH-000307,-1.2562685220999998
ACH-000308,-1.21541462683
ACH-000310,-1.3974599875100002
ACH-000311,-0.937070009886
ACH-000312,-1.0137010185100002
ACH-000315,-0.766134804091
ACH-000316,-0.917067467448
ACH-000317,-0.950426635904
ACH-000318,-1.07681898492
ACH-000319,-1.26637697702
ACH-000320,-1.01585512741
ACH-000322,-0.8152486312109999
ACH-000323,-1.09482462764
ACH-000324,-1.05514398031
ACH-000329,-1.0854691089
ACH-000330,-1.0615394089399999
ACH-000331,-0.924510289491
ACH-000332,-0.848118518608
ACH-000334,-0.624683132447
ACH-000335,-1.18947742277
ACH-000336,-0.8903788254289999
ACH-000337,-1.0115895500299998
ACH-000339,-0.9529358900049999
ACH-000341,-1.0246575003
ACH-000348,-0.9574892199539999
ACH-000350,-1.45109160066
ACH-000352,-0.881982229067
ACH-000356,-0.843992149442
ACH-000361,-0.959790315468
ACH-000362,-0.90785494138
ACH-000363,-1.1576475824899999
ACH-000364,-0.89571844545
ACH-000365,-0.8698455090620001
ACH-000366,-1.10053959787
ACH-000368,-0.881343511438
ACH-000374,-1.1795128693799999
ACH-000375,-1.0312762149099999
ACH-000376,-0.971313443179
ACH-000381,-1.1050103092799999
ACH-000383,-0.930668626538
ACH-000387,-1.06983207828
ACH-000389,-0.855795294616
ACH-000390,-0.9811320126
ACH-000393,-1.08933682267
ACH-000395,-0.790294501657
ACH-000397,-1.0358357082
ACH-000401,-0.684246424715
ACH-000402,-0.7821299637100001
ACH-000403,-1.1849440015000001
ACH-000404,-0.725949214609
ACH-000406,-0.849940932951
ACH-000407,-1.00823694655
ACH-000408,-0.558168116364
ACH-000410,-1.01728145984
ACH-000411,-1.30079622487
ACH-000414,-0.964027546614
ACH-000415,-0.9240652274529999
ACH-000416,-1.04009763774
ACH-000420,-1.15058382809
ACH-000421,-1.00914358537
ACH-000424,-0.9394540474200002
ACH-000425,-0.992819702568
ACH-000426,-1.0645208685299998
ACH-000427,-1.0037977062899999
ACH-000433,-1.0682914047399998
ACH-000436,-0.896086050334
ACH-000444,-1.3566950413799999
ACH-000445,-1.16013641168
ACH-000448,-0.9357946106239999
ACH-000450,-0.864262262518
ACH-000452,-1.160855398
ACH-000454,-0.948984238064
ACH-000458,-0.8699269939190001
ACH-000459,-0.658288816574
ACH-000460,-0.939660958765
ACH-000461,-1.26573349408
ACH-000463,-0.802668524101
ACH-000464,-0.971957111411
ACH-000466,-1.0087133741
ACH-000467,-1.20711977974
ACH-000468,-1.04124586081
ACH-000469,-0.694299231972
ACH-000470,-1.20979598721
ACH-000471,-1.23770531949
ACH-000472,-0.752241416371
ACH-000473,-0.878254238169
ACH-000475,-1.07201324284
ACH-000476,-1.1019346734200002
ACH-000477,-1.07807640093
ACH-000480,-1.2489229231
ACH-000481,-1.06088741392
ACH-000483,-1.7441669388299998
ACH-000484,-1.394029841
ACH-000485,-1.19001584115
ACH-000486,-1.2133081026
ACH-000487,-1.0269154385500001
ACH-000488,-0.904077904365
ACH-000490,-1.06926782748
ACH-000491,-1.49582405856
ACH-000495,-1.0043746372799998
ACH-000496,-1.1608694253899998
ACH-000499,-0.788743495804
ACH-000500,-0.9285757494700001
ACH-000502,-1.01129144815
ACH-000503,-0.711503908127
ACH-000505,-1.13567011419
ACH-000507,-0.977499124209
ACH-000510,-1.13638718222
ACH-000511,-1.08144391824
ACH-000512,-0.870992280795
ACH-000516,-1.2944412902200002
ACH-000517,-1.3549962829299997
ACH-000518,-1.01471921916
ACH-000520,-1.0388755270899999
ACH-000521,-0.946190046141
ACH-000522,-0.9808836941600001
ACH-000524,-1.25456071404
ACH-000527,-0.959053618665
ACH-000528,-1.41007491366
ACH-000537,-1.4139885164
ACH-000541,-1.12078540513
ACH-000542,-1.13064270081
ACH-000544,-0.7571151538199999
ACH-000545,-1.18066809515
ACH-000547,-1.0452054318700001
