,SYCN (342898)
ACH-000004,0.00435326997998
ACH-000007,0.322995569429
ACH-000009,-0.014261404814599999
ACH-000011,0.0973287315675
ACH-000012,0.0347821113267
ACH-000013,-0.188097149626
ACH-000014,0.0036269366954000005
ACH-000015,-0.119973912829
ACH-000017,-0.0409673498181
ACH-000018,0.006485082855520001
ACH-000019,0.11743142568399999
ACH-000021,-0.009210911724700002
ACH-000022,-0.0561082310393
ACH-000025,0.117495575354
ACH-000028,0.2556637902
ACH-000030,-0.0971203506824
ACH-000035,0.07115509421739999
ACH-000036,0.049363525628800003
ACH-000037,0.023458099098799996
ACH-000039,0.234605557518
ACH-000040,0.0819693390957
ACH-000041,0.17847487514899998
ACH-000042,-0.0740825361703
ACH-000045,0.008289728854689999
ACH-000047,-0.0622104133782
ACH-000052,-0.008190311102429999
ACH-000053,-0.10252548625499999
ACH-000054,-0.018591566665
ACH-000055,-0.22369533769699998
ACH-000060,0.004377067373100001
ACH-000067,-0.048370869553399996
ACH-000070,-0.0527492065125
ACH-000075,-0.179425081893
ACH-000078,0.152952802152
ACH-000082,0.20681379479000003
ACH-000085,-0.0617208262906
ACH-000086,-0.104131753593
ACH-000087,0.0628646899082
ACH-000092,-0.0997617966367
ACH-000095,0.106322282502
ACH-000097,-0.09301083421939998
ACH-000098,-0.17703918754
ACH-000099,0.00187582599247
ACH-000108,0.144564905355
ACH-000113,0.0180497496146
ACH-000115,0.40634972006399994
ACH-000116,0.134760128693
ACH-000118,-0.0249417800015
ACH-000120,0.137671471976
ACH-000123,0.0355930828275
ACH-000127,-0.00057625721748
ACH-000128,-0.166598414813
ACH-000132,0.0858217652619
ACH-000133,-0.059614717562
ACH-000137,-0.213005247372
ACH-000138,-0.0102214021914
ACH-000142,-0.177940223458
ACH-000143,0.316707377645
ACH-000146,0.00681254751937
ACH-000148,-0.014269314120799998
ACH-000150,-0.176767216071
ACH-000152,-0.010628182445700001
ACH-000153,0.0008944525233930001
ACH-000159,-0.000615427917762
ACH-000160,-0.24839121833900002
ACH-000163,-0.107670527416
ACH-000167,0.0159646883965
ACH-000168,-0.0524176077898
ACH-000169,0.09780907777460002
ACH-000178,0.050216409552
ACH-000182,-0.07895042013560001
ACH-000183,-0.1011626281
ACH-000188,-0.058711509364800005
ACH-000189,-0.08586470006069999
ACH-000190,-0.058600196579
ACH-000198,0.0331871281595
ACH-000204,-0.158209610669
ACH-000206,-0.329340148896
ACH-000207,0.0980441305285
ACH-000211,0.07654360241939999
ACH-000215,0.04376918402419999
ACH-000221,0.0425814941805
ACH-000222,0.0243286475947
ACH-000223,0.20291934094900002
ACH-000226,0.176162169976
ACH-000227,0.0311978381853
ACH-000228,-0.192218252125
ACH-000231,0.17885974066500002
ACH-000232,0.0140543682923
ACH-000233,-0.024264819796599998
ACH-000234,-0.2007214293
ACH-000235,-0.0903470923936
ACH-000237,-0.03656417724680001
ACH-000238,0.015861193078
ACH-000243,0.171332596093
ACH-000244,0.20855741629500002
ACH-000246,-0.00622510997504
ACH-000248,0.0110208375692
ACH-000250,-0.152433910136
ACH-000251,-0.145693224902
ACH-000253,-0.038918984605099995
ACH-000255,-0.08049987966439999
ACH-000256,-0.202309443019
ACH-000257,0.29624445958900003
ACH-000258,0.030850738871400003
ACH-000259,-0.00464863338253
ACH-000260,-0.013572298034099999
ACH-000261,0.0319252364187
ACH-000262,-0.124231707005
ACH-000263,-0.10946911879
ACH-000264,0.134878711182
ACH-000265,0.063350882645
ACH-000266,-0.005509218883390001
ACH-000272,0.022829464463400003
ACH-000273,0.07834947832339999
ACH-000274,0.0685211148568
ACH-000277,0.17215526843600001
ACH-000278,-0.055339275231
ACH-000279,0.056292699703099996
ACH-000280,-0.024904529569
ACH-000281,0.181149322636
ACH-000288,0.0285869823634
ACH-000291,-0.0926691979522
ACH-000293,0.08771208771839999
ACH-000294,-0.0428549156414
ACH-000295,0.294271381469
ACH-000296,-0.282751533566
ACH-000302,-0.37544578492200004
ACH-000304,-0.0457556133674
ACH-000307,0.0704731933425
ACH-000308,-0.252795759838
ACH-000310,-0.00644069432805
ACH-000311,0.067920057756
ACH-000312,0.0832361156943
ACH-000315,-0.34366124609800003
ACH-000316,-0.029240880351800003
ACH-000317,0.216908458615
ACH-000318,-0.1675997618
ACH-000319,-0.056409440779
ACH-000320,0.17421643452399999
ACH-000322,0.295690782653
ACH-000323,0.0379878266357
ACH-000324,0.0917502701725
ACH-000329,0.109106577935
ACH-000330,-0.08543830336660001
ACH-000331,0.200339136829
ACH-000332,-0.010570200971099999
ACH-000334,0.164474855655
ACH-000335,-0.218797646593
ACH-000336,0.114029000536
ACH-000337,0.04756992072369999
ACH-000339,-0.111196887073
ACH-000341,-0.08923118016560001
ACH-000348,-0.0444246031156
ACH-000350,0.0213910621419
ACH-000352,0.09306556361610001
ACH-000356,0.123878566157
ACH-000361,0.028647007402499997
ACH-000362,0.0547412056537
ACH-000363,-0.107141410401
ACH-000364,-0.044460234517099996
ACH-000365,-0.0574820076991
ACH-000366,-0.114054118573
ACH-000368,0.10040458284199999
ACH-000374,0.32809068478500003
ACH-000375,-0.0195110388119
ACH-000376,0.0890464805766
ACH-000381,0.0193561671626
ACH-000383,0.029182802800599997
ACH-000387,0.201786380791
ACH-000389,-0.131431653295
ACH-000390,0.220995663487
ACH-000393,-0.107424465002
ACH-000395,-0.18934261210099998
ACH-000397,-0.183648856542
ACH-000401,-0.053161885157900005
ACH-000402,0.142739996221
ACH-000403,0.11606283114299999
ACH-000404,0.322573052015
ACH-000406,0.00470464506471
ACH-000407,-0.07016836495249999
ACH-000408,0.045927869332600006
ACH-000410,-0.024601065195400004
ACH-000411,0.00368878009909
ACH-000414,0.0831308640766
ACH-000415,-0.020613583501
ACH-000416,-0.0122568703407
ACH-000420,0.0251307438247
ACH-000421,-0.182506240139
ACH-000424,-0.157351386067
ACH-000425,-0.064437929702
ACH-000426,-0.487049495147
ACH-000427,-0.0599161224598
ACH-000433,0.263088891659
ACH-000436,0.00334397089114
ACH-000444,0.04518042703919999
ACH-000445,0.0718778574832
ACH-000448,0.00321845400092
ACH-000450,-0.0135573828583
ACH-000452,-0.0536241457204
ACH-000454,-0.156521950968
ACH-000458,0.013823251736
ACH-000459,-0.039101139092
