,OPN4 (94233)
ACH-000004,-0.344997789748
ACH-000007,-0.17873910084800002
ACH-000009,-0.250125040574
ACH-000011,-0.33248135435
ACH-000012,-0.434586741444
ACH-000013,-0.292887881393
ACH-000014,-0.421422277077
ACH-000015,-0.302385365722
ACH-000017,-0.16918571945900002
ACH-000018,-0.293678912692
ACH-000019,-0.022496750260099996
ACH-000021,-0.255750525876
ACH-000022,-0.22760931934300002
ACH-000025,-0.528350496519
ACH-000028,-0.227413023959
ACH-000030,-0.318157248737
ACH-000035,-0.409045538565
ACH-000036,-0.38271641282499996
ACH-000037,-0.444588181892
ACH-000039,-0.284295553007
ACH-000040,-0.46870246167900004
ACH-000041,-0.47025679796400005
ACH-000042,-0.345568817903
ACH-000045,-0.12874380014200001
ACH-000047,-0.30559299417
ACH-000052,-0.429428419454
ACH-000053,-0.278123402221
ACH-000054,-0.297987348235
ACH-000055,-0.111887026546
ACH-000060,-0.35274053815399997
ACH-000067,-0.350839435497
ACH-000070,-0.143221027131
ACH-000075,-0.248233374321
ACH-000078,-0.40804181615400004
ACH-000082,-0.25355838358399996
ACH-000085,-0.381426215022
ACH-000086,-0.47017816906000004
ACH-000087,-0.362831506866
ACH-000092,-0.283173403427
ACH-000095,-0.271754696813
ACH-000097,-0.204818441132
ACH-000098,-0.255340795282
ACH-000099,-0.338973444232
ACH-000108,-0.37335023151
ACH-000113,-0.206060910011
ACH-000115,-0.127089752472
ACH-000116,-0.33677594840499997
ACH-000118,-0.306000965298
ACH-000120,-0.273710370717
ACH-000123,-0.203701212838
ACH-000127,-0.349567804422
ACH-000128,-0.26364975856899997
ACH-000132,-0.34981897188100003
ACH-000133,-0.433464376199
ACH-000137,-0.274505814264
ACH-000138,-0.147946501205
ACH-000142,-0.388597762768
ACH-000143,-0.32500929438000004
ACH-000146,-0.303196579116
ACH-000148,-0.28970079653499997
ACH-000150,-0.29573154502300003
ACH-000152,-0.361297099216
ACH-000153,-0.24593318483600002
ACH-000159,-0.3535544454
ACH-000160,-0.303288102198
ACH-000163,-0.29399844396499997
ACH-000167,-0.00618631575113
ACH-000168,-0.44616860067
ACH-000169,-0.312313013729
ACH-000178,-0.226123049662
ACH-000182,-0.240029709988
ACH-000183,-0.37173801021700004
ACH-000188,-0.347829537339
ACH-000189,-0.08199981267180001
ACH-000190,-0.415287457556
ACH-000198,-0.265020456
ACH-000204,-0.0676147296242
ACH-000206,-0.313424136626
ACH-000207,-0.268246465895
ACH-000211,-0.23774992393599997
ACH-000215,-0.34209968019599996
ACH-000221,-0.18651735700599997
ACH-000222,-0.23011584619000003
ACH-000223,-0.20899335192899998
ACH-000226,-0.36208130685900003
ACH-000227,-0.451675451607
ACH-000228,-0.284938428012
ACH-000231,-0.37332844292499995
ACH-000232,-0.37766447795
ACH-000233,-0.24900803994800003
ACH-000234,-0.36711053560699997
ACH-000235,-0.243101848488
ACH-000237,-0.304891328446
ACH-000238,-0.282269388427
ACH-000243,-0.337312379481
ACH-000244,-0.222661400447
ACH-000246,-0.35723642892800006
ACH-000248,-0.25634017025
ACH-000250,-0.386346883287
ACH-000251,-0.209909203385
ACH-000253,-0.171000167065
ACH-000255,-0.333644391258
ACH-000256,-0.236433339705
ACH-000257,-0.33109277580400004
ACH-000258,-0.467853900532
ACH-000259,-0.40083141359700003
ACH-000260,-0.288821756449
ACH-000261,-0.343717930382
ACH-000262,-0.275126093584
ACH-000263,-0.507291183514
ACH-000264,-0.36015663045400004
ACH-000265,-0.268458220802
ACH-000266,-0.23217341872800001
ACH-000272,-0.110319526716
ACH-000273,-0.347175990005
ACH-000274,-0.2668958043
ACH-000277,-0.219632927323
ACH-000278,-0.28009439028099997
ACH-000279,-0.30379784363400003
ACH-000280,-0.366438401638
ACH-000281,-0.403833260005
ACH-000288,-0.378414039625
ACH-000291,-0.239327680088
ACH-000293,-0.177981711819
ACH-000294,-0.18839938574999998
ACH-000295,-0.29014475354499997
ACH-000296,-0.164689379488
ACH-000302,-0.32646488249
ACH-000304,-0.0962132888837
ACH-000307,-0.369420163947
ACH-000308,-0.393271992586
ACH-000310,-0.312056843514
ACH-000311,-0.320467813825
ACH-000312,-0.414038050032
ACH-000315,-0.320016828751
ACH-000316,-0.250525340241
ACH-000317,-0.30801981366799996
ACH-000318,-0.16933110143599997
ACH-000319,-0.263517713616
ACH-000320,-0.164778416201
ACH-000322,-0.22418381391800002
ACH-000323,-0.48593169536799996
ACH-000324,-0.195279056205
ACH-000329,-0.34946680437600003
ACH-000330,-0.342974094277
ACH-000331,-0.46710108500200004
ACH-000332,-0.345824400645
ACH-000334,-0.288207004508
ACH-000335,-0.20979804156800003
ACH-000336,-0.24041212837099998
ACH-000337,-0.27577960307300003
ACH-000339,-0.33723522386
ACH-000341,-0.18394805638
ACH-000348,-0.277242028318
ACH-000350,-0.393125278183
ACH-000352,-0.143428559302
ACH-000356,-0.383637780013
ACH-000361,-0.195630457373
ACH-000362,-0.250813527216
ACH-000363,-0.28297162048700003
ACH-000364,-0.0816866566061
ACH-000365,-0.309238686711
ACH-000366,-0.30397510819
ACH-000368,-0.63880456141
ACH-000374,-0.308146910702
ACH-000375,-0.39559168472499995
ACH-000376,-0.33525232429900004
ACH-000381,-0.40692979891500003
ACH-000383,-0.34625467988499997
ACH-000387,-0.43275290732
ACH-000389,-0.26320058626
ACH-000390,-0.264021955961
ACH-000393,-0.285468061806
ACH-000395,-0.406793334269
ACH-000397,-0.127985877083
ACH-000401,-0.147269799805
ACH-000402,-0.46829786726899997
ACH-000403,-0.34679279243100003
ACH-000404,-0.353355463536
ACH-000406,-0.308890432311
ACH-000407,-0.3045759758
ACH-000408,-0.528878021412
ACH-000410,-0.347957255232
ACH-000411,-0.33494599627300004
ACH-000414,-0.219340881833
ACH-000415,-0.350826929578
ACH-000416,-0.236836383605
ACH-000420,-0.231503406021
ACH-000421,-0.254283592104
ACH-000424,-0.427398191252
ACH-000425,-0.260864964542
ACH-000426,-0.25322119521200004
ACH-000427,-0.5283418690899999
ACH-000433,-0.41534505824100004
ACH-000436,-0.183042277028
ACH-000444,-0.47197434365900004
ACH-000445,-0.22438534028700002
ACH-000448,-0.379504017889
ACH-000450,0.0157107970198
ACH-000452,-0.48573134501500004
ACH-000454,-0.45428922587
ACH-000458,-0.234833386123
ACH-000459,-0.229965489751
ACH-000460,-0.410799245326
ACH-000461,-0.397022431134
ACH-000463,-0.323654187185
ACH-000464,-0.323102106999
ACH-000466,-0.175222888616
ACH-000467,-0.422075241653
ACH-000468,-0.123158193574
ACH-000469,-0.362673967437
ACH-000470,-0.09620877393060001
ACH-000471,-0.278044751408
ACH-000472,-0.31620353033799997
ACH-000473,-0.19278297494600002
ACH-000475,-0.308881777812
ACH-000476,-0.329964809962
ACH-000477,-0.186553513425
ACH-000480,-0.324064134766
ACH-000481,-0.299236305722
ACH-000483,-0.38286683175700004
ACH-000484,-0.22495272294399998
ACH-000485,-0.309265176154
ACH-000486,-0.336477241639
ACH-000487,-0.410550920889
ACH-000488,-0.287924476054
ACH-000490,-0.258330323558
ACH-000491,-0.200634402962
ACH-000495,-0.5051340383030001
ACH-000496,-0.331102520916
ACH-000499,-0.514953039457
ACH-000500,-0.600933270812
