,NR2C2AP (126382)
ACH-000004,-0.22973025143000003
ACH-000007,-0.369317865966
ACH-000009,-0.7884612350769999
ACH-000011,-1.1878305467499999
ACH-000012,-0.68180931442
ACH-000013,-0.935253801899
ACH-000014,-1.20784060138
ACH-000015,-0.896284349892
ACH-000017,-1.07151754775
ACH-000018,-0.6441456037100001
ACH-000019,-0.616545898666
ACH-000021,-0.567470529648
ACH-000022,-0.7867723438779999
ACH-000025,-1.19989596915
ACH-000028,-0.8276029664679999
ACH-000030,-0.593428527885
ACH-000035,-0.604564548864
ACH-000036,-1.10087239661
ACH-000037,-0.197175248008
ACH-000039,-0.8413948739429999
ACH-000040,-0.840261989131
ACH-000041,-1.09751793516
ACH-000042,-0.439924977202
ACH-000045,-0.150221471828
ACH-000047,-0.571295219341
ACH-000052,-0.6392454410930001
ACH-000053,-0.452406136941
ACH-000054,-0.669470111912
ACH-000055,-1.01929330623
ACH-000060,-0.488538395478
ACH-000067,-0.7042397228470001
ACH-000070,-0.591348994974
ACH-000075,-0.282265444343
ACH-000078,-0.640653704494
ACH-000082,-0.225863118938
ACH-000085,-0.708308959572
ACH-000086,-0.7450629782439999
ACH-000087,-0.840099494014
ACH-000092,-0.603217372278
ACH-000095,-0.6784136694030001
ACH-000097,-0.19627750223999998
ACH-000098,-1.04974343268
ACH-000099,-0.828956719421
ACH-000108,-0.68766358707
ACH-000113,-0.402592554443
ACH-000115,-0.516980716951
ACH-000116,-0.7284775961059999
ACH-000118,-0.5869499801770001
ACH-000120,-0.923377853892
ACH-000123,-0.928361374015
ACH-000127,-0.747813817516
ACH-000128,-0.42448738870700004
ACH-000132,-0.775186782121
ACH-000133,-0.579195328219
ACH-000137,-0.8887619217880001
ACH-000138,-0.971483099122
ACH-000142,-1.14145012984
ACH-000143,-0.46465248004299997
ACH-000146,-0.20616074465300002
ACH-000148,-0.548116943481
ACH-000150,-0.711703420473
ACH-000152,-0.5574128910939999
ACH-000153,-0.6805769172930001
ACH-000159,-0.519160106835
ACH-000160,-0.22474358554499999
ACH-000163,-0.6020309507639999
ACH-000167,-0.98610487097
ACH-000168,-0.43096714226300004
ACH-000169,-0.529967935095
ACH-000178,-0.917231161075
ACH-000182,-0.28346293271899997
ACH-000183,-0.8461035053820001
ACH-000188,-0.769784472686
ACH-000189,-0.588728723039
ACH-000190,-0.9491781677850001
ACH-000198,-0.35577496391400004
ACH-000204,-0.574511572079
ACH-000206,-0.37430393542499996
ACH-000207,-0.467397242608
ACH-000211,-1.13119015891
ACH-000215,-0.8871345399580001
ACH-000221,-0.67731125205
ACH-000222,-0.5041093017080001
ACH-000223,-0.31879407262
ACH-000226,-0.39830172701800004
ACH-000227,-0.6741076897220001
ACH-000228,-0.744077540132
ACH-000231,-0.385001232317
ACH-000232,-0.6521462544759999
ACH-000233,-0.538062775966
ACH-000234,-0.6918568141670001
ACH-000235,-0.5701056354730001
ACH-000237,-0.6569306902750001
ACH-000238,-0.809924291305
ACH-000243,-0.831264489915
ACH-000244,-0.8156370337600001
ACH-000246,-0.381529023628
ACH-000248,-1.01191949466
ACH-000250,-0.36690507700999997
ACH-000251,-0.881786602927
ACH-000253,-0.560105357837
ACH-000255,-0.537391310735
ACH-000256,-0.685562847827
ACH-000257,-0.319602211476
ACH-000258,-0.340903089866
ACH-000259,-0.60495154904
ACH-000260,-1.02309361689
ACH-000261,-0.7305220675040001
ACH-000262,-0.520110095015
ACH-000263,0.0113787095434
ACH-000264,-0.8964934186679999
ACH-000265,-0.954916456452
ACH-000266,-0.383660956575
ACH-000272,-0.347728262573
ACH-000273,-0.212308997797
ACH-000274,-0.732932160905
ACH-000277,-0.5297532992890001
ACH-000278,-0.7428698361239999
ACH-000279,-1.05086512694
ACH-000280,-0.9719860107960001
ACH-000281,-0.629030623508
ACH-000288,-1.02385752011
ACH-000291,-0.548835908358
ACH-000293,-0.9108097042919999
ACH-000294,-0.610795476112
ACH-000295,-0.608124682887
ACH-000296,-1.17099345581
ACH-000302,-0.280130801972
ACH-000304,-0.6058307855089999
ACH-000307,-0.8258584049459999
ACH-000308,-0.18714440595100001
ACH-000310,-0.313844567201
ACH-000311,-0.289843157279
ACH-000312,-0.547136131568
ACH-000315,-0.116157829905
ACH-000316,-0.24219322784800001
ACH-000317,-0.161413155845
ACH-000318,-1.02850126483
ACH-000319,-0.803465363325
ACH-000320,-0.75874773238
ACH-000322,-0.505067639465
