,YME1L1 (10730)
ACH-000178,-0.6903438048909999
ACH-000182,-0.22329575597600002
ACH-000183,-0.162261131713
ACH-000188,-0.15952803417199998
ACH-000189,-0.553592407902
ACH-000190,-0.382327101273
ACH-000198,-0.527656125032
ACH-000204,-0.48502087523000004
ACH-000206,-0.37824969072400005
ACH-000207,-0.870009845263
ACH-000211,-0.146147040855
ACH-000215,-0.395723985422
ACH-000221,-0.509682541707
ACH-000222,-0.225351746732
ACH-000223,-0.592354358782
ACH-000226,-0.7160213113959999
ACH-000227,-0.181480985464
ACH-000228,-0.326770853935
ACH-000231,-0.30924558554299997
ACH-000232,-0.323802359397
ACH-000233,-0.8641805213320001
ACH-000234,-0.178794432944
ACH-000235,-0.292621790232
ACH-000237,0.105500570116
ACH-000238,-0.49043383575800004
ACH-000243,-0.38169035972599996
ACH-000244,-0.336829955659
ACH-000246,0.0829740610815
ACH-000248,-0.675851957882
ACH-000250,-0.49576141650399996
ACH-000251,-0.824946279959
ACH-000253,-0.6813845296109999
ACH-000255,-0.24346081880800002
ACH-000256,0.0509774672392
ACH-000257,-0.995687995138
ACH-000258,-0.541099043351
ACH-000259,-0.540560942183
ACH-000260,-0.147117967105
ACH-000261,-0.174879756219
ACH-000262,-0.188596366346
ACH-000263,-0.610386165917
ACH-000264,-0.199547892452
ACH-000265,-0.390487041315
ACH-000266,-0.25953149018399996
ACH-000272,-0.18255866752799998
ACH-000273,-0.273224221404
ACH-000274,-0.9716736773899999
ACH-000277,-0.844978966395
ACH-000278,0.175610178859
ACH-000279,-0.32096538054900003
ACH-000280,-0.324324224403
ACH-000281,-0.235797164487
ACH-000288,-0.432948462016
ACH-000291,0.0371931964278
ACH-000293,-0.291162575443
ACH-000294,-0.956484627362
ACH-000295,-0.8384888983
ACH-000296,-0.46600308725699996
ACH-000302,-0.515533875022
ACH-000304,-0.44457303509400004
ACH-000307,-0.212152133825
ACH-000308,-0.396963842015
ACH-000310,-0.09335936291000001
ACH-000311,-0.226385785786
ACH-000312,-0.319368101388
ACH-000315,-0.10644043325
ACH-000316,-0.247588439382
ACH-000317,-0.5752637986460001
ACH-000318,-0.111225353892
ACH-000319,-0.345893206729
ACH-000320,-0.24705642305599998
ACH-000322,-0.600582391303
ACH-000323,-0.648923196263
ACH-000324,-0.17498146247699997
ACH-000329,-0.208218586637
ACH-000330,-0.375647271655
ACH-000331,-0.641851169776
ACH-000332,-0.406274068935
ACH-000334,-0.215185394234
ACH-000335,-0.900672078559
ACH-000336,-0.250401959538
ACH-000337,0.00856574445545
ACH-000339,-0.14591293159000002
ACH-000341,-0.228622107561
ACH-000348,-0.22392413402800002
ACH-000350,-0.20604824151299997
ACH-000352,-0.47647255147100004
ACH-000356,-0.266105392168
ACH-000361,-0.42946072094099996
ACH-000362,-0.554687021247
ACH-000363,-0.35477926081600003
ACH-000364,-0.328224139518
ACH-000365,-0.895209147437
ACH-000366,0.0552315993432
ACH-000368,-0.371533459352
ACH-000374,-0.271155125106
ACH-000375,0.281003022193
ACH-000376,-0.9312866444779999
ACH-000381,-0.223197240858
ACH-000383,-0.0035223609450300004
ACH-000387,-0.400392235822
ACH-000389,-0.164255208093
ACH-000390,-0.19823283379099998
ACH-000393,-0.377018354077
ACH-000395,-0.814511635407
ACH-000397,-0.300554655928
ACH-000401,-0.261960054551
ACH-000402,0.007624899430979999
ACH-000403,-0.377473789039
ACH-000404,-0.504661701928
ACH-000406,-0.623238751308
ACH-000407,-0.34268485162
ACH-000408,-0.487897257609
ACH-000410,-0.421998533365
ACH-000411,-0.24012954807700002
ACH-000414,-0.40693560409900004
ACH-000415,-0.417302113922
ACH-000416,-0.15846793973200002
ACH-000420,-0.388464791346
ACH-000421,-0.0206348380194
ACH-000424,-0.471210776264
ACH-000425,-0.34860997411399997
ACH-000426,-0.30191838402800003
ACH-000427,-0.425029165488
ACH-000433,-0.232660467166
ACH-000436,-0.213111611255
ACH-000444,-0.42677159875500004
ACH-000445,-0.0932434435458
ACH-000448,-0.5062369064159999
ACH-000450,-0.35326863190700003
ACH-000452,-0.0727717517032
ACH-000454,-0.7702807136409999
ACH-000458,-0.112601886615
ACH-000459,-0.384766116233
ACH-000460,-0.499569783897
ACH-000461,-0.18281929986499998
ACH-000463,-0.14192411235400001
ACH-000464,-0.623693389754
ACH-000466,-0.0323947846109
ACH-000467,-0.282678541475
ACH-000468,-0.151812731524
ACH-000469,-0.0867713150004
ACH-000470,0.101024082812
ACH-000471,-0.257596922566
ACH-000472,-0.124236119016
ACH-000473,-0.09045511990949999
ACH-000475,-0.474277272008
ACH-000476,-0.672241291323
ACH-000477,-0.40452245973300005
ACH-000480,-0.39002633574400003
ACH-000481,-0.57839950983
ACH-000483,-0.660840766169
ACH-000484,-0.368203246689
ACH-000485,-0.47725440077299996
ACH-000486,-0.8011533041429999
ACH-000487,-0.650290550412
ACH-000488,-0.773710542493
ACH-000490,-0.287952240402
ACH-000491,-0.268727900006
ACH-000495,0.19123979026500001
ACH-000496,-0.484778779476
ACH-000499,-0.6876097803839999
ACH-000500,-0.07306767047519999
ACH-000502,-0.630547331936
ACH-000503,-0.24774125920099999
ACH-000505,-0.0205901223481
ACH-000507,-0.790087119157
ACH-000510,-0.5562135296190001
ACH-000511,-0.420349903406
ACH-000512,-0.6987767733589999
ACH-000516,-0.15782228520199998
ACH-000517,-0.20707529035799999
ACH-000518,-0.682294618062
ACH-000520,-0.30840918207199997
ACH-000521,-0.366496295717
ACH-000522,-0.34190495792
ACH-000524,-0.054288779901400006
ACH-000527,-0.543879151906
ACH-000528,-0.7543892991600001
ACH-000537,-0.558618433868
ACH-000541,-0.550930882801
ACH-000542,-0.149451296273
ACH-000544,-0.354361864578
ACH-000545,-0.476517351405
ACH-000547,-0.263147238948
ACH-000548,-0.0224563522247
ACH-000549,0.059743125855199995
ACH-000550,-0.6500093654379999
ACH-000552,-0.5400197214679999
ACH-000556,-0.595188265978
ACH-000557,-0.6070503471940001
ACH-000570,-0.345266476838
ACH-000571,-0.204434514632
ACH-000573,-0.301440915423
ACH-000576,0.221716881525
ACH-000580,-0.61416063654
ACH-000584,-0.361098168443
ACH-000585,0.0808286135972
ACH-000588,-0.431710350877
ACH-000589,-0.338651989927
ACH-000591,-0.22412763389899998
ACH-000593,-0.28177335183400004
ACH-000600,-0.43404624033100003
ACH-000601,-0.0806098208557
ACH-000604,-0.500342882585
ACH-000605,-0.826186039696
ACH-000606,-0.9458103438869999
ACH-000608,-0.482793339096
ACH-000614,-0.551835339066
ACH-000616,-0.651674564683
ACH-000618,-0.348392360151
ACH-000619,-0.47460684628999994
ACH-000620,-0.061227753847699996
ACH-000621,-0.754655347895
ACH-000622,-0.267030709378
ACH-000623,-0.255687860179
ACH-000624,-0.19376161802900002
ACH-000627,-0.322974952633
ACH-000630,-0.544858744292
ACH-000632,-0.358022486175
ACH-000633,-0.7272992361049999
ACH-000637,-0.33930158076300004
ACH-000638,-0.550686869158
ACH-000646,-0.591257382165
ACH-000647,-0.5355311224379999
ACH-000648,-0.34729458717
ACH-000649,-0.286137066496
ACH-000651,-0.0649319961852
ACH-000652,-0.267154891507
ACH-000653,-0.885683532992
ACH-000657,-0.26334786839200003
ACH-000658,-0.515576549115
ACH-000661,-0.46072838178400005
ACH-000662,-0.386676739451
ACH-000663,-0.10193714523900001
ACH-000665,-0.045456524598
ACH-000671,-0.387103428775
ACH-000673,-0.261153503897
ACH-000676,-0.431412458249
ACH-000677,0.0534413836447
ACH-000681,-0.792863475425
ACH-000682,-0.125465957062
ACH-000683,-0.915084416565
ACH-000684,-0.0879628428331
ACH-000688,-0.301034175594
ACH-000693,-0.900827644105
ACH-000694,-0.479775248424
ACH-000695,-0.0919612880676
ACH-000696,-0.34130560835999996
ACH-000697,-0.270442941591
ACH-000699,-0.356182898741
ACH-000701,-0.8786105810529999
ACH-000706,-0.756227696846
ACH-000711,-0.530209682945
ACH-000713,0.096747102741
ACH-000714,-0.237885755597
ACH-000718,-0.7495840345999999
ACH-000720,-0.567708456651
ACH-000721,-0.22439164798500003
ACH-000724,-0.433556554498
ACH-000725,-0.9381391697879999
ACH-000732,-0.758524915415
ACH-000734,-0.416052931496
ACH-000735,-0.5500934789399999
ACH-000736,-0.472851353834
ACH-000738,-0.562328796985
ACH-000746,-0.20169499641600003
ACH-000747,-0.667453289547
ACH-000748,-0.306939430096
ACH-000753,-0.194166933081
ACH-000756,-0.040133350049900006
ACH-000757,-0.14450317275
ACH-000758,-0.757180655472
ACH-000760,-0.6434674669520001
ACH-000763,-0.20294565552299998
ACH-000764,-0.0665338907282
ACH-000765,-0.717907716789
ACH-000766,-0.6470437239019999
ACH-000767,-0.150946817326
ACH-000768,-0.24843453254099998
ACH-000769,-0.533469260711
ACH-000770,-0.570341812733
ACH-000771,-0.45860703548199994
ACH-000773,-0.639944206703
ACH-000776,-0.542182082726
ACH-000777,-0.6943018615909999
ACH-000778,-0.345210071712
ACH-000781,-0.665621214392
ACH-000782,-0.0924871127269
ACH-000783,-0.692219137455
ACH-000784,-0.32723780818799997
ACH-000785,-0.705921396345
ACH-000787,-0.6148136285019999
ACH-000788,-0.139343049368
ACH-000791,-0.19818732871
ACH-000792,-0.39888877065
ACH-000794,-0.581993579952
ACH-000796,-0.331259514641
ACH-000799,-0.630688704405
ACH-000800,-0.191917525898
ACH-000802,-0.39513781802299996
ACH-000804,-0.042795958169599996
ACH-000805,-0.724650079092
ACH-000809,-0.555664492342
ACH-000810,-0.245196519584
ACH-000811,-0.253226897898
ACH-000817,-0.764554026356
ACH-000819,-0.462480041091
ACH-000820,-0.34611313598399995
ACH-000821,-0.9114372460169999
ACH-000822,-0.44750326009499997
ACH-000823,-0.27656958886599997
ACH-000824,-0.36790781280199997
ACH-000827,-0.35150887420599997
ACH-000829,-0.314979133823
ACH-000831,-0.7312734435870001
ACH-000832,-0.4680670139
ACH-000833,-0.251872918431
ACH-000834,-0.288209325992
ACH-000835,-0.534391180023
ACH-000836,-0.210469188468
ACH-000837,-0.117215509943
ACH-000838,-0.639065521374
ACH-000839,-0.301589976793
ACH-000840,-0.45556798239699997
ACH-000841,-0.527827273303
ACH-000843,-0.831669619103
ACH-000846,-0.414532810897
ACH-000847,-0.23582817696800001
ACH-000848,-0.6979685421690001
ACH-000849,-0.34944935759499995
ACH-000851,-0.469770610339
ACH-000855,-0.817543323891
ACH-000856,-0.208156135682
ACH-000858,0.0238917978629
ACH-000859,-0.277626899132
ACH-000861,-0.525129236545
ACH-000862,-0.666835195982
ACH-000865,-0.32483053076699997
ACH-000866,-0.136791847825
ACH-000867,-0.519050801994
ACH-000869,-1.32804696011
ACH-000872,-0.396714226427
ACH-000873,-0.359978516499
ACH-000876,-0.769600278071
ACH-000878,-0.480111409465
ACH-000880,-0.016580189689499997
ACH-000881,-0.577646743229
ACH-000882,-0.0635304002496
ACH-000884,-0.290704601598
ACH-000885,-0.208701338593
ACH-000887,-0.315407768006
ACH-000888,-0.599107914002
ACH-000889,-0.489563064304
ACH-000890,0.006690291909910001
ACH-000896,-0.200216233153
ACH-000898,-0.509349996631
ACH-000900,-0.239034341252
ACH-000901,-0.181331040002
ACH-000905,-0.6746319358089999
ACH-000906,-0.277815399821
ACH-000907,-0.214834690958
ACH-000910,-0.256484020135
ACH-000911,-0.216921521356
ACH-000912,-0.41685702409599995
ACH-000913,-0.412034469546
ACH-000915,-0.45058227655
ACH-000916,-0.38330440546300004
ACH-000917,-0.143542501044
ACH-000921,-0.149006347218
ACH-000924,-0.567922876423
ACH-000926,-0.447349917249
ACH-000928,-0.145590033342
ACH-000929,-0.276819899878
ACH-000932,0.0240843617493
ACH-000935,-0.171423116745
ACH-000936,0.00380981946024
ACH-000937,-0.288707637897
ACH-000938,-0.26020810102499997
ACH-000939,-0.303658702764
ACH-000941,-0.63156107985
ACH-000943,-0.926797939909
ACH-000946,-0.161541065216
ACH-000947,-0.0458925844829
ACH-000948,-0.41597057404
ACH-000950,-0.35177710135799994
ACH-000953,0.127974245244
ACH-000957,-0.0889847615336
ACH-000958,-0.48290964836499994
ACH-000960,-0.49088458336199997
ACH-000963,-0.709112265356
ACH-000968,-0.39852693362499997
ACH-000969,-0.565094183705
ACH-000973,-0.09913541176380002
ACH-000974,-0.420955486944
ACH-000975,-0.474191286399
ACH-000976,-0.146104593135
ACH-000978,-0.0101389227989
ACH-000980,-0.8313951041779999
ACH-000984,-0.9213709164470001
ACH-000986,-0.394184473469
ACH-000988,-0.00878652294752
ACH-000993,-0.12052945363399999
ACH-000994,-0.399078387997
ACH-000996,-0.143264252794
ACH-001001,-0.322080745568
ACH-001020,-0.00640276210847
ACH-001028,-0.7530861008640001
ACH-001031,-0.27035080058600003
ACH-001038,-0.129791753944
ACH-001048,-0.32907672254799997
ACH-001050,-0.199328155097
ACH-001053,-0.366549113969
ACH-001054,-0.216473894989
ACH-001061,-0.5698142697590001
ACH-001067,-0.432501396567
ACH-001075,-0.507693472812
ACH-001096,-0.31884421783000005
ACH-001128,-0.410263715067
ACH-001134,-0.16618134993
ACH-001151,-0.139650238578
ACH-001163,-0.36995368266
ACH-001164,-0.475426916422
ACH-001173,-0.5709680692710001
ACH-001183,0.011904603827
ACH-001184,-0.19275346295600002
ACH-001190,-0.05486016020600001
ACH-001192,-0.26083255639499997
ACH-001193,-0.570810632814
ACH-001196,-0.306430219645
ACH-001197,-0.503514936196
ACH-001205,0.0418945511169
ACH-001211,-0.378761852878
ACH-001212,-0.38669900480999997
ACH-001228,-0.39640097979
ACH-001232,-0.229968916515
ACH-001239,-0.519286647777
ACH-001274,-0.0662135007957
ACH-001275,-0.36077615711800004
ACH-001277,-0.320717425669
ACH-001278,-0.411473307813
ACH-001280,-0.159744751017
ACH-001283,-0.507449091468
ACH-001289,-0.270282976563
ACH-001295,-0.567942604942
ACH-001300,-0.23663388547800002
ACH-001301,-0.456187594014
ACH-001302,-0.338091833328
ACH-001303,-0.258554904744
ACH-001306,-0.126292686845
ACH-001318,-0.321822684305
ACH-001322,-0.326975770382
ACH-001328,-0.329080679073
ACH-001332,-0.624351408447
ACH-001333,-0.140039815307
ACH-001336,-0.07414128477960001
ACH-001340,-0.346284592821
ACH-001346,-0.308406393374
ACH-001353,0.16694499934499998
ACH-001354,0.386427862342
ACH-001367,-0.156887552894
ACH-001368,-0.565262552839
ACH-001374,-0.119786569138
ACH-001375,-0.0664032578735
ACH-001377,-0.403820021135
ACH-001380,-0.680799752441
ACH-001391,-0.105286647022
ACH-001407,-0.131529366041
ACH-001408,-0.43520437691200003
ACH-001413,-0.22216552116799998
ACH-001430,-0.23557012934500002
ACH-001431,-0.00535275160925
ACH-001450,-0.8623264206769999
ACH-001496,-0.32023036302700003
ACH-001500,-0.48721918024899996
ACH-001521,-0.5076209936339999
ACH-001523,-0.348896941556
ACH-001532,0.0382268674136
ACH-001536,-0.504967221495
ACH-001550,-0.361280299022
ACH-001552,-0.218056512003
ACH-001554,-0.22240214247499998
ACH-001645,-0.09967374689889999
ACH-001654,-0.6375553763530001
ACH-001715,-1.06237235702
ACH-001735,-0.338044534217
ACH-001736,-0.349909868263
ACH-001737,-0.57288650815
ACH-001740,-0.14277619713099998
ACH-001745,-0.213475443546
ACH-001750,-0.408850604111
ACH-001765,-0.359487472972
ACH-001956,-0.40946896765199997
ACH-001957,-0.638288996959
