,TMA16 (55319)
ACH-000004,-0.98480080236
ACH-000007,-0.909507968512
ACH-000009,-1.07116055394
ACH-000011,-1.12697776705
ACH-000012,-1.1262075012700001
ACH-000013,-0.981716352781
ACH-000014,-1.12225137459
ACH-000015,-1.14681353684
ACH-000017,-0.911730763959
ACH-000018,-1.06950930456
ACH-000019,-0.918128076383
ACH-000021,-1.02252387154
ACH-000022,-0.932815330664
ACH-000025,-1.0524139906899999
ACH-000028,-1.08184520042
ACH-000030,-0.982547501435
ACH-000035,-0.98619915514
ACH-000036,-1.21497422136
ACH-000037,-0.6469797058510001
ACH-000039,-1.06884541041
ACH-000040,-1.27432775686
ACH-000041,-1.0406222869
ACH-000042,-1.11334208504
ACH-000045,-0.941413507946
ACH-000047,-1.0725828913600002
ACH-000052,-0.903805900107
ACH-000053,-1.01516452091
ACH-000054,-1.4438524674200002
ACH-000055,-1.02654563821
ACH-000060,-1.1113940188200002
ACH-000067,-0.925628209503
ACH-000070,-0.897810979086
ACH-000075,-1.29099567311
ACH-000078,-1.31220477825
ACH-000082,-0.8864771689200001
ACH-000085,-0.9476494472229999
ACH-000086,-1.20216903706
ACH-000087,-1.2353940297700001
ACH-000092,-1.3712296133500002
ACH-000095,-1.31492815449
ACH-000097,-0.9883902282879999
ACH-000098,-1.37769264897
ACH-000099,-1.3531039872200001
ACH-000108,-1.1820832454299999
ACH-000113,-1.00767696584
ACH-000115,-0.899524032813
ACH-000116,-0.926938238913
ACH-000118,-1.02650202222
ACH-000120,-1.01859672916
ACH-000123,-0.964264827184
ACH-000127,-1.1536370021200002
ACH-000128,-1.08140395497
ACH-000132,-1.2300906661700002
ACH-000133,-1.1426722641299998
ACH-000137,-0.9861290484540001
ACH-000138,-1.01422453777
ACH-000142,-1.2997717257799999
ACH-000143,-0.972032516662
ACH-000146,-0.9339142972700001
ACH-000148,-1.0603814021
ACH-000150,-1.2813162147
ACH-000152,-1.37407609336
ACH-000153,-1.24671397474
ACH-000159,-1.35238467576
ACH-000160,-1.1288537025799998
ACH-000163,-1.06392389655
ACH-000167,-1.3226378776899999
ACH-000168,-1.2227358503499999
ACH-000169,-0.938176755748
ACH-000178,-1.03648754076
ACH-000182,-0.957293191647
ACH-000183,-0.83143640307
ACH-000188,-1.08164839881
ACH-000189,-1.39809825882
ACH-000190,-1.31001480768
ACH-000198,-0.8960697514139999
ACH-000204,-1.00010218262
ACH-000206,-0.95519556759
ACH-000207,-1.18556440653
ACH-000211,-1.1271402156499999
ACH-000215,-1.17982332236
ACH-000221,-0.988443991925
ACH-000222,-0.954924618856
ACH-000223,-0.930798082464
ACH-000226,-1.07092763558
ACH-000227,-1.0642517852200002
ACH-000228,-1.09016289575
ACH-000231,-1.37205645712
ACH-000232,-1.20474362388
ACH-000233,-0.8963574572799998
ACH-000234,-1.1367072413700001
ACH-000235,-1.09636555352
ACH-000237,-1.2433324126799998
ACH-000238,-1.16612501988
ACH-000243,-0.8551289564899999
ACH-000244,-1.11776493454
ACH-000246,-1.16988953281
ACH-000248,-0.7568425977359999
ACH-000250,-1.09354869282
ACH-000251,-1.1655756243100002
ACH-000253,-1.06058633875
ACH-000255,-0.9164222614640001
ACH-000256,-0.9123166869949999
ACH-000257,-1.05056165552
ACH-000258,-1.00976454813
ACH-000259,-0.980718166796
ACH-000260,-0.9108847045299999
ACH-000261,-0.9925652117489999
ACH-000262,-1.17356529577
ACH-000263,-0.992903189508
ACH-000264,-0.724303338694
ACH-000265,-0.9880914426799999
ACH-000266,-1.06186735124
ACH-000272,-1.4796158466299998
ACH-000273,-1.49174783372
ACH-000274,-1.25960542411
ACH-000277,-0.7806896056970001
ACH-000278,-0.889380374852
ACH-000279,-1.4064351195299998
ACH-000280,-1.19745729767
ACH-000281,-1.2407627929
ACH-000288,-1.2812587837
ACH-000291,-1.20374437515
ACH-000293,-0.704691305836
ACH-000294,-0.981467957747
ACH-000295,-0.8008836614329999
ACH-000296,-1.26245828994
ACH-000302,-1.06703488062
ACH-000304,-1.39766565434
ACH-000307,-1.1560984833
ACH-000308,-1.3786783470100001
ACH-000310,-1.30960855627
ACH-000311,-1.0893773232600001
ACH-000312,-0.936517616005
ACH-000315,-0.8861956863160001
ACH-000316,-0.971736829255
ACH-000317,-1.04380060357
ACH-000318,-1.40526008134
ACH-000319,-0.981632936028
ACH-000320,-1.2394230110299997
ACH-000322,-1.11391095094
ACH-000323,-1.1011195954200002
ACH-000324,-1.3479534415399999
ACH-000329,-0.9933812773019999
ACH-000330,-1.09815128508
ACH-000331,-1.24221588061
ACH-000332,-1.04828591789
ACH-000334,-1.28756336784
ACH-000335,-0.7962688222650001
ACH-000336,-0.922327406752
ACH-000337,-1.0411080205299998
ACH-000339,-1.0643765965899998
ACH-000341,-0.8481446701790001
ACH-000348,-0.9217854822529999
ACH-000350,-0.825316936197
ACH-000352,-1.5313425198
ACH-000356,-1.0947516442899998
ACH-000361,-1.0645243787799998
ACH-000362,-1.09210506965
ACH-000363,-0.840768474395
ACH-000364,-1.12844948072
ACH-000365,-1.20073172234
ACH-000366,-1.08838999292
ACH-000368,-1.29346379938
ACH-000374,-1.26405850389
ACH-000375,-0.887189721929
ACH-000376,-1.02729040456
ACH-000381,-1.07502476308
ACH-000383,-1.24586411464
ACH-000387,-1.12919050851
ACH-000389,-1.0639812113200002
ACH-000390,-1.2131757829799998
ACH-000393,-0.963449689112
ACH-000395,-0.855046881003
ACH-000397,-1.19250222952
ACH-000401,-1.04014565788
ACH-000402,-0.955952402701
ACH-000403,-1.2594531541399998
ACH-000404,-1.36064598361
ACH-000406,-0.9242497268809999
ACH-000407,-0.926709570048
ACH-000408,-1.21049897786
ACH-000410,-0.9022423435870001
ACH-000411,-1.3998452362600002
ACH-000414,-1.04168711996
ACH-000415,-0.9423275254600001
ACH-000416,-1.34136384797
ACH-000420,-1.27640236987
ACH-000421,-0.964437278924
ACH-000424,-1.38520020574
ACH-000425,-1.44383879238
ACH-000426,-0.7073987191159999
ACH-000427,-1.09479984168
ACH-000433,-1.33277249151
