,UPK1A (11045)
ACH-000278,-0.233014793928
ACH-000279,0.050377316198000004
ACH-000280,-0.357671720319
ACH-000281,-0.135573050808
ACH-000288,0.105150139947
ACH-000291,-0.235856824711
ACH-000293,-0.553206372219
ACH-000294,0.038147898701
ACH-000295,0.0426436646096
ACH-000296,-0.1508941954
ACH-000302,-0.563336849502
ACH-000304,-0.33802974651900003
ACH-000307,0.0334187374365
ACH-000308,-0.22843848454100002
ACH-000310,0.013299099662600001
ACH-000311,-0.153856523347
ACH-000312,-0.12076590989
ACH-000315,-0.316419342745
ACH-000316,0.145415496807
ACH-000317,0.0287174410343
ACH-000318,-0.17042547772
ACH-000319,-0.269195384453
ACH-000320,-0.103009361379
ACH-000322,-0.0623704176757
ACH-000323,-0.17292492770100001
ACH-000324,-0.052130410386699993
ACH-000329,-0.04654164451219999
ACH-000330,-0.239016709215
ACH-000331,-0.0013327363871099998
ACH-000332,-0.22255632107099999
ACH-000334,-0.175243709466
ACH-000335,-0.12073324790899999
ACH-000336,-0.080479144272
ACH-000337,-0.164042364764
ACH-000339,-0.102274132051
ACH-000341,-0.6295569410540001
ACH-000348,-0.115689299502
ACH-000350,-0.403947297683
ACH-000352,-0.0861588928168
ACH-000356,-0.30564474723499996
ACH-000361,-0.094134932697
ACH-000362,-0.199128141804
ACH-000363,-0.0828195440945
ACH-000364,-0.228273963929
ACH-000365,-0.225308203587
ACH-000366,-0.22833677847199998
ACH-000368,-0.138886153809
ACH-000374,0.20013503484200001
ACH-000375,-0.310484866
ACH-000376,-0.10542451485
ACH-000381,0.032424903005
ACH-000383,-0.191215744212
ACH-000387,-0.191670071908
ACH-000389,-0.369124604402
ACH-000390,-0.0769749009282
ACH-000393,-0.183132733212
ACH-000395,-0.338300816752
ACH-000397,-0.25693598298799997
ACH-000401,-0.27733910576
ACH-000402,-0.269965467831
ACH-000403,-0.198965744179
ACH-000404,-0.124189445898
ACH-000406,-0.10278078994899999
ACH-000407,-0.129506162487
ACH-000408,-0.23915912159699998
ACH-000410,0.017448687613200002
ACH-000411,0.052052074753
ACH-000414,-0.306765998387
ACH-000415,-0.0798004927578
ACH-000416,-0.108240900269
ACH-000420,-0.261491024669
ACH-000421,-0.174079998416
ACH-000424,-0.0235703206679
ACH-000425,-0.231247635872
ACH-000426,-0.289925074187
ACH-000427,-0.156490454029
ACH-000433,0.0975662261289
ACH-000436,0.0460044903198
ACH-000444,-0.170923536151
ACH-000445,-0.24083200393800003
ACH-000448,-0.22456277000500002
ACH-000450,-0.25215737993299997
ACH-000452,-0.0560126166311
ACH-000454,-0.441579106179
ACH-000458,-0.0909234386604
ACH-000459,0.13958726310699998
ACH-000460,-0.0920377419915
ACH-000461,-0.06549284413669999
ACH-000463,-0.22335131699000002
ACH-000464,0.0141231290607
ACH-000466,-0.0894530521548
ACH-000467,-0.241328741418
ACH-000468,-0.183364391774
ACH-000469,-0.06713184365540001
ACH-000470,-0.0847259985878
ACH-000471,-0.131868774281
ACH-000472,-0.20049503175
ACH-000473,-0.204862983957
ACH-000475,-0.347356713321
ACH-000476,-0.0896268621483
ACH-000477,-0.202372720431
ACH-000480,-0.00688391193205
ACH-000481,-0.206553669327
ACH-000483,0.0775907430316
ACH-000484,-0.251265826864
ACH-000485,-0.15861705692
ACH-000486,-0.39989049482699995
ACH-000487,-0.0434180977214
ACH-000488,-0.059337120587099994
ACH-000490,-0.193151015848
ACH-000491,-0.21314703515500003
ACH-000495,0.144276509689
ACH-000496,-0.21106398934
ACH-000499,-0.382296121361
ACH-000500,-0.5751228752440001
ACH-000502,-0.365212997333
ACH-000503,0.0813142009304
ACH-000505,-0.133563119573
ACH-000507,-0.034417491310800005
ACH-000510,-0.6310939616100001
ACH-000511,-0.060846662958199994
ACH-000512,-0.0786162933647
ACH-000516,-0.116019261515
ACH-000517,-0.198821629193
ACH-000518,-0.230924902597
ACH-000520,-0.039125380265300005
ACH-000521,-0.25366893246399996
ACH-000522,-0.11136884462999999
ACH-000524,-0.248421122251
ACH-000527,-0.259442500543
ACH-000528,0.0158617044098
ACH-000537,0.017013904016
ACH-000541,-0.32492555676999996
ACH-000542,-0.16858992934
ACH-000544,-0.0761168287678
ACH-000545,0.029366141247200002
ACH-000547,-0.244086153904
ACH-000548,-0.0209534083306
ACH-000549,-0.18746668845699999
ACH-000550,-0.13247813232300001
ACH-000552,-0.20188056383900002
ACH-000556,-0.310169191691
ACH-000557,-0.07195873746050001
ACH-000570,-0.172255375805
ACH-000571,-0.135941085706
ACH-000573,-0.0676116064372
ACH-000576,-0.0417961603168
ACH-000580,-0.244410925617
ACH-000584,-0.211161156318
ACH-000585,-0.238744237513
ACH-000588,-0.213765582562
ACH-000589,-0.399478282597
ACH-000591,0.0424282466936
ACH-000593,-0.14772383056
ACH-000600,-0.115423295721
ACH-000601,-0.165185949995
ACH-000604,0.07082598560660001
ACH-000605,-0.38453848294299997
ACH-000606,-0.330626090052
ACH-000608,-0.205947792831
ACH-000614,-0.0477891581053
ACH-000616,-0.42253717390699996
ACH-000618,-0.1091953629
ACH-000619,0.151174330355
ACH-000620,-0.222425408893
ACH-000621,-0.335756561449
ACH-000622,-0.07421245878280001
ACH-000623,-0.128257115451
ACH-000624,-0.10519251953099999
ACH-000627,-0.198903001149
ACH-000630,-0.015921727671999997
ACH-000632,-0.135071968911
ACH-000633,-0.0807940657611
ACH-000637,-0.25015436707600003
ACH-000638,-0.26953223309999996
ACH-000646,-0.448676937953
ACH-000647,-0.073773629002
ACH-000648,0.07708268515260001
ACH-000649,-0.09584618505550001
ACH-000651,-0.104157674772
ACH-000652,-0.30093063152800004
ACH-000653,-0.202971077984
ACH-000657,-0.162814046863
ACH-000658,-0.186967133015
ACH-000661,-0.0870138466697
ACH-000662,0.27431021544
ACH-000663,-0.095854931302
ACH-000665,-0.058727596927
ACH-000671,0.029408106727999997
ACH-000673,-0.21263238167399998
ACH-000676,-0.0369289702424
ACH-000677,-0.251784915055
ACH-000681,-0.40090957395000004
ACH-000682,-0.324715324743
ACH-000683,-0.058313047485600004
ACH-000684,-0.154527861103
ACH-000688,-0.186245390878
ACH-000693,-0.215170241763
ACH-000694,-0.148806383245
ACH-000695,-0.0745017998905
ACH-000696,-0.0914802106548
ACH-000697,-0.237707802718
ACH-000699,-0.184938063897
ACH-000701,-0.316787834605
ACH-000706,-0.231473282071
ACH-000711,-0.135905290194
ACH-000713,-0.40129674310400004
ACH-000714,-0.12138121407
ACH-000718,-0.111593194261
ACH-000720,-0.258369656626
ACH-000721,-0.155575625823
ACH-000724,-0.019472934893
ACH-000725,-0.40003838708300005
ACH-000732,-0.051986280990500004
ACH-000734,-0.36837372685599995
ACH-000735,-0.144873475088
ACH-000736,-0.242463870198
ACH-000738,-0.123306345221
ACH-000746,-0.0747552630884
ACH-000747,-0.136464175677
ACH-000748,-0.180716535594
ACH-000753,-0.17803592436700003
ACH-000756,-0.21381691948399997
ACH-000757,-0.492702130374
ACH-000758,-0.13047777420499998
ACH-000760,-0.0881746686713
ACH-000763,-0.22540659611299999
ACH-000764,-0.105205979024
ACH-000765,-0.304683660145
ACH-000766,-0.10023307404300001
ACH-000767,-0.06352256505369999
ACH-000768,-0.0597718674749
ACH-000769,-0.043663192402
ACH-000770,-0.05061886201
ACH-000771,-0.19107932332199998
ACH-000773,-0.339802074253
ACH-000776,-0.252093376746
ACH-000777,-0.327218026357
ACH-000778,-0.062124152201199996
ACH-000781,-0.309305633855
ACH-000782,-0.192049546482
ACH-000783,-0.149363580978
ACH-000784,-0.0950164211674
ACH-000785,-0.159125344335
ACH-000787,-0.280021964332
ACH-000788,-0.0804975908098
ACH-000791,-0.22514753274799998
ACH-000792,-0.209544491377
ACH-000794,-0.179237194983
ACH-000796,-0.0610269706013
ACH-000799,-0.129648770198
ACH-000800,0.015315975648100002
ACH-000802,-0.203973184736
ACH-000804,-0.29014863844
ACH-000805,0.0816399004059
ACH-000809,-0.29950735028700004
ACH-000810,-0.158788532588
ACH-000811,-0.20155718061099998
ACH-000817,-0.14447649801100002
ACH-000819,-0.41196717623
ACH-000820,-0.040221746642
ACH-000821,-0.30426714921
ACH-000822,-0.291363659985
ACH-000823,-0.207396362091
ACH-000824,-0.590310817713
ACH-000827,-0.129065344373
ACH-000829,-0.25348371089899996
ACH-000831,-0.60638287294
ACH-000832,-0.11004521329500001
ACH-000833,0.149885939666
ACH-000834,-0.106564406318
ACH-000835,-0.181718667622
ACH-000836,-0.172413973349
ACH-000837,-0.285030761714
ACH-000838,-0.137526475966
ACH-000839,0.103061565243
ACH-000840,-0.27142669893800003
ACH-000841,-0.0985346659761
ACH-000843,-0.12086421960100001
ACH-000846,-0.116851356166
ACH-000847,-0.274708862835
ACH-000848,-0.145103819111
ACH-000849,0.081245221732
ACH-000851,-0.0876969893817
ACH-000855,-0.14363534547
ACH-000856,-0.03293692047690001
ACH-000858,-0.209336615858
ACH-000859,-0.0880234231078
ACH-000861,-0.43565039888000007
ACH-000862,-0.0759268251006
ACH-000865,-0.135019298712
ACH-000866,-0.1226350301
ACH-000867,-0.215023003281
ACH-000869,-0.0447201997557
ACH-000872,-0.408481142898
ACH-000873,-0.138009245352
ACH-000876,-0.112864053775
ACH-000878,0.061162467656300006
ACH-000880,-0.190951894333
ACH-000881,-0.0638148649787
ACH-000882,-0.117213227455
ACH-000884,-0.0724323912358
ACH-000885,-0.08687308946620001
ACH-000887,-0.156911900832
ACH-000888,-0.10444408258099999
ACH-000889,-0.216495360212
ACH-000890,-0.128643185167
ACH-000896,-0.18220645779300002
ACH-000898,-0.376290998028
ACH-000900,-0.341053475131
ACH-000901,-0.249933957339
ACH-000905,-0.038829976326099996
ACH-000906,-0.162592746401
ACH-000907,0.0527219331704
ACH-000910,0.056777923651099994
ACH-000911,-0.191442961338
ACH-000912,-0.442439617807
ACH-000913,0.0690479605384
ACH-000915,-0.109217413244
ACH-000916,-0.428943407214
ACH-000917,-0.250465644349
ACH-000921,-0.21509555900199998
ACH-000924,-0.20548579356899999
ACH-000926,-0.077591080641
ACH-000928,-0.256736409641
ACH-000929,-0.199732993863
ACH-000932,-0.22851916484
ACH-000935,-0.031117637114400003
ACH-000936,-0.286635789083
ACH-000937,-0.0135472472548
ACH-000938,-0.022037981020299996
ACH-000939,-0.15797257101099998
ACH-000941,-0.39066800918000005
ACH-000943,-0.238579653816
ACH-000946,-0.203218394452
ACH-000947,-0.14312304138
ACH-000948,-0.15122170108400002
ACH-000950,0.0984639092757
ACH-000953,-0.0390651973636
ACH-000957,-0.24816923426600002
ACH-000958,-0.278683947139
ACH-000960,0.0615662147498
ACH-000963,-0.08375718313080001
ACH-000968,-0.24080144921
ACH-000969,-0.32126939669300003
ACH-000973,-0.149746411345
ACH-000974,-0.303774428948
ACH-000975,-0.07797842440689999
ACH-000976,-0.149430350383
ACH-000978,-0.5458194986020001
ACH-000980,-0.222992582207
ACH-000984,-0.17612705274300003
ACH-000986,-0.145388960238
ACH-000988,-0.17696116792999997
ACH-000993,-0.058424308769
ACH-000994,-0.24136364786999998
ACH-000996,0.00745539492038
ACH-001001,-0.08710900545700001
ACH-001020,-0.28560438330800003
ACH-001028,-0.117805653951
ACH-001031,-0.439413172304
ACH-001038,0.025680160036999997
ACH-001048,-0.19031495646299998
ACH-001050,-0.049963282584
ACH-001053,-0.264264393478
ACH-001054,0.057273747493900004
ACH-001061,-0.10675848432299999
ACH-001067,-0.0327456411966
ACH-001075,0.0407560424959
ACH-001096,-0.0115139544111
ACH-001128,-0.328429284883
ACH-001134,-0.130489211995
ACH-001151,-0.19832180134100003
ACH-001163,-0.179763148573
ACH-001164,-0.0989423079133
ACH-001173,-0.276968241924
ACH-001183,-0.0707982539628
ACH-001184,-0.0401919511811
ACH-001190,-0.291760620594
ACH-001192,-0.0824668674361
ACH-001193,-0.144302088119
ACH-001196,-0.23890226393800001
ACH-001197,-0.00924927854628
ACH-001205,-0.175603899956
ACH-001211,-0.0734614118344
ACH-001212,-0.3691276464
ACH-001228,-0.182713434492
ACH-001232,0.0112078308246
ACH-001239,-0.08370925309919999
ACH-001274,-0.24528079758699997
ACH-001275,-0.217223192186
ACH-001277,-0.17711535642
ACH-001278,-0.09869445123989999
ACH-001280,0.023714968925099996
ACH-001283,-0.343122542601
ACH-001289,-0.20921261214099998
ACH-001295,-0.0320998142221
ACH-001300,-0.0546908486271
ACH-001301,-0.12557626760600002
ACH-001302,-0.203516828617
ACH-001303,-0.0596402849724
ACH-001306,-0.058344583642699996
ACH-001318,0.0252688438681
ACH-001322,-0.25312587891800004
ACH-001328,-0.22827012972600003
ACH-001332,-0.121153467664
ACH-001333,-0.077638276518
ACH-001336,-0.025863334288499996
ACH-001340,-0.106605120469
ACH-001346,-0.0412202700872
ACH-001353,-0.0648180835627
ACH-001354,-0.0216156345621
ACH-001367,-0.21573606534200002
ACH-001368,-0.166867841868
ACH-001374,-0.409550009233
ACH-001375,-0.00854084268363
ACH-001377,-0.185700120199
ACH-001380,-0.05278619405590001
ACH-001391,-0.157241308311
ACH-001407,-0.604560309388
ACH-001408,-0.225160377485
ACH-001413,-0.49042853158699995
ACH-001430,0.128655705503
ACH-001431,-0.24414452502300002
ACH-001450,0.322256554078
ACH-001496,-0.202006931089
ACH-001500,-0.528832774405
ACH-001521,-0.058812058246800004
ACH-001523,-0.139222396995
ACH-001532,-0.138960505811
ACH-001536,-0.31634882718400004
ACH-001550,-0.25819133053000004
ACH-001552,0.0201934141516
ACH-001554,-0.21649409209399997
ACH-001645,-0.12793216341900002
ACH-001654,-0.34947339834799995
ACH-001715,-0.132289950905
ACH-001735,-0.19906341542999997
ACH-001736,0.0726711481695
ACH-001737,0.214066199703
ACH-001740,-0.043319146179099995
ACH-001745,-0.0309641940339
ACH-001750,-0.0684788443526
ACH-001765,-0.194941434251
ACH-001956,-0.0797191571804
ACH-001957,-0.0772094435876
