,UNK (85451)
ACH-000469,-0.312535642931
ACH-000470,-0.101637327737
ACH-000471,-0.191695501479
ACH-000472,-0.19567336659899998
ACH-000473,-0.388781920225
ACH-000475,-0.26602011719999996
ACH-000476,0.0288780121143
ACH-000477,-0.250661025706
ACH-000480,-0.358309859776
ACH-000481,-0.241655551025
ACH-000483,-0.161342056723
ACH-000484,-0.154948696163
ACH-000485,-0.20014503837699998
ACH-000486,-0.025651995511400003
ACH-000487,-0.00010868880935100002
ACH-000488,-0.234309206142
ACH-000490,-0.20456839917300002
ACH-000491,-0.27499915428800004
ACH-000495,-0.16641155034900001
ACH-000496,-0.00632198418178
ACH-000499,-0.20743459860999997
ACH-000500,-0.377043412487
ACH-000502,-0.19373754265299997
ACH-000503,-0.0108443446462
ACH-000505,-0.257422348929
ACH-000507,-0.0741960132164
ACH-000510,-0.16118644287
ACH-000511,-0.205684228744
ACH-000512,-0.358223447152
ACH-000516,-0.251493028114
ACH-000517,-0.129411982383
ACH-000518,-0.161659879469
ACH-000520,-0.163827885753
ACH-000521,-0.33562316729
ACH-000522,-0.0412963798003
ACH-000524,-0.12790322671499998
ACH-000527,-0.259204062726
ACH-000528,-0.11274418917500001
ACH-000537,-0.27745847688499997
ACH-000541,-0.17475555593400002
ACH-000542,-0.256140257664
ACH-000544,-0.168812727415
ACH-000545,-0.169498226714
ACH-000547,-0.10912191074100001
ACH-000548,-0.19724654866099997
ACH-000549,-0.158586176492
ACH-000550,-0.191674818789
ACH-000552,-0.16987519827199998
ACH-000556,-0.36721392824
ACH-000557,-0.160545746713
ACH-000570,-0.18443512761300002
ACH-000571,-0.511300949005
ACH-000573,-0.252635086349
ACH-000576,-0.270744260557
ACH-000580,-0.060572987950400003
ACH-000584,-0.16081600161100001
ACH-000585,-0.06748114769449999
ACH-000588,-0.19224958447999999
ACH-000589,-0.127892133228
ACH-000591,-0.289635791168
ACH-000593,-0.13808151276699998
ACH-000600,-0.233675380368
ACH-000601,-0.15011169269000002
ACH-000604,-0.315794545469
ACH-000605,-0.294658298534
ACH-000606,-0.214016723512
ACH-000608,-0.234591969142
ACH-000614,-0.154578783894
ACH-000616,-0.13799860118100002
ACH-000618,-0.22209555817499999
ACH-000619,-0.112951038368
ACH-000620,-0.0360623408577
ACH-000621,-0.28683357971900003
ACH-000622,-0.24814738825999996
ACH-000623,-0.271742239173
ACH-000624,-0.117618164948
ACH-000627,-0.160125096986
ACH-000630,-0.12547964110200002
ACH-000632,-0.12116210691500001
ACH-000633,-0.415002091868
ACH-000637,-0.35701812331699995
ACH-000638,-0.018067912475900002
ACH-000646,-0.0165424718636
ACH-000647,-0.296498824898
ACH-000648,0.207374192948
ACH-000649,-0.304183656783
ACH-000651,-0.0824694186571
ACH-000652,-0.238755361811
ACH-000653,-0.339485409638
ACH-000657,-0.20656280558899998
ACH-000658,-0.29376935613099997
ACH-000661,-0.0296102261906
ACH-000662,0.233240482143
ACH-000663,-0.274418916846
ACH-000665,-0.155482349572
ACH-000671,-0.0908027428998
ACH-000673,-0.309264312234
ACH-000676,-0.176046024449
ACH-000677,-0.0219625413602
ACH-000681,-0.146348936757
ACH-000682,-0.192035299703
ACH-000683,-0.197917055626
ACH-000684,-0.241152377586
ACH-000688,-0.482146383658
ACH-000693,-0.24598876475499998
ACH-000694,-0.220430833718
ACH-000695,-0.0798420074466
ACH-000696,-0.252422904573
ACH-000697,-0.0944819205966
ACH-000699,-0.0915168420441
ACH-000701,-0.345639751514
ACH-000706,-0.268963060415
ACH-000711,-0.207645811111
ACH-000713,-0.0819679975535
ACH-000714,-0.199572017986
ACH-000718,-0.0327161899296
ACH-000720,-0.24167674520500002
ACH-000721,-0.296339319577
ACH-000724,0.047568944462199995
ACH-000725,-0.159028012818
ACH-000732,-0.280527054916
ACH-000734,-0.00496330024381
ACH-000735,-0.06719743640669999
ACH-000736,-0.0340757772084
ACH-000738,-0.0770081286984
ACH-000746,-0.230508501943
ACH-000747,-0.015153207924799999
ACH-000748,-0.154458521523
ACH-000753,-0.28616990063000003
ACH-000756,-0.0703895863114
ACH-000757,-0.0744319218277
ACH-000758,-0.223872861205
ACH-000760,-0.28409238356100003
ACH-000763,-0.0331545206795
ACH-000764,-0.281212941904
ACH-000765,-0.34144079885
ACH-000766,-0.34697705547799995
ACH-000767,-0.578829281191
ACH-000768,-0.18631719682599998
ACH-000769,-0.27150266343699997
ACH-000770,-0.18646181996300001
ACH-000771,-0.060785706892
ACH-000773,-0.290720140526
ACH-000776,-0.315009273656
ACH-000777,-0.15586965809599998
ACH-000778,-0.0447722176984
ACH-000781,-0.181411984444
ACH-000782,-0.34589048384300003
ACH-000783,-0.13862136539699998
ACH-000784,-0.152161788064
ACH-000785,-0.0191503851773
ACH-000787,-0.155470500171
ACH-000788,-0.221090093427
ACH-000791,-0.286526604287
ACH-000792,-0.293698696928
ACH-000794,-0.20621177499600002
ACH-000796,-0.165755288563
ACH-000799,-0.247802781989
ACH-000800,-0.36834398864699996
ACH-000802,-0.0594112870995
ACH-000804,-0.16818046419399998
ACH-000805,-0.17505582080600002
ACH-000809,-0.04278230138280001
ACH-000810,-0.0669169647235
ACH-000811,-0.42878226204899994
ACH-000817,-0.148637046896
ACH-000819,-0.305129103931
ACH-000820,-0.198744105882
ACH-000821,-0.329376698811
ACH-000822,-0.163996132738
ACH-000823,-0.23078183700999996
ACH-000824,-0.09033635596270001
ACH-000827,-0.17686203126400002
ACH-000829,-0.175319745564
ACH-000831,-0.0905115198445
ACH-000832,-0.0323364680129
ACH-000833,-0.170046146754
ACH-000834,-0.0553737525905
ACH-000835,-0.15280919365499998
ACH-000836,-0.110430105374
ACH-000837,-0.182062732509
ACH-000838,-0.0943900927503
ACH-000839,-0.274366525908
ACH-000840,-0.366269845506
ACH-000841,-0.0525639561318
ACH-000843,-0.143549253004
ACH-000846,-0.0273300420339
ACH-000847,-0.0148416901141
ACH-000848,-0.0646515557873
ACH-000849,-0.0876743030834
ACH-000851,-0.0722232536882
ACH-000855,-0.162172330539
ACH-000856,-0.212875936356
ACH-000858,-0.0538623977097
ACH-000859,0.169033102636
ACH-000861,-0.0102066226087
ACH-000862,-0.155766249827
ACH-000865,-0.08070683423219999
ACH-000866,-0.218211333257
ACH-000867,-0.182115547947
ACH-000869,0.034537100809699996
ACH-000872,-0.14763728570100002
ACH-000873,-0.086451494171
ACH-000876,-0.203422315686
ACH-000878,0.109075665864
ACH-000880,-0.20574747489300002
ACH-000881,-0.370656996439
ACH-000882,-0.264420120851
ACH-000884,-0.19187915658100002
ACH-000885,-0.44315153039899996
ACH-000887,-0.285728839566
ACH-000888,-0.135540006412
ACH-000889,-0.08710591574179999
ACH-000890,-0.160302563446
ACH-000896,-0.199685276166
ACH-000898,-0.19414637006299998
ACH-000900,-0.0824682012842
ACH-000901,-0.316298238096
ACH-000905,-0.194092035876
ACH-000906,-0.13768283421
ACH-000907,-0.285385029876
ACH-000910,-0.0332803230467
ACH-000911,-0.161045546568
ACH-000912,-0.168510739244
ACH-000913,-0.165834324205
ACH-000915,-0.0431535098754
ACH-000916,-0.791906853831
ACH-000917,-0.102755608305
ACH-000921,-0.134371018489
ACH-000924,-0.19694365571800002
ACH-000926,-0.39309414454
ACH-000928,-0.18284346524999998
ACH-000929,-0.164952886007
ACH-000932,-0.29615388889600003
ACH-000935,-0.0462581578699
ACH-000936,-0.146856644945
ACH-000937,-0.27056007893100004
ACH-000938,-0.43475629704700003
ACH-000939,-0.10806473629100001
ACH-000941,0.051286135360400005
ACH-000943,-0.194168826094
ACH-000946,-0.113704643265
ACH-000947,-0.20887047362599998
ACH-000948,-0.0734974433637
ACH-000950,0.158220532512
ACH-000953,-0.528274866035
ACH-000957,-0.00236975559048
ACH-000958,-0.252798159573
ACH-000960,-0.442127951841
ACH-000963,-0.047651771931999994
ACH-000968,-0.160202804351
ACH-000969,-0.315355021796
ACH-000973,-0.15918748299799998
ACH-000974,-0.2425034157
ACH-000975,-0.175231414476
ACH-000976,-0.123901310812
ACH-000978,-0.31886678535199997
ACH-000980,-0.16916696886799998
ACH-000984,0.045685320778
ACH-000986,-0.180590265488
ACH-000988,-0.12035257347000002
ACH-000993,-0.08545162350960002
ACH-000994,-0.051472687070500005
ACH-000996,-0.08310587377489999
ACH-001001,-0.239952874547
ACH-001020,-0.04951355114040001
ACH-001028,-0.261192146974
ACH-001031,-0.4940064393
ACH-001038,-0.154427532635
ACH-001048,-0.104215811429
ACH-001050,-0.446250236349
ACH-001053,-0.37989497351400003
ACH-001054,-0.18649802735999998
ACH-001061,-0.13240283897900001
ACH-001067,-0.07302626167660001
ACH-001075,-0.223318807364
ACH-001096,-0.0240267393801
ACH-001128,-0.151599861152
ACH-001134,-0.20066528555500002
ACH-001151,-0.149590242149
ACH-001163,-0.409210279691
ACH-001164,-0.275451691582
ACH-001173,-0.18437447728700002
ACH-001183,-0.0520088145209
ACH-001184,-0.428308746807
ACH-001190,-0.07639477065780001
ACH-001192,-0.0780011629761
ACH-001193,-0.332476486103
ACH-001196,-0.107595865088
ACH-001197,-0.430132513489
ACH-001205,-0.121567811879
ACH-001211,-0.248149446797
ACH-001212,-0.305930621005
ACH-001228,-0.334667959708
ACH-001232,-0.0728695393655
ACH-001239,-0.252551706137
ACH-001274,-0.161947039584
ACH-001275,-0.124662034233
ACH-001277,-0.13814046225600002
ACH-001278,-0.551102044368
ACH-001280,-0.256077732195
ACH-001283,-0.0678251195436
ACH-001289,-0.105962561324
ACH-001295,-0.0839767795959
ACH-001300,-0.0744441983514
ACH-001301,-0.177416708347
ACH-001302,-0.181292060089
ACH-001303,-0.418593811274
ACH-001306,-0.051460650057499994
ACH-001318,-0.270742327236
ACH-001322,-0.0687725442227
ACH-001328,-0.22568652728100003
ACH-001332,-0.156688150916
ACH-001333,-0.118796256844
ACH-001336,-0.252160894631
ACH-001340,0.000247115838134
ACH-001346,-0.11420768040200001
ACH-001353,0.0449979253037
ACH-001354,0.0649324062672
ACH-001367,-0.203148733043
ACH-001368,-0.179460396386
ACH-001374,-0.18804843147
ACH-001375,-0.18496207877
ACH-001377,-0.0769089507563
ACH-001380,0.063008663569
ACH-001391,-0.222211281947
ACH-001407,-0.189739605403
ACH-001408,-0.20283891823199998
ACH-001413,-0.316227765948
ACH-001430,-0.08704313138049999
ACH-001431,-0.380276462589
ACH-001450,-0.19410204729299999
ACH-001496,-0.184490276309
ACH-001500,-0.20628611510400002
ACH-001521,-0.329356589609
ACH-001523,-0.119121706805
ACH-001532,-0.167919885998
ACH-001536,-0.101324864845
ACH-001550,-0.23820597246
ACH-001552,0.0593403920214
ACH-001554,-0.07835464999580001
ACH-001645,-0.0947354692076
ACH-001654,-0.35280341571900004
ACH-001715,-0.132655166889
ACH-001735,-0.40601517864299996
ACH-001736,-0.351467651685
ACH-001737,0.09271914263900001
ACH-001740,-0.195188615684
ACH-001745,-0.17362186601500001
ACH-001750,-0.347487703347
ACH-001765,-0.059310621943
ACH-001956,-0.17578867061200001
ACH-001957,-0.150959801833
