,TCF7L2 (6934)
ACH-000004,0.0703513886204
ACH-000007,-0.636991672672
ACH-000009,-0.47888654952699994
ACH-000011,0.144498046795
ACH-000012,0.0411901517625
ACH-000013,0.09789501842800001
ACH-000014,0.0908527960568
ACH-000015,-0.663662550578
ACH-000017,0.020907694937200003
ACH-000018,-0.160823727036
ACH-000019,0.218796090297
ACH-000021,0.132636313439
ACH-000022,-1.11430909099
ACH-000025,-0.03524923178
ACH-000028,0.08005217975260001
ACH-000030,-0.043383186293199996
ACH-000035,0.0141105119084
ACH-000036,-0.035485296607699994
ACH-000037,-0.0435793298886
ACH-000039,0.210427479654
ACH-000040,-0.015109254474400001
ACH-000041,0.0423224507249
ACH-000042,-0.145685800676
ACH-000045,0.10361120470599999
ACH-000047,0.077100582461
ACH-000052,-0.14073792759
ACH-000053,0.09099824046530001
ACH-000054,0.0029204967197700004
ACH-000055,-0.104593133936
ACH-000060,0.051897848003699995
ACH-000067,-0.00796237553066
ACH-000070,0.112231568266
ACH-000075,-0.0651910281696
ACH-000078,-0.017594981853700002
ACH-000082,-0.030175758983900004
ACH-000085,0.208920374197
ACH-000086,0.0216359735643
ACH-000087,0.0258431753865
ACH-000092,-0.0339453615507
ACH-000095,0.0217169945608
ACH-000097,0.19031096337900003
ACH-000098,-0.100713433947
ACH-000099,-0.039900135820900004
ACH-000108,-0.0700566174128
ACH-000113,0.12134737400000001
ACH-000115,-0.10546300637599999
ACH-000116,0.0007480203404889999
ACH-000118,0.093104636829
ACH-000120,-0.176700037348
ACH-000123,0.135857040225
ACH-000127,-0.04290164994369999
ACH-000128,0.050198911149000006
ACH-000132,-0.110918360367
ACH-000133,-0.032958873016
ACH-000137,-0.162873125478
ACH-000138,-0.5380373996360001
ACH-000142,0.275565550702
ACH-000143,0.189975640403
ACH-000146,-0.042003939588400006
ACH-000148,0.115618753965
ACH-000150,0.18152421078400002
ACH-000152,-0.030910740266
ACH-000153,0.09910842595750001
ACH-000159,-0.0550519793308
ACH-000160,-0.07631967031839999
ACH-000163,-0.13595815272
ACH-000167,-0.0370631971924
ACH-000168,-0.17574799378800002
ACH-000169,0.0928462863701
ACH-000178,-0.0121256059724
ACH-000182,-0.43805757598399997
ACH-000183,0.00776207366531
ACH-000188,0.124085314057
ACH-000189,0.315987620102
ACH-000190,-0.0692712274451
ACH-000198,0.103707681262
ACH-000204,0.161416977081
ACH-000206,-0.12120500915799999
ACH-000207,-0.09454757610469999
ACH-000211,-0.0023645683089299997
ACH-000215,-0.0465669372509
ACH-000221,0.0480593613286
ACH-000222,-0.558134455082
ACH-000223,-0.0830850447886
ACH-000226,0.11425996296499999
ACH-000227,0.21974362715999998
ACH-000228,-0.00822228066174
ACH-000231,-0.124519426142
ACH-000232,0.24701330064100002
ACH-000233,-0.0234154312714
ACH-000234,-0.247865083832
ACH-000235,-0.9174646383339999
ACH-000237,-0.019448436126099998
ACH-000238,-0.10219071217700001
ACH-000243,-0.137736668281
ACH-000244,0.240741830183
ACH-000246,0.151134606313
ACH-000248,0.0950444241156
ACH-000250,0.058489682586
ACH-000251,-0.122149908232
ACH-000253,-0.826123298916
ACH-000255,0.0866214067296
ACH-000256,0.287832128427
ACH-000257,0.0395807850156
ACH-000258,-0.134516898977
ACH-000259,0.07140860153300001
ACH-000260,0.265529154793
ACH-000261,-0.037901435088100004
ACH-000262,0.150796691455
ACH-000263,0.0131043636834
ACH-000264,0.050244662789400006
ACH-000265,0.08404892239140001
ACH-000266,-0.09801342238569999
ACH-000272,0.034775550185
ACH-000273,-0.0219014566213
ACH-000274,0.0920298248262
ACH-000277,0.18375785520799998
ACH-000278,0.157736685623
ACH-000279,0.014131461995
ACH-000280,0.414260361902
ACH-000281,-0.697623929807
ACH-000288,-0.0941561502861
ACH-000291,0.333421247432
ACH-000293,0.129660738455
ACH-000294,-0.027041483766
ACH-000295,-0.0418416976576
ACH-000296,-0.280059625579
ACH-000302,0.0658504242158
ACH-000304,0.283034389439
ACH-000307,0.10303449717
ACH-000308,-0.0188994431537
