,CPSF4L (642843)
ACH-000004,-0.0842297313972
ACH-000007,0.162047313991
ACH-000009,-0.190998023968
ACH-000011,-0.0649039926626
ACH-000012,0.05620909426659999
ACH-000013,0.043269664487300005
ACH-000014,-0.09477679106789999
ACH-000015,0.014989011991900001
ACH-000017,-0.0721344472228
ACH-000018,-0.026351899076200003
ACH-000019,0.08188692536480001
ACH-000021,-0.13757466939000002
ACH-000022,0.146941766064
ACH-000025,0.0497922900373
ACH-000028,0.048891046299400005
ACH-000030,-0.103407671007
ACH-000035,-0.00666350911769
ACH-000036,-0.00302509968541
ACH-000037,0.0468247925136
ACH-000039,0.126579521305
ACH-000040,-0.08917901797019999
ACH-000041,-0.0137934092597
ACH-000042,-0.0936675843213
ACH-000045,-0.0349638529342
ACH-000047,-0.0758741324494
ACH-000052,-0.10852884307600001
ACH-000053,-0.08471966465330001
ACH-000054,-0.0050201969692200005
ACH-000055,0.154087081509
ACH-000060,-0.0702055002474
ACH-000067,0.00732545881912
ACH-000070,-0.0418282809274
ACH-000075,0.0968833695442
ACH-000078,-0.234960093903
ACH-000082,-0.0308674226528
ACH-000085,0.0951517511362
ACH-000086,-0.124114999846
ACH-000087,-0.0755885112137
ACH-000092,0.07254419310539999
ACH-000095,-0.260310558764
ACH-000097,0.117842518205
ACH-000098,0.0230682486642
ACH-000099,-0.17561714825599997
ACH-000108,-0.0897129054569
ACH-000113,0.006047916597109999
ACH-000115,0.0570531399396
ACH-000116,-0.11424112008
ACH-000118,-0.048252283319899995
ACH-000120,-0.250800955918
ACH-000123,-0.0531284543556
ACH-000127,-0.19358895712299998
ACH-000128,-0.14660143170999998
ACH-000132,-0.082681818826
ACH-000133,0.164958892428
ACH-000137,0.0339692506307
ACH-000138,-0.0658550605148
ACH-000142,-0.109079858908
ACH-000143,-0.16484681732999998
ACH-000146,-0.160048339046
ACH-000148,-0.10203085659
ACH-000150,0.0011189486530199999
ACH-000152,-0.130263872739
ACH-000153,0.120899613658
ACH-000159,-0.0341872651532
ACH-000160,-0.198573847976
ACH-000163,-0.12187072214000001
ACH-000167,0.0727511477895
ACH-000168,-0.07698404535619999
ACH-000169,-0.044591783211400005
ACH-000178,-0.058875882306699996
ACH-000182,-0.137964114768
ACH-000183,0.11218925847899999
ACH-000188,-0.0135778808632
ACH-000189,-0.0764106024922
ACH-000190,-0.173919661576
ACH-000198,0.155822185048
ACH-000204,-0.16934101185400002
ACH-000206,-0.23361304917599998
ACH-000207,-0.264585376694
ACH-000211,-0.118901120199
ACH-000215,-0.05356969684809999
ACH-000221,-0.00591448670866
ACH-000222,-0.180069036183
ACH-000223,0.00945150605317
ACH-000226,0.09508395133130002
ACH-000227,-0.310175349364
ACH-000228,-0.0532479458606
ACH-000231,-0.051679300249800005
ACH-000232,0.069822768229
ACH-000233,0.0372684930889
ACH-000234,-0.105837223081
ACH-000235,-0.0048086128275800005
ACH-000237,0.054085600485399996
ACH-000238,0.0414924056465
ACH-000243,-0.0265076172714
ACH-000244,0.11309952052100002
ACH-000246,-0.014988565593
ACH-000248,-0.04908486178169999
ACH-000250,-0.05566594429380001
ACH-000251,-0.11754628706499999
ACH-000253,0.033213968339800004
ACH-000255,-0.07891768878269999
ACH-000256,-0.08865563774530001
ACH-000257,-0.014119809911200001
ACH-000258,-0.158396809236
ACH-000259,-0.143166195867
ACH-000260,-0.107009441537
ACH-000261,-0.026247168613700002
ACH-000262,-0.188542381876
ACH-000263,0.172017788979
ACH-000264,-0.136152028845
ACH-000265,0.0502585336706
ACH-000266,-0.125268250622
ACH-000272,-0.142974724684
ACH-000273,-0.00047372468550800005
ACH-000274,-0.014677265185100001
ACH-000277,-0.0281152553056
ACH-000278,0.0014818943625299998
ACH-000279,-0.0387171648541
ACH-000280,0.0260718585317
ACH-000281,-0.218264986828
ACH-000288,-0.0811665641697
ACH-000291,0.07164546659410001
ACH-000293,0.024178423664199998
ACH-000294,-0.0438389096103
ACH-000295,0.08973697631920001
ACH-000296,0.0162348307468
ACH-000302,-0.058580455758699995
ACH-000304,0.349248770038
ACH-000307,0.08930930486680001
ACH-000308,0.06495247743009999
ACH-000310,-0.353965951733
ACH-000311,-0.052296953009900005
ACH-000312,-0.23694587631900002
ACH-000315,-0.115316153092
ACH-000316,-0.08888197022810002
ACH-000317,-0.0180368112075
ACH-000318,-0.0211579139672
ACH-000319,-0.0980960199877
ACH-000320,-0.118269673026
ACH-000322,-0.0302981430365
ACH-000323,-0.19321863415600002
ACH-000324,-0.059511206930999996
ACH-000329,0.0142893285516
ACH-000330,-0.0638053742897
ACH-000331,0.0288605471971
ACH-000332,-0.0808029885276
ACH-000334,0.19934638181400002
ACH-000335,-0.159841698713
ACH-000336,0.0979914396865
ACH-000337,-0.0923648734047
ACH-000339,-0.00421765820397
ACH-000341,-0.16153474418
ACH-000348,-0.07967102493480001
ACH-000350,-0.131164620132
ACH-000352,-0.0846611727618
ACH-000356,-0.017366146382099996
ACH-000361,-0.10687328831000001
ACH-000362,-0.0890008616564
ACH-000363,-0.0934283033716
ACH-000364,0.188303134774
ACH-000365,-0.11508905028699999
ACH-000366,-0.0951516762292
ACH-000368,-0.103983138387
ACH-000374,-0.083446486327
ACH-000375,-0.0318977708089
ACH-000376,0.025598359892000003
ACH-000381,-0.12105741631200001
ACH-000383,-0.10790100723
ACH-000387,-0.037962087819400005
ACH-000389,-0.0287519586854
ACH-000390,0.106034543052
ACH-000393,0.123582111775
ACH-000395,-0.0118906547031
ACH-000397,-0.028982168080400002
ACH-000401,-0.283640233278
ACH-000402,0.310032706591
ACH-000403,-0.168390966619
ACH-000404,-0.062657965188
ACH-000406,-0.117625122444
ACH-000407,-0.0767698452215
ACH-000408,0.0595882150117
ACH-000410,0.195319166927
ACH-000411,-0.115442994774
ACH-000414,0.0668633239782
ACH-000415,0.033371556702
ACH-000416,-0.0598221687463
ACH-000420,-0.0819573299212
ACH-000421,-0.153195540494
ACH-000424,-0.40764165841399996
ACH-000425,-0.058436780194
ACH-000426,-0.0686027477809
ACH-000427,0.164617153454
ACH-000433,-0.011794295178100002
ACH-000436,0.122940439629
ACH-000444,-0.014745620333
ACH-000445,-0.0343717211869
ACH-000448,0.0073763510849200005
ACH-000450,0.0734499625079
ACH-000452,-0.0519021608765
ACH-000454,-0.0306680186057
ACH-000458,0.0791660998295
ACH-000459,0.0852717243672
ACH-000460,-0.0168249271968
ACH-000461,0.0164369143038
ACH-000463,-0.102938343005
ACH-000464,-0.11137943918099999
ACH-000466,-0.118595581426
ACH-000467,0.07794307654289999
ACH-000468,0.04416848040369999
ACH-000469,0.115569426239
ACH-000470,-0.06583059950140001
ACH-000471,-0.027850511620400004
ACH-000472,-0.0520389385095
ACH-000473,0.0803180895519
ACH-000475,-0.040915674514300004
ACH-000476,-0.00846849205489
ACH-000477,-0.0350987607384
ACH-000480,-0.0367191526304
ACH-000481,0.16999631289500003
ACH-000483,0.03943033195330001
ACH-000484,0.0309949715252
ACH-000485,0.0380576640963
ACH-000486,0.0781481223609
ACH-000487,-0.08329328281739999
ACH-000488,-0.0318951265945
ACH-000490,-0.0150601925101
ACH-000491,-0.07694992045419999
ACH-000495,0.141615862398
ACH-000496,0.0584492243569
ACH-000499,0.122012834163
ACH-000500,0.292326224748
ACH-000502,-0.027731114024299997
ACH-000503,0.0343055889935
ACH-000505,-0.11371367371300001
ACH-000507,-0.156951058527
ACH-000510,-0.0187535729309
ACH-000511,0.00287947447413
ACH-000512,0.220971465994
ACH-000516,-0.0611716592645
ACH-000517,-0.23182008488000003
ACH-000518,0.014578128207300001
ACH-000520,-0.0877449863695
ACH-000521,-0.258246124516
ACH-000522,-0.105103952138
ACH-000524,-0.0839577389889
ACH-000527,-0.0462226259869
ACH-000528,-0.00316794388087
ACH-000537,-0.0457084611674
ACH-000541,0.10671325102399999
ACH-000542,-0.0714520554479
ACH-000544,-0.129715925968
ACH-000545,-0.0193421039874
ACH-000547,-0.18149862900199998
ACH-000548,-0.045507601268600005
ACH-000549,0.05182797575709999
ACH-000550,0.030145545548400002
ACH-000552,-0.0180542738118
ACH-000556,0.0358425230813
ACH-000557,-0.08778879541899999
ACH-000570,-0.09241880709010002
ACH-000571,0.0759782356916
ACH-000573,-0.128609672123
ACH-000576,-0.09086858516230001
ACH-000580,-0.053351727655800006
ACH-000584,-0.0538624560771
ACH-000585,0.0561714945015
ACH-000588,-0.043732494845799996
ACH-000589,-0.132964621328
ACH-000591,-0.13946505652000002
ACH-000593,0.0014339282348699999
ACH-000600,0.15931641372400002
ACH-000601,-0.0291482092912
ACH-000604,0.172956447387
ACH-000605,-0.0868568610066
ACH-000606,0.0012507652152
ACH-000608,-0.119272471294
ACH-000614,-0.05159423208740001
ACH-000616,-0.0832809745719
ACH-000618,-0.0200852645437
ACH-000619,-0.07482357535550001
ACH-000620,0.0356001763839
ACH-000621,-0.0307372150911
ACH-000622,0.08624623917810001
ACH-000623,-0.210286242417
ACH-000624,-0.0431167887868
ACH-000627,0.035460802477
ACH-000630,-0.0705866807003
ACH-000632,-0.0142797114795
ACH-000633,-0.14641958074300002
ACH-000637,-0.0834747658716
ACH-000638,0.034232062841099996
ACH-000646,-0.152080656653
ACH-000647,-0.19788038898200003
ACH-000648,0.276581031719
ACH-000649,0.0165579650237
ACH-000651,-0.0544052593181
ACH-000652,-0.06567828252550001
ACH-000653,-0.040798057769900004
ACH-000657,-0.0767326144002
ACH-000658,0.130882912518
ACH-000661,0.0654850041303
ACH-000662,0.00516085492182
ACH-000663,-0.018001259237799997
ACH-000665,0.00796212140419
ACH-000671,-0.040703923877199996
ACH-000673,-0.0383790876241
ACH-000676,-0.141138086139
ACH-000677,-0.00348372714764
ACH-000681,-0.0870645305078
ACH-000682,-0.018089205631
ACH-000683,-0.0194062095285
ACH-000684,0.0684607450729
ACH-000688,-0.100092839366
ACH-000693,0.017797662186
