,JKAMP (51528)
ACH-000004,-0.36799425662100005
ACH-000007,-0.21264390474199998
ACH-000009,-0.204811779032
ACH-000011,-0.1878140546
ACH-000012,-0.149581947378
ACH-000013,-0.23934085593
ACH-000014,0.23442141301600003
ACH-000015,-0.11424288832999999
ACH-000017,-0.09503332094769999
ACH-000018,-0.196257536629
ACH-000019,-0.31568064106800003
ACH-000021,-0.189462997005
ACH-000022,-0.198327047518
ACH-000025,-0.07100069375939999
ACH-000028,-0.170378298226
ACH-000030,-0.21141817465799997
ACH-000035,-0.22796786873799998
ACH-000036,-0.124636372356
ACH-000037,-0.171889896255
ACH-000039,-0.302660270306
ACH-000040,-0.13927062795999998
ACH-000041,-0.215792555838
ACH-000042,-0.466282547288
ACH-000045,-0.133597945772
ACH-000047,-0.128938188114
ACH-000052,-0.252399059165
ACH-000053,-0.24889929371999997
ACH-000054,-0.13468319272
ACH-000055,-0.128783734177
ACH-000060,-0.248512297795
ACH-000067,-0.0756710958949
ACH-000070,-0.373985536379
ACH-000075,-0.090883613719
ACH-000078,-0.166303675289
ACH-000082,-0.239626162113
ACH-000085,-0.165456308165
ACH-000086,-0.258292738157
ACH-000087,-0.212697675621
ACH-000092,-0.18809688558899998
ACH-000095,-0.256798953562
ACH-000097,-0.228843117786
ACH-000098,-0.0566023229976
ACH-000099,-0.38092980415399996
ACH-000108,-0.336331727407
ACH-000113,-0.142324291469
ACH-000115,-0.324072243241
ACH-000116,-0.241502787232
ACH-000118,-0.19418278961899998
ACH-000120,-0.12116156921599999
ACH-000123,-0.11999986175
ACH-000127,-0.160939452263
ACH-000128,-0.25745226130800003
ACH-000132,-0.265323675371
ACH-000133,-0.182796577613
ACH-000137,-0.25190716325999996
ACH-000138,-0.245179392584
ACH-000142,-0.165279304549
ACH-000143,-0.16532608781400002
ACH-000146,-0.0380762889486
ACH-000148,-0.313820266186
ACH-000150,0.025544501960900003
ACH-000152,-0.234726449787
ACH-000153,-0.228773768134
ACH-000159,-0.220853794804
ACH-000160,-0.30724948329199997
ACH-000163,-0.317886729428
ACH-000167,-0.45844777958099997
ACH-000168,-0.0561250492825
ACH-000169,-0.0992439274201
ACH-000178,-0.24959444984999998
ACH-000182,-0.0857932054564
ACH-000183,-0.0477149825857
ACH-000188,-0.18197170216699998
ACH-000189,-0.138513824471
ACH-000190,-0.165469679289
ACH-000198,-0.589918638565
ACH-000204,-0.326517786769
ACH-000206,-0.184882456396
ACH-000207,-0.272492576029
ACH-000211,-0.46494156413099996
ACH-000215,-0.217468106671
ACH-000221,-0.130725008285
ACH-000222,-0.387301561152
ACH-000223,-0.302615447102
ACH-000226,-0.236845304416
ACH-000227,-0.192371481661
ACH-000228,-0.15718848588099998
ACH-000231,-0.23411097623000005
ACH-000232,-0.22563124641899998
ACH-000233,-0.199338421801
ACH-000234,-0.44544799121000006
ACH-000235,-0.31364714738899996
ACH-000237,-0.0375157048858
ACH-000238,-0.358643153596
ACH-000243,-0.542827328265
ACH-000244,-0.561849736095
ACH-000246,-0.382306433108
ACH-000248,-0.30861572090100003
ACH-000250,-0.248522416386
ACH-000251,-0.46115399257899997
ACH-000253,-0.208206003948
ACH-000255,-0.25147661609
ACH-000256,-0.24494811590799997
ACH-000257,-0.531303288875
ACH-000258,-0.0903054029397
ACH-000259,-0.126829598738
ACH-000260,-0.21639922456
ACH-000261,-0.229167035471
ACH-000262,-0.00121550311345
ACH-000263,-0.087382414937
ACH-000264,-0.25811466268100003
ACH-000265,-0.156378872126
ACH-000266,-0.674993943612
ACH-000272,-0.144045056168
ACH-000273,-0.440740802143
ACH-000274,-0.34734058534900003
ACH-000277,-0.171281882841
ACH-000278,-0.235295417663
ACH-000279,-0.210919754892
ACH-000280,-0.20255262793099998
ACH-000281,-0.61643793118
ACH-000288,-0.20310737065499998
ACH-000291,-0.11891112983100001
ACH-000293,-0.270539724433
ACH-000294,-0.48390705578800003
ACH-000295,-0.21135884680999997
ACH-000296,-0.324952359562
ACH-000302,-0.317081790252
ACH-000304,-0.045022019510000004
ACH-000307,-0.307037617354
ACH-000308,-0.37737240319700005
ACH-000310,-0.378213629612
ACH-000311,-0.394717459521
ACH-000312,-0.19961040256999998
ACH-000315,-0.0516513179985
ACH-000316,-0.111583152109
ACH-000317,-0.14114433171
ACH-000318,-0.310095427106
ACH-000319,-0.283671816934
ACH-000320,-0.43840873364699995
ACH-000322,-0.246354449817
ACH-000323,-0.12282275652699999
ACH-000324,-0.277073911931
ACH-000329,-0.191822691268
ACH-000330,-0.0543727709456
ACH-000331,-0.0835682605462
ACH-000332,-0.325609499443
ACH-000334,-0.36204359600100006
ACH-000335,-0.33541267417599996
ACH-000336,-0.300944325275
ACH-000337,-0.152855438777
ACH-000339,-0.22447574137499998
ACH-000341,-0.17478808369600002
ACH-000348,-0.381906110576
ACH-000350,-0.0410348048351
ACH-000352,-0.12174021777999999
ACH-000356,-0.230450021768
ACH-000361,-0.142361420452
ACH-000362,-0.09569360345990001
ACH-000363,-0.091402524999
ACH-000364,-0.104235519023
ACH-000365,-0.0617571005157
ACH-000366,-0.105703202338
ACH-000368,-0.37159434304899996
ACH-000374,-0.281065847875
ACH-000375,-0.19651342570799998
ACH-000376,-0.304483135916
ACH-000381,-0.112037892384
ACH-000383,-0.42668018416599995
ACH-000387,-0.046623455943099995
ACH-000389,-0.43931238011999996
ACH-000390,-0.10543973737
ACH-000393,-0.365952040094
ACH-000395,-0.122785160719
ACH-000397,-0.34254861868600006
ACH-000401,-0.189428204399
ACH-000402,-0.09405097743100001
ACH-000403,-0.291960327828
ACH-000404,-0.354239685184
ACH-000406,-0.215563659896
ACH-000407,-0.24096097077700002
ACH-000408,-0.26858547269
ACH-000410,-0.08981782089500001
ACH-000411,-0.169954816411
ACH-000414,-0.180612669719
ACH-000415,-0.268270338758
ACH-000416,-0.11239050702299999
ACH-000420,0.07649980823580001
ACH-000421,-0.125481334075
ACH-000424,-0.329540869821
ACH-000425,-0.25789697908799997
ACH-000426,0.0709954587787
ACH-000427,-0.371900127708
ACH-000433,-0.44553533585199995
ACH-000436,-0.295731017966
ACH-000444,-0.217281271174
ACH-000445,-0.280484831667
ACH-000448,-0.279714718889
ACH-000450,0.011218809395700002
ACH-000452,-0.49483350198
ACH-000454,-0.384970813072
ACH-000458,-0.235562407371
ACH-000459,-0.139647815379
ACH-000460,-0.316578762944
ACH-000461,-0.18242731399099998
ACH-000463,-0.19509211166700002
ACH-000464,-0.22103995930999998
ACH-000466,-0.137089181127
ACH-000467,-0.314405470477
ACH-000468,-0.150622467058
ACH-000469,-0.202072539507
ACH-000470,-0.181537807108
ACH-000471,-0.30889075056299997
ACH-000472,-0.356388231835
ACH-000473,-0.225333275045
ACH-000475,-0.11835998419299999
ACH-000476,-0.33831924568000005
ACH-000477,-0.253877646985
ACH-000480,-0.151258290319
ACH-000481,-0.493281376949
ACH-000483,-0.045209658423300006
ACH-000484,-0.0614145515918
ACH-000485,-0.170044058601
ACH-000486,-0.18726861359900002
ACH-000487,-0.0579023783923
ACH-000488,-0.17453298733800002
ACH-000490,-0.17856492948
ACH-000491,-0.0901982140713
ACH-000495,-0.125311968342
ACH-000496,-0.297929612
ACH-000499,-0.258623177876
ACH-000500,-0.25974441854
ACH-000502,-0.273617935972
ACH-000503,-0.45848333666100005
ACH-000505,-0.10993647019200001
ACH-000507,-0.174132201203
ACH-000510,-0.182113764559
ACH-000511,-0.260679925809
ACH-000512,-0.10267180627900001
ACH-000516,-0.24930819081
ACH-000517,-0.023492238735700003
ACH-000518,-0.12844057418299998
ACH-000520,-0.402874948463
ACH-000521,-0.277035897079
ACH-000522,-0.267551463973
ACH-000524,-0.22187802136100002
ACH-000527,-0.297697903992
ACH-000528,-0.26209320039
ACH-000537,-0.176151711998
ACH-000541,-0.398716785743
ACH-000542,-0.292431460103
ACH-000544,-0.277251083306
ACH-000545,-0.25017552786200004
ACH-000547,-0.270429461247
ACH-000548,-0.39563512994000005
ACH-000549,0.0019510855668399998
ACH-000550,-0.13353593217
ACH-000552,-0.030730930499400004
ACH-000556,-0.212686775198
ACH-000557,0.0028173233909000004
ACH-000570,-0.17761543143300002
ACH-000571,-0.251329397629
ACH-000573,-0.145440425569
ACH-000576,-0.209396003139
ACH-000580,-0.167217564081
ACH-000584,-0.304934012508
ACH-000585,-0.706262897603
ACH-000588,0.0111148536002
ACH-000589,-0.0969937650114
ACH-000591,-0.0730684752919
ACH-000593,-0.116450560039
ACH-000600,-0.234360952857
ACH-000601,-0.26172796864500003
ACH-000604,-0.159576767604
ACH-000605,-0.202861374153
ACH-000606,-0.45077175247100004
ACH-000608,-0.194512263042
ACH-000614,-0.046257241257999994
ACH-000616,-0.280933638742
ACH-000618,-0.147988628472
ACH-000619,-0.458449878147
ACH-000620,-0.204665918063
ACH-000621,-0.20224775658
ACH-000622,-0.22104361144499998
ACH-000623,-0.225613262192
ACH-000624,-0.138600289133
ACH-000627,-0.30742258601100003
ACH-000630,-0.32911384424
ACH-000632,-0.212937348652
ACH-000633,-0.289264305999
ACH-000637,-0.527941584977
ACH-000638,-0.113907103098
ACH-000646,-0.369952603401
ACH-000647,-0.07495639228569999
ACH-000648,-0.153145811359
ACH-000649,-0.240694722566
ACH-000651,-0.19643529904399998
ACH-000652,-0.22201416540399999
ACH-000653,-0.20451328089200002
ACH-000657,-0.189848701882
ACH-000658,-0.273711323713
ACH-000661,-0.367793370288
ACH-000662,-0.637921648219
ACH-000663,-0.416934431951
ACH-000665,-0.246163326541
ACH-000671,-0.145437720941
ACH-000673,-0.211789502289
ACH-000676,-0.253508159336
ACH-000677,-0.168581152419
ACH-000681,-0.11452055294399999
ACH-000682,-0.301494811857
ACH-000683,-0.155248891463
ACH-000684,-0.0941047172672
ACH-000688,-0.337133213948
ACH-000693,-0.216317454463
ACH-000694,-0.208529298625
ACH-000695,-0.35044302928599996
ACH-000696,-0.18876450469300002
ACH-000697,-0.0587650455277
ACH-000699,-0.279336794397
ACH-000701,-0.21808583255199998
