,AP2A1 (160)
ACH-000004,-0.58779932859
ACH-000007,0.027647187421499998
ACH-000009,0.15144175653699998
ACH-000011,0.204006293546
ACH-000012,-0.0262264676665
ACH-000013,-0.321420855719
ACH-000014,0.0725726398452
ACH-000015,-0.0317375968952
ACH-000017,-0.041975620670499994
ACH-000018,0.0534660564955
ACH-000019,0.24024398167199998
ACH-000021,-0.072177286933
ACH-000022,-0.054917030824800005
ACH-000025,0.205013677281
ACH-000028,-0.711269209465
ACH-000030,0.0159920943572
ACH-000035,-0.380720087757
ACH-000036,-0.16849485049600002
ACH-000037,-0.093601841343
ACH-000039,-0.040678142895
ACH-000040,0.250100070499
ACH-000041,-0.0964277484121
ACH-000042,0.164911143447
ACH-000045,-0.172378199804
ACH-000047,0.086928599047
ACH-000052,0.00924425289258
ACH-000053,0.08807075317739999
ACH-000054,0.0799869824869
ACH-000055,-0.09947340643380001
ACH-000060,0.13435464999500002
ACH-000067,0.00510091250753
ACH-000070,-0.0115188817523
ACH-000075,0.0294013914
ACH-000078,0.127412539401
ACH-000082,0.028862400546599998
ACH-000085,-0.0662528385123
ACH-000086,-0.0149159815342
ACH-000087,-0.10665175982899999
ACH-000092,-0.0568753005789
ACH-000095,-0.028054233542999997
ACH-000097,-0.199909565602
ACH-000098,-0.269080033779
ACH-000099,-0.114482220568
ACH-000108,0.0476191749088
ACH-000113,-0.062572326729
ACH-000115,0.044481818409099996
ACH-000116,-0.0336831733047
ACH-000118,0.12575454239199998
ACH-000120,-0.0062257521121999995
ACH-000123,-0.137557912686
ACH-000127,-0.0946405486243
ACH-000128,0.0327084538415
ACH-000132,0.04313321904080001
ACH-000133,-0.09145038763869999
ACH-000137,-0.043010740735599996
ACH-000138,-0.12567247142100002
ACH-000142,-0.23018204091299999
ACH-000143,0.108106623854
ACH-000146,-0.024330868478000003
ACH-000148,-0.0482232515528
ACH-000150,-0.05115338320590001
ACH-000152,-0.0279692815201
ACH-000153,-0.060057667066099996
ACH-000159,-0.0825012401832
ACH-000160,0.0113100894496
ACH-000163,0.023371642890599998
ACH-000167,0.107314678213
ACH-000168,-0.127682571832
ACH-000169,0.0125728882054
ACH-000178,0.0180177643672
ACH-000182,-0.000953188509881
ACH-000183,-0.138053925345
ACH-000188,-0.13395488729900001
ACH-000189,-0.0814840812323
ACH-000190,-0.290684665725
ACH-000198,0.23371961544199998
ACH-000204,0.129075006045
ACH-000206,-0.105518298832
ACH-000207,-0.0586541788236
ACH-000211,-0.0461905339325
ACH-000215,-0.08742041771749999
ACH-000221,-0.1572032654
ACH-000222,-0.146829274408
ACH-000223,0.132671052208
ACH-000226,0.12776456686899998
ACH-000227,0.0235524414523
ACH-000228,-0.09250545988679999
ACH-000231,0.178061938274
ACH-000232,0.14227126027
ACH-000233,0.010407473672
ACH-000234,-0.203694878701
ACH-000235,0.0100246426261
ACH-000237,-0.43103705798
ACH-000238,0.06649440338030001
ACH-000243,0.016979130094
ACH-000244,-0.0606555984822
ACH-000246,-0.109157049164
ACH-000248,0.247939144764
ACH-000250,-0.07578463072710001
ACH-000251,0.0053811054049499995
ACH-000253,-0.0651330873746
ACH-000255,-0.10932095772
ACH-000256,-0.418105091223
ACH-000257,-0.286804868116
ACH-000258,0.022574485328
ACH-000259,-0.101612993412
ACH-000260,-0.136720728507
ACH-000261,-0.07691357433439999
ACH-000262,-0.242545189529
ACH-000263,-0.283552792942
ACH-000264,0.0301746731368
ACH-000265,0.00730274786512
ACH-000266,-0.0248393381035
ACH-000272,0.158132665088
ACH-000273,0.04744516814130001
ACH-000274,0.061730733945800004
ACH-000277,0.0273017425324
ACH-000278,-0.67101221713
ACH-000279,0.0259346198465
ACH-000280,-0.11212050625700001
ACH-000281,-0.07668405178460001
ACH-000288,-0.0472422955583
ACH-000291,-0.0101676032695
ACH-000293,-0.289140529088
ACH-000294,-0.755136706953
ACH-000295,-0.040761439252
ACH-000296,-0.282700605687
ACH-000302,-0.186143234728
ACH-000304,-0.140962371572
ACH-000307,-0.177443327282
ACH-000308,-0.0376391761546
ACH-000310,0.0421153626985
ACH-000311,0.228394806075
ACH-000312,-0.0498338963628
ACH-000315,-0.314955730792
ACH-000316,-0.138626115308
ACH-000317,0.0681039776603
ACH-000318,-0.131297251131
ACH-000319,-0.111535444313
ACH-000320,0.30472329869000003
ACH-000322,0.166456914454
ACH-000323,-0.11065698467700001
ACH-000324,-0.118454074207
ACH-000329,-0.0376362264162
ACH-000330,-0.26444351524099996
ACH-000331,0.172337756401
ACH-000332,-0.118562166628
ACH-000334,-0.0899340570322
ACH-000335,-0.39838469983999997
ACH-000336,-0.0021598623511399997
ACH-000337,0.262699580424
ACH-000339,-0.091816350335
ACH-000341,0.08192378862460001
ACH-000348,0.034445747650599996
ACH-000350,0.0053875114796000005
ACH-000352,-0.0298472495946
ACH-000356,-0.489620872412
ACH-000361,-0.020891724572400003
ACH-000362,-0.024341901109899998
ACH-000363,0.0963927701881
ACH-000364,-0.046271806575499994
ACH-000365,-0.035290845746
ACH-000366,-0.246263874927
ACH-000368,-0.012998778878799999
ACH-000374,0.16916857787
ACH-000375,-0.06459676253190001
ACH-000376,0.0130085772808
ACH-000381,0.15862809727
ACH-000383,-0.16568077309499998
ACH-000387,-0.024910458312300002
ACH-000389,-0.120262763491
ACH-000390,0.184948279487
ACH-000393,-0.0468468901466
ACH-000395,-0.38572276649000004
ACH-000397,-0.0020767836241300003
ACH-000401,-0.112835479455
ACH-000402,-0.259190438773
ACH-000403,0.0444159926141
ACH-000404,-0.581789541674
ACH-000406,-0.0391731710478
ACH-000407,0.140318882285
ACH-000408,-0.39271055419399997
ACH-000410,-0.339830713146
ACH-000411,-0.08837800402799999
ACH-000414,0.156940495238
ACH-000415,-0.496522300343
ACH-000416,0.047990892447699995
ACH-000420,-0.0171838580938
ACH-000421,-0.023796744508599997
ACH-000424,0.0119223369244
ACH-000425,-0.048854925349599995
ACH-000426,-0.040266747128699994
ACH-000427,0.046897476982
ACH-000433,0.173006297236
ACH-000436,-0.017135915956800002
ACH-000444,-0.0521809035065
ACH-000445,0.129546638771
ACH-000448,-0.08679695755519999
ACH-000450,-0.0259732160165
ACH-000452,0.025245398017
ACH-000454,-0.0112749467603
ACH-000458,0.0494727156054
ACH-000459,-0.21855363022399998
ACH-000460,-0.07787997440889999
ACH-000461,-0.234110786702
ACH-000463,-0.15466194304300002
ACH-000464,0.026697258763
ACH-000466,-0.048461344861399996
ACH-000467,0.09575861727690001
ACH-000468,-0.0039559860038700006
ACH-000469,-0.20579323630899998
ACH-000470,-0.0725847981152
ACH-000471,-0.282258475754
ACH-000472,-0.09942402924689998
ACH-000473,-0.33351045019299996
ACH-000475,0.0401381060106
ACH-000476,-0.0544811796557
ACH-000477,-0.312654573184
ACH-000480,0.0267363714532
ACH-000481,-0.056036356154300006
ACH-000483,-0.0161440495744
ACH-000484,-0.291119708745
ACH-000485,-0.00220907018625
ACH-000486,-0.178523914461
ACH-000487,0.0530895356307
ACH-000488,-0.0759875925097
ACH-000490,0.0882409977645
ACH-000491,0.0733538384626
ACH-000495,0.0517759318246
ACH-000496,0.18188643471000002
ACH-000499,-0.16090990497899998
ACH-000500,0.192949274141
ACH-000502,-0.14968821244
ACH-000503,-0.528697707357
ACH-000505,-0.066653570662
ACH-000507,-0.0223774475503
ACH-000510,-0.120774607366
ACH-000511,-0.11512234205600001
ACH-000512,0.108735344673
ACH-000516,-0.0820593370894
ACH-000517,0.005744170460420001
ACH-000518,-0.0426939403323
ACH-000520,-0.029895688586599998
ACH-000521,0.113379954256
ACH-000522,0.214586857888
ACH-000524,-0.0658209073324
ACH-000527,-0.014627433086299999
