,BARHL2 (343472)
ACH-000265,-0.327752997915
ACH-000266,-0.127204868566
ACH-000272,-0.206148478465
ACH-000273,-0.0377380634923
ACH-000274,-0.029735170691200002
ACH-000277,-0.300419918594
ACH-000278,-0.226763539373
ACH-000279,-0.360046764151
ACH-000280,-0.19830642800099998
ACH-000281,0.011192847599799998
ACH-000288,-0.23373587080299998
ACH-000291,-0.22116054649999997
ACH-000293,-0.405413326903
ACH-000294,0.0174570547137
ACH-000295,-0.041372878407099994
ACH-000296,-0.359879823429
ACH-000302,-0.194854560497
ACH-000304,-0.08570183139810002
ACH-000307,-0.307639988315
ACH-000308,-0.227738776405
ACH-000310,-0.00821420485707
ACH-000311,-0.135818371729
ACH-000312,-0.075010168601
ACH-000315,-0.291987036033
ACH-000316,-0.411675212638
ACH-000317,-0.37015570753700006
ACH-000318,-0.10466843312000002
ACH-000319,-0.386052719173
ACH-000320,-0.23556705013700002
ACH-000322,-0.360073306177
ACH-000323,-0.232361127628
ACH-000324,-0.175867491166
ACH-000329,-0.07936438171469999
ACH-000330,-0.495756402478
ACH-000331,-0.171699181409
ACH-000332,-0.170594617772
ACH-000334,-0.0258671247913
ACH-000335,-0.616472523974
ACH-000336,-0.0418584874867
ACH-000337,-0.258253624451
ACH-000339,-0.143456521279
ACH-000341,-0.0721766385791
ACH-000348,-0.33531780477699996
ACH-000350,-0.247990483459
ACH-000352,-0.232254376509
ACH-000356,-0.00556799309163
ACH-000361,-0.179703387851
ACH-000362,-0.0851967426645
ACH-000363,-0.09845749755449999
ACH-000364,-0.261463678468
ACH-000365,-0.242426203015
ACH-000366,-0.163782916696
ACH-000368,-0.37898212095899997
ACH-000374,-0.24987980941
ACH-000375,-0.241604256804
ACH-000376,-0.161442821963
ACH-000381,-0.300570618085
ACH-000383,-0.42517795175800005
ACH-000387,-0.0405574867902
ACH-000389,-0.268271727779
ACH-000390,-0.371970392817
ACH-000393,-0.246651423644
ACH-000395,-0.238484937316
ACH-000397,-0.25569675807500003
ACH-000401,-0.29570397723499997
ACH-000402,-0.181024969593
ACH-000403,-0.0594225221726
ACH-000404,0.07743908705489999
ACH-000406,-0.189660451783
ACH-000407,-0.259442498109
ACH-000408,-0.322430524474
ACH-000410,-0.1840547834
ACH-000411,-0.19745608898800002
ACH-000414,-0.0573356254149
ACH-000415,-0.338245813194
ACH-000416,-0.268053573581
ACH-000420,-0.32017245209399997
ACH-000421,-0.217666407797
ACH-000424,-0.277408346746
ACH-000425,-0.133293595673
ACH-000426,-0.293258755759
ACH-000427,-0.0763918172082
ACH-000433,-0.10115125400399999
ACH-000436,0.0117924985452
ACH-000444,-0.208930180071
ACH-000445,-0.367361923075
ACH-000448,-0.477487822946
ACH-000450,-0.0449723988249
ACH-000452,-0.13905690150299999
ACH-000454,-0.276177112361
ACH-000458,-0.181398406474
ACH-000459,-0.07826482263500001
ACH-000460,-0.25933456849500003
ACH-000461,-0.33255960511599997
ACH-000463,-0.13918696716099999
ACH-000464,-0.124475423903
ACH-000466,-0.429317728345
ACH-000467,-0.0206439642908
ACH-000468,-0.351511324209
ACH-000469,-0.212242406933
ACH-000470,0.0529022696526
ACH-000471,-0.32316405635699996
ACH-000472,-0.121457747455
ACH-000473,-0.045651369879599994
ACH-000475,-0.341653390256
ACH-000476,-0.30936188571199996
ACH-000477,-0.0182306225996
ACH-000480,-0.123765459001
ACH-000481,-0.319772453758
ACH-000483,-0.101316761653
ACH-000484,-0.161930538652
ACH-000485,-0.362924762267
ACH-000486,-0.193385863726
ACH-000487,-0.166436690296
ACH-000488,-0.143103910594
ACH-000490,-0.276565655663
ACH-000491,-0.442989381307
ACH-000495,-0.23222800931499998
ACH-000496,-0.221018189311
ACH-000499,-0.38696047664899996
ACH-000500,-0.286064797192
ACH-000502,-0.166856147956
ACH-000503,-0.135317683914
ACH-000505,-0.24504912693300002
ACH-000507,-0.138414776317
ACH-000510,-0.22944878440400002
ACH-000511,-0.23105096605300002
ACH-000512,-0.43482648502
ACH-000516,-0.08683850903139999
ACH-000517,-0.23175644288400002
ACH-000518,-0.143292798024
ACH-000520,-0.27331542448199997
ACH-000521,-0.19339744897599997
ACH-000522,-0.283938924072
ACH-000524,-0.138607652734
ACH-000527,-0.0754729060725
ACH-000528,-0.24600380984200002
ACH-000537,-0.11408533799000001
ACH-000541,-0.24846726347
ACH-000542,-0.20392503465300002
ACH-000544,-0.201269300364
ACH-000545,-0.256101952149
ACH-000547,-0.269914524178
ACH-000548,-0.21790403085299997
ACH-000549,-0.140456659698
ACH-000550,-0.392201170916
ACH-000552,-0.342284925213
ACH-000556,-0.194680613784
ACH-000557,-0.0319782328554
ACH-000570,-0.0219650606034
ACH-000571,-0.202013313997
ACH-000573,-0.313111726292
ACH-000576,-0.271456101342
ACH-000580,-0.149589293389
ACH-000584,-0.303668170962
ACH-000585,-0.18003272070999998
ACH-000588,-0.22504836245
ACH-000589,-0.24647096528499998
ACH-000591,-0.0327104273293
ACH-000593,-0.297462135221
ACH-000600,-0.0640505474765
ACH-000601,-0.093467880164
ACH-000604,0.046133377163699994
ACH-000605,-0.307899173912
ACH-000606,-0.22734088382599998
ACH-000608,-0.148162175483
ACH-000614,-0.146241694728
ACH-000616,-0.270225315638
ACH-000618,-0.200663434033
ACH-000619,-0.104851309851
ACH-000620,-0.253969254208
ACH-000621,-0.0280092467124
ACH-000622,-0.17499380635200001
ACH-000623,-0.167307756846
ACH-000624,-0.151822631697
ACH-000627,-0.246452836238
ACH-000630,-0.414154946752
ACH-000632,-0.268615491167
ACH-000633,-0.0969109474217
ACH-000637,-0.13064301919500002
ACH-000638,-0.159057768783
ACH-000646,-0.444768639854
ACH-000647,-0.21316654076699998
ACH-000648,-0.22530306333500003
ACH-000649,-0.37666189046
ACH-000651,-0.26269563811700003
ACH-000652,-0.144332834328
ACH-000653,-0.352906173257
ACH-000657,-0.165545217365
ACH-000658,-0.0916135196188
ACH-000661,-0.120506848245
ACH-000662,-0.0600641043425
ACH-000663,-0.10851367533299999
ACH-000665,-0.15011403364700002
ACH-000671,-0.15539988453099998
ACH-000673,-0.139234643699
ACH-000676,-0.285024689342
ACH-000677,-0.42157075859300003
ACH-000681,0.113080677862
ACH-000682,-0.26282295614100004
ACH-000683,-0.205879317328
ACH-000684,-0.37078023096
ACH-000688,-0.224130258935
ACH-000693,-0.310739868964
ACH-000694,-0.280616776852
ACH-000695,0.20553607100000001
ACH-000696,-0.20040836316500002
ACH-000697,-0.329200197603
ACH-000699,-0.160808723362
ACH-000701,0.09852535529449999
ACH-000706,-0.348742677134
ACH-000711,-0.272419486811
ACH-000713,-0.14314124453
ACH-000714,-0.09536326098610001
ACH-000718,0.060103115804900006
ACH-000720,-0.167736242511
ACH-000721,-0.210065210497
ACH-000724,0.112659752651
ACH-000725,0.012731058505700001
ACH-000732,-0.49793739227
ACH-000734,-0.311597568978
ACH-000735,-0.268948000475
ACH-000736,-0.365066709124
ACH-000738,-0.1509811549
ACH-000746,-0.356964937565
ACH-000747,-0.317671104899
ACH-000748,-0.214228867104
ACH-000753,-0.27080650958299995
ACH-000756,-0.20063303301
ACH-000757,-0.369103755779
ACH-000758,-0.401880765381
ACH-000760,-0.295590766734
ACH-000763,0.058359623225999996
ACH-000764,-0.350751587104
ACH-000765,-0.219637933771
ACH-000766,-0.00159238254704
ACH-000767,-0.399139597759
ACH-000768,-0.145081733023
ACH-000769,-0.34565230378300005
ACH-000770,-0.249638074516
ACH-000771,-0.22445978356600002
ACH-000773,-0.05105709854090001
ACH-000776,-0.307991530166
ACH-000777,-0.20196661545400002
ACH-000778,-0.244098339655
ACH-000781,-0.193382133984
ACH-000782,-0.24319066232099998
ACH-000783,-0.128495182228
ACH-000784,-0.313207571327
ACH-000785,-0.286733654816
ACH-000787,-0.15332386217900001
ACH-000788,-0.24431933323899999
ACH-000791,-0.26290542656
ACH-000792,-0.202442468642
ACH-000794,-0.266149084613
ACH-000796,0.0429600525954
ACH-000799,-0.12401142693600001
ACH-000800,-0.259305628802
ACH-000802,-0.438399624694
ACH-000804,-0.122903080599
ACH-000805,-0.239955740878
ACH-000809,-0.19831896017900003
ACH-000810,-0.45896224959700005
ACH-000811,-0.07313580848489999
ACH-000817,-0.17601516915600002
ACH-000819,-0.167303169877
ACH-000820,-0.394057340186
ACH-000821,-0.275995294329
ACH-000822,-0.0636652510155
ACH-000823,-0.267161252354
ACH-000824,-0.322797390891
ACH-000827,-0.304941354512
ACH-000829,-0.308007598642
ACH-000831,-0.39142392547399996
ACH-000832,-0.436607502399
ACH-000833,-0.24934922314
ACH-000834,-0.185617121066
ACH-000835,-0.0726108052875
ACH-000836,-0.0658441481284
ACH-000837,-0.220007858826
ACH-000838,0.136602725469
ACH-000839,-0.34831323498800004
ACH-000840,-0.276110482469
ACH-000841,-0.328378993562
ACH-000843,-0.5498556237300001
ACH-000846,-0.230394802194
ACH-000847,-0.5366352580170001
ACH-000848,-0.0586433031903
ACH-000849,-0.14991357605
ACH-000851,-0.194357994786
ACH-000855,-0.276890944045
ACH-000856,-0.173346995039
ACH-000858,-0.316293475442
ACH-000859,-0.11590338027000001
ACH-000861,-0.0804241641373
ACH-000862,-0.0535841629936
ACH-000865,-0.26034769896800003
ACH-000866,-0.202879800124
ACH-000867,-0.10036901161699999
ACH-000869,-0.233852898621
ACH-000872,-0.351372269332
ACH-000873,-0.534648369027
ACH-000876,-0.22189197836999996
ACH-000878,-0.101407384318
ACH-000880,-0.31846623233000004
ACH-000881,-0.205778383745
ACH-000882,-0.29012623209399996
ACH-000884,-0.14240770392899998
ACH-000885,-0.339843943729
ACH-000887,-0.394939389038
ACH-000888,-0.17127961830400001
ACH-000889,-0.25523506042399996
ACH-000890,-0.200860424664
ACH-000896,-0.290274692514
ACH-000898,-0.18750002682599998
ACH-000900,-0.0991723523006
ACH-000901,-0.179868741872
ACH-000905,-0.363145284466
ACH-000906,-0.209354013199
ACH-000907,-0.297900534399
ACH-000910,-0.145227243463
ACH-000911,-0.26572981929
ACH-000912,-0.255238691103
ACH-000913,-0.132960820009
ACH-000915,-0.027102236993900002
ACH-000916,-0.19768978902399997
ACH-000917,0.00741179761528
ACH-000921,-0.21110678670299998
ACH-000924,-0.164504099479
ACH-000926,-0.23907640399099997
ACH-000928,-0.196787322122
ACH-000929,-0.771174303192
ACH-000932,-0.0976512453061
ACH-000935,-0.16630612264900002
ACH-000936,-0.2577301515
ACH-000937,-0.390307322398
ACH-000938,-0.09043467738230002
ACH-000939,-0.278585766222
ACH-000941,-0.16362139112500002
ACH-000943,-0.328109865143
ACH-000946,-0.192223296585
ACH-000947,-0.180519351237
ACH-000948,-0.142093603938
ACH-000950,-0.263899115192
ACH-000953,-0.395578017845
ACH-000957,-0.0043905625947600006
ACH-000958,-0.0634638987674
ACH-000960,-0.143588254708
ACH-000963,-0.18544468290600002
ACH-000968,-0.264777135928
ACH-000969,-0.18463223464200001
ACH-000973,-0.171419956648
ACH-000974,-0.0744930391729
ACH-000975,-0.378264073166
ACH-000976,-0.22930276317899997
ACH-000978,-0.625431162346
ACH-000980,-0.136902254952
ACH-000984,-0.341115060146
ACH-000986,-0.31387798901999997
ACH-000988,-0.0722375559208
ACH-000993,-0.08824065569129999
ACH-000994,-0.21860302279
ACH-000996,-0.237122871167
ACH-001001,-0.131111754652
ACH-001020,-0.34048131708400003
ACH-001028,-0.241700013666
ACH-001031,-0.151831463627
ACH-001038,-0.101996967287
ACH-001048,-0.255700609919
ACH-001050,-0.17667157759
ACH-001053,-0.288935354637
ACH-001054,-0.36205063235
ACH-001061,-0.18230115291299998
ACH-001067,-0.207296856211
ACH-001075,-0.0336736968155
ACH-001096,-0.05810737935719999
ACH-001128,0.127619423958
ACH-001134,-0.245664366536
ACH-001151,-0.0804244205863
ACH-001163,-0.18230825600699999
ACH-001164,-0.21937464713000004
ACH-001173,-0.0734893227647
ACH-001183,-0.20501900322900002
ACH-001184,-0.26572420727400003
ACH-001190,-0.182224888673
ACH-001192,-0.476170428855
ACH-001193,-0.085329080724
ACH-001196,-0.0756821265973
ACH-001197,-0.08495311921589999
ACH-001205,-0.531485032482
ACH-001211,-0.143160004358
ACH-001212,-0.0717817696656
ACH-001228,-0.60630369107
ACH-001232,-0.211892129019
ACH-001239,-0.0998211815122
ACH-001274,-0.21435018313999998
ACH-001275,-0.277366302018
ACH-001277,-0.330254381783
ACH-001278,-0.34148032392899996
ACH-001280,-0.11246055725
ACH-001283,-0.058010330739699995
ACH-001289,-0.20058548941799997
ACH-001295,-0.121785398368
ACH-001300,-0.19569015279899998
ACH-001301,-0.26431593691599997
ACH-001302,-0.22498085020300002
ACH-001303,-0.12412941730799999
ACH-001306,-0.288188613589
ACH-001318,-0.32604051118599997
ACH-001322,-0.027893600617
ACH-001328,-0.357370814045
ACH-001332,-0.3226200118
ACH-001333,0.0486688653779
ACH-001336,-0.308167199093
ACH-001340,-0.166793573873
ACH-001346,-0.318260107922
ACH-001353,-0.33390559655
ACH-001354,-0.0628650243636
ACH-001367,-0.258490509388
ACH-001368,-0.320949816121
ACH-001374,-0.43670608124899996
ACH-001375,-0.20310510209399998
ACH-001377,-0.15700183669099999
ACH-001380,-0.235017400404
ACH-001391,-0.131515415479
ACH-001407,-0.24107117253000002
ACH-001408,0.033011889736200006
ACH-001413,-0.0419391862209
ACH-001430,-0.152015224473
ACH-001431,-0.30215813816500003
ACH-001450,-0.288372494745
ACH-001496,-0.272837847721
ACH-001500,-0.184280714711
ACH-001521,-0.386779964188
ACH-001523,-0.28736651752500003
ACH-001532,-0.107996735364
ACH-001536,0.0618288497375
ACH-001550,-0.262402406913
ACH-001552,-0.201829407315
ACH-001554,-0.42620354093699997
ACH-001645,-0.0778507444443
ACH-001654,-0.237156193022
ACH-001715,-0.0944999291415
ACH-001735,-0.259345963663
ACH-001736,-0.289155944228
ACH-001737,-0.451564311126
ACH-001740,-0.34956342925899997
ACH-001745,-0.277086647329
ACH-001750,0.04624147082690001
ACH-001765,-0.253091524207
ACH-001956,-0.09077610001260002
ACH-001957,-0.10030977403899999
