,INPP5K (51763)
ACH-000294,-0.06078897535069999
ACH-000295,-0.24018509025899998
ACH-000296,-0.17216368241
ACH-000302,0.015040504664
ACH-000304,-0.5759937869539999
ACH-000307,-0.0493430661675
ACH-000308,-0.0976624190787
ACH-000310,-0.120237367979
ACH-000311,-0.339972060179
ACH-000312,-0.365063540937
ACH-000315,-0.0054702005012000005
ACH-000316,-0.314527037949
ACH-000317,0.15803802894400001
ACH-000318,-0.176655496375
ACH-000319,-0.409508591827
ACH-000320,-0.129816981564
ACH-000322,-0.296816366924
ACH-000323,-0.17486810784499998
ACH-000324,-0.381056145505
ACH-000329,-0.25602493431999995
ACH-000330,-0.129596280329
ACH-000331,-0.11063095122500001
ACH-000332,-0.051465642707400006
ACH-000334,-0.16364953938
ACH-000335,-0.19846989676100002
ACH-000336,-0.10999756869899999
ACH-000337,-0.0671379661134
ACH-000339,-0.265951888459
ACH-000341,0.0940481324395
ACH-000348,-0.017846336894
ACH-000350,-0.10944761652799999
ACH-000352,0.0564471241842
ACH-000356,-0.141338242334
ACH-000361,-0.33417477210700003
ACH-000362,-0.011068186776399999
ACH-000363,-0.0205545523743
ACH-000364,-0.225776332181
ACH-000365,-0.09615289837400001
ACH-000366,-0.516609542383
ACH-000368,-0.30646390441
ACH-000374,0.051610790411
ACH-000375,-0.392017250113
ACH-000376,-0.231109653354
ACH-000381,-0.282256183989
ACH-000383,0.009474002092709998
ACH-000387,-0.16045861781600002
ACH-000389,-0.21234496589000001
ACH-000390,-0.13658980595
ACH-000393,-0.059101371812
ACH-000395,-0.304079924151
ACH-000397,-0.125881753908
ACH-000401,-0.47592716673600005
ACH-000402,0.00235317519745
ACH-000403,-0.18576649771499998
ACH-000404,-0.269095728796
ACH-000406,-0.141096584315
ACH-000407,-0.281851665368
ACH-000408,-0.138460417115
ACH-000410,-0.322181774937
ACH-000411,-0.15211517000299998
ACH-000414,-0.26862536044199997
ACH-000415,-0.233328705799
ACH-000416,-0.0414962595411
ACH-000420,-0.072163671168
ACH-000421,-0.0822805495301
ACH-000424,-0.0643724635159
ACH-000425,-0.128275646134
ACH-000426,0.057597145763099995
ACH-000427,-0.141255729079
ACH-000433,-0.22088795709800002
ACH-000436,-0.160832086796
ACH-000444,-0.303461069111
ACH-000445,-0.142909667659
ACH-000448,0.0761732647592
ACH-000450,-0.291009708529
ACH-000452,-0.0659055644035
ACH-000454,-0.476656641551
ACH-000458,-0.17750269876400002
ACH-000459,-0.318388825067
ACH-000460,-0.140983688971
ACH-000461,0.336129238728
ACH-000463,-0.141174722805
ACH-000464,-0.288172002775
ACH-000466,-0.202238018145
ACH-000467,-0.276215395969
ACH-000468,-0.26594406895
ACH-000469,-0.25690297463399997
ACH-000470,-0.231037643243
ACH-000471,-0.18386750017900003
ACH-000472,-0.272455480019
ACH-000473,-0.273997127337
ACH-000475,-0.12774670849199998
ACH-000476,-0.057274655267699995
ACH-000477,-0.019513359810799998
ACH-000480,-0.248851308439
ACH-000481,-0.0476531494928
ACH-000483,0.030962725794099998
ACH-000484,-0.0326573634513
ACH-000485,-0.0489643107891
ACH-000486,-0.178073812876
ACH-000487,-0.052306156436400006
ACH-000488,0.027082851988
ACH-000490,0.0496719071291
ACH-000491,-0.0162674224151
ACH-000495,0.110845600548
ACH-000496,-0.32081640181800003
ACH-000499,-0.49629935391
ACH-000500,0.187434526815
ACH-000502,-0.06664266594740001
ACH-000503,-0.536984746069
ACH-000505,-0.146431573387
ACH-000507,0.0242110655338
ACH-000510,-0.07002810463119999
ACH-000511,-0.456391823422
ACH-000512,-0.159793297939
ACH-000516,-0.1957250094
ACH-000517,-0.0977397003908
ACH-000518,-0.183269910826
ACH-000520,-0.216551788431
ACH-000521,-0.354260259214
ACH-000522,-0.036806721269900006
ACH-000524,-0.07570879937000001
ACH-000527,-0.152422968328
ACH-000528,-0.6231323638440001
ACH-000537,-0.175927786277
ACH-000541,0.0173894027169
ACH-000542,-0.44933689340000005
ACH-000544,0.0290472235572
ACH-000545,-0.218448361601
ACH-000547,-0.047551284247599995
ACH-000548,-0.35803208388400004
ACH-000549,-0.075956323909
ACH-000550,-0.15364608768
ACH-000552,-0.0125235784614
ACH-000556,-0.170559803729
ACH-000557,-0.073940708102
ACH-000570,-0.241916884463
ACH-000571,-0.8858785311570001
ACH-000573,-0.127619833456
ACH-000576,-0.0269975165542
ACH-000580,-0.167265218133
ACH-000584,-0.164431940997
ACH-000585,-0.0867532976405
ACH-000588,0.166177087142
ACH-000589,-0.164244650702
ACH-000591,-0.131445902166
ACH-000593,-0.08580474401560001
ACH-000600,-0.196443742996
ACH-000601,-0.192747646868
ACH-000604,0.00293861930935
ACH-000605,-0.1341802066
ACH-000606,-0.29916753099300003
ACH-000608,-0.133856187259
ACH-000614,-0.136810336695
ACH-000616,-0.0283248087208
ACH-000618,-0.09480391042960001
ACH-000619,-0.0328793549659
ACH-000620,-0.169888819703
ACH-000621,-0.23538489199299997
ACH-000622,-0.393669008526
ACH-000623,-0.22193888838599998
ACH-000624,-0.703818427865
ACH-000627,-0.22070922866099998
ACH-000630,-0.212662631294
ACH-000632,-0.189800460052
ACH-000633,0.0676922999218
ACH-000637,0.208867226774
ACH-000638,-0.15609822468100001
ACH-000646,-0.17521151604899998
ACH-000647,0.041968494656499995
ACH-000648,-0.056488806524
ACH-000649,-0.49600086351800005
ACH-000651,-0.15134681941
ACH-000652,0.008846412398030001
ACH-000653,-0.133661435295
ACH-000657,-0.281953824476
ACH-000658,0.0314178832047
ACH-000661,-0.1492966727
ACH-000662,-0.353683671106
ACH-000663,-0.0858692633695
ACH-000665,-0.045728581243099996
ACH-000671,-0.805214722869
ACH-000673,-0.3201315454
ACH-000676,-0.03785722391
ACH-000677,-0.43678820725100004
ACH-000681,-0.39321004503300006
ACH-000682,-0.43596593819799995
ACH-000683,-0.13550902142000001
ACH-000684,-0.224169821105
ACH-000688,-0.276834351473
ACH-000693,-0.09802520629
ACH-000694,-0.047270679106300006
ACH-000695,-0.112693257339
ACH-000696,-0.27964906209
ACH-000697,-0.267679538123
ACH-000699,-0.387408512155
ACH-000701,0.03665848650819999
ACH-000706,0.07613168154519999
ACH-000711,-0.12931619227
ACH-000713,-0.106218495839
ACH-000714,-0.19937448928100002
ACH-000718,-0.252943582861
ACH-000720,-0.608179511818
ACH-000721,-0.048440269509399995
ACH-000724,-0.21275052699799998
ACH-000725,-0.18852300467500002
ACH-000732,-0.162341279828
ACH-000734,-0.0285059208514
ACH-000735,-0.0849464932701
ACH-000736,-0.106072789044
ACH-000738,-0.120423996787
ACH-000746,-0.189669654875
ACH-000747,-0.22363347451499999
ACH-000748,-0.236412515949
ACH-000753,-0.036821819722699996
ACH-000756,-0.181511086967
ACH-000757,-0.06043388307019999
ACH-000758,-0.171573353267
ACH-000760,-0.143532709909
ACH-000763,0.0417018477905
ACH-000764,0.0033147224557
ACH-000765,-0.439294555184
ACH-000766,-0.0531966908229
ACH-000767,-0.116346685833
ACH-000768,-0.237235887865
ACH-000769,-0.57433835466
ACH-000770,-0.0502110601559
ACH-000771,-0.400697430058
ACH-000773,-0.760460333309
ACH-000776,-0.472663363228
ACH-000777,-0.045984401781
ACH-000778,-0.197532704937
ACH-000781,-0.0404573815784
ACH-000782,-0.22562125702799998
ACH-000783,-0.0803298114889
ACH-000784,-0.358327357214
ACH-000785,-0.169049975493
ACH-000787,-0.338679999354
ACH-000788,-0.271580932257
ACH-000791,-0.142838826329
ACH-000792,-0.5562864538260001
ACH-000794,-0.146703978166
ACH-000796,-0.200084526557
ACH-000799,-0.0140783361668
ACH-000800,-0.628711260756
ACH-000802,-0.148661714405
ACH-000804,-0.262049028486
ACH-000805,-0.427612363451
ACH-000809,-0.0553622041891
ACH-000810,0.0252273220841
ACH-000811,-0.259583573625
ACH-000817,-0.233558280669
ACH-000819,-0.7142173838879999
ACH-000820,-0.156236591897
ACH-000821,-0.230224619665
ACH-000822,-0.140160426539
ACH-000823,-0.139047299424
ACH-000824,-0.101250979181
ACH-000827,-0.555297941078
ACH-000829,-0.177957154141
ACH-000831,-0.0467110628475
ACH-000832,-0.323007689074
ACH-000833,-0.0447324846151
ACH-000834,0.0299649682227
ACH-000835,-0.114069873272
ACH-000836,-0.524421972299
ACH-000837,-0.187590524261
ACH-000838,-0.39130572044699996
ACH-000839,-0.25900465640799997
ACH-000840,-0.492750008692
ACH-000841,-0.40255125349
ACH-000843,-0.0322569886911
ACH-000846,-0.292471522258
ACH-000847,-0.0519607993133
ACH-000848,-0.331742221853
ACH-000849,-0.141352800015
ACH-000851,-0.247719597267
ACH-000855,-0.0675905130422
ACH-000856,-0.26499097071
ACH-000858,-0.25421038969799997
ACH-000859,-0.225776805544
ACH-000861,-0.263899533613
ACH-000862,-0.33421819365
ACH-000865,0.0067571630266
ACH-000866,0.0459031353459
ACH-000867,0.0485558438893
ACH-000869,-0.292566766922
ACH-000872,-0.012029104619
ACH-000873,-0.24868705413800002
ACH-000876,-0.00378114406559
ACH-000878,-0.41395330454
ACH-000880,-0.309394654694
ACH-000881,-0.30665021255999997
ACH-000882,-0.20083652536200003
ACH-000884,-0.17645897751400003
ACH-000885,-0.287966267546
ACH-000887,-0.361886625189
ACH-000888,-0.0410215544611
ACH-000889,0.022078650273500002
ACH-000890,-0.0260087803403
ACH-000896,-0.158452990938
ACH-000898,-0.198188132696
ACH-000900,-0.0237875388882
ACH-000901,-0.329506036768
ACH-000905,-0.137980041511
ACH-000906,-0.460924785131
ACH-000907,-0.22407749372400002
ACH-000910,-0.08277005069460001
ACH-000911,-0.136790988544
ACH-000912,-0.371414187852
ACH-000913,-0.328598620096
ACH-000915,-0.22360410573199999
ACH-000916,0.0879473357897
ACH-000917,-0.0508639129202
ACH-000921,0.0646484711799
ACH-000924,-0.0182104874591
ACH-000926,-0.45576228596900004
ACH-000928,-0.0409946886826
ACH-000929,-0.15325584105
ACH-000932,-0.45971299141800004
ACH-000935,-0.09810647468630002
ACH-000936,-0.161301117205
ACH-000937,-0.058671933273499996
ACH-000938,-0.18433069814599998
ACH-000939,-0.268897984651
ACH-000941,-0.109137074397
ACH-000943,-0.284126661718
ACH-000946,-0.175087392065
ACH-000947,-0.22977939345800003
ACH-000948,-0.184576995328
ACH-000950,-0.2697738958
ACH-000953,-0.0940526278913
ACH-000957,-0.138428489974
ACH-000958,-0.328976979749
ACH-000960,-0.273837664391
ACH-000963,-0.37913578495800004
ACH-000968,0.0213047054451
ACH-000969,0.013812608690500001
ACH-000973,-0.10820094085000001
ACH-000974,-0.0962571738903
ACH-000975,-0.0150392096715
ACH-000976,-0.0904373164681
ACH-000978,-0.13535738982599999
ACH-000980,-0.09437859986019999
ACH-000984,-0.131139201798
ACH-000986,-0.21645758528099998
ACH-000988,-0.19554404127900002
ACH-000993,-0.248003950632
ACH-000994,0.062456236591099994
ACH-000996,-0.325077258674
ACH-001001,-0.112021312575
ACH-001020,-0.276553642996
ACH-001028,-0.0471113276016
ACH-001031,-0.578913472922
ACH-001038,-0.099786089653
ACH-001048,-0.359155019856
ACH-001050,-0.263292468233
ACH-001053,-0.258553806481
ACH-001054,-0.0739862310301
ACH-001061,-0.132044873716
ACH-001067,-0.266056293768
ACH-001075,-0.0609133502823
ACH-001096,-0.191356505446
ACH-001128,-0.105874255843
ACH-001134,-0.076385426946
ACH-001151,0.0667120525391
ACH-001163,-0.225559530145
ACH-001164,-0.300672742878
ACH-001173,-0.0568085176398
ACH-001183,-0.48889139876000004
ACH-001184,-0.0899297450333
ACH-001190,-0.304127859799
ACH-001192,-0.214642531412
ACH-001193,-0.06885588256360001
ACH-001196,-0.0185352877858
ACH-001197,-0.21015573696800002
ACH-001205,-0.07662154301219999
ACH-001211,-0.36293264908399997
ACH-001212,-0.126598928955
ACH-001228,-0.14169935514499998
ACH-001232,-0.297723195837
ACH-001239,-0.23151579790399998
ACH-001274,-0.169713911124
ACH-001275,-0.0421658928285
ACH-001277,-0.220476906206
ACH-001278,-0.195456500128
ACH-001280,-0.281868719137
ACH-001283,0.0913713557007
ACH-001289,0.04216690334369999
ACH-001295,-0.0431039441914
ACH-001300,-0.188428871845
ACH-001301,-0.21202677065099998
ACH-001302,-0.37458455045
ACH-001303,-0.39312832243
ACH-001306,-0.22529597654300001
ACH-001318,0.07642384018689999
ACH-001322,-0.486017309318
ACH-001328,-0.17193217164400001
ACH-001332,0.0657278775194
ACH-001333,-0.0661959582813
ACH-001336,0.018915121189700002
ACH-001340,-0.053280563412
ACH-001346,-0.0576259730379
ACH-001353,-0.12925486868
ACH-001354,-0.15879157909299998
ACH-001367,-0.536764444235
ACH-001368,-0.12751170023800001
ACH-001374,-0.16209722021
ACH-001375,-0.129592654441
ACH-001377,-0.253035768307
ACH-001380,-0.18062705118099998
ACH-001391,-0.149852613632
ACH-001407,-0.144298072252
ACH-001408,-0.521838767675
ACH-001413,-0.541108576128
ACH-001430,-0.110365971688
ACH-001431,-0.304098654078
ACH-001450,-0.291838364083
ACH-001496,-0.0275857651981
ACH-001500,-0.427087785882
ACH-001521,-0.359577694124
ACH-001523,-0.564180637311
ACH-001532,-0.448624472632
ACH-001536,-0.22744599704399998
ACH-001550,-0.11146816208799999
ACH-001552,-0.11443928204500001
ACH-001554,-0.09908187108069999
ACH-001645,0.0171972433288
ACH-001654,0.0392583335578
ACH-001715,-0.545237980959
ACH-001735,-0.282615642757
ACH-001736,0.120681676313
ACH-001737,-0.0136985546414
ACH-001740,-0.115468073823
ACH-001745,-0.0452451781142
ACH-001750,-0.759513829048
ACH-001765,-0.12584926874500002
ACH-001956,-0.0853309676985
ACH-001957,-0.34243088133
