,TPK1 (27010)
ACH-000004,-0.155012866034
ACH-000007,-0.030018157707099997
ACH-000009,-0.0968473384488
ACH-000011,-0.043973393135599996
ACH-000012,0.0316959372842
ACH-000013,0.128253507314
ACH-000014,-0.31888713827799997
ACH-000015,-0.033051321511300004
ACH-000017,-0.6571374089540001
ACH-000018,0.122417822833
ACH-000019,-0.36346287498
ACH-000021,-0.327921807661
ACH-000022,0.00607641071829
ACH-000025,-0.0960965037579
ACH-000028,-0.397371975578
ACH-000030,-0.8629864466509999
ACH-000035,-0.24229267740899998
ACH-000036,0.030964656182200002
ACH-000037,-0.271499802234
ACH-000039,-0.00306379825434
ACH-000040,-0.28988261566999995
ACH-000041,-0.118552846622
ACH-000042,-0.175755331856
ACH-000045,-0.0676116114445
ACH-000047,-0.672677207296
ACH-000052,-0.203402374925
ACH-000053,-0.258364160635
ACH-000054,-0.0173448754515
ACH-000055,-0.412483936679
ACH-000060,-0.116132018057
ACH-000067,-0.050855054511
ACH-000070,0.0377801361383
ACH-000075,-0.0483239116789
ACH-000078,-0.275214502556
ACH-000082,-0.09585494049239998
ACH-000085,0.0392987199201
ACH-000086,0.0734303089718
ACH-000087,0.0792106159465
ACH-000092,-0.11924672584000001
ACH-000095,-0.0737318207132
ACH-000097,-0.45730514805399997
ACH-000098,-0.219811891613
ACH-000099,-0.442739578347
ACH-000108,-0.031860875556400006
ACH-000113,-0.669496906377
ACH-000115,-0.0721925358445
ACH-000116,-0.040409509262300004
ACH-000118,-0.0154566147047
ACH-000120,-0.049862755910300004
ACH-000123,-0.0903599536815
ACH-000127,-0.0208219506272
ACH-000128,-0.0101946611074
ACH-000132,-0.147811497374
ACH-000133,-0.18649878030699998
ACH-000137,-0.133133915499
ACH-000138,-0.0947412147065
ACH-000142,0.0137058590745
ACH-000143,0.056297908996099995
ACH-000146,-0.143212434353
ACH-000148,-0.456897731554
ACH-000150,0.178807997806
ACH-000152,-0.290083198971
ACH-000153,-0.000227138861565
ACH-000159,-0.0600839630874
ACH-000160,-0.08925340338130001
ACH-000163,-0.0464362347776
ACH-000167,-0.163064479346
ACH-000168,-0.129831301017
ACH-000169,-0.00360779624229
ACH-000178,-0.08369606047610001
ACH-000182,0.06558108104009999
ACH-000183,-0.293984941059
ACH-000188,-0.155713550282
ACH-000189,-0.0187997130044
ACH-000190,-0.070732896419
ACH-000198,-0.021769385001599997
ACH-000204,0.156815475527
ACH-000206,-0.302880129679
ACH-000207,-0.205321141003
ACH-000211,-0.09344247671080001
ACH-000215,-0.0571823699586
ACH-000221,0.0455960863863
ACH-000222,-0.021878110862699997
ACH-000223,-0.277598319208
ACH-000226,-0.0958299948732
ACH-000227,-0.144977445308
ACH-000228,-0.132730561774
ACH-000231,-0.118068070006
ACH-000232,-0.24133063482099998
ACH-000233,-0.0120269120104
ACH-000234,-0.0735843946316
ACH-000235,-0.310246869872
ACH-000237,-0.254313910559
ACH-000238,0.0250390443103
ACH-000243,-0.0136661160372
ACH-000244,-0.520527833768
ACH-000246,0.0946177003988
ACH-000248,-0.047472153930000004
ACH-000250,-0.014939871771
ACH-000251,-0.0053697666245299995
ACH-000253,-0.170080409306
ACH-000255,-0.0510025141635
ACH-000256,-0.016105747169
ACH-000257,-0.263476841511
ACH-000258,-0.388882168772
ACH-000259,0.00293797270945
ACH-000260,-0.008411750283429999
ACH-000261,-0.159582399964
ACH-000262,0.112831679618
ACH-000263,0.032955126607499996
ACH-000264,-0.140211475574
ACH-000265,0.152335221655
ACH-000266,-0.123775627873
ACH-000272,-0.224560146499
ACH-000273,-0.088172378893
ACH-000274,-0.188909109954
ACH-000277,-0.75004384864
ACH-000278,-0.359373358354
ACH-000279,-0.271139087951
ACH-000280,0.158066931899
ACH-000281,-0.1726273646
ACH-000288,-0.0796216206206
ACH-000291,-0.10836826372700001
ACH-000293,0.06197106946790001
ACH-000294,0.0878845379703
ACH-000295,-0.020231820621599998
ACH-000296,-0.0412403484289
ACH-000302,-0.11570570799900001
ACH-000304,-0.31585319006900003
ACH-000307,-0.23395630440499998
ACH-000308,-0.00858312100389
ACH-000310,-0.288684149051
ACH-000311,-0.267123182542
ACH-000312,0.00453054744604
ACH-000315,-0.249762200103
ACH-000316,-0.21409415098700002
ACH-000317,-0.386473800156
ACH-000318,-0.242424040525
ACH-000319,-0.0897293822942
ACH-000320,-0.15339343888
ACH-000322,-0.126081922887
ACH-000323,-0.238524390986
ACH-000324,-0.0577347367476
ACH-000329,-0.220319125335
ACH-000330,-0.38454679491800003
ACH-000331,-0.00135641867083
ACH-000332,-0.00436662426886
ACH-000334,0.0723544338122
ACH-000335,-0.166718684422
ACH-000336,-0.148524981693
ACH-000337,-0.541472366603
ACH-000339,-0.154414491273
ACH-000341,-0.0203102654914
ACH-000348,-0.12722407703299998
ACH-000350,-0.00850442324801
ACH-000352,-0.18145561671
ACH-000356,-0.10948897094
ACH-000361,-0.09810506262970001
ACH-000362,-0.03570305509669999
ACH-000363,-0.190486841837
ACH-000364,-0.029538654876999998
ACH-000365,-0.39123810818099997
ACH-000366,-0.094816759481
ACH-000368,-0.15932796238500002
ACH-000374,-0.295267318704
ACH-000375,-0.023920020919599997
ACH-000376,0.009967192254840001
ACH-000381,-0.318310979263
ACH-000383,-0.492139904301
ACH-000387,-0.0265931280958
ACH-000389,0.022562635446799997
ACH-000390,-0.244575885405
ACH-000393,-0.162245583325
ACH-000395,-0.278147950533
ACH-000397,-0.00814612865041
ACH-000401,-0.538870383449
ACH-000402,-0.391020121971
ACH-000403,-0.0964215675777
ACH-000404,0.00107886864565
ACH-000406,0.043175667185199995
ACH-000407,-0.158873896835
ACH-000408,0.0445877439696
ACH-000410,0.124976494838
ACH-000411,-0.017360880541
ACH-000414,-0.037362681121900006
ACH-000415,-0.314567493182
ACH-000416,-0.185415692203
ACH-000420,-0.143817917439
ACH-000421,0.0396266927484
ACH-000424,0.0877311937509
ACH-000425,-0.0439963632273
ACH-000426,0.144082007027
ACH-000427,-0.0699548725292
ACH-000433,0.1271744694
ACH-000436,0.144950150025
ACH-000444,-0.176968454578
ACH-000445,-0.133137327945
ACH-000448,-0.111069152487
ACH-000450,-0.13991174690400002
ACH-000452,-0.143381623467
ACH-000454,-0.093742173826
ACH-000458,0.0849123828114
ACH-000459,-0.21773164130800002
ACH-000460,-0.0122579710221
ACH-000461,-0.150551358747
ACH-000463,0.186913153051
ACH-000464,-0.278412899559
ACH-000466,-0.12987890318700002
ACH-000467,-0.0293231408151
ACH-000468,-0.252799388214
ACH-000469,-0.0195503927096
ACH-000470,-0.028306878731299997
ACH-000471,-0.130160465089
ACH-000472,-0.171765097089
ACH-000473,0.0833530356389
ACH-000475,-0.023794757138400003
ACH-000476,-0.140978007603
ACH-000477,-0.290266647205
ACH-000480,-0.167165488836
ACH-000481,-0.0490639998596
ACH-000483,-0.335987911614
ACH-000484,-0.06875722239469999
ACH-000485,0.0928824139132
ACH-000486,0.000613292611211
ACH-000487,-0.722919731014
ACH-000488,0.06387952486359999
ACH-000490,-0.106190515364
ACH-000491,0.00411415459128
ACH-000495,-0.103210973329
ACH-000496,-0.152674092047
ACH-000499,0.00801784882977
ACH-000500,-0.264065201653
ACH-000502,0.0196320504803
ACH-000503,-0.16847629850499998
ACH-000505,-0.167068259389
ACH-000507,-0.0272387336401
ACH-000510,0.024813847901499996
ACH-000511,-0.18008007941
ACH-000512,-0.20945036438200001
ACH-000516,-0.19481345814399997
ACH-000517,-0.11003335832000001
ACH-000518,-0.101206675988
ACH-000520,-0.31206209545
ACH-000521,-0.2991427845
ACH-000522,-0.261006512858
ACH-000524,-0.11129503717599999
ACH-000527,-0.0847052801196
ACH-000528,0.0022103789239699997
ACH-000537,-0.0229857474117
ACH-000541,-0.219549723123
ACH-000542,-0.145265844298
ACH-000544,-0.017961623202900002
ACH-000545,-0.0482170035656
ACH-000547,-0.161350256872
ACH-000548,-0.26320638203
ACH-000549,0.0473645379299
ACH-000550,-0.389291106727
ACH-000552,-0.00228077073196
ACH-000556,-0.560576362408
ACH-000557,-0.08568983276419999
ACH-000570,-0.128927112184
ACH-000571,-0.368183297075
ACH-000573,-0.146181491068
ACH-000576,-0.592369034227
ACH-000580,-0.180038711536
ACH-000584,-0.275552698235
ACH-000585,-0.07030655220780001
ACH-000588,-0.253780035982
ACH-000589,0.0974258877424
ACH-000591,-0.118818903231
ACH-000593,0.0235248819323
ACH-000600,-0.0228186591421
ACH-000601,-0.0126604110806
ACH-000604,-0.244780371466
ACH-000605,-0.007688055138930001
ACH-000606,-0.0659152277899
ACH-000608,-0.305382954386
ACH-000614,-0.345419900961
ACH-000616,-0.0472021791261
ACH-000618,-0.208552106349
ACH-000619,-0.205546883175
ACH-000620,-0.527333158071
ACH-000621,-0.360961411166
ACH-000622,-0.191573017781
ACH-000623,-0.138969131752
ACH-000624,-0.6304151334920001
ACH-000627,-0.111907712223
ACH-000630,-0.133204466231
ACH-000632,-0.022243688972200002
ACH-000633,-0.158014137089
ACH-000637,0.0339972076473
ACH-000638,0.120727932623
ACH-000646,-0.261579820457
ACH-000647,-0.09989438986950001
ACH-000648,-0.0755703663845
ACH-000649,-0.0409196571731
ACH-000651,0.159013991937
ACH-000652,-0.219439668148
ACH-000653,-0.250799580909
ACH-000657,-0.00520883504148
ACH-000658,-0.35334324280999996
ACH-000661,-0.197195222577
ACH-000662,-0.013245285502200001
ACH-000663,-0.097237478933
ACH-000665,-0.0958404973924
ACH-000671,0.158042778203
ACH-000673,-0.14669346774800002
ACH-000676,-0.6225040085
ACH-000677,-0.268101259163
ACH-000681,0.013816870637100001
ACH-000682,-0.0516126945416
ACH-000683,-0.129448573309
ACH-000684,0.09256411779760002
ACH-000688,-0.18231121807
ACH-000693,-0.0424963388633
ACH-000694,0.00411715252424
ACH-000695,0.0865858483905
ACH-000696,-0.154614097598
ACH-000697,-0.0797088787699
ACH-000699,-0.14807261822
ACH-000701,-0.374188489608
ACH-000706,-0.0606715679507
ACH-000711,-0.302153804721
ACH-000713,-1.15717746934
ACH-000714,0.0619087738337
ACH-000718,-0.17771471389899998
ACH-000720,0.039100385255900004
ACH-000721,-0.0315833957486
ACH-000724,0.018475234086400002
ACH-000725,-0.292613379894
ACH-000732,0.13307044819299998
ACH-000734,-0.0508360106054
ACH-000735,-0.132910631291
