,NUF2 (83540)
ACH-000312,-1.41850646411
ACH-000315,-0.730288829665
ACH-000316,-1.2076693270899999
ACH-000317,-1.01634871288
ACH-000318,-1.14152199554
ACH-000319,-1.0904531477200001
ACH-000320,-1.5072884205300001
ACH-000322,-1.42846857533
ACH-000323,-1.2678009563400001
ACH-000324,-1.3442096242700001
ACH-000329,-1.6390304622299998
ACH-000330,-0.940239854526
ACH-000331,-1.44326123729
ACH-000332,-1.3118134355700002
ACH-000334,-1.26192300536
ACH-000335,-1.62013850584
ACH-000336,-1.68405545599
ACH-000337,-1.38228595641
ACH-000339,-1.38469100945
ACH-000341,-1.3562558926700001
ACH-000348,-1.4529164693799999
ACH-000350,-0.8985049701379999
ACH-000352,-0.8943433583660001
ACH-000356,-1.06090992687
ACH-000361,-1.300556893
ACH-000362,-1.31047109752
ACH-000363,-1.51272550993
ACH-000364,-1.29247879441
ACH-000365,-1.27361115677
ACH-000366,-1.43422277761
ACH-000368,-1.70664841369
ACH-000374,-1.53542486865
ACH-000375,-1.0440437408399998
ACH-000376,-1.53044862002
ACH-000381,-1.0869723278399999
ACH-000383,-1.88912382961
ACH-000387,-1.22780931423
ACH-000389,-1.23057908213
ACH-000390,-1.4934894174000002
ACH-000393,-1.83171097651
ACH-000395,-1.8201827915900002
ACH-000397,-1.4586181363
ACH-000401,-1.08652550511
ACH-000402,-1.28762485399
ACH-000403,-1.25352589505
ACH-000404,-1.2268437168100002
ACH-000406,-1.06854288782
ACH-000407,-1.29161259043
ACH-000408,-0.944497778576
ACH-000410,-1.3151175825799999
ACH-000411,-1.16301505796
ACH-000414,-1.1503472342399998
ACH-000415,-1.206306266
ACH-000416,-1.38951646634
ACH-000420,-1.45439095359
ACH-000421,-0.9523435028380001
ACH-000424,-1.34582275253
ACH-000425,-1.4235309616999998
ACH-000426,-1.05734596804
ACH-000427,-1.46209803696
ACH-000433,-1.5349149076700002
ACH-000436,-1.39701836658
ACH-000444,-1.31957502292
ACH-000445,-1.4942328516299999
ACH-000448,-1.52903308738
ACH-000450,-1.25652938561
ACH-000452,-1.25426868851
ACH-000454,-0.817160699392
ACH-000458,-1.29690743303
ACH-000459,-0.488269448896
ACH-000460,-1.34231697882
ACH-000461,-1.2517197248899998
ACH-000463,-1.25957087168
ACH-000464,-1.5778506030000001
ACH-000466,-1.3713528868
ACH-000467,-1.25251421524
ACH-000468,-1.59923129743
ACH-000469,-1.29592175183
ACH-000470,-1.4250135697400002
ACH-000471,-1.45566534471
ACH-000472,-1.70410071277
ACH-000473,-1.3778615948100001
ACH-000475,-1.40229897859
ACH-000476,-1.53398821622
ACH-000477,-1.14467612984
ACH-000480,-1.1091196330600002
ACH-000481,-1.33987822073
ACH-000483,-1.27831900392
ACH-000484,-1.2700940508399998
ACH-000485,-1.4842821022100001
ACH-000486,-1.30080564389
ACH-000487,-1.49748199438
ACH-000488,-1.27997638692
ACH-000490,-1.08942366741
ACH-000491,-1.5564737661
ACH-000495,-1.3202783738500001
ACH-000496,-1.58727448438
ACH-000499,-0.9593893483399999
ACH-000500,-1.54492243416
ACH-000502,-1.5574811245500002
ACH-000503,-1.26923960448
ACH-000505,-1.68306106044
ACH-000507,-1.17014000529
ACH-000510,-1.5307377992700002
ACH-000511,-1.3008932656399999
ACH-000512,-1.3939038186200001
ACH-000516,-1.28824670672
ACH-000517,-1.66233520773
ACH-000518,-1.27485997851
ACH-000520,-1.38287240325
ACH-000521,-1.56054811977
ACH-000522,-1.54021550641
ACH-000524,-1.43420123714
ACH-000527,-1.1104469909499999
ACH-000528,-1.09618428961
ACH-000537,-1.20940487622
ACH-000541,-1.23406688613
ACH-000542,-1.6047870605
ACH-000544,-1.25507610869
ACH-000545,-1.34252293946
ACH-000547,-1.3707008383200001
ACH-000548,-1.35997164836
ACH-000549,-1.54866606229
ACH-000550,-1.5515984737900002
ACH-000552,-1.2965355215899999
ACH-000556,-1.64111736152
ACH-000557,-1.7087842993900002
ACH-000570,-1.29141757879
ACH-000571,-1.879761411
ACH-000573,-1.21474324299
ACH-000576,-0.996647960669
ACH-000580,-1.13756536901
ACH-000584,-1.5181006759399998
ACH-000585,-1.5605112111300001
ACH-000588,-0.906955466822
ACH-000589,-1.4937683051700001
ACH-000591,-1.49891117136
ACH-000593,-1.46853152741
ACH-000600,-1.23750139267
ACH-000601,-1.6010235862399997
ACH-000604,-1.7412786286500002
ACH-000605,-1.3794189026399999
ACH-000606,-1.2688286438299998
ACH-000608,-1.53662036311
ACH-000614,-1.32127532782
ACH-000616,-0.998735811135
ACH-000618,-1.04858290249
ACH-000619,-1.42676008713
ACH-000620,-1.2722682512999999
ACH-000621,-1.6332715229399999
ACH-000622,-1.5015306265900001
ACH-000623,-1.27958925759
ACH-000624,-1.44443229927
ACH-000627,-1.53895153814
ACH-000630,-1.3671662377200002
ACH-000632,-1.03653742357
ACH-000633,-1.1741241588200002
ACH-000637,-0.769912363597
ACH-000638,-1.0272900974099999
ACH-000646,-1.37948174727
ACH-000647,-1.47637798509
ACH-000648,-1.03221379624
ACH-000649,-1.2584211973100001
ACH-000651,-1.31121005361
ACH-000652,-1.3511333839500002
ACH-000653,-1.26607407117
ACH-000657,-1.4000946818900002
ACH-000658,-1.24952182294
ACH-000661,-1.07957553499
ACH-000662,-2.03048392037
ACH-000663,-1.11273093682
ACH-000665,-1.33643263634
ACH-000671,-1.0495283554600001
ACH-000673,-1.7694601909099998
ACH-000676,-1.1431922607
ACH-000677,-1.24818381949
ACH-000681,-1.21855237525
ACH-000682,-1.4822979844600002
ACH-000683,-1.56663378354
ACH-000684,-1.13448844126
ACH-000688,-1.7103824221700001
ACH-000693,-1.33571010015
ACH-000694,-1.09908537765
ACH-000695,-1.5974591678
ACH-000696,-1.42457633301
ACH-000697,-1.42899186622
ACH-000699,-1.4918735616799998
ACH-000701,-1.24079240917
ACH-000706,-1.1421072265899999
ACH-000711,-1.0889802057200002
ACH-000713,-1.39424876414
ACH-000714,-1.3762506108
ACH-000718,-1.9107801726099998
ACH-000720,-1.0945349709899999
ACH-000721,-1.6109076066799999
ACH-000724,-1.25569225575
ACH-000725,-1.75532489193
ACH-000732,-0.746668235039
ACH-000734,-1.4705328873299999
ACH-000735,-1.70681477824
ACH-000736,-1.71906782027
ACH-000738,-1.21262953593
ACH-000746,-1.31803336459
ACH-000747,-1.2073707260100002
ACH-000748,-1.61338036937
ACH-000753,-1.22864397036
ACH-000756,-1.45720809585
ACH-000757,-1.45773401996
ACH-000758,-1.25061994243
ACH-000760,-1.54593780249
ACH-000763,-1.16263597362
ACH-000764,-1.2478664408700002
ACH-000765,-1.0131106361700002
ACH-000766,-1.59909129562
ACH-000767,-1.60726919496
ACH-000768,-1.35497860545
ACH-000769,-1.22834576118
ACH-000770,-1.4727559385799998
ACH-000771,-1.43436120044
ACH-000773,-1.46388762875
ACH-000776,-1.37260778541
ACH-000777,-1.19384225184
ACH-000778,-1.4293245106099999
ACH-000781,-1.18930193676
ACH-000782,-1.02630852493
ACH-000783,-1.7302000020700001
ACH-000784,-1.31217866784
ACH-000785,-1.7236897573400003
ACH-000787,-1.15267523127
ACH-000788,-1.37261273556
ACH-000791,-1.50866441373
ACH-000792,-1.07246975662
ACH-000794,-1.20762289259
ACH-000796,-1.67213053162
ACH-000799,-1.49278838818
ACH-000800,-1.27531055461
ACH-000802,-1.36126283438
ACH-000804,-1.26745437731
ACH-000805,-1.45191817447
ACH-000809,-1.3019292957100002
ACH-000810,-1.41793383469
ACH-000811,-1.2121912193100002
ACH-000817,-1.1443873204700001
ACH-000819,-1.28528558589
ACH-000820,-1.34135468371
ACH-000821,-0.572890738683
ACH-000822,-1.40234336543
ACH-000823,-1.08303846499
ACH-000824,-1.8265070942
ACH-000827,-1.37905713135
ACH-000829,-1.2743532144399998
ACH-000831,-1.28077492028
ACH-000832,-1.45982976859
ACH-000833,-1.29999385858
ACH-000834,-1.29217327372
ACH-000835,-1.14767048253
ACH-000836,-1.6916788898800001
ACH-000837,-1.07999168183
ACH-000838,-1.32647555983
ACH-000839,-1.53630943631
ACH-000840,-1.48332905646
ACH-000841,-1.4476182227
ACH-000843,-1.2561737731
ACH-000846,-1.475638501
ACH-000847,-1.3793936795700001
ACH-000848,-1.24132894643
ACH-000849,-1.58596938079
ACH-000851,-1.3880349163499999
ACH-000855,-1.02001974076
ACH-000856,-0.9713871336200001
ACH-000858,-1.3452577588499999
ACH-000859,-1.5263150230899998
ACH-000861,-1.27804255585
ACH-000862,-1.29369280448
ACH-000865,-1.2823046092200001
ACH-000866,-1.1060602521
ACH-000867,-1.04390902403
ACH-000869,-1.44546921641
ACH-000872,-1.04409950768
ACH-000873,-1.18946810471
ACH-000876,-1.0906955419700002
ACH-000878,-1.30725883995
ACH-000880,-1.21088676793
ACH-000881,-1.33236322936
ACH-000882,-1.14289915347
ACH-000884,-1.56424529644
ACH-000885,-1.19109407125
ACH-000887,-1.5433492602899999
ACH-000888,-1.3169422000700002
ACH-000889,-0.93652562765
ACH-000890,-1.46419106143
ACH-000896,-1.21188902501
ACH-000898,-1.6144601799899998
ACH-000900,-1.56758232399
ACH-000901,-1.1952509837799998
ACH-000905,-1.4277703562200001
ACH-000906,-1.37879214654
ACH-000907,-1.10094652136
ACH-000910,-0.976123812546
ACH-000911,-1.3367026436700002
ACH-000912,-1.25307045928
ACH-000913,-1.11792598212
ACH-000915,-1.16255241681
ACH-000916,-2.2716722679299997
ACH-000917,-1.14271670752
ACH-000921,-1.4076112701899999
ACH-000924,-1.15426240848
ACH-000926,-1.43869046619
ACH-000928,-1.38431418557
ACH-000929,-1.13929082111
ACH-000932,-1.04660929972
ACH-000935,-1.22243960245
ACH-000936,-1.18630662033
ACH-000937,-1.5530813297400001
ACH-000938,-1.47907663218
ACH-000939,-1.26631613017
ACH-000941,-1.6356751025999998
ACH-000943,-1.21868846017
ACH-000946,-1.38096698567
ACH-000947,-1.1271262345
ACH-000948,-0.9773319291920001
ACH-000950,-1.55735390245
ACH-000953,-1.6853041282199999
ACH-000957,-1.26462602761
ACH-000958,-1.37309675489
ACH-000960,-1.46408636558
ACH-000963,-1.50578128226
ACH-000968,-0.990958878526
ACH-000969,-1.36611208023
ACH-000973,-1.67648328587
ACH-000974,-1.5821144402399998
ACH-000975,-1.3318681949700002
ACH-000976,-1.00164371594
ACH-000978,-1.35011793352
ACH-000980,-1.4670095382
ACH-000984,-1.34987608435
ACH-000986,-1.3691492352899999
ACH-000988,-1.05624255219
ACH-000993,-1.4332451754799997
ACH-000994,-0.951563243501
ACH-000996,-1.50305918127
ACH-001001,-1.5902510883
ACH-001020,-1.7759145293799998
ACH-001028,-1.59328352708
ACH-001031,-1.0947807656
ACH-001038,-1.36752745568
ACH-001048,-1.4663545055899998
ACH-001050,-1.22859744427
ACH-001053,-1.2485137867
ACH-001054,-1.07648127308
ACH-001061,-1.23857132716
ACH-001067,-1.4235129497
ACH-001075,-1.39719316371
ACH-001096,-1.35818442843
ACH-001128,-1.54108042907
ACH-001134,-0.912301759193
ACH-001151,-1.11258829036
ACH-001163,-1.7641031407099999
ACH-001164,-1.4594370376899999
ACH-001173,-1.43104199801
ACH-001183,-1.42394673325
ACH-001184,-1.18215320108
ACH-001190,-1.1448770966700001
ACH-001192,-1.19575439089
ACH-001193,-1.6597573661200002
ACH-001196,-1.19913594325
ACH-001197,-1.35055578896
ACH-001205,-1.4408572807100002
ACH-001211,-1.36792218053
ACH-001212,-1.3629119368399998
ACH-001228,-1.5334441369100003
ACH-001232,-1.3879739637600002
ACH-001239,-1.2910597725200001
ACH-001274,-1.3720804310199999
ACH-001275,-1.3051352256
ACH-001277,-1.3908579628100002
ACH-001278,-1.19061602606
ACH-001280,-1.36182690137
ACH-001283,-1.1490131915700001
ACH-001289,-1.21597507662
ACH-001295,-1.20336792315
ACH-001300,-1.57306614609
ACH-001301,-1.40487150847
ACH-001302,-1.36101600662
ACH-001303,-1.3517364677500001
ACH-001306,-1.4429948073899999
ACH-001318,-0.9402355164149999
ACH-001322,-1.1846499194600002
ACH-001328,-1.5255050086500002
ACH-001332,-1.1761717233
ACH-001333,-1.31519537517
ACH-001336,-1.19191479371
ACH-001340,-1.47123812558
ACH-001346,-1.18563684206
ACH-001353,-1.3272884533299998
ACH-001354,-1.3104806229700001
ACH-001367,-1.6209435086200001
ACH-001368,-1.42318349905
ACH-001374,-1.20013381065
ACH-001375,-1.43502588982
ACH-001377,-0.952396505976
ACH-001380,-1.60313419484
ACH-001391,-1.88175166824
ACH-001407,-1.1908518101899999
ACH-001408,-1.2020985680299998
ACH-001413,-1.45115927865
ACH-001430,-1.51667134132
ACH-001431,-1.21265840162
ACH-001450,-1.29408424963
ACH-001496,-1.5350172754799998
ACH-001500,-1.22442306131
ACH-001521,-1.49782385374
ACH-001523,-1.1395072144299998
ACH-001532,-1.48250679891
ACH-001536,-1.24720933979
ACH-001550,-1.1510252857799999
ACH-001552,-1.33329476091
ACH-001554,-1.22487084589
ACH-001645,-1.51443632239
ACH-001654,-0.8640008585430001
ACH-001715,-1.5734721518500001
ACH-001735,-1.0958773904999999
ACH-001736,-1.29271213223
ACH-001737,-2.39033312979
ACH-001740,-1.22159448041
ACH-001745,-1.21967327044
ACH-001750,-1.5258628985299998
ACH-001765,-1.63266783917
ACH-001956,-1.13234610598
ACH-001957,-1.53245192116
