,UBASH3A (53347)
ACH-000004,-0.38787766883100006
ACH-000007,0.0969031430587
ACH-000009,0.0909429241054
ACH-000011,0.141365130006
ACH-000012,0.050916616860699995
ACH-000013,0.12163373241900001
ACH-000014,0.198732651138
ACH-000015,0.028293304293
ACH-000017,0.195546129701
ACH-000018,0.19610024105999999
ACH-000019,-0.271705971552
ACH-000021,0.107851825111
ACH-000022,0.0287379366266
ACH-000025,0.0388516371363
ACH-000028,0.0548669464309
ACH-000030,-0.035360326956800005
ACH-000035,0.00183697907404
ACH-000036,0.140857205361
ACH-000037,0.106783164457
ACH-000039,0.053366742712500005
ACH-000040,0.141535366896
ACH-000041,0.05609063290630001
ACH-000042,0.0358704222587
ACH-000045,0.298183950287
ACH-000047,0.118098984517
ACH-000052,0.13509149138499998
ACH-000053,0.0331496883894
ACH-000054,0.05564888101649999
ACH-000055,0.06879663692060001
ACH-000060,0.114032930691
ACH-000067,-0.048163596554500004
ACH-000070,0.00992461523603
ACH-000075,0.21185524616300003
ACH-000078,-0.000752939227687
ACH-000082,-0.0496927702005
ACH-000085,0.0660320568781
ACH-000086,-0.119357639652
ACH-000087,0.07983215280780001
ACH-000092,0.0366578803154
ACH-000095,-0.020078622232
ACH-000097,0.014743154036100001
ACH-000098,-0.023985681146200002
ACH-000099,0.0708338737534
ACH-000108,-0.120733269142
ACH-000113,-0.108797664137
ACH-000115,-0.0152445195407
ACH-000116,-0.10150113492799999
ACH-000118,-0.00731331723362
ACH-000120,-0.0353444739098
ACH-000123,0.0589790543184
ACH-000127,-0.0222259949852
ACH-000128,0.0685255712207
ACH-000132,-0.0824077064403
ACH-000133,0.189676700653
ACH-000137,0.11126146786800001
ACH-000138,0.259123553033
ACH-000142,-0.234887308395
ACH-000143,0.0711590398162
ACH-000146,-0.0343583791887
ACH-000148,0.138935474314
ACH-000150,0.012689881387799999
ACH-000152,7.49346438984e-05
ACH-000153,0.24558644797899998
ACH-000159,0.0554917017536
ACH-000160,0.133688332099
ACH-000163,0.0396457860905
ACH-000167,0.125049719727
ACH-000168,0.112891218914
ACH-000169,0.079819449933
ACH-000178,0.118066305648
ACH-000182,0.05958021048980001
ACH-000183,-0.0182972450293
ACH-000188,0.213365995975
ACH-000189,0.109508751328
ACH-000190,0.0617786908746
ACH-000198,0.0448119839629
ACH-000204,0.25638992407600003
ACH-000206,-0.334498655322
ACH-000207,-0.316264102391
ACH-000211,0.103436000989
ACH-000215,-0.0123226076699
ACH-000221,0.0491767620589
ACH-000222,-0.141985931979
ACH-000223,0.133139550951
ACH-000226,0.15659777529000002
ACH-000227,0.00950206256613
ACH-000228,0.17035544589499999
ACH-000231,-0.011291405159999999
ACH-000232,0.08900262794269999
ACH-000233,0.147225387024
ACH-000234,0.182171261656
ACH-000235,0.0521813101394
ACH-000237,0.234719763968
ACH-000238,-0.162005053719
ACH-000243,0.124268935704
ACH-000244,-0.049040887062
ACH-000246,0.17016542971700002
ACH-000248,0.306672063132
ACH-000250,-0.043523635032699994
ACH-000251,0.0438192971739
ACH-000253,0.216966566237
ACH-000255,0.19104993869800002
ACH-000256,0.286080351445
ACH-000257,-0.026399442224099998
ACH-000258,0.176873135181
ACH-000259,0.09685555599089998
ACH-000260,-0.018438874939400003
ACH-000261,0.186229869551
ACH-000262,0.154922832839
ACH-000263,-0.213061198864
ACH-000264,0.024816354602099997
ACH-000265,0.0506128339714
ACH-000266,0.0612615390867
ACH-000272,0.153907670267
ACH-000273,0.038158418245800005
ACH-000274,0.11504955943800001
