,TYSND1 (219743)
ACH-000004,0.12170753412100001
ACH-000007,-0.00422934941673
ACH-000009,0.066392665231
ACH-000011,0.039772182982
ACH-000012,-0.116790255355
ACH-000013,0.254838384781
ACH-000014,-0.0820667871713
ACH-000015,-0.06280933366380001
ACH-000017,0.0607594184447
ACH-000018,-0.17780349628800002
ACH-000019,-0.253089801028
ACH-000021,-0.0209236562984
ACH-000022,0.013083514913700002
ACH-000025,-0.20611478191
ACH-000028,-0.177855067904
ACH-000030,-0.266909056113
ACH-000035,0.112035675276
ACH-000036,0.09122050980890001
ACH-000037,0.140665688455
ACH-000039,0.18868656721700003
ACH-000040,-0.22869552097600002
ACH-000041,0.02468846148
ACH-000042,0.00738415963087
ACH-000045,-0.12012480513900001
ACH-000047,-0.0451651528676
ACH-000052,-0.281106331643
ACH-000053,0.101705786887
ACH-000054,-0.225567822872
ACH-000055,0.0277447560296
ACH-000060,-0.22316877885699998
ACH-000067,-0.179932037202
ACH-000070,-0.0635928645012
ACH-000075,0.061182407930199995
ACH-000078,0.172055965935
ACH-000082,-0.0465698194341
ACH-000085,0.047893591911599996
ACH-000086,-0.0837491866637
ACH-000087,0.024058915751
ACH-000092,0.0613116604722
ACH-000095,0.035502401367900005
ACH-000097,0.012851381394499999
ACH-000098,0.10883566811499999
ACH-000099,0.010246398508
ACH-000108,0.00975448035608
ACH-000113,-0.0670542311422
ACH-000115,-0.08943965898140001
ACH-000116,-0.0365187599399
ACH-000118,-0.0436835598148
ACH-000120,0.125939841807
ACH-000123,0.147454627102
ACH-000127,0.0316394605383
ACH-000128,-0.07711348350380001
ACH-000132,0.020540336418299998
ACH-000133,-0.18696454592599998
ACH-000137,0.09596567432260002
ACH-000138,0.16837120010099998
ACH-000142,0.160341975706
ACH-000143,0.150179020773
ACH-000146,0.20578945423300002
ACH-000148,0.0245968186364
ACH-000150,-0.183531745295
ACH-000152,-0.10585935186699999
ACH-000153,-0.197409762035
ACH-000159,0.0213618458104
ACH-000160,0.0941681538518
ACH-000163,-0.13474835408
ACH-000167,-0.488972553099
ACH-000168,0.107895456711
ACH-000169,-0.218862939751
ACH-000178,-0.007868338536520001
ACH-000182,-0.0706922298647
ACH-000183,-0.21274223436700002
ACH-000188,-0.10704907096100001
ACH-000189,-0.407014042702
ACH-000190,0.11134977882899999
ACH-000198,-0.0683096371495
ACH-000204,-0.1610559367
ACH-000206,-0.150641405883
ACH-000207,-0.682194238822
ACH-000211,-0.170388335284
ACH-000215,-0.0501444933441
ACH-000221,0.007637086482609999
ACH-000222,-0.0026887809665900003
ACH-000223,-0.124887337064
ACH-000226,0.074389763914
ACH-000227,-0.19711617833099998
ACH-000228,-0.233647532803
ACH-000231,-0.17560137334399997
ACH-000232,0.0698319647509
ACH-000233,0.118922606756
ACH-000234,0.0597259202927
ACH-000235,0.00938552733634
ACH-000237,0.173696265639
ACH-000238,-0.0272981746263
ACH-000243,-0.124817469323
ACH-000244,-0.08527965043130001
ACH-000246,-0.0356508274796
ACH-000248,0.03850143409
ACH-000250,-0.134245461467
ACH-000251,-0.46016472162199995
ACH-000253,-0.012840947822499999
ACH-000255,-0.112673880046
ACH-000256,-0.11037423486400001
ACH-000257,0.0381744599913
ACH-000258,0.247404991688
ACH-000259,0.0281066513441
ACH-000260,-0.09047039219809999
ACH-000261,0.006660981959800001
ACH-000262,0.10290392318399999
ACH-000263,-0.259692865421
ACH-000264,-0.0518982024985
ACH-000265,0.0710675674515
ACH-000266,-0.017671813333299997
ACH-000272,-0.0355839815289
ACH-000273,-0.405000586081
ACH-000274,-0.151651912527
ACH-000277,-0.07184766724769999
ACH-000278,0.026623394035400004
ACH-000279,0.052474840103
ACH-000280,0.21899831158000005
ACH-000281,0.11636430594200001
ACH-000288,-0.0937592514974
ACH-000291,-0.10936681285599999
ACH-000293,-0.193492124848
ACH-000294,-0.00011049415192000001
ACH-000295,-0.303513439266
ACH-000296,-0.0291814126601
ACH-000302,-0.0322839659863
ACH-000304,0.112541447696
ACH-000307,0.177273261037
ACH-000308,0.0634896887837
ACH-000310,0.155779722972
ACH-000311,0.0843173553191
ACH-000312,0.0127657173875
ACH-000315,0.011615673364500001
ACH-000316,0.23186413480700002
ACH-000317,0.0868399608122
ACH-000318,-0.07936807502439999
ACH-000319,0.016011699173700003
ACH-000320,0.012965606598799998
ACH-000322,-0.10792977918600001
ACH-000323,-0.155945532608
ACH-000324,-0.101886928158
ACH-000329,-0.042239308366099994
ACH-000330,0.0836331357018
ACH-000331,-0.0311294283035
ACH-000332,0.00316162620672
ACH-000334,-0.08970885128110001
ACH-000335,0.0100332103962
ACH-000336,0.0114508293134
ACH-000337,-0.17093328171799999
ACH-000339,-0.050663587910599994
ACH-000341,0.176039198532
ACH-000348,0.0778257736168
ACH-000350,0.24959210151
ACH-000352,-0.194678864512
ACH-000356,-0.08126681609139999
ACH-000361,0.139830540244
ACH-000362,-0.07158898703689999
ACH-000363,0.0840503343886
ACH-000364,0.142049573415
ACH-000365,0.152278196891
ACH-000366,0.061104901257100004
ACH-000368,-0.0749886815945
ACH-000374,-0.09309304244
ACH-000375,-0.0666432887579
ACH-000376,-0.055847830025399996
ACH-000381,-0.005760075834670001
ACH-000383,-0.043090908459199995
ACH-000387,0.0982917721998
ACH-000389,-0.113728453488
ACH-000390,0.0438912303602
ACH-000393,-0.028829925528
ACH-000395,-0.0437388551638
ACH-000397,0.07696886623930001
ACH-000401,-0.12105835814000002
ACH-000402,0.11193229616900001
ACH-000403,-0.00711138902741
ACH-000404,-0.293275550196
ACH-000406,-0.030286847074899998
ACH-000407,-0.210256182667
ACH-000408,0.0546453946997
ACH-000410,0.014329470832
ACH-000411,-0.0398269904952
ACH-000414,0.0424368722418
ACH-000415,0.0040567100097
ACH-000416,0.04073704568119999
ACH-000420,-0.11447361198799999
ACH-000421,-0.00944091751084
ACH-000424,0.13340457914999998
ACH-000425,-0.0023251014945700004
ACH-000426,-0.0170805333425
ACH-000427,-0.0460476993004
ACH-000433,-0.00838270073309
ACH-000436,0.142998552376
ACH-000444,-0.025209879084999998
ACH-000445,-0.21483414254900002
ACH-000448,-0.098442223052
ACH-000450,0.148832003458
ACH-000452,-7.37376749184e-05
ACH-000454,-0.1340513293
ACH-000458,-0.007922739278640002
ACH-000459,0.151919711766
ACH-000460,0.0747541422844
ACH-000461,-0.0421430035144
ACH-000463,-0.07457350143899999
ACH-000464,0.0332698532658
ACH-000466,-0.172202342139
ACH-000467,0.136826831152
ACH-000468,0.0210422341671
ACH-000469,0.112659937743
ACH-000470,0.0776201033103
ACH-000471,0.0934583582127
ACH-000472,-0.0867715686417
ACH-000473,-0.045766937794000005
ACH-000475,-0.0237539177888
ACH-000476,-0.058310835639599996
ACH-000477,-0.166712745882
ACH-000480,0.18149939876200002
ACH-000481,-0.196861177596
