,MAP1LC3A (84557)
ACH-000183,-0.164943517102
ACH-000188,-0.07458295262360001
ACH-000189,-0.0258448784802
ACH-000190,-0.274935972889
ACH-000198,-0.11524671814300001
ACH-000204,0.00854712217949
ACH-000206,-0.20874722493700001
ACH-000207,-0.278977644217
ACH-000211,-0.169907216928
ACH-000215,-0.187678941514
ACH-000221,-0.110007164271
ACH-000222,-0.41112761721600005
ACH-000223,-0.258337841988
ACH-000226,-0.13320889072
ACH-000227,-0.311431429525
ACH-000228,-0.007348087968100001
ACH-000231,-0.265716383144
ACH-000232,-0.19425959806600002
ACH-000233,-0.249845025912
ACH-000234,-0.36624617530299997
ACH-000235,-0.316445825795
ACH-000237,-0.22813431538800003
ACH-000238,-0.33084503737599996
ACH-000243,-0.28339535636999996
ACH-000244,-0.236084734513
ACH-000246,-0.144544850829
ACH-000248,-0.301058543393
ACH-000250,-0.10623152727700001
ACH-000251,-0.219948797467
ACH-000253,-0.351918782488
ACH-000255,-0.47318146415299994
ACH-000256,-0.328965712491
ACH-000257,0.396593215668
ACH-000258,-0.378890575823
ACH-000259,-0.254720725807
ACH-000260,-0.290556306309
ACH-000261,-0.278675535367
ACH-000262,-0.32557230894699996
ACH-000263,0.0893013925264
ACH-000264,-0.269996826239
ACH-000265,-0.199279880556
ACH-000266,-0.13478534408600001
ACH-000272,-0.311284080308
ACH-000273,-0.271927573367
ACH-000274,-0.21237373473
ACH-000277,-0.6938211511650001
ACH-000278,-0.172445578573
ACH-000279,-0.12586658997400002
ACH-000280,-0.19050207283599999
ACH-000281,-0.344245996239
ACH-000288,-0.010336692449200002
ACH-000291,-0.221102411548
ACH-000293,-0.132274073956
ACH-000294,-0.254709853945
ACH-000295,-0.17073857118799998
ACH-000296,-0.517631279006
ACH-000302,-0.355662713112
ACH-000304,-0.43221703181599996
ACH-000307,-0.141902888594
ACH-000308,-0.367633497229
ACH-000310,-0.429191233065
ACH-000311,-0.36523795524700003
ACH-000312,-0.317280696327
ACH-000315,-0.448089095994
ACH-000316,0.0372092237579
ACH-000317,-0.398646228804
ACH-000318,-0.155965081169
ACH-000319,-0.0135519492179
ACH-000320,-0.543386542835
ACH-000322,-0.132714888798
ACH-000323,-0.05081544537549999
ACH-000324,-0.322576416325
ACH-000329,-0.22043746587
ACH-000330,-0.0900834291815
ACH-000331,-0.19867914302499998
ACH-000332,-0.260457981083
ACH-000334,0.0137434653953
ACH-000335,-0.0884261347303
ACH-000336,-0.24428547796
ACH-000337,-0.17313333208
ACH-000339,-0.205679785076
ACH-000341,-0.41600494529200005
ACH-000348,0.0513614127356
ACH-000350,-0.555026278921
ACH-000352,-0.237659186241
ACH-000356,-0.233495152623
ACH-000361,-0.0732671101486
ACH-000362,-0.20900208432599998
ACH-000363,-0.319336108671
ACH-000364,0.05676546213980001
ACH-000365,-0.173742828307
ACH-000366,-0.234553703111
ACH-000368,-0.341692830758
ACH-000374,-0.38686142872400003
ACH-000375,-0.17220829353
ACH-000376,-0.242897486889
ACH-000381,-0.48290899507
ACH-000383,0.00483181649445
ACH-000387,-0.16279586743
ACH-000389,-0.015577460930899999
ACH-000390,-0.0559291836874
ACH-000393,-0.0986607068465
ACH-000395,-0.40506680827299996
ACH-000397,-0.166806023549
ACH-000401,-0.217024097944
ACH-000402,-0.0557706886763
ACH-000403,-0.277312096444
ACH-000404,-0.310836493963
ACH-000406,-0.17170657613499998
ACH-000407,-0.114918307786
ACH-000408,-0.206985369702
ACH-000410,-0.263596671988
ACH-000411,-0.335165071816
ACH-000414,-0.250425885164
ACH-000415,-0.417388343253
ACH-000416,-0.229738796404
ACH-000420,-0.140759799423
ACH-000421,-0.155710813665
ACH-000424,-0.023495736891200002
ACH-000425,-0.45589043339100005
ACH-000426,0.030472678708000002
ACH-000427,-0.0388009808108
ACH-000433,-0.5611134456019999
ACH-000436,-0.223275034361
ACH-000444,-0.272073227524
ACH-000445,-0.145444483717
ACH-000448,-0.281486199466
ACH-000450,-0.283622526797
ACH-000452,-0.22529873475900003
ACH-000454,-0.34661369044699997
ACH-000458,-0.298063880373
ACH-000459,-0.084675895147
ACH-000460,-0.207858506532
ACH-000461,0.082481746567
ACH-000463,-0.12267159653899999
ACH-000464,-0.08941028172049999
ACH-000466,-0.438788945699
ACH-000467,-0.24656613508900002
ACH-000468,-0.250112060551
ACH-000469,-0.39441303404
ACH-000470,-0.12345705001700001
ACH-000471,-0.345480089245
ACH-000472,-0.280144835017
ACH-000473,-0.29339536366999996
ACH-000475,-0.0946650146467
ACH-000476,-0.313889354922
ACH-000477,-0.24641081873799997
ACH-000480,-0.269976166745
ACH-000481,-0.266798036146
ACH-000483,-0.0255481970353
ACH-000484,-0.055116884973400004
ACH-000485,-0.13244067695199999
ACH-000486,-0.150864527008
ACH-000487,-0.353961064498
ACH-000488,-0.34841992497
ACH-000490,-0.172561721742
ACH-000491,-0.322619012522
ACH-000495,-0.08504971726220001
ACH-000496,-0.441361996076
ACH-000499,-0.150633708623
ACH-000500,-0.053087883256599994
ACH-000502,-0.252972397197
ACH-000503,-0.158823019822
ACH-000505,-0.137100867731
ACH-000507,-0.211161515461
ACH-000510,-0.403995581162
ACH-000511,-0.280841107511
ACH-000512,-0.193504192989
ACH-000516,-0.301103058852
ACH-000517,-0.258046152544
ACH-000518,-0.180527360764
ACH-000520,-0.0629500079341
ACH-000521,-0.272750677177
ACH-000522,-0.178940503381
ACH-000524,-0.254461298466
ACH-000527,-0.39800345289800004
ACH-000528,-0.21440798254700003
ACH-000537,-0.236667690741
ACH-000541,-0.156186557541
ACH-000542,-0.31963984951499996
ACH-000544,-0.159305711611
ACH-000545,-0.14633992934
ACH-000547,-0.305410900957
ACH-000548,-0.114933698725
ACH-000549,-0.375578140643
ACH-000550,-0.138144247367
ACH-000552,-0.088578846294
ACH-000556,-0.123474893485
ACH-000557,-0.509067359366
ACH-000570,-0.255552443536
ACH-000571,-0.00835445675516
ACH-000573,-0.45142739632
ACH-000576,-0.07518547069789999
ACH-000580,-0.172405071054
ACH-000584,-0.028942535433099995
ACH-000585,-0.050998572985
ACH-000588,-0.296420394472
ACH-000589,-0.552344850273
ACH-000591,-0.323060094344
ACH-000593,-0.0985282433482
ACH-000600,-0.27541673594099997
ACH-000601,-0.182477124807
ACH-000604,-0.156782833213
ACH-000605,-0.39389499387599997
ACH-000606,-0.20279335719500002
ACH-000608,-0.16586636175
ACH-000614,-0.6267181536990001
ACH-000616,-0.34333675045999995
ACH-000618,-0.138554457836
ACH-000619,-0.0831133869691
ACH-000620,-0.352408063354
ACH-000621,-0.07570910744310001
ACH-000622,-0.08918823304880001
ACH-000623,-0.03832035205480001
ACH-000624,-0.247655359672
ACH-000627,-0.43596433017999997
ACH-000630,-0.112803142044
ACH-000632,-0.16141666784000003
ACH-000633,-0.290782904031
ACH-000637,-0.0754609702408
ACH-000638,-0.506714978554
ACH-000646,-0.0705394836813
ACH-000647,-0.127276991103
ACH-000648,-0.274821973748
ACH-000649,-0.148124029642
ACH-000651,-0.454065326052
ACH-000652,-0.19482551613200003
ACH-000653,-0.34878431654700004
ACH-000657,-0.120982560721
ACH-000658,-0.372999794612
ACH-000661,-0.309883448527
ACH-000662,0.055255573253499994
ACH-000663,-0.23289184819400002
ACH-000665,-0.428698218914
ACH-000671,-0.446042246558
ACH-000673,-0.250386665513
ACH-000676,-0.22865000426100002
ACH-000677,-0.235264933787
ACH-000681,-0.28449270357900003
ACH-000682,-0.346520324707
ACH-000683,-0.373145843598
ACH-000684,-0.326019068269
ACH-000688,-0.288252315992
ACH-000693,-0.177676861506
ACH-000694,-0.194523353316
ACH-000695,-0.323926487546
ACH-000696,-0.12430477065300001
ACH-000697,-0.35355224275499997
ACH-000699,-0.23574204012299999
ACH-000701,-0.010731498506
ACH-000706,-0.199682470395
ACH-000711,-0.160221880488
ACH-000713,-0.259693212868
ACH-000714,-0.279009617058
ACH-000718,-0.41386445108000003
ACH-000720,-0.359729569482
ACH-000721,-0.39368893968
ACH-000724,-0.160338949074
ACH-000725,-0.22825287996899998
ACH-000732,-0.293741091823
ACH-000734,-0.121405966046
ACH-000735,-0.161695046923
ACH-000736,-0.224503706213
ACH-000738,-0.12406070155200001
ACH-000746,-0.208689942861
ACH-000747,-0.208081008458
ACH-000748,-0.306145367392
ACH-000753,-0.07717040663739999
ACH-000756,-0.0648625972904
ACH-000757,-0.165948933146
ACH-000758,-0.37134116688900004
ACH-000760,-0.327794219354
ACH-000763,-0.103677158308
ACH-000764,0.16791270752
ACH-000765,0.0469336298238
ACH-000766,-0.39780908683
ACH-000767,-0.0648677463027
ACH-000768,-0.240965518387
ACH-000769,-0.40741078569399997
ACH-000770,-0.22748452391899998
ACH-000771,-0.245314535842
ACH-000773,-0.163660268467
ACH-000776,-0.22829838292100002
ACH-000777,-0.36642623795400003
ACH-000778,-0.5819852583199999
ACH-000781,-0.28974446265799997
ACH-000782,-0.295558080702
ACH-000783,-0.160329123322
ACH-000784,-0.23239586199999998
ACH-000785,-0.14129036644999998
ACH-000787,-0.301963597284
ACH-000788,-0.193360248617
ACH-000791,-0.21431477149999997
ACH-000792,-0.0361321449573
ACH-000794,-0.0453629717935
ACH-000796,-0.264210354793
ACH-000799,-0.24762259484299998
ACH-000800,-0.0522586133025
ACH-000802,-0.0894031482595
ACH-000804,-0.490839258755
ACH-000805,-0.06878019426469999
ACH-000809,-0.284567461063
ACH-000810,-0.0456824566995
ACH-000811,-0.18037161776000002
ACH-000817,-0.168094282154
ACH-000819,-0.165336892328
ACH-000820,-0.40409367025700005
ACH-000821,0.22550929864100003
ACH-000822,-0.359325027446
ACH-000823,-0.36214145439
ACH-000824,-0.08885853342710001
ACH-000827,-0.150281002358
ACH-000829,-0.197957702117
ACH-000831,-0.28295988390099996
ACH-000832,-0.07302360084319999
ACH-000833,-0.017631348589900002
ACH-000834,-0.0195294682842
ACH-000835,-0.06703432671109999
ACH-000836,-0.5121338487780001
ACH-000837,-0.39573891918000004
ACH-000838,-0.0735807332281
ACH-000839,-0.160329151409
ACH-000840,-0.110071568601
ACH-000841,-0.195233815811
ACH-000843,-0.38308432891599997
ACH-000846,-0.375530357343
ACH-000847,-0.37641700019
ACH-000848,-0.199669559012
ACH-000849,-0.243671874217
ACH-000851,-0.317255528459
ACH-000855,-0.183111339746
ACH-000856,-0.290282663815
ACH-000858,-0.40695084514799995
ACH-000859,-0.00140643810057
ACH-000861,-0.30421747804
ACH-000862,-0.334084638805
ACH-000865,-0.24690494816300002
ACH-000866,-0.179880347137
ACH-000867,-0.28045186278900003
ACH-000869,-0.033273303803599996
ACH-000872,-0.100045363792
ACH-000873,-0.6849246711779999
ACH-000876,-0.165878701283
ACH-000878,-0.19229537355700002
ACH-000880,-0.137179709001
ACH-000881,-0.162370593319
ACH-000882,-0.120534913694
ACH-000884,-0.141382846527
ACH-000885,-0.394028991845
ACH-000887,-0.0684353941027
ACH-000888,-0.1886648414
ACH-000889,0.022240243186900002
ACH-000890,-0.45036253522
ACH-000896,-0.254857302417
ACH-000898,-0.140166029942
ACH-000900,-0.116123517226
ACH-000901,-0.296386667869
ACH-000905,-0.24047024133
ACH-000906,-0.21011268594500002
ACH-000907,-0.06474770861330001
ACH-000910,-0.08214165056350001
ACH-000911,-0.234680280949
ACH-000912,-0.300313443937
ACH-000913,-0.31950447266
ACH-000915,-0.228333700016
ACH-000916,0.0859075658065
ACH-000917,-0.258367158519
ACH-000921,-0.317177682503
ACH-000924,-0.22799697813499997
ACH-000926,-0.5576559559040001
ACH-000928,-0.45132865104599995
ACH-000929,-0.017731970596599998
ACH-000932,-0.272355298088
ACH-000935,-0.19974966439199998
ACH-000936,-0.310918991542
ACH-000937,-0.187355377995
ACH-000938,-0.0641578123444
ACH-000939,-0.17043905476399998
ACH-000941,-0.39088392465300004
ACH-000943,-0.122640625495
ACH-000946,-0.36043557607199994
ACH-000947,-0.207597505741
ACH-000948,-0.0439399575073
ACH-000950,-0.38886704166999997
ACH-000953,-0.109445825028
ACH-000957,-0.235001961118
ACH-000958,-0.302938511679
ACH-000960,-0.150579453879
ACH-000963,-0.355072996114
ACH-000968,-0.135980662561
ACH-000969,-0.185085256105
ACH-000973,-0.24929642283300002
ACH-000974,-0.228048229406
ACH-000975,-0.160350023566
ACH-000976,-0.144569702975
ACH-000978,-0.133519132154
ACH-000980,-0.14456874919399998
ACH-000984,-0.11990612399
ACH-000986,-0.23115258735
ACH-000988,-0.145378437866
ACH-000993,-0.200031604056
ACH-000994,-0.275735787116
ACH-000996,0.0643031057895
ACH-001001,-0.126172257741
ACH-001020,-0.140176915471
ACH-001028,-0.237427428869
ACH-001031,-0.252367131039
ACH-001038,-0.13926700195
ACH-001048,-0.17088080936
ACH-001050,-0.181284965132
ACH-001053,-0.164432298279
ACH-001054,-0.236382470817
ACH-001061,-0.12093422850999999
ACH-001067,-0.295829528351
ACH-001075,-0.17591069934599998
ACH-001096,-0.170525778713
ACH-001128,-0.360492278705
ACH-001134,-0.201388824055
ACH-001151,-0.137660257217
ACH-001163,-0.11323921725500001
ACH-001164,-0.09951872206660001
ACH-001173,-0.154633167187
ACH-001183,-0.07295330050530001
ACH-001184,-0.0283686900099
ACH-001190,-0.331511947555
ACH-001192,-0.416695349168
ACH-001193,-0.239552983827
ACH-001196,-0.14357598940400002
ACH-001197,-0.218887708737
ACH-001205,0.0681723127214
ACH-001211,-0.31790476019499997
ACH-001212,-0.318134087445
ACH-001228,0.0999468355907
ACH-001232,-0.21967077298300003
ACH-001239,-0.391342692365
ACH-001274,-0.0332316082589
ACH-001275,-0.052442047676
ACH-001277,-0.417203926231
ACH-001278,-0.023989686077200003
ACH-001280,-0.12601221519300002
ACH-001283,-0.0781696963675
ACH-001289,-0.231744997792
ACH-001295,-0.21047192268399997
ACH-001300,-0.22382766730300002
ACH-001301,-0.47419456882100003
ACH-001302,-0.250008397487
ACH-001303,-0.0311733114823
ACH-001306,0.119234477915
ACH-001318,-0.41117932405900004
ACH-001322,-0.437878073809
ACH-001328,-0.10468920983999999
ACH-001332,-0.186473257088
ACH-001333,-0.22000175517499998
ACH-001336,-0.123702613381
ACH-001340,-0.290091566339
ACH-001346,-0.171775493433
ACH-001353,-0.23919079188200001
ACH-001354,-0.319965134128
ACH-001367,-0.181544487108
ACH-001368,-0.254692434472
ACH-001374,-0.36767332807899994
ACH-001375,-0.162064324708
ACH-001377,-0.302546037165
ACH-001380,0.0048893288665
ACH-001391,-0.42517935593500006
ACH-001407,-0.13118180635600002
ACH-001408,-0.158154299192
ACH-001413,-0.369872956181
ACH-001430,-0.36546989817500003
ACH-001431,-0.364154502629
ACH-001450,-0.318706600359
ACH-001496,-0.44746390564099997
ACH-001500,-0.424086761948
ACH-001521,-0.469372579911
ACH-001523,-0.0768400029022
ACH-001532,-0.0641357485907
ACH-001536,-0.339629271313
ACH-001550,-0.137204236213
ACH-001552,0.10088894639799999
ACH-001554,-0.21746257987700002
ACH-001645,-0.290950784959
ACH-001654,-0.147441307602
ACH-001715,-0.6323557960180001
ACH-001735,-0.233650158183
ACH-001736,-0.023912775442
ACH-001737,0.303257576498
ACH-001740,-0.322601589535
ACH-001745,-0.046259977297300005
ACH-001750,-0.37477664382700004
ACH-001765,-0.0930408935795
ACH-001956,-0.09655384306050001
ACH-001957,-0.0419749213793
