,EIF4A3 (9775)
ACH-000004,-1.8525247346400002
ACH-000007,-0.880550910746
ACH-000009,-1.26067967081
ACH-000011,-0.902455811102
ACH-000012,-1.3649021989599999
ACH-000013,-1.33202831636
ACH-000014,-1.4998717231299998
ACH-000015,-1.4501743117500001
ACH-000017,-1.3155536989
ACH-000018,-1.13180999631
ACH-000019,-1.7392882480400003
ACH-000021,-1.1202138239200001
ACH-000022,-1.5951157533200002
ACH-000025,-1.09011394376
ACH-000028,-1.2848517508600001
ACH-000030,-1.27304342605
ACH-000035,-1.08973877213
ACH-000036,-1.1163137672299999
ACH-000037,-2.0292674771900003
ACH-000039,-1.28961330404
ACH-000040,-1.25358311267
ACH-000041,-1.4021640483500002
ACH-000042,-1.12118175437
ACH-000045,-1.4667292369799998
ACH-000047,-1.23879689758
ACH-000052,-1.45111482856
ACH-000053,-1.22207056615
ACH-000054,-1.35505838764
ACH-000055,-1.12918929386
ACH-000060,-1.1792778154
ACH-000067,-0.765398988922
ACH-000070,-1.47790950799
ACH-000075,-1.37772679044
ACH-000078,-1.4227477603
ACH-000082,-1.33061715301
ACH-000085,-1.35462592136
ACH-000086,-1.17304368318
ACH-000087,-1.202062119
ACH-000092,-1.2281202396
ACH-000095,-1.61712422845
ACH-000097,-1.3452562490200002
ACH-000098,-1.23097246987
ACH-000099,-1.22375079402
ACH-000108,-1.15335258934
ACH-000113,-1.54972539195
ACH-000115,-2.55765923848
ACH-000116,-1.06030533964
ACH-000118,-1.1013653593000001
ACH-000120,-1.1558980620200001
ACH-000123,-1.34278040968
ACH-000127,-1.5523454649200001
ACH-000128,-1.14033622743
ACH-000132,-1.3247668472799998
ACH-000133,-1.20874465817
ACH-000137,-1.10262146391
ACH-000138,-1.35620890194
ACH-000142,-1.1461573926100002
ACH-000143,-1.30197604916
ACH-000146,-1.64226290856
ACH-000148,-1.35926123645
ACH-000150,-1.36711144477
ACH-000152,-1.0486911754700001
ACH-000153,-0.9358611050799999
ACH-000159,-1.49520489394
ACH-000160,-1.42873168197
ACH-000163,-1.1208013956799998
ACH-000167,-1.40995875599
ACH-000168,-1.5130594447299999
ACH-000169,-1.3235555811700002
ACH-000178,-1.34266432283
ACH-000182,-1.30893620037
ACH-000183,-1.46729623363
ACH-000188,-1.25411694464
ACH-000189,-0.625094428813
ACH-000190,-1.35952855018
ACH-000198,-1.7215204303599998
ACH-000204,-1.15717888689
ACH-000206,-1.5222802111700002
ACH-000207,-2.30979115721
ACH-000211,-1.4888798418399998
ACH-000215,-1.44614139155
ACH-000221,-1.14769838409
ACH-000222,-1.13820837806
ACH-000223,-1.3729071864700002
ACH-000226,-1.0719638501200002
ACH-000227,-2.01150455731
ACH-000228,-0.881206821619
ACH-000231,-1.18036109067
ACH-000232,-1.53827395498
ACH-000233,-1.28378940419
ACH-000234,-1.49662918551
ACH-000235,-1.29330668342
ACH-000237,-1.2802625081999999
ACH-000238,-1.47266565049
ACH-000243,-1.33733846768
ACH-000244,-1.5352124091400001
ACH-000246,-1.15029842646
ACH-000248,-1.0220102102500002
ACH-000250,-1.2957572767399999
ACH-000251,-0.9770155998540001
ACH-000253,-1.4114760207100001
ACH-000255,-1.23652938638
ACH-000256,-1.49499961276
ACH-000257,-1.4294431192800001
ACH-000258,-1.8100208701400002
ACH-000259,-1.49497154816
ACH-000260,-1.1378600998200001
ACH-000261,-1.33276099049
ACH-000262,-0.849143098537
ACH-000263,-1.1481355531100002
ACH-000264,-1.4782882322100002
ACH-000265,-1.3292033761
ACH-000266,-1.17678971566
ACH-000272,-1.3320553661
ACH-000273,-1.27500274362
ACH-000274,-1.5902476675
ACH-000277,-1.41711342228
ACH-000278,-1.24878835396
ACH-000279,-1.54237768448
ACH-000280,-1.26522001072
ACH-000281,-1.20289331143
ACH-000288,-1.33021449069
ACH-000291,-1.5776948075600001
ACH-000293,-1.28885447962
ACH-000294,-1.39926362691
ACH-000295,-1.61305905987
ACH-000296,-0.997132742458
ACH-000302,-1.6402285820700002
ACH-000304,-1.17593587623
ACH-000307,-1.2961041963700002
ACH-000308,-1.51619729373
ACH-000310,-1.3992847894100002
ACH-000311,-1.0653392263600001
ACH-000312,-1.34294324713
ACH-000315,-0.7837983099089999
ACH-000316,-1.10926078951
ACH-000317,-1.22343907499
ACH-000318,-0.8906731055570001
ACH-000319,-1.19582802993
ACH-000320,-1.09003492802
ACH-000322,-1.03754261028
