,MXD3 (83463)
ACH-000004,0.0118583133396
ACH-000007,-0.182440449631
ACH-000009,-0.188994418652
ACH-000011,-0.0428908904425
ACH-000012,-0.16856008759899999
ACH-000013,-0.110707585743
ACH-000014,0.128116036404
ACH-000015,-0.130821544501
ACH-000017,-0.227415613288
ACH-000018,-0.181154057207
ACH-000019,-0.0627371936158
ACH-000021,-0.170578190181
ACH-000022,-0.181851337344
ACH-000025,-0.05261227898
ACH-000028,-0.2488453985
ACH-000030,-0.04831757270880001
ACH-000035,0.00562286299014
ACH-000036,-0.181755495931
ACH-000037,-0.37181811690600003
ACH-000039,-0.131363446514
ACH-000040,-0.14889932854000001
ACH-000041,0.0835672224321
ACH-000042,-0.286549304233
ACH-000045,-0.238921665372
ACH-000047,-0.24637567473299998
ACH-000052,-0.253551175231
ACH-000053,-0.00153064230575
ACH-000054,-0.156990396332
ACH-000055,-0.372988078872
ACH-000060,-0.277817950757
ACH-000067,-0.15593440087000002
ACH-000070,-0.211249986379
ACH-000075,-0.119853826599
ACH-000078,0.024219720429
ACH-000082,-0.137132283952
ACH-000085,-0.121510181931
ACH-000086,-0.12578265020999999
ACH-000087,-0.0968436662297
ACH-000092,-0.158766480637
ACH-000095,-0.00622592953972
ACH-000097,-0.178328423997
ACH-000098,-0.07793060959680001
ACH-000099,-0.18368091179999999
ACH-000108,-0.397361804322
ACH-000113,-0.0977357009583
ACH-000115,-0.0761902319717
ACH-000116,-0.010813783396100002
ACH-000118,-0.0412465582945
ACH-000120,-0.0330734673594
ACH-000123,-0.11491464061
ACH-000127,-0.285097439234
ACH-000128,-0.13529952191800002
ACH-000132,-0.123675222798
ACH-000133,-0.110549731272
ACH-000137,-0.09338380143339998
ACH-000138,-0.0825418194816
ACH-000142,-0.11190826042999999
ACH-000143,-0.170309601633
ACH-000146,-0.142689891081
ACH-000148,-0.166216438991
ACH-000150,-0.581373496722
ACH-000152,-0.345115829129
ACH-000153,-0.275942855672
ACH-000159,-0.17076614192899997
ACH-000160,0.015277026272799999
ACH-000163,-0.08192486756299999
ACH-000167,-0.30390930237799996
ACH-000168,-0.16060095129000002
ACH-000169,-0.148060926314
ACH-000178,-0.226509651322
ACH-000182,-0.19860036400800002
ACH-000183,-0.171791822726
ACH-000188,-0.151899551424
ACH-000189,-0.3616311029
ACH-000190,-0.373253242068
ACH-000198,-0.04978350832719999
ACH-000204,-0.307987994415
ACH-000206,0.113947675493
ACH-000207,-0.191303033499
ACH-000211,-0.238711740275
ACH-000215,-0.05253464623819999
ACH-000221,0.0132722532321
ACH-000222,-0.226141085526
ACH-000223,-0.26170846246999996
ACH-000226,-0.204280807224
ACH-000227,-0.09571463531369999
ACH-000228,-0.142996117537
ACH-000231,-0.131008672657
ACH-000232,-0.283896542531
ACH-000233,-0.0923499514385
ACH-000234,-0.219337518947
ACH-000235,-0.027374038705500002
ACH-000237,-0.264010526794
ACH-000238,-0.20182317058899998
ACH-000243,-0.0675875162629
ACH-000244,-0.34950932270499996
ACH-000246,-0.214197097044
ACH-000248,-0.103670361958
ACH-000250,-0.296221042753
ACH-000251,-0.199079021983
ACH-000253,-0.0630928837524
ACH-000255,-0.09629668055339999
ACH-000256,-0.09896141847489999
ACH-000257,-0.141209985124
ACH-000258,-0.185484549526
ACH-000259,-0.026746160058
ACH-000260,-0.06845650697269999
ACH-000261,-0.0598548476494
ACH-000262,-0.00622970868609
ACH-000263,-0.13532572690300002
ACH-000264,-0.129978909423
ACH-000265,-0.004802929736159999
ACH-000266,-0.131996630526
ACH-000272,-0.138550140534
ACH-000273,-0.31766515060600004
ACH-000274,0.0363167444914
ACH-000277,-0.227774261162
ACH-000278,-0.00144203175411
ACH-000279,-0.0322580233897
ACH-000280,0.08668785629889998
ACH-000281,-0.355678167943
ACH-000288,-0.158022139793
ACH-000291,-0.248277590807
ACH-000293,-0.26444629272799997
ACH-000294,-0.158203938299
ACH-000295,-0.21505281709000001
ACH-000296,-0.0733185774645
ACH-000302,-0.226447626979
ACH-000304,-0.057975100778400006
ACH-000307,-0.14290211377999998
ACH-000308,-0.189948727857
ACH-000310,-0.153717998962
ACH-000311,0.029943512884400003
ACH-000312,-0.250629429334
ACH-000315,0.03147767146
ACH-000316,-0.339988274866
ACH-000317,-0.38852763789800004
ACH-000318,0.0742783191664
ACH-000319,0.010136682112299998
ACH-000320,-0.207244630552
ACH-000322,-0.34031000653399995
ACH-000323,-0.25294559151900003
ACH-000324,-0.09326012679989999
ACH-000329,-0.0744773219585
ACH-000330,-0.18941159200899998
ACH-000331,-0.22181383577199998
ACH-000332,-0.184003060612
ACH-000334,-0.113541884482
ACH-000335,-0.220165091337
ACH-000336,-0.288157743864
ACH-000337,-0.16899212216099999
ACH-000339,-0.08412296819010001
ACH-000341,-0.082768753597
ACH-000348,-0.230458991743
ACH-000350,-0.0870266969625
ACH-000352,-0.158713901995
ACH-000356,-0.279143625346
ACH-000361,-0.248978415671
ACH-000362,-0.0110665823406
ACH-000363,-0.0389600077927
ACH-000364,0.224354179008
ACH-000365,-0.0826977945316
ACH-000366,-0.108570980113
ACH-000368,-0.370713586192
ACH-000374,-0.043215782125000005
ACH-000375,-0.13216653633300002
ACH-000376,-0.143896112808
ACH-000381,0.06248531310219999
ACH-000383,-0.27608290094
ACH-000387,-0.0868000885974
ACH-000389,-0.34453862337200003
ACH-000390,0.0294541964034
ACH-000393,-0.242617801327
ACH-000395,-0.0112242956829
ACH-000397,-0.344891234078
ACH-000401,-0.0655444774292
ACH-000402,-0.197686827878
ACH-000403,-0.135306913895
ACH-000404,-0.237097952757
ACH-000406,-0.0833227154401
ACH-000407,-0.170860190143
ACH-000408,-0.10493474783
ACH-000410,-0.20094955677
ACH-000411,-0.453167328516
ACH-000414,0.173338760616
ACH-000415,0.028085934128999998
ACH-000416,-0.167288196591
ACH-000420,-0.23326624321400002
ACH-000421,-0.105537528967
ACH-000424,-0.0674658422448
ACH-000425,-0.00994715139008
ACH-000426,-0.18916806646200002
ACH-000427,-0.391915742968
ACH-000433,-0.35924968890299996
ACH-000436,-0.05641368944069999
ACH-000444,-0.128226387359
ACH-000445,-0.13302047674
ACH-000448,-0.157608860527
ACH-000450,-0.404460423717
ACH-000452,0.09108695094080001
ACH-000454,-0.109143311718
ACH-000458,-0.0705295219817
ACH-000459,0.00630250450267
ACH-000460,-0.07197370055989999
ACH-000461,-0.23777601603700002
ACH-000463,-0.324813897548
ACH-000464,-0.4561850096
ACH-000466,-0.30713622295299997
ACH-000467,-0.124631471204
ACH-000468,0.036083053379900004
ACH-000469,-0.021384132022899998
ACH-000470,-0.288454305124
ACH-000471,-0.20105079355
ACH-000472,-0.102925114268
ACH-000473,-0.07776375820939999
ACH-000475,-0.137567011816
ACH-000476,-0.24472169715999997
ACH-000477,-0.152149804569
ACH-000480,-0.0958112971247
ACH-000481,0.014966421183799998
ACH-000483,-0.19560715279399998
ACH-000484,-0.185369888443
ACH-000485,-0.293095364997
ACH-000486,-0.117807035778
ACH-000487,-0.044185531793400006
ACH-000488,-0.150567362167
ACH-000490,-0.154037046739
ACH-000491,-0.10966839114499999
ACH-000495,-0.306647406819
ACH-000496,0.0470014709678
ACH-000499,0.047767119682
ACH-000500,-0.18899627484099998
ACH-000502,-0.118804814649
ACH-000503,0.0769941375627
ACH-000505,-0.108110492974
ACH-000507,0.024027971751200004
ACH-000510,-0.0858003146746
ACH-000511,-0.15097610333
ACH-000512,-0.130398932103
ACH-000516,-0.14690679099
ACH-000517,-0.11197788718
ACH-000518,-0.0780923076688
ACH-000520,-0.403753936973
ACH-000521,-0.117131382217
ACH-000522,-0.14885013039
ACH-000524,-0.12211698141300001
ACH-000527,-0.279628051388
ACH-000528,-0.014385376459399999
ACH-000537,-0.17519370811
ACH-000541,0.159904571995
ACH-000542,-0.102212523773
ACH-000544,-0.26918415282200003
ACH-000545,-0.0539490046413
ACH-000547,-0.166811090646
ACH-000548,-0.0526560019786
ACH-000549,0.07951812524
ACH-000550,-0.218473790546
ACH-000552,-0.243638992841
ACH-000556,0.038852897633000004
ACH-000557,0.0021323840387
ACH-000570,-0.07993609215469999
ACH-000571,-0.202254449709
ACH-000573,-0.120466088752
ACH-000576,0.036474158511099995
ACH-000580,-0.191073925016
ACH-000584,-0.267906725728
ACH-000585,-0.20052814742400002
ACH-000588,-0.142334846535
ACH-000589,-0.15638806217
ACH-000591,0.09293092229160002
ACH-000593,-0.0675104778051
ACH-000600,-0.291483643771
ACH-000601,-0.30322540371199996
ACH-000604,0.102385123486
ACH-000605,0.128664753816
ACH-000606,-0.25766548885400004
ACH-000608,0.00404973383542
ACH-000614,-0.193018423521
ACH-000616,-0.17620899397599998
ACH-000618,-0.144242751756
ACH-000619,-0.26263813021
ACH-000620,-0.34662316368100005
ACH-000621,-0.06756571728130001
ACH-000622,-0.010826772879000001
ACH-000623,-0.38774044932199997
ACH-000624,-0.0719490009501
ACH-000627,-0.296212889383
ACH-000630,-0.08586716895220001
ACH-000632,-0.102159521639
ACH-000633,-0.0029947815783699996
ACH-000637,-0.0663535060152
ACH-000638,0.0604293874577
ACH-000646,-0.0318303028665
ACH-000647,-0.0851815972389
ACH-000648,-0.359937004058
ACH-000649,-0.134205541072
ACH-000651,-0.031304512253799995
ACH-000652,0.03229039589
ACH-000653,-0.0222169846613
ACH-000657,-0.10665754283199999
ACH-000658,-0.0677516282666
ACH-000661,-0.216310976276
ACH-000662,-0.253019810364
ACH-000663,-0.140231802128
ACH-000665,-0.10163823976900001
ACH-000671,-0.354340641351
ACH-000673,-0.107280661347
ACH-000676,-0.0156019319239
ACH-000677,-0.260443789007
ACH-000681,-0.09714220472780001
ACH-000682,-0.24262490225900002
ACH-000683,0.0273366398496
ACH-000684,-0.032391811301700005
ACH-000688,-0.284153534489
ACH-000693,-0.158866869497
ACH-000694,-0.0316750275367
ACH-000695,-0.33129499538
ACH-000696,-0.20711617443799998
ACH-000697,-0.07592592167449999
ACH-000699,-0.113802974173
ACH-000701,-0.16868023784400002
ACH-000706,-0.015546023907899999
ACH-000711,-0.0813156541281
ACH-000713,-0.117523988851
ACH-000714,-0.059125789890900005
ACH-000718,-0.139194845538
ACH-000720,-0.102216686969
ACH-000721,-0.258040765923
ACH-000724,0.0156358388981
ACH-000725,-0.058080760270199996
ACH-000732,0.06553557747830001
ACH-000734,-0.11637003398600002
ACH-000735,-0.34758310008000004
ACH-000736,-0.283006163922
ACH-000738,0.020102349269599997
ACH-000746,-0.0826775520947
ACH-000747,-0.18062674761
ACH-000748,0.014869028459900001
ACH-000753,-0.0979289624928
ACH-000756,-0.12238581433599999
ACH-000757,-0.00859734127
ACH-000758,0.0101355723302
ACH-000760,-0.042568970994499994
ACH-000763,0.000403436232628
ACH-000764,-0.227159769442
ACH-000765,0.10212886197599999
ACH-000766,-0.0651280606245
ACH-000767,-0.0567909772714
ACH-000768,-0.173586179866
ACH-000769,-0.148251766793
ACH-000770,-0.013232737344799999
ACH-000771,-0.09363604238489999
ACH-000773,-0.104260030329
ACH-000776,-0.058970197160199994
ACH-000777,-0.194579684243
ACH-000778,-0.129368877812
ACH-000781,-0.133930085702
ACH-000782,-0.0854642941954
ACH-000783,-0.5198600333250001
ACH-000784,-0.128754902516
ACH-000785,-0.116513455671
ACH-000787,-0.0913878817527
ACH-000788,-0.181165823621
ACH-000791,-0.17768278711599997
ACH-000792,-0.042726340614200005
