,FLRT1 (23769)
ACH-000004,-0.37829259890699996
ACH-000007,-0.046658126800800004
ACH-000009,-0.00125634908983
ACH-000011,-0.08463811041000001
ACH-000012,-0.13571622544099998
ACH-000013,-0.22897380298599998
ACH-000014,0.101743030749
ACH-000015,-0.0115329730144
ACH-000017,-0.12798433597
ACH-000018,-0.0753574110026
ACH-000019,-0.35327725754600003
ACH-000021,-0.140194378733
ACH-000022,0.0709049579887
ACH-000025,-0.0171250595866
ACH-000028,-0.303564369864
ACH-000030,-0.175724289141
ACH-000035,-0.126098235853
ACH-000036,-0.0711133092139
ACH-000037,-0.280433419179
ACH-000039,-0.18809007658500002
ACH-000040,-0.235040596153
ACH-000041,-0.18698006159400002
ACH-000042,-0.294691265597
ACH-000045,-0.124604218871
ACH-000047,-0.27407205658399997
ACH-000052,-0.21985323120099998
ACH-000053,-0.10023060666400001
ACH-000054,-0.000289953638802
ACH-000055,-0.0180574656729
ACH-000060,-0.12253480067900001
ACH-000067,-0.0121406791373
ACH-000070,-0.036131250869100004
ACH-000075,-0.14147572974300002
ACH-000078,-0.153411188446
ACH-000082,0.026380309390000002
ACH-000085,-0.20464298713799997
ACH-000086,-0.34684664183499997
ACH-000087,-0.158104433539
ACH-000092,-0.183001384005
ACH-000095,-0.116712849616
ACH-000097,-0.15954931406099998
ACH-000098,-0.145874619181
ACH-000099,-0.126091175781
ACH-000108,-0.278828354414
ACH-000113,-0.194026229859
ACH-000115,-0.208221413341
ACH-000116,-0.208231178426
ACH-000118,-0.271995266821
ACH-000120,-0.310743729091
ACH-000123,-0.10220655162699999
ACH-000127,-0.22876960223499998
ACH-000128,-0.09471306408060001
ACH-000132,-0.156579207326
ACH-000133,-0.14543319451300002
ACH-000137,-0.09134310019439999
ACH-000138,-0.166240567774
ACH-000142,-0.303625181317
ACH-000143,-0.251065469004
ACH-000146,-0.162142566888
ACH-000148,-0.07169400196430001
ACH-000150,-0.04287935124890001
ACH-000152,-0.0174190412235
ACH-000153,-0.0291901026351
ACH-000159,0.06832146914340001
ACH-000160,-0.218112779711
ACH-000163,0.004223612644
ACH-000167,-0.18444017737100002
ACH-000168,-0.244260931358
ACH-000169,-0.20018508605000002
ACH-000178,-0.0904487382512
ACH-000182,0.00713589542089
ACH-000183,-0.0503929603551
ACH-000188,-0.254605042775
ACH-000189,-0.339843856546
ACH-000190,-0.145693658615
ACH-000198,-0.0519524656716
ACH-000204,-0.0714119930913
ACH-000206,-0.225191712161
ACH-000207,-0.07603462808889999
ACH-000211,-0.09213688123330001
ACH-000215,-0.051483456834000005
ACH-000221,-0.158948620106
ACH-000222,-0.311010839418
ACH-000223,-0.09659765714
ACH-000226,-0.08815309178750001
ACH-000227,-0.0276654884014
ACH-000228,-0.22909236558899998
ACH-000231,-0.213525509332
ACH-000232,-0.0681723343693
ACH-000233,-0.09414272440989999
ACH-000234,-0.213253265751
ACH-000235,-0.26830110189399997
ACH-000237,-0.150319995728
ACH-000238,-0.263166080221
ACH-000243,-0.104462152677
ACH-000244,0.121281543459
ACH-000246,-0.168233528966
ACH-000248,0.0319846122989
ACH-000250,-0.172135089251
ACH-000251,-0.0810189155888
ACH-000253,-0.25017537370799997
ACH-000255,-0.185755904144
ACH-000256,-0.186743075712
ACH-000257,-0.10503188385199999
ACH-000258,0.12666217731100002
ACH-000259,-0.10552933819
ACH-000260,-0.23306997875399998
ACH-000261,-0.149215021362
ACH-000262,0.012572682475399999
ACH-000263,-0.10211258442
ACH-000264,-0.149411845515
ACH-000265,-0.011476026338599999
ACH-000266,-0.181701379934
ACH-000272,0.010339803077999999
ACH-000273,-0.169297809364
ACH-000274,-0.058884661470900004
ACH-000277,-0.0631697526975
ACH-000278,0.04702412252169999
ACH-000279,-0.06496276503269999
ACH-000280,-0.171450800838
ACH-000281,-0.208590478952
ACH-000288,-0.0269195054262
ACH-000291,-0.183586122344
ACH-000293,-0.07875913341900001
ACH-000294,-0.042337754889900006
ACH-000295,-0.014155775081499998
ACH-000296,0.152811344742
ACH-000302,-0.167423103212
ACH-000304,-0.567935954539
ACH-000307,-0.044462603832
ACH-000308,-0.252707284967
ACH-000310,-0.301840342836
ACH-000311,-0.240883869503
ACH-000312,-0.0827898654983
ACH-000315,-0.17060106866500002
ACH-000316,-0.140352380158
ACH-000317,-0.23892882585099998
ACH-000318,-0.317594730873
ACH-000319,0.0271028927343
ACH-000320,0.0461331496946
ACH-000322,-0.07085228785060001
ACH-000323,-0.16768041220000002
ACH-000324,-0.0140201904541
ACH-000329,0.11944756320199999
ACH-000330,-0.11305316389499999
ACH-000331,-0.0805892970805
ACH-000332,-0.117191836272
ACH-000334,-0.0956385997197
ACH-000335,-0.129766501378
ACH-000336,-0.0986283786214
ACH-000337,-0.802394807439
ACH-000339,-0.040240689922699996
ACH-000341,-0.0041572430166
ACH-000348,0.0718053431373
ACH-000350,-0.17868351332600002
ACH-000352,-0.162847808129
ACH-000356,-0.298260921297
ACH-000361,-0.037079655105800004
ACH-000362,-0.198376650221
ACH-000363,0.0671604598065
ACH-000364,-0.12182245964400001
ACH-000365,-0.0745595181952
ACH-000366,-0.360211075452
ACH-000368,-0.270654288871
ACH-000374,-0.41602384979
ACH-000375,-0.368542297442
ACH-000376,-0.129451093891
ACH-000381,-0.227062855453
ACH-000383,-0.14336246674699998
ACH-000387,0.103136269119
ACH-000389,-0.136620377898
ACH-000390,-0.32460816945099996
ACH-000393,-0.117135738372
ACH-000395,-0.263365954683
ACH-000397,-0.0656492343264
ACH-000401,-0.20105069357
ACH-000402,-0.247345335746
ACH-000403,-0.00472108850315
ACH-000404,-0.165343632189
ACH-000406,-0.192256287283
ACH-000407,-0.146556563569
ACH-000408,-0.363910182055
ACH-000410,-0.20242931595600003
ACH-000411,-0.0737723061057
ACH-000414,-0.07464116183029999
ACH-000415,-0.391076390541
ACH-000416,-0.07235011741160001
ACH-000420,0.00307280531557
ACH-000421,-0.00207276143323
ACH-000424,-0.141497110451
ACH-000425,-0.00615061809119
ACH-000426,0.140481127103
ACH-000427,-0.16804252133
ACH-000433,-0.280830024842
ACH-000436,-0.09064256987289998
ACH-000444,-0.100477768096
ACH-000445,-0.467431503901
ACH-000448,-0.10664973452
ACH-000450,-0.186341802271
ACH-000452,-0.23686580632100002
ACH-000454,-0.18549171567000003
ACH-000458,-0.364714731596
ACH-000459,-0.128016129547
ACH-000460,-0.09133053112749999
ACH-000461,-0.32144235209600003
ACH-000463,-0.137675327136
ACH-000464,-0.239331837522
ACH-000466,-0.113327827525
ACH-000467,-0.106866777795
ACH-000468,-0.222899688376
ACH-000469,-0.197688117267
ACH-000470,-0.172154094468
ACH-000471,-0.00738404684371
ACH-000472,-0.08165714474619999
ACH-000473,-0.281923395209
ACH-000475,-0.216177368433
ACH-000476,-0.0421110353316
ACH-000477,-0.46654073191600004
ACH-000480,-0.39099470195299996
ACH-000481,-0.121010080264
ACH-000483,0.046415649141800006
ACH-000484,-0.0617517588409
ACH-000485,-0.127551002469
ACH-000486,-0.0779929408888
ACH-000487,-0.113256161931
ACH-000488,-0.23962481224100002
ACH-000490,-0.251379946997
ACH-000491,-0.120564497905
ACH-000495,-0.153017135113
ACH-000496,-0.177136145218
ACH-000499,-0.0420553095524
ACH-000500,-0.348913917962
ACH-000502,-0.09588034559630002
ACH-000503,-0.286409618368
ACH-000505,-0.20716556138599998
ACH-000507,-0.236834431558
ACH-000510,-0.04827298546849999
ACH-000511,-0.027064742635900002
ACH-000512,-0.162694677815
ACH-000516,0.043105506104499994
ACH-000517,-0.0764583514049
ACH-000518,-0.156277460404
ACH-000520,0.026522382831599998
ACH-000521,-0.165034170469
ACH-000522,-0.11269120107899999
ACH-000524,-0.190028579481
ACH-000527,-0.0678911446014
ACH-000528,-0.226534387725
ACH-000537,-0.18165408932399998
ACH-000541,-0.184914495368
ACH-000542,-0.10381597945
ACH-000544,-0.259787603242
ACH-000545,-0.249790677324
ACH-000547,-0.10708496682700001
ACH-000548,-0.387860312535
ACH-000549,-0.19217737831099999
ACH-000550,-0.055474313267900005
ACH-000552,-0.0682097891405
ACH-000556,-0.24815491527
ACH-000557,-0.0434194338454
ACH-000570,-0.390864317152
ACH-000571,-0.0266360217974
ACH-000573,-0.0972756006328
ACH-000576,0.035995304481599995
ACH-000580,-0.0615307901821
ACH-000584,-0.144860417718
ACH-000585,-0.134742759272
ACH-000588,-0.103008042039
ACH-000589,-0.280730413585
ACH-000591,-0.235052343857
ACH-000593,-0.189407402945
ACH-000600,-0.44242588909999997
ACH-000601,-0.127418468034
ACH-000604,-0.00232435710976
ACH-000605,0.0186563694098
ACH-000606,-0.416545945466
ACH-000608,-0.174919243919
ACH-000614,0.0835057445331
ACH-000616,-0.241527606899
ACH-000618,-0.39308346596999993
ACH-000619,-0.09506796490160001
ACH-000620,0.027081221038
ACH-000621,-0.026269145635
ACH-000622,-0.40520415472300003
ACH-000623,-0.026763952406
ACH-000624,-0.133040805535
ACH-000627,-0.0826742996514
ACH-000630,-0.0832199639852
ACH-000632,-0.255530117457
ACH-000633,-0.334467413959
ACH-000637,-0.350053730857
ACH-000638,-0.151360121233
ACH-000646,0.0780652791762
ACH-000647,-0.051135021469700004
ACH-000648,-0.043967983433
ACH-000649,-0.180287581591
ACH-000651,-0.11944498226700001
ACH-000652,-0.24868023627799998
ACH-000653,-0.24112144991300002
ACH-000657,-0.175919223461
ACH-000658,-0.0609181130951
ACH-000661,-0.258999481625
ACH-000662,-0.42954618215499996
ACH-000663,-0.136345754264
ACH-000665,-0.324028089328
ACH-000671,-0.355398011866
ACH-000673,-0.213320717283
ACH-000676,-0.050249220797800004
ACH-000677,-0.10787233555600001
ACH-000681,-0.08163450158869999
ACH-000682,-0.0287358213307
ACH-000683,-0.263367508884
ACH-000684,-0.12422141941199999
ACH-000688,0.09485266310789998
ACH-000693,-0.261555519146
ACH-000694,-0.315789469895
ACH-000695,-0.170239072381
ACH-000696,-0.0853024566102
ACH-000697,-0.24762721242600003
ACH-000699,0.0428588742339
ACH-000701,-0.037720598885800004
ACH-000706,-0.15631011694900002
ACH-000711,-0.063029246211
ACH-000713,-0.24299626549800002
ACH-000714,-0.20760729018899998
ACH-000718,-0.100172830967
ACH-000720,-0.329074156852
ACH-000721,-0.0817895699029
ACH-000724,-0.159524930211
ACH-000725,-0.36865232708800005
ACH-000732,-0.317867931721
ACH-000734,-0.348551187099
ACH-000735,-0.269189905376
ACH-000736,-0.286630308877
ACH-000738,-0.258913260538
ACH-000746,-0.101392107952
